name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
MarketCap,"2,108,981,169","1,836,094,870","2,902,781,217","2,454,449,987","2,484,928,391","2,447,495,826","2,454,229,366","2,690,048,245","2,479,016,507","2,472,962,011","3,021,756,499","2,480,571,458","2,492,497,282","1,921,296,379","1,175,141,195","981,019,769"
EnterpriseValue,"8,987,270,169","8,810,324,870","10,071,472,217","9,844,243,987","9,875,135,391","9,927,977,826","9,851,898,366","9,923,959,245","9,313,559,507","9,252,656,011","9,665,658,499","9,057,914,458","8,835,657,282","8,161,547,379","7,337,615,195","981,019,769"
PeRatio,"6.963","5.698","9.241","7.797","7.248","7.149","5.052","5.796","6.071","6.77","16.142","47.842","201.684",,,
ForwardPeRatio,"6.596","5.685","8.354","7.037","7.067","6.618","6.689","7.215","7.441",,,,,,,
PsRatio,"1.556","1.35","2.102","1.796","1.786","1.744","1.826","2.015","1.896","1.941","2.433","2.277","2.614","1.71","1.562",
PbRatio,"1.057","0.863","1.397","1.165","1.123","1.08","1.087","1.221","1.162","1.191","1.59","1.595","1.49","1.155","0.715",
EnterprisesValueRevenueRatio,"6.377","26.155","28.913","27.159","27.296","27.679","25.815","26.438","26.773","28.169","30.105","28.838","29.982","30.107","27.585","3.806"
EnterprisesValueEBITDARatio,"7.275","30.241","32.915","31.282","30.542","29.99","28.41","28.641","26.227","29.182","30.626","30.805","31.925","32.782","30.383","7.141"
