name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
TotalRevenue,"61,127,000,000","59,812,000,000","53,762,000,000","51,048,000,000","47,248,000,000","46,132,000,000","45,600,000,000","45,358,000,000","47,182,000,000","46,499,000,000","45,803,000,000","45,189,000,000","42,731,000,000","41,862,000,000","39,620,000,000","37,213,000,000","35,526,000,000","31,824,000,000","26,578,000,000","23,990,000,000","25,329,000,000","25,530,000,000","26,266,000,000","28,069,000,000","26,875,000,000","22,853,000,000","22,906,000,000","22,397,000,000","16,030,000,000"
	OperatingRevenue,"61,127,000,000","59,812,000,000","53,762,000,000","51,048,000,000","47,248,000,000","46,132,000,000","45,600,000,000","45,358,000,000","47,182,000,000","46,499,000,000","45,803,000,000","45,189,000,000","42,731,000,000","41,862,000,000","39,620,000,000","37,213,000,000","35,526,000,000","31,824,000,000","26,578,000,000","23,990,000,000","25,329,000,000","25,530,000,000","26,266,000,000","28,069,000,000","26,875,000,000","22,853,000,000","22,906,000,000","22,397,000,000","16,030,000,000"
CostOfRevenue,"52,857,000,000","51,445,000,000","46,392,000,000","45,500,000,000","42,106,000,000","40,830,000,000","40,226,000,000","40,775,000,000","42,938,000,000","42,795,000,000","41,967,000,000","40,965,000,000","38,082,000,000","37,628,000,000","36,186,000,000","34,676,000,000","33,558,000,000","29,848,000,000","24,629,000,000","22,447,000,000","22,747,000,000","23,865,000,000","23,914,000,000","25,772,000,000","24,594,000,000","20,881,000,000","21,127,000,000","20,857,000,000","14,891,000,000"
GrossProfit,"8,270,000,000","8,367,000,000","7,370,000,000","5,548,000,000","5,142,000,000","5,302,000,000","5,374,000,000","4,583,000,000","4,244,000,000","3,704,000,000","3,836,000,000","4,224,000,000","4,649,000,000","4,234,000,000","3,434,000,000","2,537,000,000","1,968,000,000","1,976,000,000","1,949,000,000","1,543,000,000","2,582,000,000","1,665,000,000","2,352,000,000","2,297,000,000","2,281,000,000","1,972,000,000","1,779,000,000","1,540,000,000","1,139,000,000"
OperatingExpense,"-114,000,000","-178,000,000","-60,000,000","-373,000,000","-487,000,000","-236,000,000","-337,000,000","-318,000,000","-238,000,000","0","0","0","0","0","0","0","0","0","0","0","968,000,000","0","0","0","0","0","0","0","0"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"968,000,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,"968,000,000",,,,,,,,
	OtherOperatingExpenses,"-114,000,000","-178,000,000","-60,000,000","-373,000,000","-487,000,000","-236,000,000","-337,000,000","-318,000,000","-238,000,000",,,,,,,,,,,,,,,,,,,,
OperatingIncome,"8,270,000,000","8,367,000,000","7,370,000,000","5,548,000,000","5,142,000,000","5,302,000,000","5,374,000,000","4,583,000,000","4,244,000,000","3,704,000,000","3,836,000,000","4,224,000,000","4,649,000,000","4,234,000,000","3,434,000,000","2,537,000,000","1,968,000,000","1,976,000,000","1,949,000,000","1,543,000,000","1,614,000,000","1,665,000,000","2,352,000,000","2,297,000,000","2,281,000,000","1,972,000,000","1,779,000,000","1,540,000,000","1,139,000,000"
NetNonOperatingInterestIncomeExpense,"-630,000,000","-653,000,000","-668,000,000","-651,000,000","-663,000,000","-443,000,000","-340,000,000","-350,000,000","-383,000,000","-354,000,000","-345,000,000","-305,000,000","-341,000,000","-352,000,000","-361,000,000","-370,000,000","-425,000,000","-487,000,000","-581,000,000","-700,000,000",,"-809,000,000","-861,000,000","-842,000,000","-700,000,000","-288,000,000","-304,000,000","-278,000,000","-177,000,000"
	InterestExpenseNonOperating,"630,000,000","653,000,000","668,000,000","651,000,000","663,000,000","443,000,000","340,000,000","350,000,000","383,000,000","354,000,000","345,000,000","305,000,000","341,000,000","352,000,000","361,000,000","370,000,000","425,000,000","487,000,000","581,000,000","700,000,000",,"809,000,000","861,000,000","842,000,000","700,000,000","288,000,000","304,000,000","278,000,000","177,000,000"
OtherIncomeExpense,"-314,000,000","-473,000,000","-864,000,000","372,000,000","407,000,000","164,000,000","224,000,000","-78,000,000","211,000,000","281,000,000","335,000,000","365,000,000","394,000,000","193,000,000","519,000,000",,,"43,000,000",,"-655,000,000","-409,000,000","344,000,000","170,000,000","482,000,000","452,000,000","-595,000,000","200,000,000","44,000,000","42,000,000"
	SpecialIncomeCharges,,"0","-96,000,000","0","-80,000,000","-102,000,000","-119,000,000","-396,000,000","-48,000,000","281,000,000","335,000,000","365,000,000","394,000,000","193,000,000","519,000,000",,,"43,000,000",,"-655,000,000","-409,000,000","344,000,000","170,000,000","482,000,000","452,000,000","-595,000,000","200,000,000","44,000,000","42,000,000"
		RestructuringAndMergernAcquisition,,"0","96,000,000","0","80,000,000","102,000,000","0","201,000,000","48,000,000",,,,,,,,,,,,,,,"0","0","690,000,000",,"0",
		ImpairmentOfCapitalAssets,,,,,,"0","119,000,000","195,000,000",,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,"-482,000,000","-452,000,000","-95,000,000",,"-44,000,000",
	OtherNonOperatingIncomeExpenses,"-314,000,000","-473,000,000","-768,000,000","372,000,000","487,000,000","266,000,000","343,000,000","318,000,000","259,000,000",,,,,,,,,,,,,,,,,,,,
PretaxIncome,"7,326,000,000","7,241,000,000","5,838,000,000","5,269,000,000","4,886,000,000","5,023,000,000","5,258,000,000","4,155,000,000","4,072,000,000","3,631,000,000","3,826,000,000","4,284,000,000","4,702,000,000","4,368,000,000","3,592,000,000","2,616,000,000","1,664,000,000","1,532,000,000","577,000,000","188,000,000","286,000,000","1,200,000,000","1,661,000,000","1,937,000,000","2,033,000,000","1,089,000,000","1,675,000,000","1,306,000,000","1,004,000,000"
TaxProvision,"1,083,000,000","1,011,000,000","792,000,000","3,340,000,000","1,133,000,000","1,418,000,000","1,644,000,000","1,205,000,000","1,327,000,000","964,000,000","1,181,000,000","1,260,000,000","1,485,000,000","1,335,000,000","1,063,000,000","791,000,000","398,000,000","479,000,000","44,000,000","109,000,000","710,000,000","463,000,000","660,000,000","637,000,000","686,000,000","407,000,000","620,000,000","477,000,000","355,000,000"
NetIncomeCommonStockholders,"6,243,000,000","6,230,000,000","5,046,000,000","2,002,000,000","5,302,000,000","3,605,000,000","3,614,000,000","2,981,000,000","2,745,000,000","2,655,000,000","2,926,000,000","3,024,000,000","3,217,000,000","3,033,000,000","2,529,000,000","1,825,000,000","1,266,000,000","1,053,000,000","500,000,000","-1,046,000,000","-519,000,000","382,000,000","1,001,000,000","-579,000,000","1,347,000,000","682,000,000","1,018,000,000","829,000,000","-361,000,000"
	NetIncome,"6,243,000,000","6,230,000,000","5,046,000,000","2,002,000,000","5,302,000,000","3,605,000,000","3,614,000,000","2,981,000,000","2,745,000,000","2,655,000,000","2,926,000,000","3,024,000,000","3,217,000,000","3,033,000,000","2,529,000,000","1,825,000,000","1,266,000,000","1,053,000,000","500,000,000","-1,046,000,000","-519,000,000","382,000,000","1,001,000,000","1,300,000,000","1,347,000,000","682,000,000","1,018,000,000","829,000,000","-361,000,000"
