name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002
TotalAssets,"5,949,680,000","2,557,617,000","2,240,237,000","2,019,498,000","1,885,515,000","1,710,160,000","1,599,695,000","1,553,406,000","1,530,067,000","1,485,800,000","1,547,281,000","1,398,570,000","1,367,031,000","1,298,694,000","605,664,955.315","568,296,773.795","549,338,233.028","364,452,007.648","362,507,302.524","388,602,057.534","332,689,482.904","372,792,620.638","380,983,023.503","373,659,422.605","368,250,212.842","412,878,021.789","414,224,572.981","443,486,767.99","430,647,606.887","364,565,913.183","326,497,304.851","275,491,714.734","257,893,686.846","244,232,200.696","241,232,704.403","221,884,261.983","191,196,861.845","176,612,726.648","164,081,216.808","161,546,609.368","114,614,768.28","119,458,715.41","95,892,828.944","84,512,794.74","66,139,532.941","71,292,976.399","86,653,120.976","90,712,934.04","90,225,701.051","96,201,368.537","83,135,219.269","72,916,447.414","58,895,083.079","61,049,117.647","65,574,740.331","54,377,208.949","53,010,399.195","45,090,846.87","36,518,983.813","37,842,524.972","39,208,725.005","33,408,002.956","36,039,538.519","29,538,312.976","27,009,980.377","19,298,183.154","15,832,551.449","14,885,470.771","13,655,817.851","12,004,475.438","10,850,301.469"
	CurrentAssets,"721,580,000","794,630,000","691,429,000","539,695,000","485,817,000","397,912,000","324,007,000","370,194,000","343,518,000","299,618,000","275,027,000","330,188,000","326,353,000","289,886,000","195,240,159.726","151,242,869.731","136,420,295.214","84,578,202.677","84,227,316.053","88,869,853.045","53,543,010.204","58,442,868.879","59,976,900.231","57,163,589.233","65,426,356.589","104,260,555.99","65,585,209.627","106,414,411.922","110,593,938.91","62,942,588.518","98,877,021.362","53,256,017.773","57,908,649.29","58,064,256.543","57,940,251.572","68,232,998.624","59,870,760.1","61,088,024.752","61,225,884.642","68,724,353.395","41,919,672.315","51,531,775.104","34,224,869.258","31,363,980.4","17,287,769.714","24,071,358.519","32,633,650.732","36,918,606.274","39,756,244.459","43,833,658.023","36,922,925.157","29,370,898.258","18,773,427.433","19,287,237.077","24,714,961.326","14,771,855.928","15,184,006.821","12,026,576.988","6,752,039.732","10,953,564.294","14,136,821.346","9,548,585.975","15,387,923.337","10,346,284.582","8,911,707.17","3,355,678.968","2,256,105.533","3,625,005.233","4,128,653.86","3,885,098.125","3,891,243.821"
		CashCashEquivalentsAndShortTermInvestments,"530,897,000","707,206,000","615,779,000","469,385,000","416,111,000","332,227,000","257,205,000","318,355,000","275,344,000","231,596,000","210,477,000","267,380,000","279,715,000","234,898,000","160,886,100.019","121,758,722.503","100,544,667.345","63,778,202.677","62,355,102.543","66,800,841.643","34,577,046.038","36,961,102.975","36,836,798.299","35,502,596.727","46,574,360.353","73,076,262.617","37,683,423.913","76,057,869.044","87,686,291.722","39,961,992.398","73,156,318.626","30,748,221.674","37,581,670.008","39,064,920.434","42,234,800.839","54,206,167.601","47,296,346.135","50,593,436.794","47,279,220.893","59,313,401.189","33,168,178.073","45,992,366.497","26,345,756.351","21,312,845.835","12,012,667.342","19,337,930.948","26,921,960.976","30,716,739.085","34,019,238.93","36,866,424.026","32,444,529.064","23,975,591.947","14,599,004.747","14,854,789.661","19,619,207.956","8,422,304.251","7,818,929.649","7,430,430.626","3,761,390.615","6,843,623.751","11,533,490.083","6,907,814.912","2,502,545.66","8,680,429.554","6,977,892.83","1,875,482.434","641,437.727","2,689,548.417","2,966,505.215","2,337,601.766","2,007,371"
			CashAndCashEquivalents,"530,897,000","707,206,000","615,779,000","469,385,000","416,111,000","332,227,000","257,205,000","318,355,000","275,344,000","231,596,000","210,477,000","267,380,000","279,715,000","234,898,000","160,886,100.019","121,758,722.503","100,544,667.345","63,778,202.677","62,355,102.543","66,800,841.643","34,577,046.038","36,961,102.975","36,836,798.299","35,499,858.526","46,574,360.353","73,075,308.618","22,949,340.062","75,878,016.483","62,615,964.727","9,802,960.592","33,054,501.897","25,491,714.734","12,463,716.073","13,567,505.583","15,699,161.426","27,413,677.918","36,940,943.641","25,696,772.419","13,006,771.715","29,203,994.662","9,548,241.738","4,154,648.774","12,279,652.594","1,512,919.546","2,593,930.671","3,396,089.567","11,824,586.341","15,464,139.353","14,115,458.485","36,570,876.769","32,195,675.65","23,720,192.832","14,599,004.747","14,854,789.661","19,619,207.956","8,422,304.251","7,818,929.649","7,430,430.626","3,761,390.615","6,843,623.751","2,882,691.951","6,312,479.061","2,359,742.202","8,541,957.7","6,834,496.604","1,731,528.863","506,139.002","2,556,976.095","2,841,637.476","2,215,707.659","1,887,414.689"
				CashFinancial,,"707,206,000",,,"416,111,000","332,227,000",,,,,,,,,,,,,,,,,"36,836,798.299","35,499,858.526","46,574,360.353","73,075,308.618","22,949,340.062","51,211,534.281","47,670,730.004",,"33,054,501.897",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","24,666,482.203","14,945,234.723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,"0","0","0","0","2,738.201","0","953.998","14,734,083.851","179,852.56","25,070,326.996","30,159,031.806","40,101,816.73","5,256,506.94","25,117,953.936","25,497,414.851","26,535,639.413","26,792,489.684","10,355,402.494","24,896,664.375","34,272,449.178","30,109,406.527","23,619,936.336","41,837,717.723","14,066,103.757","19,799,926.289","9,418,736.671","15,941,841.381","15,097,374.634","15,252,599.732","19,903,780.445","295,547.257","248,853.413","255,399.115",,,,,,,,,"8,650,798.132","595,335.852","142,803.457","138,471.854","143,396.226","143,953.571","135,298.725","132,572.322","124,867.739","121,894.106","119,956.311"
		Receivables,"31,147,000","30,149,000","27,105,000","23,176,000","18,161,000","20,151,000","21,999,000","9,268,000","11,724,000","15,668,000","7,697,000","7,663,000","5,244,000","7,481,000","11,606,769.348","7,522,144.414","13,272,318.264","6,812,237.094","9,194,262.522","4,987,483.471","4,078,330.335","3,087,830.839","3,506,214.938","4,230,519.984","2,085,405.745","8,793,955.467","8,036,684.783","14,003,794.691","3,063,463.879","7,387,477.495","7,570,373.328","6,852,414.243","7,516,134.502","6,967,831.493","5,448,637.317","2,484,652.418","2,038,198.504","2,056,855.908","2,824,888.63","977,586.671","2,168,837.188","1,652,521.981","1,858,014.026","3,486,583.742","1,703,038.313","1,156,477.358","925,462.439","2,063,994.053","1,632,792.748","1,928,081.839","689,218.706","1,452,582.468","742,127.84","741,208.556","873,764.42","2,442,483.221","2,994,327.314","398,457.699","464,067.201","618,485.809","458,109.972","553,316.637","11,110,030.815","317,032.038","425,966.792","231,170.494","463,200.883","218,512.678","322,634.578","622,369.493","140,994.122"
			AccountsReceivable,"142,000","241,000","286,000","300,000","1,850,000","8,129,000","228,000","1,235,000","3,201,000","4,246,000","57,000","2,720,000","1,133,000","874,000","8,641,186.537","5,907,495.865","11,011,987.304","2,849,713.193","5,825,877.072","737,685.149","2,896,934.183","464,335.465","772,742.273","2,708,993.164","173,858.494","4,335,921.848","3,973,214.286","9,956,123.881","64,840.492","3,341,668.334","7,570,373.328","6,852,414.243","7,516,134.502","6,967,831.493","5,448,637.317","2,484,652.418","2,038,198.504","2,056,855.908","2,824,888.63","977,586.671","2,168,837.188","1,652,521.981","1,858,014.026","3,486,583.742","1,703,038.313","1,156,477.358","925,462.439","2,063,994.053","1,632,792.748","1,928,081.839","689,218.706","1,452,582.468","742,127.84","741,208.556","873,764.42","2,442,483.221","2,994,327.314","398,457.699","464,067.201","618,485.809","458,109.972","553,316.637","376,807.967","317,032.038","425,966.792","231,170.494","463,200.883","218,512.678","322,634.578","622,369.493","140,994.122"
			TaxesReceivable,"29,419,000","27,039,000","24,318,000","21,432,000","15,319,000","11,357,000","14,753,000","7,211,000","7,737,000","10,379,000","7,026,000","3,768,000","3,467,000","5,765,000","2,767,065.982","1,504,119.711","2,031,524.452","1,227,533.461","628,785.782","1,275,771.16","1,048,646.186","2,489,552.452","2,597,807.355","1,421,126.131","1,827,306.538","4,396,977.734","3,962,538.82","3,964,661.936","2,873,930.132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
