name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002
			OtherReceivables,"1,586,000","2,869,000","2,501,000","1,444,000","992,000","665,000","7,018,000","822,000","786,000","1,043,000","614,000","1,175,000","644,000","842,000","198,516.828","110,528.838","228,806.508","2,734,990.44","2,739,599.668","2,974,027.162","132,749.967","133,942.922","135,665.31","100,400.69","84,240.713","61,055.885","100,931.677","83,008.874","124,693.255","4,045,809.162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,733,222.849",,,,,,,,
		Inventory,"134,883,000","47,686,000","40,560,000","40,810,000","45,105,000","40,089,000","36,914,000","37,979,000","43,790,000","41,432,000","46,215,000","47,753,000","36,365,000","40,926,000","17,244,343.031","16,672,850.098","19,810,637.577","11,286,424.474","10,494,880.546","12,983,923.953","12,928,589.944","16,022,252.384","16,240,420.929","14,956,051.88","15,062,060.313","20,730,381.027","18,518,051.242","14,801,272.803","18,925,443.409","14,403,880.776","16,608,105.41","14,387,624.075","12,322,071.6","11,208,682.882","9,555,555.556","10,955,484.076","10,169,730.673","7,814,488.754","10,235,088.999","7,842,294.017","5,820,886.621","3,196,691.347","5,452,249.315","6,188,501.906","3,071,822.42","3,184,220.665","4,537,128.78","3,835,391.248","3,978,462.918","4,697,957.187","3,576,164.898","3,703,287.172","3,229,802.475","3,515,303.03","4,024,844.199","3,844,204.922","3,592,558.262","3,615,302.03","2,296,527.142","3,311,276.36","1,969,928.293","1,880,417.967","1,535,664.788","1,113,279.451","1,200,137.358","1,156,180.533","1,126,445.916","406,990.05","543,957.387","856,126.462","1,615,007.797"
			RawMaterials,"106,360,000","36,745,000","30,505,000","29,024,000","35,263,000","30,596,000","27,450,000","25,773,000","30,657,000","28,618,000","28,304,000","28,791,000","25,648,000","24,916,000","9,896,938.581","9,275,147.243","8,952,728.729","5,947,992.352","5,444,608.431","6,268,244.609","7,484,270.307","8,477,694.039","9,189,491.438","7,210,595.011","7,196,307.747","6,525,347.732","6,001,552.795","7,557,760.342","9,892,664.046","5,208,041.608","5,276,502.296","6,126,816.542","4,865,786.875","3,496,489.428","3,424,528.302","3,278,745.106","3,054,996.509","2,955,214.615","2,605,090.944","3,795,086.098","1,877,366.351","2,028,960.666","1,630,646.974","1,306,243.665",,,,,,,,,,,,"1,466,203.132",,,,,,,,,,,,,,,
			WorkInProcess,"28,523,000","10,941,000","10,055,000","11,786,000","9,842,000","9,493,000","9,464,000","12,206,000","13,133,000","12,814,000","17,911,000","18,962,000","10,717,000","16,010,000","7,347,404.45","7,397,702.855","10,857,908.847","5,338,432.122","5,050,272.115","6,715,679.344","5,444,319.637","7,544,558.346","7,050,929.491","7,745,456.869","7,865,752.565","14,205,033.295","12,516,498.447","7,243,512.461","9,032,779.363","8,468,693.739","11,331,603.114","8,260,807.533","7,456,284.725","7,712,193.454","6,131,027.254","7,676,738.969","7,114,734.165","4,718,526.667","7,629,998.055","4,047,207.92","3,943,520.27","1,167,730.68","3,821,602.341","4,571,348.997","1,823,794.04","1,959,129.347","2,246,403.902","2,649,187.769","2,771,717.886",,"1,870,565.311","2,432,277.512","2,223,908.104","2,604,464.349","3,112,429.613","2,378,001.79","2,140,686.459","2,146,646.362","1,104,546.272","1,715,982.242","1,147,789.509","871,633.273","206,005.261","524,175.728","600,907.925",,,"354,797.025","491,671.322","674,807.696",
			FinishedGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"727,145.429",,,,,,,"0","140,747.471",,"0","0",,"0",,,,,"1,186,203.479",,,,"1,271,009.66",,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"310,909.243","1,248,028.38","1,225,091.318","2,290,724.878",,"1,206,745.032",,"1,705,599.587",,"1,005,894.371","910,838.681","912,414.586",,"1,451,871.803","1,468,655.668","1,191,980.87","1,595,294.118","822,138.784","1,008,784.694","1,329,659.526","589,103.723","599,229.434",,,"52,193.025","52,286.065","181,318.766",
		PrepaidAssets,"24,653,000","9,589,000","7,985,000","6,324,000","6,440,000","5,445,000","7,889,000","4,592,000","12,660,000","10,922,000","10,638,000","7,392,000","5,029,000","6,581,000","5,502,947.328","5,289,152.715","2,792,672.029","2,701,338.432","2,183,070.442","4,097,603.979","1,959,043.886","2,371,682.68","3,393,466.065","2,474,420.642","1,704,530.179","1,659,956.879","1,347,049.689","1,551,475.384","918,739.9","1,189,237.848","1,542,223.997","1,267,757.781","488,773.179","822,821.735","701,257.862","586,694.53","366,484.788","623,243.296","886,686.12","591,071.517","761,770.433","690,195.28","568,849.566","376,048.917","500,241.638","392,729.547","249,098.537","302,481.887","125,749.863","341,194.972","213,012.489","239,436.671","202,492.37","175,935.829","197,144.751","62,863.535","778,191.596","582,386.633","230,054.774","180,178.373","175,292.998","207,036.459","239,682.074","235,543.538","307,710.189","92,845.508","25,021.007","309,954.088","295,556.68","69,000.404","127,870.902"
	TotalNonCurrentAssets,"5,228,100,000","1,762,987,000","1,548,808,000","1,479,803,000","1,399,698,000","1,312,248,000","1,275,688,000","1,183,212,000","1,186,549,000","1,186,182,000","1,272,254,000","1,068,382,000","1,040,678,000","1,008,808,000","410,424,795.589","417,053,904.064","412,917,937.814","279,873,804.971","278,279,986.471","299,732,204.489","279,146,472.7","314,349,751.759","321,006,123.272","316,495,833.371","302,823,856.253","308,617,465.799","348,639,363.354","337,072,356.069","320,053,667.977","301,623,324.665","227,620,283.49","222,235,696.961","199,985,037.556","186,167,944.153","183,292,452.83","153,651,263.358","131,326,101.746","115,524,701.896","102,855,332.166","92,822,255.973","72,695,095.965","67,926,940.305","61,667,959.686","53,148,814.34","48,851,763.227","47,221,617.88","54,019,470.244","53,794,327.766","50,469,456.592","52,367,710.514","46,212,294.112","43,545,549.156","40,121,655.646","41,761,880.57","40,859,779.006","39,605,353.02","37,826,392.375","33,064,269.882","29,766,944.081","26,888,960.679","25,071,903.66","23,859,416.981","20,651,615.182","19,192,028.394","18,098,273.208","15,942,504.186","13,576,445.916","11,260,465.538","9,527,163.991","8,119,377.314","6,959,057.648"
		NetPPE,"4,975,247,000","1,496,926,000","1,384,052,000","1,318,978,000","1,212,528,000","1,117,170,000","1,081,012,000","1,041,682,000","1,041,238,000","1,049,309,000","1,065,722,000","1,022,441,000","1,007,843,000","976,044,000","397,088,419.852","391,532,563.496","385,366,398.57","273,151,051.625","271,381,791.348","292,031,836.063","271,727,399.122","305,751,509.09","311,946,797.199","307,421,436.46","294,190,079.312","299,360,821.202","339,405,085.404","327,631,084.847","310,666,759.771","292,322,464.493","208,397,883.809","202,880,989.748","182,868,998.813","167,283,280.021","161,102,725.367","147,861,305.682","125,931,968.08","110,238,288.97","97,651,463.865","87,599,041.919","67,994,621.29","63,280,871.819","57,004,844.178","49,126,503.33","45,006,154.47","43,266,487.366","49,392,546.341","49,093,007.979","48,209,083.03","49,694,420.66","43,840,400.977","43,373,952.875","38,198,082.401","39,740,647.95","38,412,543.646","37,128,006.264","35,405,479.428","30,722,108.291","27,503,671.517","24,694,228.635","23,420,035.974","22,107,101.33","18,937,818.865","17,532,533.598","16,164,083.019","14,248,929.061","11,961,096.632","9,830,299.753","8,128,630.858","6,714,844.777","5,538,173.886"
			GrossPPE,"5,501,156,000","2,034,512,000","1,891,579,000","1,799,961,000","1,656,384,000","1,516,010,000","1,461,451,000","1,389,938,000","1,368,117,000","1,356,241,000","1,336,799,000","1,255,207,000","1,194,773,000","1,127,189,000","529,141,661.913","519,107,576.249","501,525,376.722","374,448,948.375","367,007,963.595","388,211,175.888","358,006,236.892","396,214,773.011","397,524,108.092","385,335,110.121","364,904,781.109","368,568,621.091","403,655,861.801","387,129,671.72","364,294,834.707","342,376,475.295","254,464,963.066","246,426,023.684","222,393,791.583","204,234,816.022","196,591,194.969","165,155,222.728","140,839,061.347","124,202,317.061","110,812,030.931","100,473,036.282","80,732,513.81","75,195,960.204","68,240,297.246","58,653,288.939","53,665,448.206","51,650,055.041","58,540,442.927","64,545,285.297","56,425,238.831","57,789,243.149","50,575,447.46","54,006,936.355","43,507,744.998","44,902,748.663","43,128,074.254","41,567,970.47","39,035,276.114","33,984,074.45","30,391,765.86","27,244,441.097","25,724,425.498","24,166,957.629","20,573,110.109","18,887,080.576","17,348,726.792","15,244,389.978","12,740,709.25","10,459,905.943","8,605,348.94","7,068,523.734","5,778,596.637"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,674,207.739","10,585,028.266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,449,289.858","11,233,779.197","11,046,002.079",,,"7,089,098.532","7,111,495.08","2,592,781.047","2,553,052.745","2,528,220.018","2,551,101.993","554,088.568","547,729.755","549,739.445","495,725.594","479,888.101","493,555.166","577,387.317",,"589,552.224","622,544.575","555,753.592",,"584,033.571","614,016.043","608,995.359","616,488.591","602,445.018","582,847.716","563,216.154","469,178.69","477,364.35","486,498.604","169,115.37","137,875.696",,,,,,,
				MachineryFurnitureEquipment,"2,096,055,000","678,309,000","642,332,000","587,241,000","521,946,000","447,941,000","422,266,000","391,065,000","379,095,000","375,571,000","356,522,000","326,510,000","312,811,000","298,925,000","1,826,202.7","1,865,850.454","1,895,165.018","1,039,388.145","987,762.507","1,111,933.533","1,051,002.694","1,183,162.482","1,241,154.255","1,235,841.221","1,213,424.743","1,189,635.763","1,217,003.106","1,239,203.905","1,128,224.568","1,123,224.645","1,048,113.396","59,194,301.205","52,502,219.429","48,797,956.022","45,896,226.415","41,998,647.762","55,223,600.998","47,070,750.417","30,827,156.891","29,132,142.537","30,492,023.219","28,172,606.201","25,467,330.825","21,872,079.407","19,809,920.13","18,658,265.366","21,219,104.39","20,612,262.451","20,355,727.449","20,382,169.042","17,451,125.927","15,798,829.647","14,680,996.948","15,163,109.626","14,578,424.751","14,117,972.26","13,706,860.216","12,392,700.508","11,650,877.207","10,739,668.622","10,474,202.473","10,336,386.927","9,068,299.136","8,459,408.069","7,976,520","6,692,375.007","5,625,101.474","4,795,931.425","4,443,243.012","4,330,608.252","3,922,824.529"
				OtherProperties,,,,,,,,,,,,,,,"36,381,061.038","36,957,597.119","36,622,137.993","21,228,298.279","21,316,452.972","22,908,991.11","21,626,462.017","24,086,509.269","24,626,003.74","24,520,586.705","23,325,715.822","24,199,118.506","21,946,816.77","20,297,646.106","11,855,834.647",,,"22,416,077.288",,,,"20,024,981.483",,,"9,755,551.016","4,543,824.757",,,,,,,,"43,933,022.846",,,,"38,208,106.708",,,,,,,,,,"0.821",,,,,,,,,
				ConstructionInProgress,"313,265,000",,,,,,,,,,,,,,"2,754,135.767","1,286,153.751","1,360,512.773","1,560,229.446","1,403,622.052","1,496,993.538","1,413,119.467","1,467,121.477","5,980,273.531","5,467,273.939","16,391,091.993","20,209,498.006","27,143,827.64","25,160,582.643","39,142,708.936","35,954,190.838","23,773,208.225",,"22,127,460.075","19,744,703.965","23,728,511.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-525,909,000","-537,586,000","-507,527,000","-480,983,000","-443,856,000","-398,840,000","-380,439,000","-348,256,000","-326,879,000","-306,932,000","-271,077,000","-232,766,000","-186,930,000","-151,145,000","-132,053,242.061","-127,575,012.753","-116,158,978.152","-101,297,896.75","-95,626,172.247","-96,179,339.826","-86,278,837.77","-90,463,263.921","-85,577,310.894","-77,913,673.661","-70,714,701.797","-69,207,799.889","-64,250,776.398","-59,498,586.873","-53,628,074.936","-50,054,010.802","-46,067,079.257","-43,545,033.936","-39,524,792.77","-36,951,536.001","-35,488,469.602","-17,293,917.046","-14,907,093.267","-13,964,028.092","-13,160,567.065","-12,873,994.363","-12,737,892.519","-11,915,088.385","-11,235,453.068","-9,526,785.61","-8,659,293.736","-8,383,567.676","-9,147,896.585","-15,452,277.318","-8,216,155.8","-8,094,822.49","-6,735,046.483","-10,632,983.479","-5,309,662.597","-5,162,100.713","-4,715,530.608","-4,439,964.206","-3,629,796.686","-3,261,966.159","-2,888,094.343","-2,550,212.462","-2,304,389.524","-2,059,856.298","-1,635,291.244","-1,354,546.978","-1,184,643.774","-995,460.917","-779,612.618","-629,606.19","-476,718.082","-353,678.957","-240,422.751"
		GoodwillAndOtherIntangibleAssets,"92,653,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"125,707,000","253,540,000","152,101,000","147,082,000","149,613,000","141,781,000","149,763,000","115,213,000","108,245,000","100,109,000","151,200,000","17,805,000",,"5,885,000","448,754.516","425,110.915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,701,319.788",,,,"171,596.281",,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"125,707,000","253,540,000","152,101,000","147,082,000","149,613,000","141,781,000","149,763,000","115,213,000","108,245,000","100,109,000","151,200,000","17,805,000",,"5,885,000","448,754.516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				TradingSecurities,,,,,,,,,,,,,,,"448,754.516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"125,707,000","253,540,000","152,101,000","147,082,000","149,613,000","141,781,000","149,763,000","115,213,000","108,245,000","100,109,000","151,200,000","17,805,000",,"5,885,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,701,319.788",,,,"171,596.281",,,,,,,,,,,,,,,,,,,
		FinancialAssets,"56,000","1,605,000","657,000","322,000","1,183,000","1,209,000","4,893,000","11,167,000","14,037,000","12,754,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,,,"2,619,456.167","2,610,859.45",,,,,,,,,,,,,"1,638,327.666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,"175,698.802","255,839.478","412,159.872","642,447.419","787,135.258","1,120,250.164","1,202,604.727","1,531,414.08","1,806,731.933","1,852,849.098","1,708,114.89","1,884,146.458","1,734,277.95","1,804,454.81","1,743,710.472",,"1,528,249.152",,,,,,,,,,,,,,,,,,,,,,,,,"1,828,577.181",,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"29,275,000","10,732,000","11,356,000","12,228,000","10,397,000","7,796,000",,,,,"3,587,000","5,986,000","5,370,000","6,535,000","9,130,252.9","13,278,919.136","15,343,132.723",,,,,,,,,,,,,,,,"8,326,101.485","12,546,522.623","15,800,838.574",,,,,,,,,,,,,"15,464,139.353",,,,"23,720,192.832",,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"29,275,000","10,732,000","11,356,000","12,228,000","10,397,000","7,796,000",,,,,"3,587,000","5,986,000","5,370,000","6,535,000","9,130,252.9","13,278,919.136","15,343,132.723",,,,,,,,,,,,,,,,"8,326,101.485","12,546,522.623","15,800,838.574",,,,,,,,,,,,,"15,464,139.353",,,,"23,720,192.832",,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,"38,000","184,000","642,000","765,000","2,900,000","21,099,000","17,295,000","12,452,000",,,,,,,"34,227.039","34,781.802","265,014.946","35,181.644","35,359.592","6,653.305","7,855.028","8,929.528","7,333.26","7,301.868","10,754.134","11,447.978","11,645.963","11,858.411","11,970.552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"5,124,000",,,"428,000","23,077,000","23,193,000","22,725,000","2,698,000","23,029,000","24,010,000","51,745,000","22,150,000","27,465,000","20,344,000","3,547,442.48","8,907,233.069","8,920,372.254","6,045,124.283","6,075,700.274","6,573,464.958","6,208,613.823","7,057,899.061","7,245,260.881","7,214,245.945","6,914,907.918","7,361,050.161","7,488,354.037","7,624,958.001","7,631,227.181","7,662,532.507","17,694,150.529","19,354,707.213","8,789,937.257","6,338,141.509","6,388,888.889","5,789,957.676","5,394,133.666","5,286,412.926","5,203,868.301","5,223,214.055","4,700,474.675","4,646,068.487","4,663,115.508","4,022,311.011","3,845,608.757","3,955,130.515","4,626,923.902","-15,464,139.353","2,260,373.562","2,673,289.854","2,371,893.136","-23,720,192.832","1,923,573.245","2,021,232.62","2,447,235.359","648,769.575","2,420,912.947","2,342,161.591","2,263,272.564","2,194,732.044","1,651,867.685","1,752,315.651","1,713,796.317","1,659,494.796","1,934,190.189","1,693,575.125","1,615,349.284","1,430,165.785","1,398,533.133","1,404,532.536","1,420,883.762"
