name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986
TotalRevenue,"8,202,386,000","9,040,716,000","6,887,160,000","6,424,655,000","6,131,019,000","4,999,478,000","5,231,809,000","4,971,654,000","4,258,272,000","981,837,000","985,352,000","1,184,392,000","989,100,000","1,432,041,000","1,209,165,000","1,095,956,000","1,240,927,000","1,018,233,000","576,857,000","924,955,000","945,208,000","1,376,163,000","918,993,000","796,654,000","2,062,165,000","1,784,810,000","1,827,105,000","1,908,400,000","1,788,400,000","1,406,600,000","1,407,100,000","1,166,700,000","1,007,700,000","1,092,000,000","682,900,000"
	TotalPremiumsEarned,"5,625,254,000","5,478,143,000","4,976,190,000","4,954,990,000","4,975,777,000","4,230,286,000","4,410,647,000","4,239,216,000","3,733,005,000","747,639,000","768,134,000","845,015,000","948,652,000","1,155,221,000","1,010,129,000","849,653,000","805,417,000","430,914,000","125,649,000",,"365,568,000","719,846,000","420,809,000","376,672,000","1,664,496,000","1,388,047,000","1,496,987,000","1,412,200,000","1,252,800,000","970,800,000","951,100,000","952,800,000",,,
		NetPremiumsWritten,,"5,751,700,000","5,048,400,000","4,955,000,000","4,975,800,000","4,230,300,000","4,410,600,000","4,239,200,000","3,733,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			GrossPremiumsWritten,,"6,656,400,000","5,895,600,000","5,722,300,000","5,705,000,000","4,919,200,000","5,057,500,000","4,831,800,000","4,255,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			CededPremiums,,"-904,700,000","-847,200,000","-767,300,000","-729,200,000","-688,900,000","-646,900,000","-592,600,000","-522,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	NetInvestmentIncome,"292,525,000","1,240,276,000","270,212,000","434,145,000","393,290,000","304,949,000","423,582,000","421,617,000","310,091,000","108,910,000","125,012,000","101,949,000","130,184,000","168,655,000","144,377,000","97,857,000","63,053,000","56,064,000","53,064,000","58,098,000","228,721,000","200,135,000","166,700,000","149,700,000","193,700,000","183,500,000","158,900,000","330,200,000","387,200,000","382,500,000","426,100,000","203,300,000",,,
	NetRealizedGainLossOnInvestments,"2,033,000","-6,551,000","-3,241,000","107,222,000","63,205,000","213,897,000","247,058,000","232,119,000","157,879,000","123,534,000","85,018,000","234,473,000","-92,168,000","92,738,000","28,224,000","148,446,000","86,870,000","151,842,000","36,375,000","11,964,000","8,589,000","82,029,000","7,719,000","-10,347,000","5,743,000","36,062,000","8,741,000",,,,,,,,
	FeeRevenueAndOtherIncome,"2,282,574,000","2,328,848,000","1,643,999,000","928,298,000","698,747,000","250,346,000","150,522,000","78,702,000","57,297,000","1,754,000","7,188,000","2,955,000","2,432,000","15,427,000","26,435,000",,"285,587,000","379,413,000","361,769,000","854,893,000","342,330,000","374,153,000","323,765,000","280,629,000","198,226,000","177,201,000","162,477,000","166,000,000","148,400,000","53,300,000","29,900,000","10,600,000",,,
		OtherIncomeExpense,"2,282,574,000","2,328,848,000","1,643,999,000","928,298,000","698,747,000","250,346,000","150,522,000","78,702,000","57,297,000","1,754,000","7,188,000","2,955,000","2,432,000","15,427,000","26,435,000",,"285,587,000","379,413,000","361,769,000","854,893,000","342,330,000","374,153,000","323,765,000","280,629,000","198,226,000","177,201,000","162,477,000","166,000,000","148,400,000","53,300,000","29,900,000","10,600,000",,,
TotalExpenses,"8,101,356,000","7,917,080,000","6,847,568,000","6,387,965,000","5,483,214,000","4,242,110,000","4,299,900,000","4,116,418,000","3,538,996,000","791,000,000","707,981,000","789,012,000","928,048,000","954,261,000","846,235,000","1,036,137,000","1,070,800,000","777,866,000","519,453,000","390,576,000","957,352,000","1,214,259,000","827,977,000","731,424,000","1,935,083,000","1,663,734,000","1,734,111,000","1,144,000,000","1,063,700,000","911,800,000","833,500,000","663,600,000","19,000,000","16,900,000","5,900,000"
