name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,03/31/2010,12/31/2009,09/30/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-320,755,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"1,556,386,000","1,815,477,000","992,000,000","719,314,000","554,723,000","347,505,000","269,776,000","274,429,000","284,042,000","323,040,000",,"185,249,000","148,115,000","334,806,000","344,810,000","330,122,000","245,254,000","324,780,000","290,681,000","418,848,000","407,652,000","357,482,000","386,047,000","439,439,000","419,453,000","370,626,000","380,710,000","420,094,000","340,276,000","331,225,000","1,051,397,000","967,976,000","1,224,260,000","1,102,559,000","1,044,990,000","783,984,000","855,965,000",,"870,942,000",,,,,,,,,"710,162,592.2",,,,"274,879,000",,"114,065,000",,,,"91,154,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"52,672,000","38,021,000","5,000,000","49,508,000","48,747,000","344,357,000","295,925,000","352,174,000","458,059,000","474,345,000","626,362,000","530,762,000","664,893,000","719,779,000","800,113,000","848,660,000","855,137,000","924,562,000","1,307,558,000","1,203,840,000","1,321,855,000","1,286,668,000","1,222,723,000","1,123,945,000","1,021,137,000","913,215,000","1,145,878,000","1,011,901,000","912,615,000","906,101,000",,,,"42,000",,,,,,,,,"502,290,984","506,798,661.06","477,441,124","495,890,387.2","401,242,291.8",,"319,926,363.3","291,834,757.5","283,044,214.5",,"215,133,304.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"268,547,000","203,278,000","211,000,000","213,629,000","214,628,000","183,059,000","151,297,000","173,153,000","150,260,000","123,785,000","118,155,000","162,069,000","171,415,000","143,934,000","174,077,000","172,803,000","182,075,000","141,720,000","160,713,000","327,609,000","385,687,000","264,033,000","306,619,000","365,862,000","329,425,000","296,829,000","396,149,000","382,252,000","336,850,000","269,145,000","325,179,000","377,363,000","273,171,000","353,191,000","348,390,000","302,467,000","228,654,000","222,709,000","276,933,000","406,434,000","397,483,000","548,514,000","338,783,692","256,826,697.58","251,438,722","278,103,854.08","244,189,858.5","347,807,581.2","115,876,443","163,712,025","188,230,990.5","216,179,000","149,741,245.74","81,880,000","50,911,740","37,379,916","36,820,177.17","47,200,000","48,844,656.79","24,880,444.35","20,159,236.82","16,174,263.02","12,690,187.16","8,477,792.64","6,075,691.02","15,571,668.18","8,954,565.48","8,382,008.4","12,760,232.8","21,855,165.3","22,154,971.5","19,409,409","11,898,675.12","12,364,252.49","16,408,904.49","19,609,672.52","24,776,176.8","44,994,086.8","46,053,000","10,608,000","27,610,596"
			RawMaterials,"83,600,000","68,594,000",,"58,613,000","50,849,000","44,007,000","37,703,000","41,570,000","36,119,000","26,704,000","33,246,000","33,917,000","31,762,000","31,229,000","36,603,000","43,897,000","40,197,000","31,932,000","35,876,000","42,857,000","47,671,000","43,811,000","47,661,000","41,049,000","45,770,000","45,064,000","47,717,000","44,884,000","49,144,000","47,078,000",,,"239,220,000","319,817,000",,,"205,381,000","207,508,000","247,564,000","370,426,000",,"517,436,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,967,000","8,647,000",,,"12,887,000","9,254,000","19,843,000","23,347,000",,"24,393,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"198,096,000","146,295,000",,"164,337,000","171,245,000","145,819,000","119,089,000","144,006,000","125,644,000","107,195,000","97,218,000","143,182,000","159,769,000","132,857,000","157,345,000","147,022,000","158,918,000","123,664,000","137,982,000","302,248,000","355,631,000","237,164,000","275,698,000","336,351,000","295,043,000","267,305,000","366,672,000","353,721,000","300,575,000","233,722,000",,,"38,875,000","41,035,000",,,"21,516,000","20,770,000","20,806,000","21,875,000",,"27,859,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,"-13,149,000","-11,611,000",,"-9,321,000","-7,466,000","-6,767,000","-5,495,000","-12,423,000","-11,503,000","-10,114,000","-12,309,000","-15,030,000","-20,116,000","-20,152,000","-19,871,000","-18,116,000","-17,040,000","-13,876,000","-13,145,000","-17,496,000","-17,615,000","-16,942,000","-16,740,000","-11,538,000","-11,388,000","-15,540,000","-18,240,000","-16,353,000","-12,869,000","-11,655,000",,,"-15,891,000","-16,308,000",,,"-11,130,000","-14,823,000","-11,280,000","-9,214,000",,"-21,174,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"411,720,000","175,868,000","431,000,000","679,898,000","899,420,000","272,060,000","427,900,000","682,770,000","934,221,000","168,366,000","323,020,000","564,187,000","715,553,000","130,392,000","360,010,000","643,265,000","927,831,000","210,056,000","358,982,000","670,782,000","975,691,000","266,264,000","361,906,000","665,020,000","962,191,000","206,354,000","364,495,000","632,103,000","893,055,000","180,371,000","310,732,000","746,860,000","114,502,000","236,674,000","432,409,000","606,165,000","93,768,000","284,330,000","639,105,000","238,270,000","329,894,000","155,825,000","301,413,840","398,252,869.3","544,181,765","240,067,459.84","270,037,191.9","668,624,405.4","202,786,860.9","220,474,910","248,480,138.5",,,"9,273,000",,,"58,937,380.25","17,020,000","18,827,540.56",,,,"6,433,320.32","12,492,543.84",,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,820,000","938,862,000","14,471,000","652,804,000",,"4,200,619.36","16,786,923","29,425,992.96","41,907,333.3","97,297,870","50,363,979.3","50,329,132.5","50,785,999","50,450,000","105,089,002.38","103,118,000","130,192,920","118,850,697","119,829,105.34","108,706,000","114,949,798.82","60,151,135.02","57,092,742.37","52,348,524.48","49,137,955.16","50,520,607.68","54,095,853.6","44,591,112.54","19,573,617.86","34,214,183.6",,"53,196,926.1",,,,"29,127,456.82",,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,820,000","938,862,000","14,471,000","652,804,000",,"4,200,619.36","16,786,923","29,425,992.96","41,907,333.3","97,297,870","50,363,979.3","50,329,132.5","50,785,999","50,450,000","105,089,002.38","103,118,000","130,192,920","118,850,697","119,829,105.34","108,706,000","114,949,798.82","60,151,135.02","57,092,742.37","52,348,524.48","49,137,955.16","50,520,607.68","54,095,853.6","44,591,112.54","19,573,617.86","34,214,183.6",,"53,196,926.1",,,,"29,127,456.82",,,,,,,
		HedgingAssetsCurrent,"49,444,000","16,602,000","30,000,000","26,212,000","47,409,000","50,769,000","86,474,000","64,241,000","44,862,000","53,875,000","56,487,000","62,451,000","80,167,000","82,454,000","83,572,000","63,046,000","416,496,000","608,915,000","416,223,000","113,884,000","112,059,000","47,541,000","28,089,000","17,589,000","20,397,000","11,969,000","8,076,000","118,980,000","101,970,000","104,712,000","110,919,000","66,346,000","55,889,000","7,656,000",,,"6,122,000",,"54,231,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"94,056,000","80,814,000","186,000,000","102,599,000","109,651,000","101,197,000","179,460,000","336,920,000","342,668,000","196,789,000","337,340,000","273,378,000","304,000,000","168,718,000","365,243,000","358,002,000","285,563,000","265,334,000","1,881,000","174,664,000","195,342,000","182,018,000","234,626,000","171,739,000","176,848,000","141,140,000","168,662,000","123,668,000","113,022,000","94,702,000","109,212,000","85,636,000","68,795,000","90,106,000","96,177,000","98,319,000","98,591,000","999,698,000","127,112,000","143,635,000","899,733,000","287,764,000","25,643,072","38,322,671.76","30,205,630","23,979,504.64","23,493,255.8","50,997,969.8","21,449,381.7","15,562,985","19,002,020.5","209,293,000","279,510,737.01",,"123,532,695","142,589,601","100,403,131.22",,"129,985,523.04","34,814,112.15","39,756,725.3","34,157,527.63","31,559,138.8","59,682,184.8","64,043,704.29","46,991,110.5","21,701,916.84","14,197,815.8","61,873,407.2","12,421,982.7","73,404,683","81,041,508.3","79,796,464.26","17,318,922.98","55,572,006.05","52,365,342.79","52,440,899.2","54,067,738.4","30,573,000","38,012,000","58,230,039"
	TotalNonCurrentAssets,"32,312,875,000","31,894,795,000","26,750,000,000","32,430,218,000","30,250,367,000","25,959,763,000","25,454,183,000","24,613,765,000","24,546,205,000","24,992,977,000","24,327,119,000","24,228,210,000","24,310,881,000","24,548,281,000","23,630,787,000","23,439,881,000","23,289,503,000","23,370,379,000","23,557,549,000","22,698,397,000","21,775,247,000","21,520,696,000","17,930,372,000","17,506,014,000","17,225,897,000","17,397,363,000","16,629,374,000","16,531,637,000","16,018,355,000","16,141,260,000","15,707,469,000","15,147,516,000","15,151,095,000","13,026,080,000","12,788,075,000","12,742,013,000","12,944,932,000","10,275,300,000","10,669,536,000","10,683,213,000","9,480,730,000","10,404,615,000","10,135,533,876","10,083,088,827.92","8,963,600,191","9,275,410,560","8,853,903,349.9","17,597,340,983.2","9,381,982,595.1","9,733,506,230","9,877,573,915.5","9,991,807,000","10,225,719,393.81","2,071,624,000","1,845,243,180","1,813,345,506","1,810,858,016.59","1,879,809,000","1,708,956,754.57","877,309,456.2","858,363,045.96","880,501,950.94","825,701,042.6","817,536,696.48","872,847,363.18","942,094,774.44","930,466,879.2","997,741,693.4","1,030,580,124","1,125,962,510.4","1,090,843,081.5","1,090,728,747","1,139,239,688.55","1,167,317,247.62","1,502,129,113.21","1,476,988,535.66","888,472,268","1,048,924,198.8","751,747,500","701,896,000","629,910,969"
		NetPPE,"17,874,186,000","17,612,164,000","11,231,000,000","16,421,554,000","15,871,284,000","11,203,622,000","10,861,227,000","10,952,411,000","10,702,638,000","10,838,488,000","10,484,888,000","10,354,364,000","10,428,042,000","11,084,530,000","10,376,157,000","10,362,494,000","10,328,850,000","10,667,348,000","10,164,053,000","9,675,429,000","8,928,056,000","8,914,929,000","8,393,996,000","8,223,202,000","7,994,895,000","8,207,242,000","7,826,705,000","7,555,494,000","7,378,354,000","7,566,510,000","7,034,164,000","6,554,978,000","6,624,081,000","5,866,218,000","5,643,414,000","5,576,244,000","5,863,723,000","5,063,823,000","5,296,068,000","5,323,174,000","4,450,295,000","4,799,092,000","4,742,517,624","4,702,713,072.02","6,779,051,812","7,021,240,977.92","6,563,594,202.9","13,008,324,070.2","6,914,020,069.2","7,168,498,977.5","9,043,150,908.5","9,165,897,000","9,435,053,497.41","1,804,637,000","1,609,504,627.5","1,567,550,880","1,561,193,133.15","1,597,172,000","1,453,277,953.08","685,864,231.77","667,915,880.65","674,151,707.37","602,588,634.2","581,341,648.32","618,035,034.87","655,949,884.92","623,340,993","672,031,777.6","706,893,246.4","775,562,274.9","752,984,296","781,796,765.4","824,578,618.81","871,928,411.52","793,578,201.24","784,059,831.99","814,274,717.6","998,447,064.8","706,275,000","677,144,000","628,849,023"
			GrossPPE,"44,489,381,000","43,353,099,000",,"40,668,404,000","39,252,967,000","33,832,803,000","32,850,736,000","32,383,137,000","31,598,141,000","31,166,905,000","30,203,547,000","29,605,183,000","29,141,033,000","29,259,831,000","28,040,156,000","27,553,736,000","27,062,916,000","26,926,649,000","26,049,025,000","25,326,285,000","25,317,387,000","24,857,180,000","23,894,161,000","23,350,705,000","22,715,713,000","22,527,117,000","21,805,322,000","21,160,979,000","20,613,348,000","20,440,662,000",,,"18,079,351,000","5,866,218,000","5,643,414,000","5,576,244,000","16,164,002,000","15,883,925,000","15,392,750,000","15,059,520,000","13,052,928,000","12,422,855,000","12,158,294,720","11,712,370,546.6","6,779,051,812","15,453,943,232","14,486,587,801",,"13,977,138,746.4","13,767,895,547.5","11,629,578,379",,"11,834,476,618.92","4,373,910,000","3,478,152,150","3,523,024,449","3,800,944,406.28","3,705,805,000","3,454,035,850.02","1,634,677,586.19","1,568,412,947.72","1,523,842,927.88","1,402,324,981.12","1,327,577,498.4","1,251,743,737.77","1,322,745,778.32","1,408,069,887.74","1,247,840,623.8","1,174,992,312.8","1,262,773,848","1,198,273,597","1,164,262,171.2","1,197,009,748.03","1,207,360,188.66","1,058,152,199.06","1,043,398,293.17","1,064,914,552.8","1,256,621,595","974,659,500","922,365,600","874,335,540"
				Properties,"6,130,881,000","6,096,847,000",,"7,551,536,000","7,441,362,000","6,133,810,000","5,982,729,000","5,895,156,000","5,781,531,000","5,652,840,000","5,555,026,000","5,470,660,000","5,368,679,000","5,269,043,000","5,202,775,000","5,152,685,000","5,071,280,000","5,024,183,000","4,849,333,000","4,700,855,000","4,508,458,000","4,391,570,000","4,206,103,000","4,083,602,000","4,003,352,000","3,915,669,000","3,787,957,000","3,718,078,000","3,633,992,000","3,502,184,000",,,"0",,,"5,576,244,000","0","2,197,403,000","0","0","1,590,501,000","0","0","0",,"0","0",,"0","0",,,,,,,"0",,"0",,,,,,,"0",,,,"0",,,,,,,,,,,
				LandAndImprovements,"40,794,000","40,794,000",,"907,424,000","795,488,000","40,794,000","40,794,000","40,794,000","40,794,000","40,794,000","40,794,000","40,794,000","40,794,000","40,794,000","40,794,000","40,794,000","40,794,000","40,794,000","40,794,000","40,794,000","40,794,000","40,451,000","40,505,000","40,505,000","40,505,000","40,505,000","40,505,000","40,505,000","40,505,000","40,505,000",,,"40,499,000",,,,"38,175,000","38,138,000","37,680,000","37,622,000","27,974,000","27,790,000","28,019,212","27,192,307.24",,"25,469,766.4","24,421,727.4",,"24,286,122.6","24,267,850",,,,,,,"6,388,998.91",,"5,976,543.1",,,,,,,"15,851,313.96",,,,"3,118,848.9",,,,,,,,,,,
				BuildingsAndImprovements,,,,"511,495,000","427,812,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118,093,196","115,344,666.56",,"108,587,914.24","105,306,590.9",,"1,603,145,343.3","96,111,775",,,,,,,,,,,,,,,,"26,881,393.08",,,,"37,068,552.6",,,,,,,,,,,
				MachineryFurnitureEquipment,"23,479,627,000","22,812,029,000",,"21,453,287,000","21,244,488,000","20,806,249,000","20,012,685,000","19,555,614,000","19,211,245,000","18,766,840,000","18,297,917,000","17,895,543,000","17,630,356,000","17,232,254,000","17,287,602,000","16,988,576,000","16,776,892,000","16,565,919,000","16,019,814,000","15,575,384,000","15,733,733,000","15,352,349,000","14,769,668,000","14,335,847,000","13,944,218,000","13,664,289,000","14,621,391,000","14,212,820,000","13,879,745,000","13,618,600,000",,,"15,916,233,000","5,283,689,000",,,"13,721,455,000","12,964,874,000","14,578,108,000","13,800,013,000","9,256,708,000","11,647,871,000","8,760,356,800","9,399,833,830.12",,"7,951,883,630.08","6,770,005,502.4",,"6,662,257,771.5","7,313,046,225",,,,,,,"2,935,209,690.21",,"2,700,971,402.29","1,452,487,331.76","1,384,921,037.63","1,470,458,627.37","1,147,740,214.32","1,104,076,440.96",,"1,264,639,633.02",,,,"1,149,726,606.3",,,,,,,,,,,
				OtherProperties,"13,542,067,000","12,817,756,000",,"8,687,759,000","8,296,144,000","5,552,287,000","5,423,685,000","5,358,333,000","5,284,492,000","5,220,365,000","5,122,027,000","5,041,248,000","4,965,076,000","4,898,134,000","4,855,670,000","4,802,388,000","4,755,374,000","4,694,119,000","4,612,836,000","4,539,028,000","4,463,437,000","4,400,965,000","4,327,490,000","4,310,035,000","4,255,789,000","4,190,503,000","2,776,162,000","2,712,660,000","2,661,237,000","2,624,945,000",,,,,"5,148,912,000",,,,,"442,565,000",,"351,546,000","3,066,559,704","2,051,161,475.9",,"7,041,963,984.64","7,209,084,839.6",,"5,377,146,259.5","5,912,531,115",,,,,,,"702,194,499.09",,"587,328,330.51","122,508,037.89","117,335,908.42",,"232,447,086.76","206,085,832.8",,,,,,"54,381,299.1",,,,,,,,,,,
