name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,03/31/2010,12/31/2009,09/30/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalAssets,"39,499,755,000","40,348,924,000","33,459,000,000","38,396,842,000","36,822,242,000","31,957,889,000","30,779,169,000","31,220,200,000","32,176,379,000","32,600,365,000","31,972,108,000","32,089,027,000","33,369,716,000","34,655,680,000","32,837,419,000","32,409,446,000","33,405,252,000","35,403,652,000","33,904,040,000","33,596,262,000","31,947,477,000","32,695,111,000","29,327,441,000","29,242,928,000","27,286,045,000","28,138,167,000","26,333,240,000","25,780,052,000","25,422,296,000","26,108,977,000","23,517,491,000","22,578,484,000","23,438,221,000","20,097,289,000","18,961,191,000","18,852,890,000","19,370,852,000","15,841,470,000","16,513,559,000","17,449,734,000","14,510,688,000","16,239,468,000","15,368,471,404","14,876,408,876.5","13,639,241,292","14,545,125,703.68","13,200,316,510.5","25,434,372,942.8","13,109,087,802.6","14,165,790,192.5","13,982,927,667.5","13,745,126,000","13,725,923,740.47","4,385,063,000","3,726,360,247.5","3,486,252,924","3,398,077,042.5","3,596,156,000","3,236,418,191.43","1,643,812,241.58","1,634,783,224.53","1,630,100,853.81","1,688,411,033.12","1,640,750,790.24","1,644,722,527.98","1,647,885,324.96","1,463,805,886.16","1,448,265,038.8","1,468,645,007.2","1,502,151,887.4","1,430,166,958","1,398,820,321.2","1,458,934,313.54","1,461,411,356.76","1,722,824,362.05","1,715,466,873.4","1,155,814,672.8","1,340,977,412.7","957,825,000","886,121,600","916,636,389"
	CurrentAssets,"7,186,880,000","8,454,129,000","6,709,000,000","5,966,624,000","6,571,875,000","5,998,126,000","5,324,986,000","6,606,435,000","7,630,174,000","7,607,388,000","7,644,989,000","7,860,817,000","9,058,835,000","10,107,399,000","9,206,632,000","8,969,565,000","10,115,749,000","12,033,273,000","10,346,491,000","10,897,865,000","10,172,230,000","11,174,415,000","11,397,069,000","11,736,914,000","10,060,148,000","10,740,804,000","9,703,866,000","9,248,415,000","9,403,941,000","9,967,717,000","7,810,022,000","7,430,968,000","8,287,126,000","7,071,209,000","6,173,116,000","6,110,877,000","6,425,920,000","5,566,170,000","5,844,023,000","6,766,521,000","5,029,958,000","5,834,853,000","5,232,937,528","4,793,320,048.58","4,675,641,101","5,269,715,143.68","4,346,413,160.6","7,837,031,959.6","3,727,105,207.5","4,432,283,962.5","4,105,353,752","3,753,319,000","3,500,204,346.66","2,313,439,000","1,881,117,067.5","1,672,907,418","1,587,219,025.91","1,716,347,000","1,527,461,436.86","766,502,785.38","776,420,178.57","749,598,902.87","862,709,990.52","823,214,093.76","771,875,164.8","705,790,550.52","533,339,006.96","450,523,345.4","438,064,883.2","376,189,377","339,323,876.5","308,091,574.2","319,694,624.99","294,094,109.14","220,695,248.84","238,478,337.74","267,342,404.8","292,053,213.9","206,077,500","184,225,600","286,725,420"
		CashCashEquivalentsAndShortTermInvestments,"1,630,206,000","2,939,289,000","1,658,000,000","1,160,610,000","1,667,807,000","1,860,371,000","1,249,282,000","2,163,568,000","2,853,009,000","3,726,332,000","3,734,563,000","3,427,577,000","4,060,920,000","5,608,139,000","4,226,334,000","3,809,730,000","4,384,133,000","6,699,817,000","4,829,104,000","4,842,123,000","3,550,188,000","5,232,992,000","5,427,870,000","5,324,654,000","3,619,273,000","5,287,642,000","3,335,337,000","2,536,591,000","2,772,714,000","4,430,590,000","1,946,801,000","1,774,153,000","3,264,727,000","2,129,869,000","1,297,176,000","1,587,092,000","2,394,409,000","1,369,125,000","1,521,419,000","2,559,177,000","959,568,000","1,554,591,000","1,380,495,012","903,461,934.28","658,573,578","1,172,567,152.64","392,683,172.7","631,630,000.2","509,109,621.9","1,190,591,810","1,102,164,786","1,096,880,000","904,170,834.21","1,281,768,000","883,963,327.5","733,024,908","688,583,501.83","856,332,000","657,857,258.27","383,384,047.26","418,256,386.45","417,028,242.14","582,522,113.04","527,231,881.44","491,609,526.27","432,835,030.32","351,513,450.34","266,582,998","227,234,332.8","139,855,872.9","117,005,377","69,787,163.7","110,335,531.08","96,999,227.94","18,480,987.25","14,038,660.69","1,985,656.8","2,083,126.2","967,500","26,166,400","88,672,491"
			CashAndCashEquivalents,"1,590,927,000","2,284,810,000","876,000,000","667,109,000","915,050,000","1,075,530,000","653,309,000","1,150,598,000","1,958,500,000","2,960,718,000","3,318,218,000","3,422,500,000","4,056,125,000","5,128,186,000","3,733,771,000","3,318,412,000","3,838,340,000","6,100,403,000","4,408,450,000","4,842,123,000","3,550,188,000","5,232,992,000","5,427,870,000","5,324,654,000","3,619,273,000","5,287,642,000","3,335,337,000","2,536,591,000","2,772,714,000","4,429,780,000","1,945,075,000","1,773,727,000","3,262,855,000","2,129,869,000","1,297,176,000","1,580,009,000","2,376,232,000","1,353,836,000","1,505,403,000","2,413,032,000","944,142,000","1,531,543,000","1,351,765,844","853,265,171.32","608,218,050","1,117,317,077.76","277,002,556.6","441,057,319.8","343,945,062.9","439,800,402.5","1,102,164,786","1,096,880,000","904,170,834.21","30,124,000","883,963,327.5","733,024,908","688,583,501.83","89,873,000","14,815,535.79","4,861,944.24","4,760,382.84","20,597,228.63","8,712,752.16","2,579,087.52","3,899,073.03","11,146,893.18","9,687,687.8","5,626,430","2,427,545.6","139,855,872.9","117,005,377","69,787,163.7","110,335,531.08","96,999,227.94","18,480,987.25","14,038,660.69","1,985,656.8","2,083,126.2","967,500","26,166,400","88,672,491"
				CashFinancial,"91,278,000","101,928,000",,"56,111,000","44,969,000","93,960,000","54,214,000","81,082,000","74,243,000","40,283,000","45,537,000","84,734,000","54,745,000","92,860,000","66,034,000","73,237,000","66,959,000","113,244,000","72,428,000","44,871,000","54,689,000","134,719,000","56,454,000","94,140,000","120,615,000","106,176,000","114,396,000","121,563,000","73,128,000","370,236,000",,,,"110,117,000",,"1,580,009,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"1,499,649,000","2,182,882,000",,"610,998,000","870,081,000","981,570,000","599,095,000","1,069,516,000","1,884,257,000","2,920,435,000","3,272,681,000","3,337,766,000","4,001,380,000","5,035,326,000","3,667,737,000","3,245,175,000","3,771,381,000","5,987,159,000","4,336,022,000","4,797,252,000","3,495,499,000","5,098,273,000","5,371,416,000","5,230,514,000","3,498,658,000","5,181,466,000","3,220,941,000","2,415,028,000","2,699,586,000","4,059,544,000",,,,"2,019,752,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"39,279,000","654,479,000","782,000,000","493,501,000","752,757,000","784,841,000","595,973,000","1,012,970,000","894,509,000","765,614,000","416,345,000","5,077,000","4,795,000","479,953,000","492,563,000","491,318,000","545,793,000","599,414,000","420,654,000",,,,,,,,,,,"810,000","1,726,000","426,000","1,872,000","0",,"7,083,000","18,177,000","15,289,000","16,016,000","146,145,000","15,426,000","23,048,000","28,729,168","50,196,762.96","50,355,528","55,250,074.88","115,680,616.1","190,572,680.4","165,164,559","750,791,407.5",,,,"1,251,644,000",,,,"766,459,000","643,041,722.48","378,522,103.02","413,496,003.61","396,431,013.51","573,809,360.88","524,652,793.92","487,710,453.24","421,688,137.14","341,825,762.54","260,956,568","224,806,787.2",,,,,,,,,,,,
		Receivables,"4,732,907,000","5,038,278,000","4,193,000,000","3,783,676,000","3,632,960,000","3,530,670,000","3,230,573,000","3,185,783,000","3,305,154,000","3,338,241,000","3,075,424,000","3,371,155,000","3,726,780,000","3,973,762,000","3,997,396,000","3,922,719,000","3,919,651,000","4,107,431,000","4,579,588,000","4,768,803,000","4,953,263,000","5,181,567,000","5,037,959,000","5,192,050,000","4,952,014,000","4,796,870,000","5,431,147,000","5,454,821,000","5,186,330,000","4,888,197,000","5,007,179,000","4,380,610,000","4,510,042,000","4,253,713,000","3,998,964,000","3,516,834,000","3,604,376,000","2,690,308,000","3,205,403,000","2,480,143,000","2,428,809,000","2,635,355,000","3,186,601,912","3,192,255,256.3","3,174,454,483","3,525,571,179.52","3,374,102,348.4","6,040,674,133","2,827,518,920.7","2,791,613,100","2,496,689,817.5","2,180,517,000","2,061,692,527.32","837,400,000","692,516,385","641,062,296","582,645,730.1","687,089,000","556,996,659.38","263,273,046.6","241,155,087.63","229,890,345.6","180,367,276.04","164,809,083.36","156,050,389.62","165,801,628.98","131,595,456.44","127,146,339.6","136,196,910.4","148,859,430","126,758,845","137,853,493.2","117,663,954.53","138,284,248.91","130,233,351.05","152,464,661.74","188,139,672","190,908,262.5","128,484,000","109,439,200","112,212,294"
			AccountsReceivable,"3,123,849,000","3,184,780,000","3,196,000,000","3,014,854,000","3,029,490,000","2,838,808,000","2,664,872,000","2,559,180,000","2,563,053,000","2,540,856,000","2,449,062,000","2,655,144,000","2,913,772,000","2,919,177,000","2,852,473,000","2,743,937,000","2,819,260,000","2,858,089,000","2,981,349,000","3,146,115,000","3,223,756,000","3,537,417,000","3,429,189,000","3,628,666,000","3,511,424,000","3,513,029,000","3,904,559,000","4,022,826,000","3,933,439,000","3,650,871,000","3,955,782,000","3,412,634,000","3,285,782,000","3,151,112,000","2,953,974,000","2,732,850,000","2,748,411,000","2,690,308,000","2,334,461,000","2,480,143,000","2,428,809,000","2,635,355,000","2,684,310,928","2,685,456,595.24","2,697,013,359","3,029,680,792.32","2,972,860,056.6","5,330,511,540.8","2,507,592,557.4","2,499,778,342.5","2,213,645,603","1,905,638,000","1,846,559,223.27","723,335,000","692,516,385","641,062,296","582,645,730.1","595,935,000","556,996,659.38","263,273,046.6","241,155,087.63","229,890,345.6","180,367,276.04","164,809,083.36","156,050,389.62","165,801,628.98","131,595,456.44","127,146,339.6","136,196,910.4","148,859,430","126,758,845","137,853,493.2","117,663,954.53","138,284,248.91","130,233,351.05",,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,606,537,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
