name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"4,113,846,100","5,670,020,011","3,863,457,267","3,759,444,070","2,025,565,893","1,736,508,829","2,115,321,076","2,303,660,942","1,350,763,621","1,193,866,241","1,390,670,994","490,075,020","173,644,668","509,240,433","478,982,160","393,915,745","1,392,639,544"
EnterpriseValue,"2,728,664,924","5,670,020,011","3,863,457,267","3,759,444,070","2,025,565,893","1,736,508,829","2,115,321,076","2,303,660,942","1,350,763,621","1,193,866,241","1,390,670,994","490,075,020","173,644,668","509,240,433","478,982,160","393,915,745","1,392,639,544"
PeRatio,"54.428","33.316","38.18","87.369","26.921","21.907","26.101","30.224","18.422","23.082","39.547","30.05","15.569","35.962","38.028","68.131","170.687"
ForwardPeRatio,,,,,,,"20.877","32.787","15.198","14.881","34.483",,,,,,
PegRatio,,,,,,,"1.013","1.592","0.738","0.664",,,,,,,
PsRatio,"7.241","9.853","7.75","8.969","6.184","5.979","7.555","9.197","5.985","6.355","8.99","4.374","1.462","4.409","5.403","3.788","17.677"
PbRatio,"2.654","3.756","4.073","4.464","3.007","2.865","3.828","4.443","3.162","3.823","5.574","2.527","0.966","3.297","3.896","3.701","14.045"
EnterprisesValueRevenueRatio,"0.682","1.417","1.033","1.32","0.866","0.845","1.154","1.432","0.933","0.919","1.347","0.633","0.213","0.602","0.687","0.661","3.053"
EnterprisesValueEBITDARatio,"2.035","4.228","3.101","4.023","3.003","2.784","3.699","4.41","2.625","2.544","4.612","3.235","1.414","2.46","2.792","3.104","13.787"
