name,ttm,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005
MarketCap,"2,009,628,163","1,549,289,665","1,788,470,561","2,942,179,800","2,816,856,400","2,242,975,440","1,411,958,750","1,311,534,614","881,573,524","576,334,000","450,270,000","258,669,914","409,008,180","592,559,250","608,962,460","882,416,939"
EnterpriseValue,"3,720,811,163","3,366,905,665","3,796,363,561","4,294,469,800","4,214,915,400","3,858,985,440","2,347,689,750","2,301,686,614","1,306,766,524","1,049,945,000","733,317,000","601,825,914","814,155,180","1,058,995,250","1,099,392,460","1,372,442,939"
PeRatio,,"24.317","4.626","41.156","25.792","31.77","18.793","28.544","20.326","19.828","14.516",,"12.029","18.81","22.962",
ForwardPeRatio,"13.351","10.493","10.571","18.832",,,"11.325","15.175","14.184","11.947",,,,,,
PegRatio,"3.338","1.749","1.036","1.777",,,"1.132","1.518","1.374","1.328",,,,,,
PsRatio,"2.151","1.591","1.759","3.488","3.591","3.359","2.322","2.182","2.194","1.72","1.492","0.827","1.253","1.849","2.051","2.909"
PbRatio,"1.741","1.256","1.469","3.678","3.907","3.683","2.597","2.874","2.188","1.593","1.368","0.879","0.854","1.356","1.487","2.287"
EnterprisesValueRevenueRatio,"3.905","3.45","3.646","4.869","5.228","5.4","3.901","3.691","2.963","3.12","2.428","1.925","2.493","3.324","3.706","4.525"
EnterprisesValueEBITDARatio,"41.042","34.001","15.384","18.656","15.835","17.036","12.768","11.3","11.541","12.215","8.381","-3.854","7.722","9.776","11.296","12.909"
