name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
MarketCap,"4,400,839,056","2,460,862,869","12,417,470,994","11,538,230,067","10,837,694,493","10,609,226,197","8,660,902,105","12,217,618,081","12,652,199,937","10,457,380,267","11,224,969,682","12,358,752,898","9,032,448,662","9,404,007,027","12,546,439,320","11,934,456,612","11,509,619,347","10,849,093,713","10,508,492,713","12,562,990,484","13,405,827,629","13,952,690,809","15,633,033,894","20,437,054,634","24,543,962,249","21,890,372,009","21,585,682,239","22,523,362,851","21,634,111,968","23,416,018,515","25,292,845,369","26,428,490,466","23,662,941,980","27,170,482,954","24,995,610,727","23,456,934,566","28,342,956,439","29,708,122,340","25,045,006,847","21,565,884,861","19,542,166,937","19,552,909,288","19,014,112,232"
EnterpriseValue,"11,057,756,483","8,404,320,693","18,910,018,076","18,060,353,466","18,173,027,492","16,848,694,349","14,504,398,599","19,589,245,136","19,724,705,947","17,364,150,888","20,345,624,599","22,749,257,051","11,130,777,149","11,362,641,741","14,277,567,134","13,723,387,147","13,233,253,540","12,713,437,294","11,885,597,463","15,754,801,570","16,764,373,553","17,561,312,694","19,292,389,888","24,388,016,124","29,061,749,395","24,192,758,077","25,160,163,112","26,520,156,110","25,259,958,913","26,879,205,788","28,830,143,813","29,828,876,780","28,499,991,457","32,070,624,391","28,187,898,301","26,597,533,968","33,616,966,452","35,125,279,448","30,352,157,702","24,580,034,890","22,779,063,766","25,029,665,690","24,891,112,232"
PeRatio,"21.791","1.609","22.472","49.669",,,,,"12.861","5.356","4.482","5.087",,,,"19.68","12.163","22.499","19.036",,,"21.837","15.748","19.357","35.603","36.795","38.615","45.283","30.5","24.046","25.471","16.281","13.417","18.374","21.317","20.043","27.843","56.285","25.186","27.221","29.215","29.345","29.302"
ForwardPeRatio,"18.975",,"24.039","21.787","14.815","19.121","8.475","12.821",,"36.765","57.471","37.736","22.173","75.188","140.845",,,,,"769.231","112.36","112.36","22.371","15.198","18.484","19.646","20.284","16.155","14.045","14.472","16.667","17.271",,,,,,,,,,,
PsRatio,"0.305","0.165","0.787","0.701","0.649","0.67","0.533","0.789","0.896","0.703","0.689","0.741","0.572","1.022","1.473","1.361","1.209","1.046","0.96","0.97","0.835","0.806","0.881","1.098","1.325","1.277","1.287","1.354","1.339","1.387","1.469","1.53","1.488","1.73","1.702","1.6","1.948","2.175","1.929","1.849","1.713","1.748","1.867"
PbRatio,"0.347","0.183","0.847","0.801","0.815","0.82","0.632","0.846","0.872","0.679","0.726","0.777","1.005","1.083","1.487","1.348","1.244","1.135","1.121","1.529","1.488","1.741","1.687","2.178","2.589","2.436","2.282","2.35","2.298","2.428","2.572","2.592","2.561","2.878","2.749","2.584","3.115","3.47","2.497","2.197","2.033","2.027","2.062"
EnterprisesValueRevenueRatio,"0.548","2.093","3.663","3.564","3.066","3.243","3.212","3.189","3.273","3.692","3.904","5.109","2.727","2.882","3.864","4.185","4.349","5.613","4.022","4.763","4.436","5.549","4.447","4.788","5.227","4.73","5.212","5.105","5.498","6.141","7.583","6.685","6.66","6.844","7.063","6.668","8.229","9.674","10.721","7.629","6.865","6.949","12.893"
EnterprisesValueEBITDARatio,"5.049","-7.71","24.337","19.76","11.437","19.706","-10.087","118.723","65.098","-56.195","-30.827","25.333","2.875","16.049","57.571","40.722","128.478","43.096","-86.128","6.114","22.593","-86.937","229.671","22.602","21.059","26.732","46.853","24.855","29.683","31.961","59.321","30.069","25.98","28.971","33.201","21.554","24.791","68.873","84.546","34.378","37.282","24.324","126.822"
