name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
TotalRevenue,"1,356,730,000,000","342,461,000,000","336,552,000,000","318,056,000,000","359,661,000,000","270,330,000,000","343,637,000,000","322,936,000,000","302,156,000,000","332,977,000,000","329,768,000,000","333,504,000,000","317,456,000,000","331,406,000,000","298,014,000,000","272,194,000,000","234,296,000,000","302,411,000,000","236,355,000,000","325,158,000,000","316,177,000,000","381,819,000,000","458,790,000,000","375,978,000,000","329,437,000,000","316,870,000,000","291,970,000,000","249,918,000,000","150,964,000,000","227,942,000,000","233,937,000,000","221,220,000,000","234,625,000,000","204,691,000,000","209,875,000,000","214,370,000,000","98,166,000,000","239,455,000,000","216,797,000,000","201,501,000,000","234,002,000,000","254,206,000,000","220,232,000,000","215,203,000,000","249,446,000,000","220,514,000,000","266,186,290,560","260,089,212,290","317,686,023,080","250,810,331,640","269,022,767,970","276,741,171,630","277,236,796,970","284,625,907,230","270,761,531,140","262,597,340,900","288,658,296,790","211,062,158,990","223,646,886,540","207,087,789,360","303,622,257,400","200,902,939,600","202,597,116,120","184,665,582,480","189,304,340,480","162,359,255,540","168,376,445,800","157,964,073,120","158,928,348,740","147,998,571,700","147,967,877,760",,,,"141,452,515,520",,,,"115,298,603,303.76",,,,,
	OperatingRevenue,"1,356,730,000,000","342,461,000,000","336,552,000,000","318,056,000,000","359,661,000,000","270,330,000,000","343,637,000,000","322,936,000,000","302,156,000,000","332,977,000,000","329,768,000,000","333,504,000,000","317,456,000,000","331,406,000,000","298,014,000,000","272,194,000,000","234,296,000,000","302,411,000,000","236,355,000,000","325,158,000,000","316,177,000,000","381,819,000,000","458,790,000,000","375,978,000,000","329,437,000,000","316,870,000,000","291,970,000,000","249,918,000,000","150,964,000,000","227,942,000,000","233,937,000,000","221,220,000,000","234,625,000,000","204,691,000,000","209,875,000,000","214,370,000,000","98,166,000,000","239,455,000,000","216,797,000,000","201,501,000,000","234,002,000,000","254,206,000,000","220,232,000,000","215,203,000,000","249,446,000,000","220,514,000,000","266,186,290,560","260,089,212,290","317,686,023,080","250,810,331,640","269,022,767,970","276,741,171,630","277,236,796,970","284,625,907,230","270,761,531,140","262,597,340,900","288,658,296,790","211,062,158,990","223,646,886,540","207,087,789,360","303,622,257,400","200,902,939,600","202,597,116,120","184,665,582,480","189,304,340,480","162,359,255,540","168,376,445,800","157,964,073,120","158,928,348,740","147,998,571,700","147,967,877,760",,,,"141,452,515,520",,,,"115,298,603,303.76",,,,,
PretaxIncome,"451,020,000,000","121,829,000,000","129,769,000,000","98,860,000,000","100,562,000,000","74,223,000,000","109,991,000,000","110,954,000,000","75,013,000,000","107,876,000,000","117,001,000,000","135,611,000,000","90,869,000,000","114,861,000,000","100,801,000,000","118,434,000,000","56,630,000,000","83,927,000,000","126,829,000,000","123,916,000,000","62,350,000,000","79,342,000,000","91,688,000,000","111,316,000,000","104,417,000,000","57,026,000,000","60,377,000,000","63,228,000,000","37,963,000,000","46,610,000,000","40,694,000,000","47,467,000,000","27,972,000,000","26,739,000,000","37,160,000,000","39,185,000,000","17,398,000,000","22,398,000,000","28,149,000,000","24,635,000,000","17,911,000,000","13,894,000,000","11,464,000,000","12,837,000,000","-5,334,000,000","-63,152,000,000","27,763,060,560","49,915,038,700","74,242,203,610","46,943,110,200","56,376,516,890","69,831,884,430","67,492,381,050","94,518,180,820","71,054,246,620","78,447,090,500","57,365,005,530","59,409,214,310","75,002,837,140","58,565,802,240","42,355,468,020","43,607,635,000","32,574,006,720","37,085,373,160","16,809,530,500","26,809,652,500","32,671,720,940","25,868,263,680","-15,870,248,500","23,280,674,200","18,861,037,050",,,,"18,756,794,710",,,,"14,711,778,817.92",,,,,
TaxProvision,"115,200,000,000","35,684,000,000","38,009,000,000","28,956,000,000","12,551,000,000","-8,186,000,000","33,404,000,000","30,922,000,000","14,978,000,000","15,723,000,000","38,541,000,000","44,670,000,000","33,827,000,000","37,916,000,000","33,274,000,000","39,022,000,000","8,823,000,000","28,853,000,000","43,479,000,000","39,157,000,000","3,553,000,000","29,831,000,000","16,757,000,000","38,916,000,000","34,840,000,000","18,126,000,000","23,326,000,000","21,545,000,000","11,334,000,000","15,913,000,000","13,887,000,000","12,648,000,000","12,561,000,000","2,411,000,000","14,415,000,000","15,461,000,000","-880,000,000","8,468,000,000","10,245,000,000","10,064,000,000","7,686,000,000","5,787,000,000","4,656,000,000","5,411,000,000","-14,215,000,000","-20,728,000,000","12,927,837,360","20,390,824,320","28,323,183,240","19,559,629,250","23,193,597,580","28,573,187,280","24,764,251,370","39,640,496,490","29,507,577,500","32,524,049,200","18,794,892,500","24,684,941,930","30,750,028,540","23,958,737,280","19,074,862,460","19,802,996,600","14,196,104,280","16,313,214,000","12,037,445,220","12,332,440,150","15,276,538,460","11,736,527,040","-7,268,545,480","10,808,884,450","8,517,887,700",,,,"8,721,312,190",,,,"6,174,457,532.64",,,,,
NetIncomeCommonStockholders,"331,857,000,000","85,169,000,000","89,940,000,000","69,210,000,000","87,538,000,000","81,157,000,000","75,103,000,000","79,947,000,000","56,744,000,000","90,421,000,000","76,258,000,000","89,712,000,000","56,121,000,000","74,968,000,000","65,381,000,000","76,769,000,000","44,805,000,000","54,066,000,000","79,788,000,000","81,510,000,000","48,224,000,000","45,297,000,000","73,501,000,000","68,605,000,000","68,617,000,000","37,769,000,000","35,401,000,000","45,007,000,000","21,769,000,000","30,300,000,000","25,067,000,000","34,773,000,000","17,380,000,000","23,435,000,000","21,682,000,000","23,653,000,000","16,477,000,000","16,745,000,000","17,603,000,000","16,450,000,000","10,324,000,000","7,283,000,000","12,958,000,000","7,631,000,000","8,601,000,000","-41,943,000,000","23,418,459,480","32,285,471,840","49,549,355,270","28,277,635,430","46,042,735,790","45,692,467,590","45,227,440,760","59,639,305,530","44,261,366,250","46,839,211,700","40,525,434,840","42,165,187,890","46,295,245,920","37,934,667,360","24,668,366,720","24,625,488,000","19,258,281,000","23,491,028,160","8,212,452,430","14,477,212,350","17,395,182,480","14,131,736,640","-5,429,317,760","12,471,789,750","11,316,622,230","11,115,360,930","8,938,123,700","9,215,376,800","10,035,482,520","10,477,342,680","3,184,443,501.15","13,524,044,900","8,537,321,285.28","8,378,416,096.26","6,653,142,434.6","7,669,496,250","7,652,654,640","7,635,438,090"
	NetIncome,"332,186,000,000","85,206,000,000","89,953,000,000","69,519,000,000","87,508,000,000","81,506,000,000","75,137,000,000","79,998,000,000","56,908,000,000","90,561,000,000","76,356,000,000","89,762,000,000","56,329,000,000","75,044,000,000","65,464,000,000","76,834,000,000","44,814,000,000","53,611,000,000","79,992,000,000","82,571,000,000","49,850,000,000","46,613,000,000","74,542,000,000","69,592,000,000","70,023,000,000","39,051,000,000","36,152,000,000","45,676,000,000","23,311,000,000","31,256,000,000","25,067,000,000","34,773,000,000","17,380,000,000","23,435,000,000","21,682,000,000","23,653,000,000","16,477,000,000","16,745,000,000","17,603,000,000","16,450,000,000","10,324,000,000","7,283,000,000","12,958,000,000","7,631,000,000","8,601,000,000","-41,943,000,000","23,418,459,480","32,285,471,840","49,549,355,270","28,277,635,430","46,042,735,790","45,692,467,590","45,227,440,760","59,639,305,530","44,261,366,250","46,839,211,700","40,525,434,840","42,165,187,890","46,295,245,920","37,934,667,360","24,668,366,720","24,625,488,000","19,258,281,000","23,491,028,160","8,212,452,430","14,477,212,350","17,395,182,480","14,131,736,640","-5,429,317,760","12,471,789,750","11,316,622,230","11,115,360,930","8,938,123,700","9,215,376,800","10,035,482,520","10,477,342,680","3,184,443,501.15","13,524,044,900","8,537,321,285.28","8,378,416,096.26","6,653,142,434.6","7,669,496,250","7,652,654,640","7,635,438,090"
		NetIncomeIncludingNoncontrollingInterests,"335,820,000,000","86,145,000,000","91,760,000,000","69,904,000,000","88,011,000,000","82,409,000,000","76,587,000,000","80,032,000,000","60,035,000,000","92,153,000,000","78,460,000,000","90,941,000,000","57,042,000,000","76,945,000,000","67,527,000,000","79,412,000,000","47,807,000,000","55,074,000,000","83,350,000,000","84,759,000,000","58,797,000,000","49,511,000,000","75,163,000,000","72,465,000,000","70,062,000,000","39,884,000,000","38,015,000,000","46,030,000,000","24,063,000,000","31,781,000,000","27,267,000,000","35,947,000,000","17,082,000,000","24,019,000,000","22,849,000,000","24,592,000,000","20,023,000,000","17,466,000,000","18,251,000,000","16,867,000,000","11,096,000,000","9,353,000,000","13,301,000,000","7,187,000,000","9,340,000,000","-42,195,000,000","24,160,220,640","33,028,887,310","50,084,998,730","29,395,328,530","47,420,573,270","46,677,749,910","46,607,118,720","61,186,832,420","45,087,578,420","47,640,860,800","43,821,103,440","42,165,187,890","46,295,245,920","37,934,667,360","24,668,366,720","24,625,488,000","19,258,281,000","23,491,028,160","8,212,452,430","14,477,212,350","17,395,182,480","14,131,736,640","-5,429,317,760","12,471,789,750","9,613,044,690","11,115,360,930","8,938,123,700","9,215,376,800","10,274,422,580","10,477,342,680","3,184,443,501.15","13,524,044,900","8,537,321,285.28","8,378,416,096.26","6,653,142,434.6","7,669,496,250","7,652,654,640","7,635,438,090"
			NetIncomeContinuousOperations,"335,820,000,000","86,145,000,000","91,760,000,000","69,904,000,000","88,011,000,000","82,409,000,000","76,587,000,000","80,032,000,000","60,035,000,000","92,153,000,000","78,460,000,000","90,941,000,000","57,042,000,000","76,945,000,000","67,527,000,000","79,412,000,000","47,807,000,000","55,074,000,000","83,350,000,000","84,759,000,000","58,797,000,000","49,511,000,000","74,931,000,000","72,400,000,000","69,577,000,000","38,900,000,000","37,051,000,000","41,683,000,000","26,629,000,000","30,697,000,000","26,807,000,000","34,819,000,000","15,411,000,000","24,328,000,000","22,745,000,000","23,724,000,000","18,278,000,000","13,930,000,000","17,904,000,000","14,571,000,000","10,225,000,000","8,107,000,000","6,808,000,000","7,426,000,000","7,008,000,000","-42,424,000,000","14,835,223,200","29,524,214,380","45,919,020,370","27,383,480,950","33,182,919,310","41,258,697,150","42,728,129,680","54,877,684,330","41,546,669,120","45,923,041,300","38,570,113,030","34,724,272,380","44,252,808,600","34,607,064,960","23,280,605,560","23,804,638,400","18,377,902,440","20,772,159,160","4,772,085,280","14,477,212,350","17,395,182,480","14,131,736,640","-8,601,703,020","12,471,789,750","10,343,149,350","11,115,360,930","8,805,213,910","9,215,376,800","10,035,482,520","10,477,342,680","3,184,443,501.15","13,524,044,900","8,537,321,285.28","8,378,416,096.26","6,653,142,434.6","7,669,496,250","7,652,654,640","7,635,438,090"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","232,000,000","65,000,000","485,000,000","984,000,000","964,000,000","4,347,000,000","-2,566,000,000","1,084,000,000","460,000,000","1,128,000,000","1,671,000,000","-309,000,000","104,000,000","868,000,000","1,745,000,000","3,536,000,000","347,000,000","2,296,000,000","871,000,000","1,246,000,000","6,493,000,000","-239,000,000","459,000,000","229,000,000","8,583,236,280","2,761,257,460","3,630,334,900","894,154,480","12,859,816,480","4,433,770,440","2,505,412,130","4,761,621,200","2,124,545,580","916,170,400","1,955,321,810","7,440,915,510","2,042,437,320","3,327,602,400","1,387,761,160","820,849,600","880,378,560","2,718,869,000",,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,101,050",,"590,151,550",,,,,,,,,,,,,,"-12,891,680",,"973,472,880",,,,,,,,,,,,,
