name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
		MinorityInterests,"-3,634,000,000","-939,000,000","-1,807,000,000","-385,000,000","-503,000,000","-903,000,000","-1,450,000,000","-34,000,000","-3,127,000,000","-1,592,000,000","-2,104,000,000","-1,179,000,000","-713,000,000","-1,901,000,000","-2,063,000,000","-2,578,000,000","-2,993,000,000","-1,463,000,000","-3,358,000,000","-2,188,000,000","-8,947,000,000","-2,898,000,000","-621,000,000","-2,873,000,000","-39,000,000","-833,000,000","-1,863,000,000","-354,000,000","-752,000,000","-525,000,000","-2,200,000,000","-1,174,000,000","298,000,000","-584,000,000","-1,167,000,000","-939,000,000","-3,546,000,000","-721,000,000","-648,000,000","-417,000,000","-772,000,000","-2,070,000,000","-343,000,000","444,000,000","-739,000,000","252,000,000","-741,761,160","-743,415,470","-535,643,460","-1,117,693,100","-1,377,837,480","-985,282,320","-1,379,677,960","-1,547,526,890","-826,212,170","-801,649,100",,,,,,,,,,,,,,,"1,703,577,540",,,,"-238,940,060",,,,,,,,,
	OtherunderPreferredStockDividend,"329,000,000","37,000,000","13,000,000","309,000,000","-30,000,000","349,000,000","34,000,000","51,000,000","164,000,000","140,000,000","98,000,000","50,000,000","208,000,000","76,000,000","83,000,000","65,000,000","9,000,000","-455,000,000","204,000,000","1,061,000,000","1,626,000,000","1,316,000,000","1,041,000,000","987,000,000","1,406,000,000","1,282,000,000","751,000,000","669,000,000","1,542,000,000","956,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"331,857,000,000","85,169,000,000","89,940,000,000","69,210,000,000","87,538,000,000","81,157,000,000","75,103,000,000","79,947,000,000","56,744,000,000","90,421,000,000","76,258,000,000","89,712,000,000","56,121,000,000","74,968,000,000","65,381,000,000","76,769,000,000","44,805,000,000","54,066,000,000","79,788,000,000","81,510,000,000","48,224,000,000","45,297,000,000","73,501,000,000","68,605,000,000","68,617,000,000","37,769,000,000","35,401,000,000","45,007,000,000","21,769,000,000","30,300,000,000","25,067,000,000","34,773,000,000","17,380,000,000","23,435,000,000","21,682,000,000","23,653,000,000","16,477,000,000","16,745,000,000","17,603,000,000","16,450,000,000","10,324,000,000","7,283,000,000","12,958,000,000","7,631,000,000","8,601,000,000","-41,943,000,000","23,418,459,480","32,285,471,840","49,549,355,270","28,277,635,430","46,042,735,790","45,692,467,590","45,227,440,760","59,639,305,530","44,261,366,250","46,839,211,700","40,525,434,840","42,165,187,890","46,295,245,920","37,934,667,360","24,668,366,720","24,625,488,000","19,258,281,000","23,491,028,160","8,212,452,430","14,477,212,350","17,395,182,480","14,131,736,640","-5,429,317,760","12,471,789,750","11,316,622,230","11,115,360,930","8,938,123,700","9,215,376,800","10,035,482,520","10,477,342,680","3,184,443,501.15","13,524,044,900","8,537,321,285.28","8,378,416,096.26","6,653,142,434.6","7,669,496,250","7,652,654,640","7,635,438,090"
BasicEPS,,"333.2","351.35","270.35",,"317.05","293.35","312.3",,"353.35","298.05","349.05",,"286.6","249.7","293.1",,"206.5","304.75","311.4",,"173.1","280.6","261.9",,"146.75","140.95","183.1",,"140.885","114.425","156.46",,"108.99","100.835","110.015",,"77.89","81.885","76.525",,"33.885","62.945","42.797",,"-236.36","128.858","181.818",,"159.316","156.316","250.68",,"279.221","253.411","262.082",,"238.759","215.795","215.984",,"403.427","113.085","140.402",,"86.37","103.557","84.12",,"77.8","66.78","67.947",,"54.595","58.696","61.28",,"138.106","51.903","50.936",,"39.881","39.326","39.995"
DilutedEPS,,"332.9","351.05","270.1",,"316.75","293.1","312.05",,"353","297.75","348.8",,"286.3","249.45","292.9",,"206.25","304.45","311.1",,"172.9","280.2","261.55",,"144.15","135.65","173.95",,"118.21","96.07","130.8",,"90.975","84.325","91.835",,"65.91","68.955","64.635",,"29.415","53.295","42.797",,"-236.36","127.071","178.376",,"156.41","153.365","244.141",,"269.067","122.138","260.124",,"226.865","204.641","204.814",,"403.427","106.053","131.626",,"81.362","97.547","79.257",,"73.346","62.899","64.015",,"54.595","56.378","58.86",,"138.106","51.903","50.936",,"38.859","39.326","38.783"
BasicAverageShares,,"255,609,600","255,993,600","255,992,200",,"255,992,400","256,020,800","256,010,800",,"255,881,200","255,855,200","257,000,200",,"261,576,400","261,828,600","261,905,400",,"261,851,800","261,819,600","261,754,800",,"261,651,800","261,953,400","261,965,200",,"257,343,000","251,186,200","245,837,800",,"215,070,000","215,046,000","215,044,000",,"215,022,000","215,018,000","214,997,955",,"214,974,000","214,974,000","214,970,000",,"214,910,000","205,860,000","178,306,144",,"177,452,000","177,936,000","177,570,664",,"180,952,000","182,872,000","183,038,000",,"180,229,674","180,077,378","179,949,638",,"175,819,596","175,293,040","168,220,000",,"167,562,434","167,487,498","167,418,716",,"167,332,290","167,383,724","167,384,000",,"167,332,290","167,316,000","163,588,391",,"168,796,721","163,446,000","170,974,964",,"163,384,000","163,384,000","164,487,500",,"189,473,684","194,594,595","190,909,091"
DilutedAverageShares,,"255,858,600","256,207,400","256,219,200",,"256,200,400","256,242,800","256,208,200",,"256,141,000","256,110,600","257,209,600",,"261,834,000","262,074,000","262,122,200",,"262,119,400","262,086,200","262,003,400",,"261,962,600","262,311,200","262,326,200",,"262,309,000","261,543,600","259,356,000",,"259,214,000","260,510,000","260,440,000",,"264,066,000","264,070,000","257,559,754",,"259,024,000","263,978,000","258,948,000",,"258,750,000","249,284,000","178,306,144",,"177,452,000","182,850,000","180,996,499",,"180,952,000","188,878,000","183,038,000",,"180,229,674","180,077,378","179,949,638",,"175,819,596","175,293,040","185,312,000",,"167,562,434","167,487,498","167,418,716",,"167,332,290","167,383,724","167,384,000",,"167,332,290","167,316,000","173,637,043",,"168,796,721","163,446,000","178,003,814",,"163,384,000","163,384,000","164,487,500",,"194,594,595","194,594,595","196,875,000"
RentExpenseSupplemental,"263,137,000,000","66,388,000,000","65,825,000,000","65,096,000,000","65,828,000,000","64,127,000,000","64,629,000,000","62,737,000,000","63,550,000,000","63,552,000,000","63,487,000,000","61,738,000,000","62,120,000,000","60,151,000,000","61,194,000,000","60,072,000,000","61,374,000,000","61,255,000,000","62,432,000,000","60,008,000,000","60,464,000,000","60,510,000,000","60,075,000,000","57,108,000,000","53,845,000,000","55,025,000,000","54,912,000,000","52,812,000,000","51,515,000,000","49,634,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"332,186,000,000","85,206,000,000","89,953,000,000","69,519,000,000","87,508,000,000","81,506,000,000","75,137,000,000","79,998,000,000","56,908,000,000","90,561,000,000","76,356,000,000","89,762,000,000","56,329,000,000","75,044,000,000","65,464,000,000","76,834,000,000","44,814,000,000","53,611,000,000","79,992,000,000","82,571,000,000","49,850,000,000","46,613,000,000","74,542,000,000","69,592,000,000","70,023,000,000","39,051,000,000","36,152,000,000","45,676,000,000","23,311,000,000","31,256,000,000","25,067,000,000","34,773,000,000","17,380,000,000","23,435,000,000","21,682,000,000","23,653,000,000","16,477,000,000","16,745,000,000","17,603,000,000","16,450,000,000","10,324,000,000","7,283,000,000","12,958,000,000","7,631,000,000","8,601,000,000","-41,943,000,000","23,418,459,480","32,285,471,840","49,549,355,270","28,277,635,430","46,042,735,790","45,692,467,590","45,233,541,810","59,639,305,530","43,671,214,700","46,839,211,700","40,525,434,840","42,165,187,890","46,295,245,920","37,934,667,360","24,668,366,720","24,625,488,000","19,258,281,000","23,491,028,160","7,586,931,130","14,477,212,350","17,395,182,480","14,131,736,640","-8,601,703,020","12,471,789,750","10,343,149,350","11,115,360,930","8,805,213,910","9,215,376,800","10,035,482,520","10,477,342,680","3,184,443,501.15","13,524,044,900","8,537,321,285.28","8,378,416,096.26","6,653,142,434.6","7,669,496,250","7,652,654,640","7,635,438,090"
NormalizedIncome,"237,398,865,371.824","60,733,350,220.391","63,931,623,554.162","54,015,104,551.892","57,780,372,894.334","72,255,759,400","61,935,106,026.857","61,608,975,647.566","35,365,572,754.056","63,395,017,269.828","58,236,589,054.794","67,294,907,000","39,663,789,466.155","47,493,600,000","44,598,190,000","44,806,499,000","32,288,616,651.951","43,177,320,000","34,503,291,000","61,920,356,000","50,241,351,323.176","42,914,552,000","39,088,313,000","53,003,350,000","32,203,089,880","37,705,920,000","41,304,054,000","42,716,440,000","26,306,285,040.698","28,948,120,000","22,469,370,005.406","29,430,805,822.993","-3,108,955,000","23,906,859,942.406","19,110,693,891.281","19,177,208,345.03","24,541,800,000","13,929,195,553.174","-1,723,550,250.453","23,898,000,000","-120,546,100,000","1,082,400,000","14,295,900,000","11,419,000,000","-26,594,100,000","-20,318,453,889.03","11,126,417,400","22,907,816,697","45,919,020,370","27,931,150,569","18,394,130,358","30,309,747,369","42,728,129,680","46,092,493,216","17,397,667,694","39,601,465,540","38,570,113,030","34,015,613,760","41,869,965,060","30,214,629,792","23,280,605,560","23,373,692,360","23,462,088,624","21,098,423,440","15,472,081,582","14,477,212,350","17,261,373,384","15,065,868,384","-8,601,703,020","12,471,789,750","10,343,149,350","11,115,360,930","8,805,213,910","9,215,376,800","10,035,482,520","10,477,342,680","3,184,443,501.15","13,524,044,900","9,264,216,548.448","8,378,416,096.26","6,653,142,434.6","7,669,496,250","7,652,654,640","7,635,438,090"
InterestIncome,"253,446,000,000","64,380,000,000","63,627,000,000","62,497,000,000","62,942,000,000","62,599,000,000","60,793,000,000","56,559,000,000","53,189,000,000","54,438,000,000","52,487,000,000","53,990,000,000","52,690,000,000","51,312,000,000","48,526,000,000","48,056,000,000","48,275,000,000","51,370,000,000","51,617,000,000","49,627,000,000","47,555,000,000","48,151,000,000","44,424,000,000","45,156,000,000","43,588,000,000","46,436,000,000","46,611,000,000","51,528,000,000","53,258,000,000","51,980,000,000","52,840,000,000","52,241,000,000","345,876,000,000","49,796,000,000","50,623,000,000","37,302,000,000","55,260,000,000","53,360,000,000","55,454,000,000","57,082,000,000","44,491,000,000","41,328,000,000","44,231,000,000","41,955,000,000","43,714,000,000","49,143,000,000","148,140,300,240","140,824,130,460","-210,402,622,800","146,417,796,100","152,136,221,750","144,467,020,170","-203,023,313,110","138,325,095,860","52,405,457,640","42,945,487,500","-48,629,926,750","72,283,179,240","41,075,683,880","36,270,866,160","-43,696,816,380","59,922,020,800","35,985,473,640","29,907,559,000","-54,519,964,650","55,442,361,370","31,445,137,560","28,383,233,760","-59,681,077,520","61,408,717,150","63,519,105,420",,,,"87,571,531,990",,,,"27,613,347,948.72",,,,,
InterestExpense,"99,967,000,000","23,763,000,000","24,077,000,000","26,166,000,000","25,961,000,000","25,528,000,000","21,699,000,000","20,149,000,000","20,009,000,000","18,885,000,000","18,822,000,000","19,099,000,000","18,955,000,000","18,607,000,000","17,286,000,000","18,062,000,000","18,796,000,000","18,167,000,000","17,835,000,000","18,023,000,000","17,791,000,000","18,129,000,000","17,988,000,000","18,739,000,000","19,404,000,000","21,132,000,000","19,476,000,000","22,906,000,000","23,493,000,000","25,173,000,000","25,269,000,000","27,458,000,000","25,974,000,000","27,460,000,000","28,064,000,000","29,485,000,000","29,446,000,000","29,468,000,000","31,281,000,000","33,359,000,000","19,171,000,000","19,674,000,000","20,821,000,000","23,050,000,000","23,884,000,000","27,347,000,000","27,763,060,560","26,125,743,660","28,137,647,730","26,712,865,090","26,867,830,860","24,878,378,580","22,607,819,300","21,189,214,340","20,537,273,940","18,437,929,300","16,318,673,560","16,062,928,720","15,885,623,600","14,752,370,640","15,366,631,020","13,338,806,000","14,086,056,960","14,138,118,800","13,815,278,590","14,906,166,790","15,611,061,200","16,287,425,280","16,383,978,630","17,579,284,600","18,252,616,500",,,,"25,088,706,300",,,,"29,741,352,646.32",,,,,
NetInterestIncome,"153,479,000,000","40,617,000,000","39,550,000,000","36,331,000,000","36,981,000,000","37,071,000,000","39,094,000,000","36,410,000,000","33,180,000,000","35,553,000,000","33,665,000,000","34,891,000,000","33,735,000,000","32,705,000,000","31,240,000,000","29,994,000,000","29,479,000,000","33,203,000,000","33,782,000,000","31,604,000,000","29,764,000,000","30,022,000,000","26,436,000,000","26,417,000,000","24,184,000,000","25,304,000,000","27,135,000,000","28,622,000,000","29,765,000,000","26,807,000,000","27,571,000,000","24,783,000,000","319,902,000,000","22,336,000,000","22,559,000,000","7,817,000,000","25,814,000,000","23,892,000,000","24,173,000,000","23,723,000,000","25,320,000,000","21,654,000,000","23,410,000,000","18,905,000,000","19,830,000,000","21,796,000,000","120,377,239,680","114,698,386,800","-238,540,270,530","119,704,931,010","125,268,390,890","119,588,641,590","-225,631,132,410","117,135,881,520","31,868,183,700","24,507,558,200","-64,948,600,310","56,220,250,520","25,190,060,280","21,518,495,520","-59,063,447,400","46,583,214,800","21,899,416,680","15,769,440,200","-68,335,243,240","40,536,194,580","15,834,076,360","12,095,808,480","-76,065,056,150","43,829,432,550","45,266,488,920",,,,"62,482,825,690",,,,"-2,128,004,697.6",,,,,
ReconciledDepreciation,"301,440,000,000","73,957,000,000","75,770,000,000","74,117,000,000","77,596,000,000","74,804,000,000","72,386,000,000","70,803,000,000","77,219,000,000","69,149,000,000","67,536,000,000","66,019,000,000","65,773,000,000","63,362,000,000","62,180,000,000","62,362,000,000","63,647,000,000","60,485,000,000","60,953,000,000","59,768,000,000","60,682,000,000","59,300,000,000","54,815,000,000","54,786,000,000","53,979,000,000","52,546,000,000","51,830,000,000","48,285,000,000","46,542,000,000","45,213,000,000","44,463,000,000","42,622,000,000","43,692,000,000","40,483,000,000","42,986,000,000","41,072,000,000","42,261,000,000","46,894,000,000","39,950,000,000","39,337,000,000","40,321,000,000","41,689,000,000","35,447,000,000","49,809,000,000","48,665,000,000","40,942,072,800","54,259,583,530","45,348,343,670","46,643,353,210","40,092,109,820","41,396,817,860","39,780,773,670","41,624,219,180","39,779,558,350","37,295,026,190","34,585,432,600","39,919,828,180","36,716,220,230","27,974,157,660","32,277,743,280","36,272,066,060","30,583,571,160","34,370,416,360","30,777,597,080",,,,,,,,,,,,,,,,,,,,
