name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,09/30/2017,06/30/2017,03/31/2017,09/30/2016
MarketCap,"2,297,416,461","2,173,714,460","2,362,250,918","1,768,854,572","1,861,952,181","1,745,625,796","1,476,262,086","1,918,611,500","1,798,564,300","2,175,855,500","772,800,000","776,250,000","690,690,000","675,510,000"
EnterpriseValue,"2,064,416,461","1,746,714,460","1,929,250,918","1,538,854,572","1,045,952,181","1,715,625,796","1,072,262,086","748,611,500","1,083,564,300","1,372,855,500","772,665,252","775,444,947","689,673,843","674,174,367"
PeRatio,"5.393","4.475","22.66","18.558","21",,,,,,,,,
ForwardPeRatio,"6.901","6.532","6.658","4.634","5.977","5.624",,,,,,,,
PsRatio,"1.816","1.005","1.739","1.311","1.556","2.391",,,,,,,,
PbRatio,"4.867","0.792","0.917","0.783","1.042","1.96","1.002","1.434","1.095","1.115",,,"1.302","1.274"
EnterprisesValueRevenueRatio,"1.684","-6.086","3.427","3.382","2.113","2.859","-5.082","1.686","3.187","10.48",,,,
