name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalAssets,"26,770,806,000","25,731,354,000","24,994,876,000","21,869,767,000","21,288,490,000","16,234,800,000","6,533,363,000","5,463,658,000","5,528,237,000","5,529,021,000","5,324,079,000","4,495,502,000","5,179,040,000","5,553,323,000","3,226,411,000","3,046,854,000","2,422,327,000","2,115,877,000","770,217,000","358,287,000","304,362,000"
	CashCashEquivalentsAndFederalFundsSold,"637,624,000","385,767,000","398,437,000","419,670,000","396,486,000","313,226,000","147,422,000","164,404,000","295,617,000","108,552,000","211,048,000","193,652,000","128,432,000","180,158,000","132,105,000","344,095,000","119,541,000","132,398,000","107,030,000","54,063,000","32,037,000"
		CashAndCashEquivalents,"637,624,000","385,767,000","398,437,000","419,670,000","396,486,000","313,226,000","147,422,000","164,404,000","295,617,000","108,552,000","211,048,000","159,705,000","99,783,000","129,411,000","100,752,000","73,283,000","102,279,000","98,707,000","68,703,000","36,247,000","32,037,000"
			CashFinancial,"172,585,000","175,830,000","233,215,000","337,965,000","161,020,000","164,757,000","96,424,000","89,011,000",,,,,,,,,,,,,"21,148,000"
			CashEquivalents,,,,,,,,,,,,"100,925,000","99,363,000","128,910,000","100,662,000","72,581,000","101,968,000","97,666,000","68,513,000","35,752,000","10,889,000"
			CashAndDueFromBanks,"465,039,000","209,937,000","165,222,000","81,705,000","235,466,000","148,469,000","50,998,000","75,393,000","295,617,000","108,552,000","211,048,000","58,780,000","420,000","501,000","90,000","702,000","311,000","1,041,000","190,000","495,000",
		MoneyMarketInvestments,,,,,,,,,,,,"33,947,000","28,649,000","50,747,000","31,353,000","270,812,000","17,262,000","33,691,000","38,327,000","17,816,000",
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,"33,947,000","28,649,000","50,747,000","31,353,000","270,812,000","17,262,000","33,691,000","38,327,000","17,816,000",
				FederalFundsSold,,,,,,,,,,,"0",,,,,,,,,,
	FederalHomeLoanBankStock,"40,924,000","32,103,000","20,790,000","21,870,000","19,710,000","40,609,000","27,939,000","37,126,000","141,293,000","55,040,000","50,429,000",,,,,,,,,,
	ForeclosedAssets,"440,000","5,299,000","1,329,000","12,976,000","22,120,000","43,721,000",,,,,,,,,,,,,,,
	OtherRealEstateOwned,,,,,,,"51,837,000","56,414,000","81,918,000","81,414,000","70,943,000",,,,,,,,,,
	BankOwnedLifeInsurance,"199,029,000",,,,,,"77,489,000","68,326,000","67,469,000","66,182,000","66,149,000",,,,,,,,,,
	SecuritiesAndInvestments,"3,955,376,000","4,009,431,000","3,774,431,000","3,223,830,000","3,559,437,000","1,567,177,000","1,494,745,000","1,355,385,000","1,326,358,000","874,016,000","423,700,000","121,577,000","106,888,000","91,381,000","212,601,000","245,395,000","417,656,000","318,867,000","126,456,000","45,400,000","49,328,000"
		AvailableForSaleSecurities,"158,189,000",,,,,,,,"1,326,358,000","874,016,000","423,700,000","121,577,000","106,888,000","91,381,000","212,601,000","245,395,000","417,656,000","318,867,000","126,456,000","45,400,000","34,460,000"
		HeldToMaturitySecurities,,,,,,,,,,,,,,,,,,,,,"14,868,000"
		OtherShortTermInvestments,"3,797,187,000","4,009,431,000","3,774,431,000","3,223,830,000","3,559,437,000","1,567,177,000","1,494,745,000","1,355,385,000",,,,,,,,,,,,,
	DerivativeAssets,"3,434,000",,,,,,,,,,,,,,,,,,,,
	NetLoan,"18,708,087,000","17,825,241,000","17,314,387,000","15,298,716,000","14,363,143,000","11,797,977,000","4,230,318,000","3,498,329,000","3,425,423,000","3,970,978,000","4,210,352,000","3,924,372,000","3,960,226,000","4,309,954,000","2,440,525,000","2,091,489,000","1,570,085,000","1,400,102,000","490,531,000","246,622,000","202,077,000"
		GrossLoan,"18,910,740,000","18,026,365,000","17,513,321,000","15,520,537,000","14,528,165,000","11,904,684,000","4,313,335,000","3,643,783,000","3,515,128,000","4,218,176,000","4,329,069,000","3,987,891,000","4,022,291,000","4,375,730,000","2,467,828,000","2,118,171,000","1,595,837,000","1,424,396,000","501,740,000","250,552,000","206,102,000"
			LoansHeldForSale,"0","0","481,100,000",,,,,,,,,,,,,,,,,,
			CommercialLoan,"7,714,358,000","7,428,500,000","7,142,136,000","8,439,230,000","7,994,482,000","5,879,575,000","972,981,000","803,018,000","671,939,000","1,046,212,000",,,,,,,,,,,
			ConsumerLoan,"440,790,000","401,296,000","409,785,000","375,398,000","121,092,000","101,707,000","55,070,000","23,081,000","23,711,000","26,005,000",,,,,,,,,,,
			MortgageLoan,"10,755,592,000","10,196,569,000","9,480,300,000","6,705,909,000","6,412,591,000","5,923,402,000","3,015,515,000","2,626,070,000","1,982,464,000","2,274,733,000",,,,,,,,,,,
			OtherLoanAssets,,,,,,,"269,769,000","191,614,000","837,014,000","871,226,000","4,329,069,000","3,987,891,000","4,022,291,000","4,375,730,000","2,467,828,000","2,118,171,000","1,595,837,000","1,424,396,000","501,740,000","250,552,000","206,102,000"
		AllowanceForLoansAndLeaseLosses,"138,785,000","132,472,000","139,456,000","157,238,000","115,111,000","84,455,000","82,034,000","91,968,000","85,313,000","131,917,000","118,717,000","63,519,000","52,557,000","52,908,000","27,303,000","26,682,000","25,752,000","24,294,000","11,209,000","3,930,000","4,025,000"
		UnearnedIncome,"-63,868,000","-68,652,000","-59,478,000","-64,583,000","-49,911,000","-22,252,000","-983,000","-53,486,000","-4,392,000","-115,281,000",,,"-9,508,000","-12,868,000",,,,,,,
	Receivables,"129,759,000",,,,,,,,,,"18,205,000","15,976,000","18,555,000","21,388,000","12,006,000","9,058,000","7,432,000","6,961,000","2,769,000","2,278,000","1,885,000"
		AccountsReceivable,"81,479,000",,,,,,,,,,"18,205,000","15,976,000","18,555,000","21,388,000","12,006,000","9,058,000","7,432,000","6,961,000","2,769,000","2,278,000",
			GrossAccountsReceivable,,,,,,,,,,,"18,205,000","15,976,000","18,555,000","21,388,000","12,006,000","9,058,000","7,432,000","6,961,000","2,769,000","2,278,000",
		OtherReceivables,"48,280,000",,,,,,,,,,,,,,,,,,,,
	PrepaidAssets,"17,099,000",,,,,,,,,,,,,,,,,,,,
	NetPPE,"491,970,000","327,338,000","316,483,000","268,499,000","236,649,000","159,057,000","32,435,000","19,503,000","23,068,000","22,578,000","22,546,000","24,675,000","26,327,000","37,102,000","19,063,000","14,919,000","14,004,000","13,397,000","5,914,000","6,058,000","6,795,000"
		GrossPPE,"565,943,000","397,647,000","379,799,000","328,112,000","291,528,000","207,725,000","76,651,000","59,873,000","62,448,000","59,115,000",,,,,,,,,,,
			LandAndImprovements,"1,243,000","1,243,000","1,243,000","5,505,000","5,505,000","5,505,000","6,755,000","2,027,000","3,537,000","3,537,000",,,,,,,,,,,
			BuildingsAndImprovements,"8,399,000","8,309,000","8,154,000","14,929,000","14,564,000","14,198,000","12,725,000","5,578,000","5,815,000","5,815,000",,,,,,,,,,,
			MachineryFurnitureEquipment,"47,581,000","45,204,000","43,250,000","38,806,000","36,234,000","32,359,000","31,080,000","28,272,000","29,466,000","26,268,000",,,,,,,,,,,
			Leases,"55,335,000","50,214,000","42,521,000","38,967,000","37,773,000","33,157,000","26,091,000","23,996,000","23,630,000","23,495,000",,,,,,,,,,,
			OtherProperties,"453,385,000","292,677,000","284,631,000","229,905,000","197,452,000","122,506,000","32,435,000","19,503,000",,,,,,,,,,,,,
		AccumulatedDepreciation,"-73,973,000","-70,309,000","-63,316,000","-59,613,000","-54,879,000","-48,668,000","-44,216,000","-40,370,000","-39,380,000","-36,537,000",,,,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"2,587,064,000","2,605,790,000","2,628,296,000","2,210,315,000","2,229,511,000","1,737,683,000","225,991,000","94,589,000","56,556,000","73,144,000","33,296,000","39,922,000","805,775,000","788,510,000","323,188,000","256,955,000","221,956,000","188,050,000","9,793,000",,
		Goodwill,"2,548,670,000","2,548,670,000","2,548,670,000","2,173,949,000","2,176,291,000","1,720,479,000","208,743,000","79,866,000","39,141,000","47,301,000",,,,,,,,,,,
		OtherIntangibleAssets,"38,394,000","57,120,000","79,626,000","36,366,000","53,220,000","17,204,000","17,248,000","14,723,000","17,415,000","25,843,000","33,296,000",,,,,,,,,,
	DeferredAssets,"0","17,489,000","0","94,112,000","126,389,000","284,411,000",,,,,,,,,,,,,,,"2,555,000"
		DeferredTaxAssets,"0","17,489,000","0","94,112,000","126,389,000","284,411,000",,,,,,,,,,,,,,,"2,555,000"
	OtherAssets,"636,811,000","522,896,000","540,723,000","319,779,000","335,045,000","290,939,000","245,187,000","169,582,000","110,535,000","277,117,000","217,411,000","175,328,000","132,837,000","124,830,000","86,923,000","84,943,000","71,653,000","56,102,000","27,724,000","3,866,000","9,685,000"
TotalLiabilitiesNetMinorityInterest,"21,816,109,000","20,905,766,000","20,017,278,000","17,390,712,000","16,890,799,000","12,728,375,000","5,724,270,000","4,874,537,000","4,982,034,000","5,050,224,000","4,817,306,000","4,119,776,000","4,040,688,000","4,384,995,000","2,725,633,000","2,672,978,000","2,084,764,000","1,799,585,000","714,920,000","330,515,000","278,507,000"
	TotalDeposits,"19,233,036,000","18,870,501,000","18,865,536,000","15,870,611,000","15,666,182,000","11,755,128,000","5,280,987,000","4,709,121,000","4,577,453,000","4,649,698,000","4,094,569,000","3,475,215,000","3,245,146,000","3,685,733,000","2,405,361,000","2,432,390,000","1,949,669,000","1,738,621,000","677,167,000","316,938,000","274,232,000"
		InterestBearingDepositsLiabilities,"11,989,738,000","10,981,586,000","10,357,492,000","9,211,595,000","9,494,727,000","8,823,776,000","2,962,541,000","2,769,909,000","2,891,654,000","3,184,136,000","2,791,595,000","2,309,730,000","2,033,200,000","2,114,372,000","1,225,553,000","1,490,674,000","1,135,304,000","1,081,178,000","401,551,000","202,896,000",
			CustomerAccounts,"11,989,738,000","10,981,586,000","10,357,492,000","9,211,595,000","9,494,727,000","8,823,776,000","2,962,541,000","2,769,909,000","2,891,654,000","3,184,136,000","2,791,595,000","2,309,730,000","2,033,200,000","2,114,372,000","1,225,553,000","1,490,674,000","1,135,304,000","1,081,178,000","401,551,000","202,896,000",
		NonInterestBearingDeposits,"7,243,298,000","7,888,915,000","8,508,044,000","6,659,016,000","6,171,455,000","2,931,352,000","2,318,446,000","1,939,212,000","1,685,799,000","1,465,562,000","1,302,974,000","1,165,485,000","1,211,946,000","1,571,361,000","1,179,808,000","941,716,000","814,365,000","657,443,000","275,616,000","114,042,000",
	FederalFundsPurchasedAndSecuritiesSoldUnderAgreementToRepurchase,,,,,,,,,,,,,,,,,,,,"8,000,000",
