name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010
MarketCap,"11,830,694,521","8,383,585,855","9,185,645,227","9,423,446,146","9,048,024,335","6,346,795,761","5,484,246,902","3,963,908,096","4,435,246,867","3,268,027,643","3,182,619,502","2,707,126,901","1,975,592,656","1,516,973,376","1,053,266,069","889,248,162","954,698,803","744,876,634","339,012,236","295,441,000","393,380,294","257,729,873","225,278,385","250,421,735","197,849,167","203,691,862","243,603,257","236,923,412","234,312,160","423,373,212","691,826,357","817,887,999","922,231,221","1,246,600,528","1,309,996,717","1,205,260,517","1,016,389,913","933,716,625","741,643,591"
EnterpriseValue,"11,326,159,521","7,691,695,855","8,588,019,227","8,973,210,146","8,654,134,335","6,116,566,761","5,254,017,902","3,676,111,096","4,198,995,867","3,140,621,643","3,055,213,502","2,513,156,901","1,853,689,656","1,458,776,761","995,069,454","820,452,850","954,699,573","766,144,352","372,230,266","330,590,408","457,252,665","335,084,589","308,736,383","339,222,494","273,148,714","261,332,433","330,314,243","314,594,024","294,740,506","472,172,971","740,626,116","799,081,851","900,478,577","1,209,219,355","1,271,152,088","1,151,054,350","969,093,567","886,420,279","694,412,108"
PeRatio,"14.859","11.17","18.753","25.169","27.165","28.421","24.383","18.802","22.71","35.319","35.09","33.602","30.759","39.278","28.105","40.633","43.944","34.185","21.427","16.267","46.142","124.408",,,,,,,,"51.118","81.958","47.233","22.345","24.765","32.162","54.49",,"74.332",
ForwardPeRatio,"13.986","11.038","15.576","18.215","19.121","15.06","19.881","14.837","20.619","14.493","12.804","11.588","16.502","11.947","9.346","9.728","15.456","9.443","11.481","11.669","12.642","14.225","16.077","16.667","14.472","81.967",,"37.453","6.988","7.975","4.695",,,,,,,,
PsRatio,"5.902","4.54","7.476","8.718","8.912","7.586","6.508","4.997","5.701","4.505","4.476","3.777","2.865","3.349","2.397","3.465","3.747","2.915","1.807","1.481","2.071","1.456","1.343","1.549","1.176","1.277","1.522","1.594","1.694","2.783","4.462","5.503","5.744","7.808","9.33","10.317",,"10.858","10.637"
PbRatio,"2.763","4.516","5.741","6.39","6.519","5.29","4.529","3.302","3.747","2.886","2.864","2.648","2.069","3.654","2.574","2.282","2.528","3.287","1.461","1.169","1.915","1.126","0.991","1.163","0.925","0.888","1.015","0.977","0.982","1.762","2.825","3.52","3.84","5.326","5.964","5.979",,"6.021","3.771"
EnterprisesValueRevenueRatio,"6.949","13.865","20.826","23.525","30.768","20.06","18.743","16.507","19.562","15.843","14.387","14.222","9.762","8.656","7.47","8.198","10.455","9.058","9.624","6.968","9.49","7.831","6.465","6.853","6.69","6.317","8.38","7.465","5.788","16.059","19.958","24.52","20.771","27.665","31.352","30.761","26.851","34.949","23.242"
EnterprisesValueEBITDARatio,"9.805","19.803","30.138","30.295","46.637","30.384","28.105","30.831","34.107","29.735","29.876","25.727","20.372","23.007","27.823","18.233","29.348","24.756","25.447","19.114","26.095","21.368","20.777","21.189","34.147","92.869","84.588","36.566","19.403","213.992","127.113","227.162","62.183","71.284","83.986","102.579","116.878","143.239","74.24"
