name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
				BuildingsAndImprovements,,"9,652,000,000","9,378,000,000","8,946,000,000","2,628,000,000","2,554,000,000","2,681,000,000","2,764,000,000","2,748,000,000","2,755,000,000","2,701,000,000","2,712,000,000","2,866,000,000","2,890,000,000","2,927,000,000","3,028,000,000","3,079,000,000","3,083,000,000","3,070,000,000","3,069,000,000","3,057,000,000","3,043,997,000","3,040,917,000","3,038,967,000","2,965,003,000","2,960,437,000","2,945,293,000","2,952,292,000","2,949,509,000",,"2,955,913,000","2,902,248,000","2,951,219,000",,"2,048,471,000",,,"2,604,471,000",,,,"2,509,462,000","2,419,554,000","2,418,368,000","2,407,456,000","4,524,688,116","4,432,212,017.8","4,371,876,235","2,270,996,000","4,092,638,843.3",,"3,906,181,933.8","2,134,831,000",,"3,594,872,678.25","3,610,189,734.6","1,858,364,000","1,426,549,000","1,917,352,000","1,903,796,000","2,300,051,000","2,862,572,552.37","2,809,876,761.78","2,789,693,000","2,090,897,124.85",,,,"1,810,929,434.16",,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"5,617,000,000","5,440,000,000","5,288,000,000","5,199,000,000","4,961,000,000","4,912,000,000","5,033,000,000","4,948,000,000","4,950,000,000","4,865,000,000","4,805,000,000","4,760,000,000","5,911,000,000","5,924,000,000","5,838,000,000","5,965,000,000","5,840,000,000","5,737,000,000","5,666,000,000","5,492,000,000","5,287,313,000","5,108,609,000","5,038,128,000","4,942,674,000","4,623,022,000","4,558,446,000","4,489,190,000","4,311,115,000",,"3,965,377,000","3,665,887,000","3,365,345,000",,"1,570,606,000",,,"5,187,104,000",,,,"2,656,028,000","1,723,047,000","1,710,050,000","1,699,538,000","1,673,641,424","1,634,965,003.46","1,618,698,573","1,510,449,000","1,432,633,506.5",,"1,317,212,557.5","732,123,000",,"1,582,782,641.16","2,049,916,327.29","1,509,250,000","724,356,000","696,325,000","665,167,000","1,268,097,000","634,371,445.6","2,372,520,814.47","511,602,000","1,590,778,871.88",,,,"1,404,349,248.78",,,,,,,,,,,,,,,,,,,
				OtherProperties,,"225,000,000","219,000,000","216,000,000","198,000,000","197,000,000","194,000,000","185,000,000","183,000,000","172,000,000","169,000,000","167,000,000","168,000,000","203,000,000","203,000,000","208,000,000","227,000,000","207,000,000","207,000,000","203,000,000","188,000,000","169,968,000","166,092,000","163,414,000","158,512,000","167,800,000","163,882,000","161,120,000","152,264,000",,"145,176,000","138,817,000","650,939,000",,"168,987,000",,,,,,,,"2,827,147,000","2,712,211,000","2,597,379,000","666,985,384","613,025,493.88","600,057,813","669,714,000","623,867,118",,"574,070,782.8","544,153,000",,"501,325,700.19","14,628,060.96","495,587,000","3,447,000","3,643,000","3,838,000","430,479,000","1,600,664,081.27","299,244.03","135,659,000","2,210,040.22",,,,"9,808,841.22",,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"211,000,000","131,000,000","124,000,000","176,000,000","175,000,000","102,000,000","76,000,000","126,000,000","167,000,000","184,000,000","142,000,000","204,000,000","378,000,000","382,000,000","249,000,000","172,000,000","159,000,000","166,000,000","123,000,000","157,000,000","186,712,000","155,976,000","138,015,000","208,960,000","183,307,000","193,619,000","157,710,000","204,631,000",,"280,075,000","354,468,000","341,547,000",,"420,832,000",,,"437,678,000",,,,"192,245,000","63,339,000","104,467,000","67,818,000","29,079,336","20,719,012.36","40,780,221","163,040,000","129,995,162.5",,"101,443,829.4","37,115,000",,"13,149,862.11","7,172,201.13","106,170,000","84,805,000","57,370,000","39,740,000","33,361,000",,,"0","10,490,478.12",,,,"13,808,837.82",,,,,,,,,,,,,,,,,,,
				Leases,,"6,392,000,000","6,154,000,000","5,991,000,000","5,868,000,000","5,645,000,000","5,457,000,000","5,403,000,000","5,310,000,000","5,214,000,000","5,019,000,000","4,952,000,000","4,926,000,000","5,741,000,000","5,519,000,000","5,353,000,000","5,548,000,000","5,366,000,000","5,225,000,000","5,091,000,000","4,929,000,000","4,722,391,000","4,564,992,000","4,499,689,000","4,396,106,000","4,199,893,000","4,007,849,000","3,850,230,000","3,698,557,000",,"3,360,124,000","3,533,855,000","3,116,923,000",,"1,825,997,000",,,"113,399,000",,,,"2,359,953,000",,,"106,334,000",,,,"2,008,241,000",,,,"1,114,130,000",,,,"1,566,322,000",,,,"1,382,118,000",,,,"1,095,233,613.36",,,,"1,125,107,008.26",,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-9,593,000,000","-9,323,000,000","-8,770,000,000","-5,785,000,000","-5,632,000,000","-5,696,000,000","-5,680,000,000","-5,539,000,000","-5,455,000,000","-5,336,000,000","-5,202,000,000","-5,156,000,000","-6,011,000,000","-5,901,000,000","-5,714,000,000","-6,078,000,000","-5,920,000,000","-5,837,000,000","-5,768,000,000","-5,573,000,000","-5,457,359,000","-5,268,042,000","-5,183,084,000","-5,029,537,000","-4,868,577,000","-4,772,464,000","-4,660,304,000","-4,466,342,000",,"-4,187,700,000","-4,124,350,000","-4,015,893,000",,,,,"-3,565,426,000",,,,"-3,482,998,000","-3,065,987,000","-2,964,457,000","-2,869,170,000","-2,852,224,180","-2,709,598,984.7","-2,611,354,455","-2,509,177,000","-2,404,147,441.5","-2,131,133,857.6","-2,216,455,308.6","-915,897,000","-1,958,287,698","-2,286,697,655.97","-2,225,631,981.99","-2,114,829,000","-1,557,222,975","-1,629,578,790","-1,866,479,418.3","-1,845,909,000","-1,600,400,998.99","-1,726,548,588.39","-1,620,559,988.21","-1,614,717,127.37","-1,137,398,883.32","-1,115,615,658.72","-1,322,788,279.83","-1,391,853,684.18","-1,556,010,979.58","-1,141,750,855.4","-928,176,968.8",,"-967,653,778","-831,131,792.4","-809,326,405.16",,"-572,147,399.89","-560,825,430.61","-542,014,450.4",,"-722,062,665","-659,745,112","-660,457,845.69","-450,850,703.8",,,
		GoodwillAndOtherIntangibleAssets,"7,440,000,000","2,906,000,000","2,877,000,000","2,868,000,000","2,675,000,000","1,937,000,000","1,927,000,000","1,920,000,000","1,924,000,000","1,908,000,000","1,887,000,000","1,897,000,000","1,908,000,000","6,039,000,000","6,472,000,000","6,633,000,000","6,543,000,000","6,649,000,000","6,602,000,000","6,552,000,000","6,495,000,000","6,419,128,000","5,698,539,000","5,698,000,000","5,700,657,000","4,935,552,000","4,896,556,000","4,953,120,000","4,975,556,000","4,942,000,000","5,032,297,000","4,976,655,000","4,939,361,000","4,904,200,000","4,854,800,000","4,898,144,000","4,881,765,000","1,452,755,000","1,453,715,000","1,454,446,000","2,008,485,000","1,659,928,000","704,539,000","700,717,000","659,710,000","639,947,412","668,583,153.66","264,976,000","674,852,000","531,659,653","379,117,000","394,264,000","630,945,000",,,,,,,,,,,,"652,642,765.02","617,459,902.08","633,170,242.08","662,048,470.98","721,302,041.76","597,520,873.74","626,314,975.4","638,625,220","687,296,296.5","614,760,984.5","627,275,192.1","665,213,012.14","664,399,668.93",,,,"445,445,416.9",,,,,,,
			Goodwill,,,,"1,148,000,000","1,148,000,000","1,107,000,000","1,107,000,000","1,107,000,000","1,107,000,000","1,107,000,000","1,107,000,000","1,107,000,000","1,107,000,000","2,029,000,000","2,231,000,000","2,261,000,000","2,272,000,000","2,282,000,000","2,300,000,000","2,305,000,000","2,283,000,000","2,245,288,000","2,004,114,000","2,004,114,000","2,004,114,000","1,396,286,000","1,396,286,000","1,405,139,000","1,405,139,000",,"2,514,512,000",,"1,371,825,000",,,,"1,362,592,000",,,,"1,794,441,000",,,,,,,,,,,,,,,,,,,,,,,,"736,156,895.84",,,,"788,608,179.24",,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,,,"1,720,000,000","1,527,000,000","830,000,000","819,000,000","813,000,000","817,000,000","801,000,000","780,000,000","790,000,000","801,000,000","4,010,000,000","4,241,000,000","4,372,000,000","4,271,000,000","4,367,000,000","4,302,000,000","4,247,000,000","4,212,000,000","4,173,840,000","3,694,425,000","3,694,310,000","3,696,543,000","3,539,266,000","3,500,270,000","3,547,981,000","3,570,417,000","4,942,000,000","2,517,785,000","4,976,655,000","3,567,536,000","4,904,200,000","4,854,800,000","4,898,144,000","3,519,173,000","1,452,755,000","1,453,715,000","1,454,446,000","214,044,000","1,659,928,000","704,539,000","700,717,000","659,710,000","639,947,412","668,583,153.66","570,040,859","674,852,000","531,659,653","585,617,461.4","605,550,584.1","630,945,000",,,,,,,,,,,,"-83,514,130.82","617,459,902.08","633,170,242.08","662,048,470.98","-67,306,137.48","597,520,873.74","626,314,975.4","638,625,220","687,296,296.5","614,760,984.5","627,275,192.1","665,213,012.14","664,399,668.93",,,,"445,445,416.9",,,,,,,
		InvestmentProperties,"2,863,000,000",,,,"20,000,000",,,,"21,000,000",,,,"23,000,000",,,,"25,000,000",,,,"25,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"749,000,000","271,000,000","232,000,000","236,000,000","203,000,000","228,000,000","209,000,000","188,000,000","177,000,000","298,000,000","282,000,000","356,000,000","316,000,000","488,000,000","469,000,000","439,000,000","382,000,000","504,000,000","482,000,000","447,000,000","401,000,000","393,433,000","358,576,000","331,000,000","309,528,000","389,551,000","373,977,000","371,285,000","362,429,000","467,000,000","269,450,000","258,102,000","340,122,000","358,500,000","231,548,000","230,879,000","232,540,000","249,383,000","273,014,000","222,981,000","197,247,000","174,249,000","136,828,000","117,823,000","113,909,000",,,"1,378,680,000","110,987,000",,"1,112,532,000","1,118,634,000","79,557,000","196,546,000","200,603,000","217,951,000","227,632,000","376,490,000","382,095,000","386,241,000","263,621,000",,,"811,230,000","0",,,,"0",,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,"203,000,000","228,000,000","209,000,000","188,000,000","177,000,000","298,000,000","282,000,000","356,000,000","316,000,000","488,000,000","469,000,000","439,000,000","382,000,000","504,000,000","482,000,000","447,000,000","401,000,000","393,433,000","358,576,000","331,000,000","309,528,000","389,551,000","373,977,000","371,285,000","362,429,000",,"269,450,000",,"340,122,000",,"231,548,000","228,859,000","232,540,000",,,,"197,247,000",,,,,,,"1,378,680,000",,,"1,112,532,000","1,118,634,000",,"196,546,000","200,603,000","217,951,000",,"238,009,000","249,883,000","259,842,000",,,,"811,071,000",,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinSubsidiariesatCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,"283,953,000",,,,,,,,,,,,,,,,,,,,"1,378,680,000",,,"1,112,532,000","1,118,433,000",,"196,546,000","200,603,000","217,951,000",,"238,009,000","249,883,000","259,842,000",,,,"811,071,000",,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,,,,,"203,000,000",,,,"177,000,000",,,,"316,000,000",,,,"382,000,000",,,,"401,000,000","393,433,000","358,576,000","330,953,000",,"302,216,000","286,642,000",,,,,,"340,122,000",,,,"232,540,000",,,,"197,247,000",,,,,,,,,,,,,"0","0","0",,"0",,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,,,,,,,,,,,,,,,,,,,,,,,,,,"87,335,000","87,335,000","87,332,000",,,,,,,,,,,,,,,,,,,,,,,,"201,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,020,000",,,,,,,,,,,,,,,,,,"0","0","0",,"138,481,000","132,212,000","126,399,000",,,,"159,000",,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"13,000,000",,,"46,000,000","44,000,000",,,,"28,000,000",,,,,,,,,,,,,,,"0","0","362,279,000","361,015,000","359,969,000","359,057,000",,,,"304,339,000",,,,"416,004,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,927,293.17",,,,"8,690,258.1",,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"2,999,000,000","2,942,000,000","3,027,000,000","3,104,000,000","2,911,000,000","2,748,000,000","2,369,000,000","1,879,000,000","2,494,000,000","1,372,000,000","1,297,000,000","681,000,000","1,261,000,000","2,739,000,000","2,934,000,000","2,832,000,000","3,499,000,000","3,111,000,000","2,942,000,000","2,769,000,000","3,190,000,000","2,706,085,000","2,576,073,000","1,802,000,000","2,396,605,000","2,133,153,000","2,121,689,000","2,128,103,000","2,130,594,000","1,866,000,000","782,661,000","1,528,013,000","1,526,267,000","842,400,000","753,205,000","937,776,000","1,001,377,000","677,664,000","712,683,000","898,071,000","793,035,000","646,372,000","794,810,000","631,423,000","934,951,000",,,"1,370,220,000","766,270,000",,"1,499,014,000","1,607,612,000","675,823,000","361,160,000","359,176,000","351,624,000","328,989,000","334,926,000","346,505,000","317,586,000","472,966,000",,,"398,055,000","263,799,748.61",,,,"240,244,043.58",,,,"141,755,514.3",,,,"105,134,169.02",,,,"66,602,473.6",,,,,,,
		DuefromRelatedPartiesNonCurrent,"104,000,000","38,000,000","37,000,000","39,000,000","34,000,000","33,000,000","31,000,000","52,000,000","25,000,000","22,000,000","19,000,000","28,000,000","17,000,000","345,000,000","342,000,000","312,000,000","309,000,000","358,000,000","357,000,000","333,000,000","313,000,000","263,810,000","203,876,000","167,000,000","172,836,000","200,159,000","199,471,000","187,272,000","172,164,000",,,,"133,415,000",,,,"176,241,000",,,"259,699,000","118,650,000",,"271,831,000",,"276,472,000",,,,"252,890,000",,,,"245,606,000","25,801,000","24,540,000","22,492,000","4,519,000","7,321,000","2,187,000","1,239,000","892,000",,,"507,000","311,598.36",,,,"258,406.86",,,,"2,289,787.8",,,,"14,390,188.2",,,,"7,217,186.8",,,,,,,
		NonCurrentDeferredAssets,"354,000,000","307,000,000","294,000,000","518,000,000","207,000,000","207,000,000","174,000,000","147,000,000","121,000,000","162,000,000","170,000,000","181,000,000","170,000,000","296,000,000","330,000,000","542,000,000","406,000,000","568,000,000","500,000,000","505,000,000","491,000,000","860,581,000","870,413,000","918,000,000","950,757,000","1,024,605,000","1,057,286,000","1,047,162,000","1,078,842,000","1,159,000,000","1,185,012,000","1,210,605,000","1,249,687,000","1,188,500,000","1,180,342,000","1,358,366,000","1,392,509,000","1,041,255,000","1,298,509,000","1,156,367,000","1,087,365,000","1,051,853,000","846,744,000","896,509,000","1,035,716,000","1,035,718,060","1,045,542,457.8","73,964,000","1,103,717,000","992,020,729","71,017,000","73,702,000","913,957,000","1,364,652,000","1,323,874,000","1,349,500,000","1,363,499,000","1,447,635,000","1,414,903,000","1,435,525,000","1,456,636,000","326,124,801.14","311,858,554.11","937,280,000","289,460,450.59","298,944,014.6","278,044,928.16","273,517,113.51","289,698,868.8","119,050,087.76","116,115,792.2","118,084,028.8","126,493,358.7","69,208,724.5","62,063,419.5","73,175,986","61,743,266.85",,,,"63,643,283.1",,,,,,,
			NonCurrentDeferredTaxesAssets,"354,000,000","307,000,000","294,000,000","518,000,000","207,000,000","207,000,000","174,000,000","147,000,000","121,000,000","162,000,000","170,000,000","181,000,000","170,000,000","296,000,000","330,000,000","542,000,000","406,000,000","568,000,000","500,000,000","505,000,000","491,000,000","860,581,000","870,413,000","918,000,000","950,757,000","1,024,605,000","1,057,286,000","1,047,162,000","1,078,842,000","1,159,000,000","1,185,012,000","1,210,605,000","1,249,687,000","1,188,500,000","1,180,342,000","1,358,366,000","1,392,509,000","1,041,255,000","1,298,509,000","1,156,367,000","1,087,365,000","1,051,853,000","846,744,000","896,509,000","1,035,716,000","1,035,718,060","1,045,542,457.8","1,022,423,015","1,026,540,000","992,020,729","992,611,848","891,008,179.8","837,676,000","471,793,000","395,688,000","394,822,000","383,584,000","432,390,000","418,301,000","398,667,000","387,462,000","326,124,801.14","311,858,554.11","303,328,000","289,460,450.59","298,944,014.6","278,044,928.16","273,517,113.51","289,698,868.8","119,050,087.76","116,115,792.2","118,084,028.8","126,493,358.7","69,208,724.5","62,063,419.5","73,175,986","61,743,266.85",,,,"63,643,283.1",,,,,,,
		NonCurrentPrepaidAssets,,"159,000,000","198,000,000","15,000,000","59,000,000","838,000,000","817,000,000","733,000,000","43,000,000","702,000,000","684,000,000","655,000,000","45,000,000","675,000,000","699,000,000","698,000,000","50,000,000","667,000,000","661,000,000","673,000,000",,"39,714,000","46,575,000","704,000,000",,"51,045,000","53,631,000","57,439,000",,,"43,114,000","41,081,000",,,"33,645,000","32,536,000",,"17,892,000",,"30,884,000",,,"21,811,000","36,185,000",,,,,,,,,,"733,000","1,872,000","2,145,000",,"3,549,000","3,788,000","4,462,000",,,,"3,024,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"889,000,000","827,000,000","811,000,000","785,000,000","776,000,000","798,000,000","783,000,000","788,000,000","762,000,000","788,000,000","738,000,000","680,000,000","661,000,000","1,198,000,000","1,150,000,000","1,066,000,000","999,000,000","1,022,000,000","945,000,000","1,052,000,000","1,066,000,000","1,083,927,000","1,055,514,000","1,016,000,000","987,470,000","1,170,318,000","1,121,908,000","1,140,160,000","1,124,574,000","1,406,000,000","2,330,863,000","1,113,746,000","774,587,000","1,076,400,000","1,093,936,000","1,027,411,000","588,593,000","812,963,000","472,629,000","451,521,000","448,166,000","381,928,000","278,948,000","540,632,000","289,950,000","1,254,757,764","1,332,405,498.98","1,319,841,030","260,969,000","1,278,689,990.9","1,267,138,415","1,214,217,674.7","252,535,000","4,301,857,000","4,188,160,000","4,154,900,000","231,003,000","229,137,000","201,999,000","191,242,000","313,529,000","2,340,437,154.68","1,996,121,184.57","159,163,000","171,177,136.1","743,589,428.12","741,767,134.08","767,528,657.16","146,506,070.16","820,962,343.28","721,418,110","574,112,303.2","126,021,931.8","533,445,845.5","518,913,773.4","520,844,152.66","107,723,622.94","1,293,377,836.08","1,176,688,771.8","894,722,633.6","65,900,902.6","807,986,340","680,041,752","691,567,553.76","379,868,953.8","383,710,870.4","450,464,471.8","174,212,277"
TotalLiabilitiesNetMinorityInterest,"44,480,000,000","31,387,000,000","22,137,000,000","43,992,000,000","38,910,000,000","34,113,000,000","32,754,000,000","32,146,000,000","34,636,000,000","28,664,000,000","28,011,000,000","28,571,000,000","32,620,000,000","29,319,000,000","29,151,000,000","30,206,000,000","33,889,000,000","28,385,000,000","26,980,000,000","28,410,000,000","31,018,000,000","25,427,324,000","22,048,682,000","22,879,000,000","25,296,388,000","21,923,035,000","21,981,094,000","22,880,578,000","24,328,283,000","24,060,000,000","23,448,261,000","21,764,680,000","23,674,580,000","21,052,700,000","20,647,022,000","20,521,211,000","20,348,978,000","11,667,897,000","11,082,284,000","10,975,223,000","11,388,128,000","10,331,121,000","7,786,586,000","7,769,201,000","8,034,202,000","7,508,713,992","7,512,672,067.06","5,379,662,000","7,596,296,000","6,208,554,339.4","4,438,372,000","4,072,790,000","6,701,730,000","6,285,772,000","6,009,222,000","6,411,608,000","6,383,453,000","6,242,545,000","6,277,106,000","6,610,903,000","6,020,317,000","5,677,146,886.59","5,322,940,465.68","5,786,749,000","5,577,904,931.34","4,730,917,393.72","4,788,029,165.76","5,221,181,747.49","5,646,561,572.1","4,512,554,900.6","4,724,864,579.8","3,689,969,716","3,854,346,855.3","2,914,231,663","2,678,880,849.6","3,310,951,405.13","3,706,590,748.47","2,723,859,710.44","2,835,139,058.67","2,576,256,098.4","2,914,529,209.7","2,829,281,535","2,273,817,728","2,378,141,341.41","2,063,716,754.4","1,756,377,510","1,467,731,183","1,155,691,143"
	CurrentLiabilities,"23,135,000,000","15,068,000,000","12,553,000,000","32,724,000,000","32,785,000,000","26,607,000,000","26,016,000,000","25,610,000,000","28,992,000,000","23,054,000,000","22,161,000,000","23,912,000,000","27,582,000,000","22,328,000,000","21,668,000,000","22,689,000,000","25,273,000,000","20,110,000,000","19,213,000,000","20,833,000,000","23,848,000,000","17,284,624,000","14,596,779,000","14,295,000,000","17,012,754,000","13,234,808,000","13,309,534,000","13,675,268,000","13,955,393,000","11,894,000,000","11,297,303,000","11,445,014,000","13,501,202,000","10,219,900,000","9,961,613,000","10,057,987,000","10,816,898,000","5,903,834,000","5,856,276,000","5,834,168,000","5,875,821,000","6,845,223,000","4,561,653,000","3,532,461,000","3,417,995,000","2,797,066,948","2,812,261,994.18","2,049,180,000","4,352,714,000","3,326,130,706.5","2,023,026,000","2,467,329,000","3,823,909,000","2,658,316,000","2,213,103,000","2,493,435,000","2,569,431,000","2,183,206,000","2,378,814,000","2,530,534,000","3,248,208,000","2,788,037,339.02","2,564,160,393.27","3,270,293,000","3,210,472,917.5","2,575,928,647.32","2,753,106,414.24","2,981,724,426.06","3,268,577,752.68","2,654,231,955.36","2,834,433,502.6","2,143,112,224","2,336,512,476","1,750,139,208.5","1,522,131,209.1","1,898,568,276.53","2,371,280,727.9","1,731,857,463.05","1,436,663,300.5","1,239,371,180.8","1,921,673,126.1","1,664,928,180","1,430,145,808","1,362,147,514.74","1,183,848,729","889,848,160","830,847,079.8","720,608,997"
		PayablesAndAccruedExpenses,"16,945,000,000","7,972,000,000","7,993,000,000","8,142,000,000","10,631,000,000","7,744,000,000","7,461,000,000","6,761,000,000","9,428,000,000","6,609,000,000","6,372,000,000","6,274,000,000","8,618,000,000","13,429,000,000","16,285,000,000","17,084,000,000","19,366,000,000","16,394,000,000","15,487,000,000","16,527,000,000","16,440,000,000","11,009,176,000","9,098,583,000","11,420,000,000","11,464,418,000","8,053,453,000","8,176,449,000","8,054,715,000","9,563,942,000","7,712,000,000","4,749,881,000","5,420,764,000","7,303,353,000","7,137,500,000","314,572,000","901,586,000","7,293,541,000","3,873,265,000","4,008,363,000","3,819,697,000","4,974,897,000","3,595,039,000","2,162,069,000","231,651,000","2,866,395,000","1,842,659,052","2,080,364,717.94","1,895,320,000","2,694,689,000","1,495,115,258.7","1,568,170,000","1,728,972,000","2,330,189,000","1,489,718,000","1,366,225,000","1,509,140,000","2,004,265,000","1,285,255,000","1,154,341,000","1,553,783,000","1,839,382,000","1,248,577,062.52","1,081,819,613.28","1,521,440,000","1,344,653,674.69","831,847,987.6","733,499,300.16","1,007,875,054.47","1,545,414,615.6","733,238,273.02","686,320,165.2","650,566,602.4","956,146,645.2","535,809,146","522,357,665.1","656,265,191.13","1,300,964,658.11","750,315,177.92","607,066,816.51","577,317,926.4","897,951,516.3","535,354,515","453,882,728","492,350,023.98","607,551,827.4","438,032,142","358,921,895","318,877,335"
			Payables,"15,965,000,000","7,203,000,000","7,341,000,000","7,448,000,000","9,945,000,000","7,048,000,000","6,846,000,000","6,097,000,000","8,788,000,000","5,962,000,000","5,770,000,000","5,665,000,000","8,004,000,000","12,318,000,000","15,233,000,000","16,083,000,000","18,343,000,000","15,480,000,000","14,682,000,000","15,601,000,000","15,576,000,000","9,989,878,000","8,231,261,000","10,639,000,000","10,668,230,000","7,089,293,000","7,377,275,000","7,322,546,000","8,834,972,000","7,607,000,000","4,749,881,000","5,420,764,000","7,303,353,000","7,039,900,000","314,572,000","901,586,000","6,697,983,000","3,848,105,000","3,643,369,000","3,794,159,000","4,546,709,000","3,248,604,000","2,162,069,000","231,651,000","2,642,292,000","1,842,659,052","2,080,364,717.94","1,895,320,000","2,521,636,000","1,495,115,258.7","1,568,170,000","1,728,972,000","2,157,179,000","1,489,718,000","1,366,225,000","1,509,140,000","1,846,626,000","1,285,255,000","1,154,341,000","1,553,783,000","1,689,125,000","1,248,577,062.52","1,081,819,613.28","1,521,440,000","1,232,613,868.08","831,847,987.6","733,499,300.16","1,007,875,054.47","1,447,202,309.7","733,238,273.02","686,320,165.2","650,566,602.4","854,796,828.6","535,809,146","522,357,665.1","656,265,191.13","1,044,187,543.79","750,315,177.92","607,066,816.51","577,317,926.4","833,185,719.6","535,354,515","453,882,728","492,350,023.98","607,551,827.4","438,032,142","358,921,895","318,877,335"
				AccountsPayable,"14,887,000,000","6,831,000,000","6,827,000,000","6,481,000,000","9,246,000,000","6,439,000,000","6,370,000,000","5,510,000,000","8,128,000,000","5,495,000,000","5,172,000,000","5,241,000,000","7,232,000,000","11,322,000,000","13,053,000,000","13,490,000,000","15,508,000,000","12,890,000,000","12,542,000,000","13,525,000,000","13,322,000,000","8,261,429,000","6,753,298,000","9,672,000,000","8,547,544,000","5,681,576,000","5,856,579,000","5,768,612,000","6,803,240,000","4,929,000,000","4,569,706,000","5,097,712,000","6,278,757,000","4,623,000,000",,"407,040,000","5,507,573,000","3,274,124,000","3,357,487,000","3,406,065,000","4,004,395,000","3,062,555,000","2,145,760,000","153,336,000","2,409,501,000","1,842,659,052","2,080,364,717.94","1,474,462,000","2,324,975,000","1,495,115,258.7","1,175,644,000","1,328,760,000","2,027,268,000","1,370,332,000","1,250,622,000","1,327,874,000","1,654,234,000","1,176,314,000","1,032,426,000","1,360,820,000","1,545,449,000","1,248,577,062.52","1,081,819,613.28","1,315,520,000","1,188,557,322.18","831,847,987.6","733,499,300.16","1,007,875,054.47","1,412,218,268.64","733,238,273.02","686,320,165.2","650,566,602.4","814,191,413.1","535,809,146","522,357,665.1","656,265,191.13","977,787,939.62","750,315,177.92","607,066,816.51","577,317,926.4","796,804,766","535,354,515","453,882,728","492,350,023.98","607,551,827.4","438,032,142","358,921,895","318,877,335"
				TotalTaxPayable,"531,000,000","358,000,000","470,000,000","364,000,000","370,000,000","285,000,000","264,000,000","272,000,000","301,000,000","211,000,000","363,000,000","203,000,000","254,000,000","696,000,000","729,000,000","932,000,000","830,000,000","768,000,000","684,000,000","652,000,000","867,000,000","733,175,000","769,163,000","720,000,000","968,462,000","744,208,000","728,241,000","725,464,000","806,129,000","324,000,000","180,175,000","198,995,000","511,218,000","324,200,000","299,925,000","358,375,000","400,508,000","239,422,000","282,533,000","246,789,000","351,694,000","142,097,000",,,"110,234,000",,,"65,982,000","102,418,000",,"63,842,000","52,243,000","68,675,000","84,542,000","81,351,000","84,605,000","89,753,000","83,839,000","92,339,000","79,460,000","54,617,000",,,"49,994,000","43,205,420.75",,,,"33,412,360.98",,,,"40,382,474.7",,,,"33,471,811.74",,,,"36,380,953.6",,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,024,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
