name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010
MarketCap,"2,130,310,360","2,003,270,135","2,400,362,989","1,935,101,307","1,829,924,755","1,928,268,422","1,890,725,063","1,703,732,947","1,344,073,500","1,157,978,170","1,069,974,113","1,392,429,512","1,592,945,559","1,568,836,829","1,487,814,018","1,636,473,868","1,342,127,275","1,165,125,525","854,464,846","655,788,212","663,747,259","672,742,398","627,497,257","515,668,423","724,147,103","729,125,989","720,302,761","584,915,356","484,889,538","505,890,754","453,802,777","399,811,386","432,608,903","610,406,213","470,896,407","640,268,626","830,560,018","689,055,232","726,491,987","534,156,446","361,143,511"
EnterpriseValue,"1,734,176,360","1,626,044,135","2,060,925,989","1,559,207,307","1,483,409,755","1,609,850,422","1,602,589,063","1,436,516,947","1,098,443,500","943,389,170","874,777,113","1,179,625,512","1,379,823,559","1,381,878,829","1,306,205,018","1,412,960,868","1,119,362,275","954,067,525","645,878,846","440,444,212","451,403,259","432,972,398","397,814,257","303,664,423","512,143,103","573,144,989","582,936,761","464,110,356","358,738,538","411,537,754","359,449,777","322,883,386","348,194,903","528,241,213","356,212,407","525,584,626","719,207,018","588,357,232","641,802,987","452,034,446","296,586,511"
PeRatio,"18.419","17.266","20.454","16.192","16.837","19.109","21.29","20.932","15.833","13.353","11.434","14.42","17.924","17.734","17.911","26.542","24.583","25.88","25.34","15.149","16.43","8.711","7.581","5.368","7.574","10.437","9.932","8.505","7.91",,,,,"38.5","7.277","9.947","12.984","11.077","12.216","9.588","7.589"
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,"12.821","13.106","13.369","13.333","9.542","11.933","11.834","12.422","11.186","9.814","10.638","10.363","8.787","10.605",,,,,,,,
PsRatio,"1.33","1.258","1.514","1.235","1.221","1.351","1.393","1.283","1.007","0.836","0.756","0.988","1.21","1.298","1.37","1.683","1.5","1.393","1.076","0.853","0.924","0.963","0.91","0.762","1.075","1.097","1.098","0.915","0.778","0.832","0.748","0.706","0.705","0.914","0.623","0.852","1.124","0.954","1.084","0.873","0.664"
PbRatio,"2.282","2.158","2.695","2.242","2.208","2.406","2.468","2.299","1.827","1.584","1.512","2.043","2.454","2.532","2.543","2.952","2.529","2.302","1.766","1.369","1.431","1.495","1.428","1.243","1.745","1.995","2.082","1.798","1.569","1.768","1.586","1.595","1.784","2.126","1.48","2.012","2.755","2.427","2.745","2.157","1.556"
EnterprisesValueRevenueRatio,"1.056","3.954","4.835","3.905","3.662","4.035","3.976","3.809","3.181","2.84","2.595","3.301","3.725","3.767","3.72","4.255","4.05","3.803","2.772","2.035","2.186","2.285","2.112","1.604","3.199","3.419","3.265","2.705","2.243","2.646","2.147","2.036","2.439","3.8","3.687","2.82","3.778","3.02","3.476","2.602","1.884"
EnterprisesValueEBITDARatio,"10.852","43.596","49.99","41.06","34.257","41.202","38.683","38.048","35.722","31.084","30.611","37.997","38.204","45.641","39.047","45.395","42.349","34.534","25.096","59.819","25.393","28.013","30.819","20.18","34.875","11.186","36.667","20.426","19.808","16.564","17.76","16.197","34.806","-11.951","-10.779","27.735","37.088","28.448","33.02","23.911","16.815"
