name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,"0","6,863,000","6,961,000","10,077,000","13,475,000","13,544,000","13,725,000","14,358,000","16,854,000","13,902,000","18,111,000","12,122,000","8,477,000","2,126,000","1,193,000","5,876,000","2,723,000","2,625,000","4,293,000","9,848,000","4,293,000","0","0","0","15,837,000","8,566,000","9,182,000","6,282,000","2,435,000","4,543,000","365,000","79,000","5,697,000","7,937,000","7,959,000","4,477,000","1,498,000","11,056,000","11,105,000","15,248,000","17,959,000","16,098,000","23,183,000","1,467,000","2,149,000","1,557,000","1,557,000","1,557,000","1,631,000","1,741,000","2,217,000","1,988,000","2,073,000",
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,"0","6,863,000","6,961,000","10,077,000","13,475,000","13,544,000","13,725,000","14,358,000","16,854,000","13,902,000","18,111,000","12,122,000","8,477,000","2,126,000","1,193,000","5,876,000","2,723,000","2,625,000","4,293,000","9,848,000","4,293,000","0","0","0","15,837,000","8,566,000","9,182,000","6,282,000","2,435,000","4,543,000","365,000","79,000","5,697,000","7,937,000","7,959,000","4,477,000","1,498,000","11,056,000","11,105,000","15,248,000","17,959,000","16,098,000","23,183,000","1,467,000","2,149,000","1,557,000","1,557,000","1,557,000","1,631,000","1,741,000","2,217,000","1,988,000","2,073,000",
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112,758,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"200,537,000","17,944,000","49,385,000","42,957,000","35,830,000","101,939,000","31,176,000","72,943,000","36,157,000","15,151,000","6,924,000","19,803,000","6,381,000","0","1,147,000","1,119,000","11,868,000","10,745,000","1,501,000",,,"0","1,090,000","0","3,000","4,268,000","7,168,000","7,956,000","288,000",,,"5,745,000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"12,263,000","1,584,000","2,647,000","3,032,000","2,811,000","4,227,000","1,491,000","927,000","1,354,000","1,536,000","2,757,000","1,567,000","1,594,000","1,154,000","1,315,000","2,173,000","350,000","790,000","1,400,000","865,000","1,000,000","1,223,000","1,929,000","1,432,000","408,000","275,000","4,082,000","286,000","539,000","699,000","6,715,000","7,205,000","8,480,000","823,000","12,267,000","48,692,000","49,356,000","10,193,000","60,459,000","32,308,000","12,890,000","13,997,000","29,453,000","59,399,000","60,604,000","63,148,000","14,211,000","5,679,000","10,489,000","76,470,000","49,135,000","35,469,000","28,785,000","64,356,000","32,642,000","16,996,000","23,641,000","25,454,000","25,462,000","29,657,000","7,943,000","4,821,000","3,985,000","4,023,000","4,323,000","6,160,000","3,533,000","3,533,000","3,913,000","2,949,000","1,559,000"
	TotalNonCurrentAssets,"5,541,755,000","6,518,543,000","7,062,626,000","7,075,878,000","6,960,984,000","4,637,945,000","4,390,720,000","4,541,251,000","4,282,374,000","4,107,004,000","3,874,922,000","3,635,104,000","3,444,772,000","3,712,389,000","3,572,244,000","3,614,216,000","3,970,171,000","4,165,356,000","5,097,901,000","6,301,055,000","7,298,866,000","7,793,489,000","7,533,557,000","7,712,655,000","7,103,957,000","6,783,996,000","6,557,491,000","6,309,829,000","6,125,452,000","5,835,015,000","5,885,697,000","5,577,592,000","5,271,326,000","4,970,682,000","4,609,676,000","4,330,406,000","4,063,901,000","3,796,480,000","3,582,512,000","3,343,074,000","3,189,025,000","3,037,279,000","3,014,653,000","2,955,768,000","2,908,726,000","3,649,989,000","4,904,709,000","5,274,019,000","5,033,744,000","4,798,217,000","4,820,525,000","4,672,540,000","4,548,914,000","4,412,993,000","4,249,634,000","4,127,033,000","3,946,816,000","3,751,307,000","3,696,759,000","3,655,183,000","927,766,000","868,999,000","811,665,000","779,777,000","727,013,000","682,304,000","647,179,000","623,546,000","614,880,000","586,741,000","584,836,000"
		NetPPE,"5,464,786,000","5,729,989,000","6,231,906,000","6,277,566,000","6,164,448,000","3,973,016,000","3,732,641,000","3,883,784,000","3,619,147,000","3,452,452,000","3,222,619,000","2,981,557,000","2,778,870,000","3,059,536,000","2,918,524,000","2,958,814,000","3,313,969,000","3,506,155,000","4,422,838,000","5,624,508,000","6,620,570,000","7,114,742,000","6,854,110,000","7,032,124,000","6,434,438,000","6,112,555,000","5,882,917,000","5,633,609,000","5,450,480,000","5,157,374,000","5,145,242,000","4,839,854,000","4,543,490,000","4,244,423,000","3,885,234,000","3,606,210,000","3,338,063,000","3,078,937,000","2,862,608,000","2,619,384,000","2,466,321,000","2,312,153,000","2,287,801,000","2,217,911,000","2,188,065,000","2,928,121,000","4,132,408,000","4,496,741,000","4,247,851,000","4,062,316,000","4,082,105,000","3,934,620,000","3,816,255,000","3,676,634,000","3,509,446,000","3,358,762,000","3,154,508,000","2,963,875,000","2,825,689,000","2,784,007,000","876,337,000","802,293,000","764,133,000","720,003,000","681,181,000","624,304,000","589,584,000","577,470,000","565,398,000","530,718,000","525,685,000"
			GrossPPE,"23,126,495,000","22,842,991,000","22,584,921,000","22,293,560,000","21,967,059,000","19,585,399,000","19,181,022,000","19,197,154,000","18,789,777,000","18,491,399,000","18,131,494,000","17,780,586,000","17,470,947,000","17,156,138,000","16,674,835,000","16,527,846,000","16,371,439,000","16,424,296,000","16,020,553,000","15,866,925,000","15,688,501,000","15,547,697,000","14,903,126,000","14,870,131,000","14,085,193,000","13,763,915,000","13,201,054,000","12,799,647,000","12,477,901,000","12,201,561,000","11,913,185,000","11,478,165,000","11,068,567,000","10,777,229,000","10,195,081,000","9,817,092,000","9,464,644,000","9,223,022,000","8,832,582,000","8,515,707,000","8,295,107,000","8,076,822,000","7,984,472,000","7,860,785,000","7,779,649,000","7,704,738,000","6,120,900,000","6,556,788,000","6,307,898,000","6,050,808,000","5,902,832,000","5,642,049,000","5,415,210,000","5,170,951,000","4,919,267,000","4,667,964,000","4,355,898,000","4,095,723,000","3,858,424,000","3,741,041,000","1,780,041,000","1,668,953,000","1,597,068,000","1,521,806,000","1,452,924,000","1,370,465,000","1,312,277,000","1,278,134,000","1,245,741,000","1,196,429,000","1,170,858,000"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,015,533,000","4,395,094,000","6,213,458,000","5,910,595,000","5,816,462,000","5,543,483,000","5,328,328,000","5,082,027,000","4,810,824,000","4,561,374,000","4,268,836,000","3,991,636,000","3,858,424,000","3,353,518,000","1,762,558,000","1,668,953,000","1,581,134,000","1,521,806,000","1,439,668,000","1,370,465,000","1,312,277,000","1,266,786,000","1,234,634,000","1,196,429,000","1,170,858,000"
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"387,523,000","17,483,000",,,,,,,,,,
				OtherProperties,"934,040,000","908,749,000","911,530,000","883,060,000","849,701,000","582,317,000","568,395,000","551,891,000","518,280,000","501,036,000","487,311,000","474,892,000","461,478,000","452,366,000",,,,"437,182,000",,,,"386,484,000",,,,"314,593,000",,,,"297,735,000",,,,"236,493,000",,,,,,,,,,,,,"2,105,367,000","2,161,694,000","94,440,000","140,213,000","86,370,000","98,566,000","86,882,000","88,924,000","108,443,000","106,590,000","87,062,000","104,087,000",,,,,"15,934,000",,"13,256,000",,,"11,348,000","11,107,000",,
			AccumulatedDepreciation,"-17,661,709,000","-17,113,002,000","-16,353,015,000","-16,015,994,000","-15,802,611,000","-15,612,383,000","-15,448,381,000","-15,313,370,000","-15,170,630,000","-15,038,947,000","-14,908,875,000","-14,799,029,000","-14,692,077,000","-14,096,602,000","-13,756,311,000","-13,569,032,000","-13,057,470,000","-12,918,141,000","-11,597,715,000","-10,242,417,000","-9,067,931,000","-8,432,955,000","-8,049,016,000","-7,838,007,000","-7,650,755,000","-7,651,360,000","-7,318,137,000","-7,166,038,000","-7,027,421,000","-7,044,187,000","-6,767,943,000","-6,638,311,000","-6,525,077,000","-6,532,806,000","-6,309,847,000","-6,210,882,000","-6,126,581,000","-6,144,085,000","-5,969,974,000","-5,896,323,000","-5,828,786,000","-5,764,669,000","-5,696,671,000","-5,642,874,000","-5,591,584,000","-4,776,617,000","-1,988,492,000","-2,060,047,000","-2,060,047,000","-1,988,492,000","-1,820,727,000","-1,707,429,000","-1,598,955,000","-1,494,317,000","-1,409,821,000","-1,309,202,000","-1,201,390,000","-1,131,848,000","-1,032,735,000","-957,034,000","-903,704,000","-866,660,000","-832,935,000","-801,803,000","-771,743,000","-746,161,000","-722,693,000","-700,664,000","-680,343,000","-665,711,000","-645,173,000"
		GoodwillAndOtherIntangibleAssets,"0","716,865,000","751,836,000","727,573,000","727,573,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","716,988,000","717,391,000","716,818,000","730,399,000","44,967,000","44,967,000","44,967,000","44,967,000","44,967,000","44,967,000","44,967,000","44,852,000","45,940,000","45,836,000","52,966,000"
			Goodwill,"0","716,865,000","751,836,000","727,573,000","727,573,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","620,232,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000","691,432,000",,,,,,,,,,,,,,,
			OtherIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"716,988,000","717,391,000","716,818,000","730,399,000","44,967,000","44,967,000","44,967,000","44,967,000","44,967,000","44,967,000","44,967,000","44,852,000","45,940,000","45,836,000","52,966,000"
		FinancialAssets,"7,121,000","580,000","5,715,000","613,000","626,000","9,246,000","154,000","2,330,000","9,441,000","2,086,000","129,000","442,000","2,438,000","0","3,000","0","422,000","501,000","467,000",,,,,,,,"2,717,000","2,395,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,"0","0","0","10,424,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,"0","0","0","10,424,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"69,848,000","71,109,000","73,169,000","70,126,000","68,337,000","35,451,000","37,693,000","34,905,000","33,554,000","32,234,000","31,942,000","32,873,000","32,808,000","32,621,000","33,485,000","35,170,000","35,548,000","38,468,000","54,364,000","56,315,000","58,064,000","58,515,000","59,215,000","60,299,000","49,287,000","51,209,000","51,625,000","53,593,000","54,740,000","57,409,000","49,023,000","46,306,000","36,404,000","34,827,000","33,010,000","32,764,000","34,406,000","26,111,000","28,472,000","32,258,000","31,272,000","33,694,000","35,420,000","46,425,000","29,229,000","30,436,000","80,869,000","85,846,000","94,461,000","44,469,000","46,988,000","46,488,000","41,227,000","44,927,000","48,756,000","76,839,000","75,320,000","70,041,000","154,252,000","140,777,000","6,462,000","21,739,000","2,565,000","14,807,000","865,000","13,033,000","12,628,000","1,224,000","3,542,000","10,187,000","6,185,000"
TotalLiabilitiesNetMinorityInterest,"3,347,226,000","3,482,268,000","3,648,027,000","3,652,421,000","3,714,210,000","2,732,298,000","2,792,613,000","2,644,895,000","2,508,771,000","2,474,361,000","2,366,991,000","2,251,225,000","2,183,050,000","2,321,629,000","2,205,465,000","2,185,021,000","2,286,930,000","2,445,608,000","2,902,395,000","3,372,341,000","3,773,913,000","4,224,661,000","4,214,120,000","4,112,376,000","3,470,898,000","3,230,927,000","3,238,079,000","3,117,373,000","3,015,356,000","2,830,416,000","2,935,308,000","2,739,330,000","2,505,987,000","2,297,964,000","2,098,145,000","1,996,527,000","1,848,224,000","1,748,415,000","1,647,435,000","1,502,981,000","1,470,058,000","1,406,431,000","1,462,979,000","1,510,303,000","1,506,527,000","1,815,568,000","2,175,616,000","2,348,007,000","2,200,406,000","2,103,507,000","2,078,277,000","1,974,115,000","1,912,202,000","1,853,607,000","1,697,170,000","1,662,762,000","1,628,463,000","1,584,882,000","1,621,564,000","1,694,054,000","414,742,000","404,734,000","351,025,000","339,109,000","291,795,000","270,768,000","246,785,000","235,756,000","237,485,000","229,406,000","222,360,000"
	CurrentLiabilities,"625,099,000","758,621,000","796,699,000","814,667,000","909,914,000","708,707,000","845,345,000","736,959,000","658,298,000","679,574,000","592,625,000","526,221,000","507,322,000","522,352,000","441,318,000","403,326,000","357,092,000","410,067,000","481,108,000","498,884,000","553,195,000","776,327,000","815,643,000","801,190,000","728,986,000","683,167,000","705,880,000","671,816,000","645,625,000","645,862,000","651,752,000","610,349,000","587,758,000","616,339,000","576,323,000","598,339,000","539,702,000","512,313,000","493,621,000","421,477,000","417,174,000","388,763,000","324,862,000","272,718,000","298,168,000","469,589,000","527,122,000","545,901,000","459,205,000","424,571,000","372,349,000","355,079,000","321,449,000","354,588,000","307,397,000","341,128,000","408,229,000","397,418,000","427,854,000","316,252,000","134,541,000","143,002,000","120,794,000","125,942,000","96,080,000","85,509,000","79,314,000","75,138,000","76,431,000","68,253,000","60,547,000"
		PayablesAndAccruedExpenses,"552,369,000","675,937,000","704,508,000","702,492,000","769,532,000","681,080,000","747,865,000","646,479,000","604,130,000","637,508,000","586,847,000","526,123,000","496,484,000","472,982,000","419,745,000","374,927,000","353,280,000","410,067,000","481,108,000","498,884,000","553,195,000","776,327,000","815,487,000","792,684,000","721,914,000","682,778,000","701,560,000","671,757,000","643,008,000","645,862,000","651,752,000","610,349,000","583,425,000","616,094,000","576,323,000","585,708,000","511,593,000","502,726,000","493,183,000","403,497,000","410,003,000","374,861,000","312,217,000","272,190,000","298,168,000","469,589,000","367,059,000","344,527,000","306,958,000","293,058,000","269,320,000","252,507,000","225,779,000","258,404,000","207,803,000","231,727,000","293,085,000","261,023,000","251,215,000","211,472,000","97,025,000","103,873,000","87,781,000","91,893,000","71,764,000","66,733,000","56,734,000","55,866,000","52,234,000","44,231,000","60,547,000"
			Payables,"191,579,000","311,405,000","322,170,000","343,483,000","338,551,000","335,247,000","370,162,000","300,500,000","319,283,000","309,346,000","266,117,000","248,495,000","243,112,000","212,967,000","179,118,000","170,720,000","134,224,000","180,104,000","217,046,000","259,839,000","233,607,000","355,893,000","371,425,000","350,866,000","337,105,000","297,792,000","327,169,000","278,765,000","250,761,000","282,132,000","216,786,000","185,356,000","218,621,000","230,443,000","196,979,000","186,767,000","183,322,000","181,737,000","169,687,000","151,867,000","177,381,000","139,046,000","109,673,000","109,903,000","119,938,000","205,595,000","62,793,000","107,697,000","72,294,000","52,671,000","42,027,000","52,887,000","49,436,000","56,241,000","53,650,000","52,897,000","69,093,000","81,947,000","61,113,000","39,510,000","30,034,000","26,511,000","25,582,000","24,676,000","22,208,000","18,394,000","18,160,000","21,255,000","22,441,000","22,339,000","19,272,000"
				AccountsPayable,"56,500,000","49,020,000","65,925,000","119,076,000","90,854,000","106,814,000","141,426,000","95,239,000","100,417,000","98,386,000","88,888,000","87,833,000","86,182,000","74,486,000","53,428,000","55,564,000","39,241,000","66,815,000","71,620,000","71,486,000","74,749,000","138,051,000","123,388,000","126,259,000","140,720,000","116,110,000","111,082,000","82,690,000","83,274,000","103,653,000","64,988,000","52,170,000","61,462,000","79,788,000","61,705,000","47,506,000","47,322,000","47,242,000","52,626,000","38,437,000","44,471,000","30,214,000","19,646,000","23,973,000","35,579,000","101,157,000","62,793,000","107,697,000","72,294,000","52,671,000","42,027,000","52,887,000","49,436,000","56,241,000","53,650,000","52,897,000","69,093,000","81,947,000","61,113,000","39,510,000","30,034,000","26,511,000","25,582,000","24,676,000","22,208,000","18,394,000","18,160,000","21,255,000","22,441,000","22,339,000","19,272,000"
				TotalTaxPayable,,"54,446,000","48,494,000","38,201,000","32,084,000","33,622,000","35,044,000","24,392,000","24,171,000","23,687,000","22,651,000","17,719,000","15,554,000","18,766,000","17,924,000","15,947,000","10,731,000","17,545,000","22,698,000","23,682,000","17,018,000","26,950,000","30,012,000","27,134,000","26,543,000","27,509,000","29,022,000","23,119,000","19,542,000","29,179,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
