name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
TotalAssets,"11,395,165,000","8,851,592,000","8,082,029,000","7,709,375,000","7,210,038,000","6,364,912,000","6,099,234,000","5,756,985,000","4,970,240,000","4,695,738,000","4,482,021,000","3,628,469,000","2,768,413,000","2,828,919,000","3,041,685,000","2,943,926,000","2,436,755,000","2,285,372,000","2,199,188,000","1,949,976,000","1,590,056,000","1,575,100,000","1,370,000,000","1,092,800,000","987,600,000","929,200,000","829,700,000","807,100,000","846,300,000"
	CashCashEquivalentsAndFederalFundsSold,"150,974,000","250,455,000","213,116,000","289,095,000","275,765,000","178,254,000","216,325,000","215,474,000","237,504,000","161,282,000","121,905,000","74,710,000","83,676,000","160,001,000","159,238,000","94,109,000","97,402,000","74,486,000","91,153,000","75,041,000","74,704,000","102,200,000","81,000,000","61,100,000","84,200,000","62,200,000","58,600,000","88,100,000","69,600,000"
		CashAndCashEquivalents,"150,974,000","250,455,000","213,116,000","289,095,000","275,765,000","178,254,000","216,325,000","215,474,000","237,504,000","161,282,000","121,905,000","50,007,000","67,416,000","62,773,000","66,289,000","62,961,000","75,495,000","71,317,000","66,967,000","58,005,000","48,949,000","86,200,000","65,000,000","53,500,000","80,700,000","59,100,000","58,600,000","88,100,000","69,600,000"
			CashFinancial,"114,686,000","127,503,000","103,485,000","97,196,000","84,813,000","143,342,000","168,106,000","98,144,000",,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,"80,400,000","58,600,000","57,900,000","87,200,000","61,500,000"
			CashAndDueFromBanks,"36,288,000","122,952,000","109,631,000","191,899,000","190,952,000","34,912,000","48,219,000","117,330,000","237,504,000","161,282,000","121,905,000","50,007,000","67,416,000","62,773,000","66,289,000","62,961,000","75,495,000","71,317,000","66,967,000","58,005,000","48,949,000","86,200,000","65,000,000","53,500,000","300,000","500,000","700,000","900,000","8,100,000"
		MoneyMarketInvestments,,,,,,,,,,,,"24,703,000","16,260,000","97,228,000","92,949,000","31,148,000","21,907,000","3,169,000","24,186,000","17,036,000","25,755,000","16,000,000","16,000,000","7,600,000","3,500,000","3,100,000",,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,"24,703,000","16,260,000","97,228,000","92,949,000","31,148,000","21,907,000","3,169,000","24,186,000","17,036,000","25,755,000","16,000,000","16,000,000","7,600,000","3,500,000","3,100,000",,,
				FederalFundsSold,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,
	FederalHomeLoanBankStock,"14,424,000","15,683,000","11,597,000","11,497,000","14,431,000","33,233,000","39,926,000","41,767,000","35,854,000","35,854,000","35,854,000",,,,,,,,,,,,,,,,,,
	OtherRealEstateOwned,,"0","612,000","4,173,000","2,159,000","7,743,000","7,633,000","12,150,000","6,924,000",,,,,,,,,,,,,,,,,,,,
	BankOwnedLifeInsurance,"197,372,000","160,456,000","151,528,000","144,503,000","134,627,000","109,854,000","100,406,000","97,261,000","86,137,000","82,711,000","79,252,000",,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"1,190,670,000","1,075,223,000","946,510,000","851,524,000","845,112,000","724,007,000","707,514,000","507,604,000","518,528,000","587,786,000","608,231,000","635,781,000","491,210,000","495,593,000","687,341,000","789,825,000","650,572,000","651,974,000","702,042,000","583,371,000","431,143,000","480,100,000","440,000,000","317,300,000","259,500,000","261,000,000","266,500,000","194,600,000","156,200,000"
		TradingSecurities,"2,179,000","1,504,000","1,324,000","804,000","356,000",,,"0","8,240,000","7,597,000","6,171,000","2,701,000","1,687,000","1,758,000","1,557,000","1,572,000","1,171,000","1,075,000","1,150,000","479,000","486,000",,,,,,,,
		AvailableForSaleSecurities,"21,261,000","19,477,000",,,,,,,"305,332,000","377,457,000","508,650,000","633,080,000","489,523,000","493,835,000","685,784,000","788,253,000","649,401,000","650,899,000","700,892,000","582,892,000","430,657,000","480,100,000","440,000,000","317,300,000","259,500,000","261,000,000","266,500,000","194,600,000","156,200,000"
		HeldToMaturitySecurities,"740,806,000","611,490,000","497,688,000","487,076,000","477,507,000","375,453,000","350,652,000","178,318,000","204,956,000","202,732,000","93,410,000",,,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"426,424,000","442,752,000","447,498,000","363,644,000","367,249,000","348,554,000","356,862,000","329,286,000",,,,,,,,,,,,,,,,,,,,,
	NetLoan,"8,839,206,000","6,848,332,000","6,299,678,000","5,944,178,000","5,497,886,000","4,922,521,000","4,673,950,000","4,515,364,000","3,766,630,000","3,537,341,000","3,366,620,000","2,623,838,000","2,016,121,000","1,998,094,000","2,014,169,000","1,891,161,000","1,557,972,000","1,410,215,000","1,280,748,000","1,169,271,000","1,013,552,000","927,400,000","815,500,000","683,200,000","616,100,000","575,300,000","466,400,000","478,800,000","563,700,000"
		GrossLoan,"8,906,946,000","6,912,625,000","6,360,321,000","6,005,744,000","5,553,711,000","4,977,621,000","4,727,189,000","4,567,198,000","3,814,890,000","3,583,596,000","3,408,981,000","2,660,887,000","2,042,952,000","2,024,909,000","2,040,808,000","1,916,358,000","1,581,135,000","1,431,602,000","1,298,938,000","1,184,764,000","1,028,510,000","941,100,000","828,200,000","695,400,000","628,200,000","589,000,000","486,900,000","500,100,000","589,200,000"
			LoansHeldForSale,"33,307,000","6,431,000","4,768,000","6,139,000","5,990,000","6,888,000","8,882,000","48,187,000","20,500,000","27,917,000","13,466,000",,,,,,,,,,,,,,,,,,
			CommercialLoan,"1,569,533,000","1,258,305,000","1,020,898,000","1,024,779,000","939,522,000","946,086,000","861,442,000","766,105,000","2,630,783,000","2,429,517,000","2,245,886,000",,,,,,,,,,,,,,,,,,
			ConsumerLoan,"30,087,000","16,098,000","9,880,000","11,064,000","14,988,000","17,208,000","20,162,000","26,955,000","41,343,000","1,126,162,000","583,587,000",,,,,,,,,,,,,,,,,,
			MortgageLoan,"7,274,019,000","5,631,791,000","5,324,775,000","4,963,762,000","4,593,211,000","4,007,439,000","3,836,703,000","3,725,951,000",,,"566,042,000",,,,,,,,,,,,,,,,,,
			OtherLoanAssets,,,,,,,,,"1,122,264,000",,"566,042,000","2,660,887,000","2,042,952,000","2,024,909,000","2,040,808,000","1,916,358,000","1,581,135,000","1,431,602,000","1,298,938,000","1,184,764,000","1,028,510,000","941,100,000","828,200,000","695,400,000","628,200,000","589,000,000","486,900,000","500,100,000","589,200,000"
		AllowanceForLoansAndLeaseLosses,"67,740,000","64,293,000","60,643,000","61,566,000","55,825,000","55,100,000","53,239,000","51,834,000","48,260,000","46,255,000","42,361,000","37,049,000","26,831,000","26,815,000","26,639,000","25,197,000","23,163,000","21,387,000","18,190,000","15,493,000","14,958,000","13,700,000","12,700,000","12,200,000","12,100,000","13,700,000","15,500,000","16,000,000","16,200,000"
		UnearnedIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,000,000","-5,300,000","-9,300,000"
	NetPPE,"123,674,000","97,581,000","94,722,000","78,480,000","75,663,000","64,074,000","64,950,000","55,227,000","48,252,000","45,712,000","44,235,000","36,429,000","39,085,000","37,316,000","37,431,000","36,449,000","32,477,000","30,872,000","29,919,000","30,367,000","14,268,000","15,200,000","12,800,000","10,600,000","8,900,000","7,100,000","7,800,000","8,400,000","9,600,000"
		GrossPPE,"218,921,000","182,787,000","171,227,000","146,762,000","138,115,000","119,902,000","115,686,000","102,118,000","90,562,000","95,135,000","90,037,000",,,,,,,,,,,,,,,,,,
			Properties,,,,,,,,,"21,438,000",,,,,,,,,,,,,,,,,,,,
			LandAndImprovements,"32,619,000","24,502,000","23,719,000","20,585,000","20,780,000","15,786,000","16,026,000","14,514,000","11,523,000","11,873,000","11,873,000",,,,,,,,,,,,,,,,,,
			BuildingsAndImprovements,"62,455,000","53,052,000","49,159,000","43,553,000","39,182,000","33,425,000","32,858,000","24,160,000",,"21,698,000","20,058,000",,,,,,,,,,,,,,,,,,
			MachineryFurnitureEquipment,"88,349,000","77,618,000","73,165,000","58,237,000","55,336,000","49,894,000","46,613,000","43,763,000","38,857,000","44,914,000","42,732,000",,,,,,,,,,,,,,,,,,
			Leases,"35,498,000","27,615,000","25,184,000","24,387,000","22,817,000","20,797,000","20,189,000","19,681,000","18,744,000","16,650,000","15,374,000",,,,,,,,,,,,,,,,,,
		AccumulatedDepreciation,"-95,247,000","-85,206,000","-76,505,000","-68,282,000","-62,452,000","-55,828,000","-50,736,000","-46,891,000","-42,310,000","-49,423,000","-45,802,000",,,,,,,,,,,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"535,492,000","271,355,000","241,147,000","231,374,000","212,909,000","180,306,000","182,642,000","162,144,000","140,722,000","141,956,000","145,925,000","127,208,000","62,484,000","58,974,000","59,750,000","103,243,000","36,236,000","38,275,000","36,236,000","39,068,000",,,,,,,,,
		Goodwill,"506,206,000","256,105,000","231,806,000","221,526,000","201,083,000","170,421,000","170,421,000","150,391,000","130,074,000","129,617,000","129,348,000",,,,,,,,,,,,,,,,,,
		OtherIntangibleAssets,"29,286,000","15,250,000","9,341,000","9,848,000","11,826,000","9,885,000","12,221,000","11,753,000","10,648,000","12,339,000","16,577,000",,,,,,,,,,,,,,,,,,
	OtherAssets,"343,353,000","132,507,000","123,119,000","154,551,000","151,486,000","144,920,000","105,888,000","149,994,000","129,689,000","103,096,000","79,999,000","130,503,000","75,837,000","78,941,000","83,756,000","29,139,000","62,096,000","79,550,000","59,090,000","52,858,000","56,389,000","50,200,000","20,700,000","20,600,000","18,900,000","23,600,000","30,400,000","37,200,000","47,200,000"
TotalLiabilitiesNetMinorityInterest,"9,687,022,000","7,778,102,000","7,138,220,000","6,844,685,000","6,438,575,000","5,724,385,000","5,507,694,000","5,227,665,000","4,501,183,000","4,259,266,000","4,069,372,000","3,323,195,000","2,547,948,000","2,599,136,000","2,813,533,000","2,733,183,000","2,217,051,000","2,076,356,000","1,990,598,000","1,783,946,000","1,463,177,000","1,450,500,000","1,248,700,000","1,011,700,000","915,000,000","865,000,000","772,300,000","754,400,000","815,000,000"
	TotalDeposits,"9,147,367,000","7,427,120,000","6,729,253,000","6,412,253,000","5,990,703,000","5,210,466,000","4,986,418,000","4,546,677,000","3,876,829,000","3,627,783,000","3,375,294,000","2,579,080,000","2,026,610,000","2,090,344,000","2,205,494,000","2,060,235,000","1,783,338,000","1,688,732,000","1,581,618,000","1,489,222,000","1,081,806,000","1,043,300,000","988,100,000","918,600,000","871,100,000","796,600,000","743,400,000","729,000,000","794,100,000"
		InterestBearingDepositsLiabilities,"6,484,776,000","4,976,213,000","4,569,857,000","4,355,167,000","4,144,110,000","3,748,266,000","3,616,986,000","3,298,283,000","2,884,411,000","1,375,254,000","1,073,990,000","2,059,754,000","1,555,446,000","2,090,344,000","2,205,494,000","2,060,235,000","1,783,338,000","1,688,732,000","1,581,618,000","1,489,222,000","1,081,806,000","1,043,300,000","988,100,000","918,600,000","871,100,000","796,600,000","743,400,000","729,000,000","794,100,000"
