name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,08/31/1999,08/31/1998,08/31/1997,08/31/1996,08/31/1995,08/31/1994
TotalAssets,"21,812,121,000","18,231,671,000","16,845,937,000","16,138,751,000","15,446,111,000","15,304,560,000","17,707,558,000","15,855,275,000","13,696,635,000","12,499,175,000","12,827,683,000","13,126,062,000","11,062,034,000","10,504,721,000","10,013,466,000","7,192,649,000","6,314,048,000","5,730,858,000","5,879,159,000","7,369,136,000","3,239,575,000","3,024,945,000","2,422,487,000","1,237,400,000","1,219,900,000","1,169,500,000","1,137,000,000"
	CurrentAssets,"1,470,334,000","1,398,632,000","1,764,458,000","1,429,684,000","975,210,000","1,307,244,000","2,370,802,000","2,764,660,000","2,318,812,000","2,379,045,000","2,588,464,000","3,377,602,000","2,951,475,000","3,238,600,000","4,405,793,000","2,518,817,000","1,879,739,000","1,626,648,000","1,561,969,000","3,324,959,000","593,721,000","439,267,000","338,073,000","207,300,000","233,100,000","194,100,000","169,300,000"
		CashCashEquivalentsAndShortTermInvestments,"20,958,000","11,975,000","37,193,000","248,875,000","97,619,000","172,812,000","149,313,000","583,618,000","129,405,000","92,974,000","142,438,000","510,058,000","19,105,000","68,268,000","7,915,000","9,458,000","12,172,000","73,522,000","28,229,000","249,000","72,000","4,402,000","86,000","14,400,000","600,000","12,500,000","4,500,000"
			CashAndCashEquivalents,"20,958,000","11,975,000","37,193,000","248,875,000","97,619,000","172,812,000","149,313,000","583,618,000","65,953,000","31,034,000","29,399,000","510,058,000","19,105,000","68,268,000","7,915,000","9,458,000","12,172,000","73,522,000","28,229,000","249,000","72,000","4,402,000","86,000","14,400,000","600,000","12,500,000","4,500,000"
			OtherShortTermInvestments,,,,,,,,,"63,452,000","61,940,000","113,039,000",,,,,,,,,,,,,,,,
		Receivables,"835,121,000","818,958,000","1,202,951,000","872,430,000","593,979,000","745,494,000","1,549,563,000","1,349,371,000","1,339,933,000","1,332,726,000","1,437,994,000","1,265,300,000","1,723,212,000","1,348,490,000","2,202,895,000","1,432,425,000","970,141,000","773,017,000","677,796,000","1,627,714,000","371,313,000","228,336,000","177,649,000","100,900,000","119,300,000","81,800,000","51,000,000"
			AccountsReceivable,"835,121,000","818,958,000","1,202,951,000","872,430,000","593,979,000","745,494,000","1,549,563,000","1,349,371,000","1,339,933,000","1,332,726,000","1,437,994,000","1,265,300,000","1,723,212,000","1,348,490,000","2,202,895,000","1,432,425,000","970,141,000","773,017,000","677,796,000","1,627,714,000","371,313,000","228,336,000","177,649,000","100,900,000","119,300,000","81,800,000","51,000,000"
		Inventory,"506,675,000","437,841,000","432,594,000","200,946,000","204,780,000","134,134,000","417,077,000","517,014,000","549,915,000","708,933,000","583,127,000","858,966,000","841,362,000","925,194,000","911,393,000","615,503,000","519,401,000","75,493,000","148,102,000","75,919,000","134,871,000","118,951,000","138,380,000","78,300,000","91,500,000","82,100,000","94,500,000"
			RawMaterials,"201,749,000","141,174,000","90,301,000","60,912,000","76,696,000",,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"304,926,000","296,667,000","342,293,000","140,034,000","128,084,000","134,134,000","417,077,000","517,014,000",,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,"0","551,000","205,000","16,717,000",,"0",,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"25,267,000","29,050,000","38,712,000","60,896,000","38,681,000","64,788,000","83,831,000","138,788,000",,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"82,313,000","100,808,000","53,008,000","45,986,000","39,946,000","173,299,000","171,018,000","175,869,000","299,559,000","244,412,000","424,905,000","743,278,000","367,796,000","896,648,000","1,283,590,000","461,431,000","378,025,000","704,616,000","707,842,000","1,621,077,000","87,465,000","87,578,000","21,958,000","13,700,000","21,700,000","17,700,000","19,300,000"
	TotalNonCurrentAssets,"20,341,787,000","16,833,039,000","15,081,479,000","14,709,067,000","14,470,901,000","13,997,316,000","15,336,756,000","13,090,615,000","11,377,823,000","10,120,130,000","10,239,219,000","9,748,460,000","8,110,559,000","7,266,121,000","5,607,673,000","4,673,832,000","4,434,309,000","4,104,210,000","4,317,190,000","4,044,177,000","2,645,854,000","2,585,678,000","2,084,414,000","1,030,100,000","986,800,000","975,400,000","967,700,000"
		NetPPE,"18,348,685,000","14,766,651,000","12,698,126,000","12,571,403,000","12,373,989,000","11,662,437,000","12,297,504,000","10,114,340,000","8,444,333,000","7,313,183,000","7,793,658,000","7,263,769,000","5,845,181,000","4,844,921,000","3,994,227,000","3,786,821,000","3,691,826,000","3,015,049,000","3,272,968,000","3,095,513,000","2,121,778,000","2,068,829,000","1,686,161,000","843,300,000","795,000,000","765,900,000","737,500,000"
			GrossPPE,"22,051,492,000","18,030,963,000","15,559,667,000","15,078,497,000","14,530,460,000","13,602,647,000","15,536,156,000","13,088,991,000","11,177,934,000","9,854,485,000","10,145,800,000","9,476,619,000","7,893,492,000","6,724,759,000","5,575,365,000","5,406,450,000","5,179,674,000","4,215,500,000","4,507,757,000","4,206,129,000","3,143,693,000","3,057,626,000","2,601,930,000","1,429,500,000","1,336,600,000","1,275,700,000","1,217,800,000"
				MineralProperties,"17,926,363,000","15,623,203,000","14,551,858,000","14,102,033,000","13,253,087,000","11,743,409,000","12,874,211,000","10,846,250,000",,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"676,520,000","608,560,000","562,512,000","542,202,000","502,005,000","428,400,000","727,226,000","657,755,000",,,,,,,,,,,,,,,,,,,
				OtherProperties,,,,,,,,,"10,362,472,000","9,521,231,000","9,856,513,000",,,,,,,,,,,,,,,,
				ConstructionInProgress,"3,448,609,000","1,799,200,000","445,297,000","434,262,000","775,368,000","1,430,838,000","1,934,719,000","1,584,986,000","815,462,000","333,254,000","289,287,000",,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-3,702,807,000","-3,264,312,000","-2,861,541,000","-2,507,094,000","-2,156,471,000","-1,940,210,000","-3,238,652,000","-2,974,651,000","-2,733,601,000","-2,541,302,000","-2,352,142,000","-2,212,850,000","-2,048,311,000","-1,879,838,000","-1,581,138,000","-1,619,629,000","-1,487,848,000","-1,200,451,000","-1,234,789,000","-1,110,616,000","-1,021,915,000","-988,797,000","-915,769,000","-586,200,000","-541,600,000","-509,800,000","-480,300,000"
		GoodwillAndOtherIntangibleAssets,"957,833,000","967,142,000","993,460,000","1,005,359,000","1,017,258,000","1,014,740,000","1,182,515,000","996,206,000","1,014,127,000","1,022,894,000","1,030,560,000","1,038,226,000","1,043,773,000","1,051,440,000","683,211,000","225,188,000","225,615,000","113,510,000","113,868,000","93,409,000","80,743,000","81,560,000","77,422,000",,,,
			Goodwill,"680,996,000","681,100,000","681,100,000","525,535,000","525,535,000","525,535,000","683,488,000","591,488,000","601,743,000","602,844,000","602,844,000",,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"276,837,000","286,042,000","312,360,000","479,824,000","491,723,000","489,205,000","499,027,000","404,718,000","412,384,000","420,050,000","427,716,000",,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"861,844,000","969,150,000","1,003,156,000","958,807,000","948,221,000","1,132,653,000","1,229,838,000","1,221,405,000","1,223,398,000","1,190,045,000","765,163,000",,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"861,844,000","969,150,000","1,003,156,000","958,807,000","948,221,000","1,132,653,000","1,229,838,000","1,221,405,000",,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,"861,844,000","969,150,000","1,003,156,000","958,807,000","948,221,000","1,132,653,000","1,229,838,000","1,221,405,000",,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,"0","205,907,000",,,,,,,,,,,,,,,,,,,,,,"2,300,000","17,100,000","150,400,000"
			NonCurrentDeferredTaxesAssets,,"0","205,907,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"173,425,000","130,096,000","180,830,000","173,498,000","131,433,000","187,486,000","626,899,000","758,664,000","695,965,000","594,008,000","649,838,000","1,446,465,000","1,221,605,000","1,369,760,000","930,235,000","661,823,000","516,868,000","975,651,000","930,354,000","855,255,000","443,333,000","435,289,000","320,831,000","186,800,000","189,500,000","192,400,000","79,800,000"
TotalLiabilitiesNetMinorityInterest,"15,586,170,000","11,652,128,000","11,160,585,000","12,709,836,000","11,679,775,000","11,298,677,000","12,862,378,000","11,622,825,000","9,896,903,000","8,578,334,000","9,382,221,000","9,958,523,000","8,290,762,000","7,488,118,000","8,218,709,000","5,586,945,000","5,072,656,000","4,365,246,000","4,613,869,000","6,144,179,000","2,088,051,000","1,850,486,000","1,253,616,000","774,800,000","796,200,000","771,900,000","757,500,000"
	CurrentLiabilities,"2,020,298,000","2,108,436,000","2,667,335,000","2,836,701,000","1,638,266,000","2,392,345,000","2,696,407,000","2,812,994,000","3,246,175,000","3,151,112,000","3,338,912,000","4,193,764,000","2,881,667,000","2,064,177,000","4,795,341,000","2,914,795,000","2,225,803,000","1,720,708,000","1,818,417,000","3,535,352,000","786,713,000","543,582,000","460,813,000","189,000,000","202,600,000","174,000,000","148,500,000"
		PayablesAndAccruedExpenses,"1,400,650,000","1,279,479,000","1,275,880,000","987,245,000","745,025,000","891,413,000","1,503,699,000","1,333,489,000","1,341,718,000","1,215,468,000","1,240,207,000","1,805,569,000","2,258,588,000","2,040,018,000","3,247,295,000","1,929,263,000","1,619,469,000","1,448,874,000","969,311,000","2,700,479,000","302,704,000","257,018,000","231,904,000","125,100,000","137,300,000","105,800,000","84,400,000"
			Payables,"1,209,900,000","1,118,102,000","1,140,571,000","874,731,000","615,982,000","891,413,000","1,503,699,000","1,333,489,000","1,341,718,000","1,215,468,000","1,240,207,000","1,122,761,000","1,436,005,000","1,076,954,000","1,756,307,000","1,185,351,000","813,895,000","672,153,000","390,479,000","1,256,310,000","237,653,000","193,034,000","145,608,000","80,200,000","96,900,000","58,200,000","44,200,000"
				AccountsPayable,"1,209,900,000","1,118,102,000","1,140,571,000","874,731,000","615,982,000","891,413,000","1,503,699,000","1,333,489,000","1,341,718,000","1,215,468,000","1,240,207,000","1,122,761,000","1,436,005,000","1,076,954,000","1,756,307,000","1,185,351,000","813,895,000","672,153,000","390,479,000","1,256,310,000","237,653,000","183,759,000","136,601,000","80,200,000","96,900,000","58,200,000","44,200,000"
				DividendsPayable,,,,,,,,,,,,,,,,,,,,,,"9,275,000","9,007,000",,,,
			CurrentAccruedExpenses,"190,750,000","161,377,000","135,309,000","112,514,000","129,043,000",,,,,,,"682,808,000","822,583,000","963,064,000","1,490,988,000","743,912,000","805,574,000","776,721,000","578,832,000","1,444,169,000","65,051,000","63,984,000","86,296,000","44,900,000","40,400,000","47,600,000","40,200,000"
				InterestPayable,"190,750,000","161,377,000","135,309,000","112,514,000","129,043,000",,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"229,599,000","507,650,000","1,047,323,000","1,520,927,000","656,990,000","1,065,946,000","575,118,000","828,025,000","1,206,373,000","1,200,091,000","1,150,085,000","2,388,195,000","623,079,000","24,159,000","1,548,046,000","985,532,000","606,334,000","271,834,000","849,106,000","834,873,000","484,009,000","286,564,000","228,909,000","63,900,000","65,300,000","68,200,000","64,100,000"
			CurrentDebt,"227,650,000","507,650,000","1,047,323,000","1,520,927,000","656,990,000","1,065,946,000","575,118,000","828,025,000","1,206,373,000","1,200,091,000","1,150,085,000","2,388,195,000","623,079,000","24,159,000","1,548,046,000","985,532,000","606,334,000","271,834,000","849,106,000","834,873,000","484,009,000","286,564,000","228,909,000","63,900,000","65,300,000","68,200,000","64,100,000"
				CurrentNotesPayable,,,,,,"1,055,296,000","564,462,000","817,170,000","841,982,000","556,855,000","881,870,000",,,,,,,,,,,,,,,,
				CommercialPaper,"220,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,
