name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"56,635,000,000","56,635,000,000","49,388,000,000","44,634,000,000","41,454,000,000","69,220,000,000","65,525,000,000","57,730,262,000","50,924,461,000","46,594,486,000","32,091,674,000","23,240,540,000","18,033,110,000","14,902,887,000","13,880,403,000","13,413,396,000","12,565,017,000","10,197,907,456.15","11,531,197,278.12","8,163,785,552.4","8,169,980,603.3","5,766,183,266.6","4,614,068,680.2","3,268,251,756"
	OperatingRevenue,"61,817,000,000","61,817,000,000","54,099,000,000","48,962,000,000","45,561,000,000","78,863,000,000","74,780,000,000","66,290,091,000","59,016,648,000","46,594,486,000","36,144,368,000","26,209,379,000","20,856,769,000","17,642,563,000","16,460,296,000","16,120,963,000","15,297,446,000","12,069,753,819.09","13,605,956,576.52","9,645,415,274.7","9,681,626,976.13","6,811,169,673.3","5,391,559,878.6","3,810,679,092"
	ExciseTaxes,"4,909,000,000","4,909,000,000","4,227,000,000","3,805,000,000","3,515,000,000","7,834,000,000","7,278,000,000","6,675,214,000","6,309,172,000",,"4,052,694,000","2,968,839,000","2,823,659,000","2,739,676,000","2,579,893,000","2,707,567,000","2,732,429,000","1,871,846,362.94","2,074,759,298.4","1,481,629,722.3","1,511,646,372.83","1,044,986,406.7","777,491,198.4","542,427,336"
CostOfRevenue,"44,451,000,000","44,451,000,000","37,834,000,000","33,931,000,000","31,933,000,000","52,934,000,000","48,580,000,000","42,704,079,000","37,120,732,000","33,932,964,000","24,241,476,000","17,493,806,000","13,279,497,000","10,724,499,000","9,962,965,000","9,438,126,000","8,891,475,000","7,322,994,235.5","8,301,745,155.9","5,821,520,739.3","5,880,257,924.43","4,176,108,573.1","3,313,565,824.8","2,357,401,572"
GrossProfit,"12,184,000,000","12,184,000,000","11,554,000,000","10,703,000,000","9,521,000,000","16,286,000,000","16,945,000,000","15,026,183,000","13,803,729,000","12,661,522,000","7,850,198,000","5,746,734,000","4,753,613,000","4,178,388,000","3,917,438,000","3,975,270,000","3,673,542,000","2,874,913,220.65","3,229,452,122.22","2,342,264,813.1","2,289,722,678.87","1,590,074,693.5","1,300,502,855.4","910,850,184"
OperatingExpense,"9,978,000,000","9,978,000,000","9,375,000,000","8,780,000,000","8,527,000,000","14,061,000,000","12,737,000,000","11,884,187,000","10,945,341,000","10,328,242,000","6,322,656,000","4,996,908,000","4,970,742,000","3,703,071,000","3,578,940,000","3,494,109,000","3,179,739,000","2,339,292,950.83","2,719,371,139.86","2,066,740,174.2","2,004,231,484.41","1,315,186,583.4","1,099,249,356.8","782,079,408"
	SellingGeneralAndAdministration,"8,354,000,000","8,354,000,000","8,354,000,000","7,776,000,000","7,451,000,000","13,030,000,000","11,787,000,000","10,664,743,000","10,113,973,000","9,619,744,000","5,782,138,000","4,176,324,000","3,431,139,000","3,052,800,000","2,946,074,000","2,805,678,000","2,690,170,000","2,006,119,289.57","2,337,679,428.9","1,727,108,443.8","1,740,249,526.54","1,158,189,384.8","977,232,030.6","714,868,308"
		GeneralAndAdministrativeExpense,"923,000,000","923,000,000","1,057,000,000","972,000,000","884,000,000","1,717,000,000","1,484,000,000","1,484,734,000","1,753,859,000","1,683,097,000","912,676,000","679,581,000","574,023,000","500,347,000","527,145,000","505,652,000",,,,,,,,
			OtherGandA,"923,000,000","923,000,000","1,057,000,000","972,000,000","884,000,000","1,717,000,000","1,484,000,000","1,484,734,000","1,753,859,000","1,683,097,000","912,676,000","679,581,000","574,023,000","500,347,000","527,145,000","505,652,000",,,,,,,,
		SellingAndMarketingExpense,"7,431,000,000","7,431,000,000","7,297,000,000","6,804,000,000","6,567,000,000","11,313,000,000","10,303,000,000","9,180,009,000","8,360,114,000","7,936,647,000","4,869,462,000","3,496,743,000","2,857,116,000","2,552,453,000","2,418,929,000","2,300,026,000",,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"1,413,000,000","1,413,000,000","840,000,000","779,000,000","707,000,000","961,000,000","821,000,000","787,405,000","798,354,000","680,547,000","440,139,000","461,611,000","604,743,000","550,696,000","547,943,000","625,281,000","489,569,000","333,173,661.26","381,691,710.96","339,631,730.4","263,981,957.87","156,997,198.6","122,017,326.2","67,211,100"
		DepreciationAndAmortizationInIncomeStatement,"1,413,000,000","1,413,000,000","840,000,000","779,000,000","707,000,000","961,000,000","821,000,000","787,405,000","798,354,000","680,547,000","440,139,000","461,611,000","604,743,000","550,696,000","547,943,000","625,281,000","489,569,000","333,173,661.26","381,691,710.96","339,631,730.4","263,981,957.87","156,997,198.6","122,017,326.2","67,211,100"
			DepreciationIncomeStatement,,,,,,,,,,,,"454,049,000","438,766,000",,,,,,,,,,,
			Amortization,,,,,,,,,,,,,"165,977,000",,,,,,,,,,,
