name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalRevenue,"65,214,000,000","69,881,000,000","75,822,000,000","66,919,000,000","55,762,000,000","67,740,000,000","109,847,000,000","114,697,000,000","127,220,000,000","110,522,000,000","99,479,000,000","84,345,000,000","108,868,000,000","88,222,086,360","86,888,100,750","74,469,830,620","59,636,264,240","52,308,314,310","49,046,506,990","49,933,073,480","48,978,040,000","31,031,092,750","28,288,700,820","31,202,696,070","30,510,166,310","28,010,467,650"
	OperatingRevenue,"65,214,000,000","69,881,000,000","75,822,000,000","66,919,000,000","55,762,000,000","67,740,000,000","109,847,000,000","114,697,000,000","127,220,000,000","110,522,000,000","99,479,000,000","84,345,000,000","108,868,000,000","87,393,555,400","86,104,649,290","73,671,957,670","58,338,685,120","51,396,767,870","47,964,886,040","49,010,343,370","48,978,040,000","31,031,092,750","28,288,700,820","31,202,696,070","30,510,166,310","28,010,467,650"
CostOfRevenue,"57,246,000,000","58,980,000,000","62,610,000,000","59,944,000,000","51,683,000,000","68,463,000,000","97,839,000,000","101,824,000,000","108,924,000,000","79,191,000,000","69,135,000,000","58,351,000,000","76,408,000,000","58,270,829,330","57,489,728,750","48,530,094,490","39,063,106,720","34,505,367,680","31,921,636,090","31,883,078,880","31,583,382,620","20,121,266,130","18,528,301,800","19,867,252,860","19,130,620,700","17,529,257,160"
	ExplorationDevelopmentAndMineralPropertyLeaseExpenses,,,"1,820,000,000","1,684,000,000","1,672,000,000","2,189,000,000","4,080,000,000","3,678,000,000","3,434,000,000",,,,,,,,,,,,,,,,,
	OtherCostofRevenue,,,"60,790,000,000","58,260,000,000","50,011,000,000","66,274,000,000","93,759,000,000","98,146,000,000","105,490,000,000",,,,,,,,,,,,,,,,,
GrossProfit,"7,968,000,000","10,901,000,000","13,212,000,000","6,975,000,000","4,079,000,000","-723,000,000","12,008,000,000","12,873,000,000","18,296,000,000","31,331,000,000","30,344,000,000","25,994,000,000","32,460,000,000","29,951,257,030","29,398,372,000","25,939,736,130","20,573,157,520","17,802,946,630","17,124,870,900","18,049,994,600","17,394,657,380","10,909,826,620","9,760,399,020","11,335,443,210","11,379,545,610","10,481,210,490"
OperatingExpense,"2,297,000,000","1,988,000,000","2,431,000,000","2,265,000,000","2,158,000,000","2,122,000,000","4,420,000,000","4,372,000,000","3,907,000,000","14,067,000,000","14,364,000,000","13,994,000,000","13,819,000,000","11,053,480,920","10,071,215,480","9,125,302,480","8,063,580,080","8,351,607,540","8,586,259,700","6,618,705,990","6,592,870,080","6,378,144,220","6,683,149,080","6,630,902,460","6,557,922,140","6,050,541,780"
	SellingGeneralAndAdministration,"3,060,000,000","2,996,000,000","3,093,000,000","2,951,000,000","2,994,000,000","2,778,000,000","5,337,000,000","5,301,000,000","4,658,000,000","4,749,000,000","4,785,000,000","4,181,000,000","4,004,000,000","3,805,892,630","3,649,792,730","3,348,533,460","3,261,283,280","3,160,239,400","3,105,729,230","2,855,855,310","2,793,877,760","2,783,605,790","2,911,833,900","3,035,451,510","3,162,457,920","2,994,854,400"
		GeneralAndAdministrativeExpense,"3,060,000,000","2,996,000,000","3,093,000,000","2,951,000,000","2,994,000,000","2,778,000,000","5,337,000,000","5,301,000,000","4,658,000,000","4,749,000,000","4,785,000,000","4,181,000,000","4,004,000,000",,,,,,,,,,,,,
			SalariesAndWages,"3,060,000,000","2,996,000,000","3,093,000,000","2,951,000,000","2,994,000,000","2,778,000,000","5,337,000,000","5,301,000,000","4,658,000,000","4,749,000,000","4,785,000,000","4,181,000,000","4,004,000,000",,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"9,318,000,000","9,579,000,000","9,813,000,000","9,815,000,000","7,247,588,290","6,420,665,060","5,776,769,020","4,857,622,800","5,142,138,280","5,509,119,570","4,779,989,230","3,798,992,320","3,594,538,430","3,771,315,180","3,595,450,950","3,395,464,220","3,055,687,380"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,"7,247,588,290","6,420,665,060","5,776,769,020","4,857,622,800","5,142,138,280","5,509,119,570","4,779,989,230","3,798,992,320","3,594,538,430","3,771,315,180","3,595,450,950","3,395,464,220","3,055,687,380"
	OtherOperatingExpenses,"-763,000,000","-1,008,000,000","-662,000,000","-686,000,000","-836,000,000","-656,000,000","-917,000,000","-929,000,000","-751,000,000","-171,000,000","-115,000,000",,,,"757,690",,"-55,326,000","49,229,860","-28,589,100","-1,017,138,550",,,,,,
OperatingIncome,"5,671,000,000","8,913,000,000","10,781,000,000","4,710,000,000","1,921,000,000","-2,845,000,000","7,588,000,000","8,501,000,000","14,389,000,000","17,264,000,000","15,980,000,000","12,000,000,000","18,641,000,000","18,897,776,110","19,327,156,520","16,814,433,650","12,509,577,440","9,451,339,090","8,538,611,200","11,431,288,610","10,801,787,300","4,531,682,400","3,077,249,940","4,704,540,750","4,821,623,470","4,430,668,710"
NetNonOperatingInterestIncomeExpense,"-920,000,000","-865,000,000","-664,000,000","-2,073,000,000","-403,000,000","-1,483,000,000","-1,227,000,000","-917,000,000","-1,056,000,000","-1,017,000,000","-596,000,000","-547,000,000","-213,000,000",,,,,,,,,,,,,
	InterestIncomeNonOperating,"3,166,000,000","3,087,000,000","3,967,000,000","3,924,000,000","5,850,000,000","8,576,000,000","6,459,000,000","5,732,000,000","7,218,000,000","6,379,000,000","6,117,000,000","5,950,000,000","7,985,000,000",,,,,,,,,,,,,
	InterestExpenseNonOperating,"4,052,000,000","4,079,000,000","4,663,000,000","5,886,000,000","6,232,000,000","10,062,000,000","7,710,000,000","6,653,000,000","8,274,000,000","7,396,000,000","6,713,000,000","6,497,000,000","8,198,000,000",,,,,,,,,,,,,
