name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999
MarketCap,"63,753,134,734","53,156,800,141","79,864,618,297","74,086,595,457","74,850,614,183","70,414,851,984","61,431,296,589","84,663,208,118","83,313,278,449","95,462,450,717","96,095,848,790","91,762,912,084","86,144,498,428","90,691,517,852","95,217,105,010","64,380,903,435","60,411,386,614","65,550,484,583","75,603,013,049","74,352,656,380","90,357,638,862","81,220,527,600","83,397,121,740","79,987,717,915","73,796,640,939","73,410,119,062","79,121,598,467","69,849,564,542","69,348,923,600","67,804,103,378","59,334,328,245","54,500,074,881","47,151,343,407","61,580,749,225","44,519,875,622","46,577,472,219","67,590,524,961","82,141,714,865","85,346,374,619","73,955,284,440","67,667,960,899","87,736,364,942","86,971,829,187","94,581,866,779","75,303,009,316","48,958,385,586","31,235,948,966","64,840,594,405","69,541,423,381","66,914,611,728","88,544,171,426","69,994,742,252","94,101,143,775","82,983,198,092","80,387,353,163","63,757,408,918","65,076,934,236","60,932,664,504","56,377,532,827","50,426,760,997","45,544,532,670","52,048,927,526","50,385,333,981","43,380,573,454","45,137,967,433","51,106,005,866","45,447,274,090","41,881,115,217","38,081,767,017","32,680,069,474","37,300,834,901","37,012,885,639","35,522,819,346","39,155,451,637","42,551,055,163","38,437,151,816","45,632,341,880","44,148,037,827","36,862,813,184","58,862,410,575","32,981,399,906","41,525,739,452","33,720,757,750","26,598,003,718","30,211,077,468"
PeRatio,"10.059","7.351","10.274","8.685","8.514","7.598","11.839","17.464","20.404","27.953","13.296","12.484","11.828","14.102","19.095","15.214","16.732","12.931","11.842","10.3","10.995","11.012","11.23","11.767","11.023","10.598","10.776","9.647","10.431","10.414","9.028","16.644","13.953","27.576","13.934","14.569","13.087","17.333","12.759","8.132","6.524","7.013","7.629","41.242","32.984","23.718","4.758","7.834","8.286","7.968","9.165","7.237","10.766","9.481","9.893","9.042","9.193","10.584","11.504","10.847","11.13","11.624","11.744","10.609","13.264","18.036","19.332","19.03","18.779","16.002","19.866","20.13","19.648","21.484","20.974","17.879","18.184","16.268","13.688","20.523","12.281","16.045","13.487",,
ForwardPeRatio,"12.771","7.018","9.533","8.13","8.734","7.734",,"9.001","9.542","11.71","12.438","11.614","11.669","11.891","13.038","9.346","10.309","8.532","9.709","8.929","10.834","10.173","11.299","10.65","9.97","9.737","11.124","9.785","9.488","9.285","9.911","9.058","7.547","9.399","7.097","6.192","7.072","8.389","9.399",,,,,"11.198",,,,,"11.124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.776","1.526",,"10.166","10.918","0.328",,"0.388","0.412","0.505","2.144","2.192","2.202",,"1.154","0.842","0.929","2.752","4.045","3.719","4.513","4.239","4.348","4.098","2.932","2.864","3.178","2.575","2.496","0.313","0.313","0.286","0.238","0.521","0.634","0.476","0.59","0.666","0.746",,,,,"0.814",,,,,"0.809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.079","1.744","2.78","2.482","2.459","2.242","1.983","2.714","2.828","3.489","3.545","3.365","3.187","3.563","3.898","2.808","2.511","2.304","2.631","2.431","2.935","2.777","2.8","2.827","2.659","2.569","2.757","2.358","2.409","2.377","2.06","2.303","1.939","2.404","1.647","1.722","2.105","2.418","2.513","2.107","1.757","2.026","2.059","3.785","3.027","2.177","1.03","1.817","1.937","1.862","2.273","1.836","2.725","2.396","2.469","2.063","2.125","2.385","2.556","2.395","2.391","2.589","2.553","2.254","2.697","3.382","3.313","3.095","2.905","2.475","2.876","2.842","2.774","3.026","3.062","2.732","3.031","2.847","2.532","3.926","2.369","2.348","2.735",,
PbRatio,"0.785","0.672","0.988","0.93","0.933","0.892","0.813","1.109","1.152","1.351","1.272","1.191","1.138","1.198","1.239","0.855","0.799","0.868","0.988","0.973","1.19","1.104","1.141","1.104","1.026","1.03","1.124","0.986","0.959","0.975","0.854","0.788","0.673","0.915","0.655","0.695","0.976","1.184","1.212","1.076","1.012","1.33","1.364","1.62","1.348","1.041","0.735","1.554","1.759","1.693","2.23","1.943","2.661","2.455","2.459","2.098","2.229","2.243","2.148","1.95","1.776","1.996","2.009","1.845","2.03","2.363","2.224","2.09","1.952","1.675","1.979","1.963","1.884","2.117","2.334","2.14","2.533","2.532","2.23","4.637","2.77","3.742","3.324","3.094",
