name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"37,417,551,696","26,094,067,760","23,779,356,700","17,408,511,647","9,657,109,688","7,919,771,579","6,149,655,125","3,261,069,139","2,145,499,168","1,994,492,455","1,257,290,320","965,211,918","845,644,265","1,198,119,525","1,065,598,885","1,130,160,566","1,171,312,058","563,895,191","363,942,159","221,378,293"
EnterpriseValue,"44,002,551,696","26,116,067,760","22,721,356,700","17,253,511,647","10,858,109,688","7,373,771,579","5,354,541,125","2,918,134,139","1,701,283,168","1,787,787,455","1,132,419,320","829,636,918","622,044,265","1,090,643,525","820,521,885","1,038,230,566","1,040,383,058","492,584,191","294,715,159","131,342,293"
PeRatio,"32.631","19.464","24.69","20.588","20.254","22.93","29.254","27.166","1,366.667","19.312","14.078","10.912","10.374","29.826",,"21.727","27.794","16.191","15.269","13.634"
ForwardPeRatio,"13.755","13.106","13.793","18.182","11.891","17.391","20.576","16.287","16.722","14.577","12.376",,,,,,,,,
PegRatio,"0.917","0.874","0.919","1.213","0.793",,"1.714","1.356","1.393","1.497","0.917",,,,,,,,,
PsRatio,"0.356","0.365","0.391","0.374","0.242","0.381","0.417","0.319","0.254","0.411","0.287","0.229","0.26","0.421","0.534","0.861","1.235","0.699","0.848","0.539"
PbRatio,"1.589","2.12","2.232","2.635","1.701","3.861","3.766","2.765","2.251","2.231","1.584","1.606","1.687","2.887","3.483","3.392","4.317","2.562","3.562","3.454"
EnterprisesValueRevenueRatio,"0.535","0.35","0.378","0.357","0.267","0.324","0.323","0.269","0.196","0.335","0.255","0.202","0.185","0.374","0.36","0.689","1.039","0.64","0.639","0.402"
EnterprisesValueEBITDARatio,"17.622","9.206","10.3","9.859","6.573","8.665","9.216","8.032","22.774","7.052","5.049","4.194","3.296","10.186","85.614","10.088","12.847","9.229","-0.854","-0.526"
