name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
		RestructuringAndMergernAcquisition,"-30,000,000","20,000,000","-41,000,000","-1,000,000","-8,000,000","204,000,000","77,000,000","24,000,000","1,000,000","3,000,000","6,000,000","10,000,000","44,000,000","35,000,000","22,000,000","-1,000,000","60,000,000","7,000,000","28,000,000","13,000,000","8,000,000","4,000,000","27,000,000","15,000,000","-2,000,000","10,000,000","19,000,000","14,000,000","-3,000,000","-2,000,000","54,000,000","-4,000,000","-24,000,000","-11,000,000","-1,000,000","61,000,000","30,000,000","4,000,000","225,000,000","-30,000,000","-24,000,000","2,000,000","138,000,000","6,000,000","145,000,000","2,000,000","165,000,000","3,000,000","1,000,000","-4,000,000","51,000,000","32,000,000","6,648,930","14,971,200","312,894,960","129,225,440","4,695,600","3,300,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"41,000,000","26,000,000","6,000,000","5,000,000","4,000,000","6,000,000","-2,000,000","4,000,000","2,000,000","2,000,000","10,000,000","5,000,000","2,000,000","10,000,000","24,000,000","24,000,000","15,000,000","13,000,000",,,,,,,,,,,,,,,"11,000,000",,,,,,,,,,,,,,,,,,"-50,000,000","23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,"-15,000,000","24,000,000","-2,000,000","606,000,000","464,000,000","-7,000,000","-9,000,000","51,000,000",,,,,,,,,,,,,,,,,,,,,,"96,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000",,,,"2,000,000",,,"-5,000,000","-24,000,000",,,,"3,000,000","-2,575,000,000","834,000,000","4,000,000","11,000,000","40,000,000","-19,000,000","14,775,400","50,153,520","-262,909,080","200,141,840","42,260,400","-38,775,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"2,432,000,000","-869,000,000","1,930,000,000","261,000,000","1,110,000,000","720,000,000","1,081,000,000","791,000,000","1,149,000,000","1,247,000,000","1,345,000,000","1,440,000,000","2,307,000,000","1,069,000,000","929,000,000","813,000,000","569,000,000","795,000,000","-388,000,000","-260,000,000","721,000,000","186,000,000","529,000,000","415,000,000","455,000,000","-446,000,000","-74,000,000","367,000,000","555,000,000","160,000,000","503,000,000","481,000,000","532,000,000","520,000,000","389,000,000","282,000,000","1,361,000,000","153,000,000","-260,000,000","435,000,000","374,000,000","157,000,000","-119,000,000","128,000,000","-16,000,000","-360,000,000","-79,000,000","675,000,000","955,000,000","636,000,000","702,000,000","622,000,000","874,703,680","574,145,520","541,007,840","327,003,400","543,124,400","231,827,810",,,,,,,,,,,"-270,293,210","-1,334,434,500",,,"-142,937,200",,,,"348,273,600",,,,"218,360,480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxProvision,"1,934,000,000","825,000,000","352,000,000","440,000,000","317,000,000","212,000,000","-90,000,000","277,000,000","395,000,000","226,000,000","541,000,000","530,000,000","1,152,000,000","428,000,000","520,000,000","207,000,000","248,000,000","317,000,000","-355,000,000","39,000,000","388,000,000","94,000,000","109,000,000","227,000,000","258,000,000","-127,000,000","-1,370,000,000","178,000,000","120,000,000","129,000,000","115,000,000","195,000,000","174,000,000","141,000,000","124,000,000","170,000,000","124,000,000","116,000,000","-200,000,000","245,000,000","261,000,000","178,000,000","164,000,000","103,000,000","163,000,000","51,000,000","-259,000,000","207,000,000","309,000,000","209,000,000","105,000,000","168,000,000","248,226,720","197,619,840","70,805,280","126,861,560","212,084,600","80,850,980",,,,,,,,,,,"83,434,560","42,101,500",,,"137,904,200",,,,"156,487,800",,,,"148,023,210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"4,311,000,000","-1,696,000,000","1,536,000,000","-179,000,000","4,650,000,000","615,000,000","1,287,000,000","557,000,000","748,000,000","1,016,000,000","798,000,000","911,000,000","1,145,000,000","637,000,000","412,000,000","608,000,000","311,000,000","472,000,000","242,000,000","-306,000,000","320,000,000","78,000,000","408,000,000","174,000,000","175,000,000","-335,000,000","860,000,000","-15,000,000","142,000,000","-83,000,000","102,000,000","39,000,000","103,000,000","104,000,000","43,000,000","-46,000,000","1,308,000,000","29,000,000","285,000,000","170,000,000","90,000,000","-25,000,000","-281,000,000","21,000,000","-168,000,000","-410,000,000","163,000,000","440,000,000","604,000,000","405,000,000","570,000,000","432,000,000","593,232,310","357,811,680","452,755,080","194,626,120","280,953,400","137,776,670","237,153,960","354,918,130","354,323,970","354,857,800","-396,617,780","-396,460,740","-395,982,720","-396,090,080","-602,072,950","-600,495,000","-353,727,770","-1,376,536,000","-1,565,211,020","-1,817,724,700","-280,841,400","-281,088,500","-405,482,800","-396,269,700","191,785,800","192,921,950","232,075,540","278,880,360","70,337,270","70,102,100","4,929,800","-15,899,760","188,253,910","188,574,820","182,125,330","154,688,842","154,189,975","153,297,001","266,087,388","325,849,244","320,729,623","311,465,891","316,442,860","312,591,270","313,192,332","310,651,479","278,594,298","259,342,590","254,661,756","255,894,624","129,741,696","126,042,264","130,042,197","134,724,096","-268,085,595","-221,174,900","-224,400,259","-216,527,888","107,358,012","67,050,876","69,412,564","74,876,880","134,332,023","196,987,455","214,566,216","201,411,876"
	NetIncome,"4,311,000,000","-1,696,000,000","1,536,000,000","-179,000,000","4,650,000,000","615,000,000","1,287,000,000","557,000,000","748,000,000","1,016,000,000","798,000,000","911,000,000","1,145,000,000","637,000,000","412,000,000","608,000,000","311,000,000","472,000,000","242,000,000","-306,000,000","320,000,000","78,000,000","408,000,000","174,000,000","175,000,000","-335,000,000","860,000,000","-15,000,000","142,000,000","-83,000,000","102,000,000","39,000,000","103,000,000","104,000,000","43,000,000","-46,000,000","1,308,000,000","29,000,000","285,000,000","170,000,000","90,000,000","-25,000,000","-281,000,000","21,000,000","-168,000,000","-410,000,000","71,000,000","468,000,000","646,000,000","427,000,000","570,000,000","432,000,000","593,232,310","357,811,680","452,755,080","194,626,120","280,953,400","137,776,670","237,153,960","354,918,130","354,323,970","354,857,800","-396,617,780","-396,460,740","-395,982,720","-396,090,080","-602,072,950","-600,495,000","-353,727,770","-1,376,536,000","-1,565,211,020","-1,817,724,700","-280,841,400","-281,088,500","-405,482,800","-396,269,700","191,785,800","192,921,950","232,075,540","278,880,360","70,337,270","70,102,100","4,929,800","-15,899,760","188,253,910","188,574,820","182,125,330","154,688,842","154,189,975","153,297,001","266,087,388","325,849,244","320,729,623","311,465,891","316,442,860","312,591,270","313,192,332","310,651,479","278,594,298","259,342,590","254,661,756","255,894,624","129,741,696","126,042,264","130,042,197","134,724,096","-268,085,595","-221,174,900","-224,400,259","-216,527,888","107,358,012","67,050,876","69,412,564","74,876,880","134,332,023","196,987,455","214,566,216","201,411,876"
		NetIncomeIncludingNoncontrollingInterests,"4,317,000,000","-1,694,000,000","1,538,000,000","-179,000,000","4,652,000,000","619,000,000","1,293,000,000","564,000,000","754,000,000","1,021,000,000","804,000,000","910,000,000","1,155,000,000","641,000,000","409,000,000","606,000,000","321,000,000","478,000,000","251,000,000","-299,000,000","333,000,000","92,000,000","420,000,000","188,000,000","197,000,000","-319,000,000","1,296,000,000","189,000,000","435,000,000","31,000,000","388,000,000","286,000,000","358,000,000","379,000,000","265,000,000","112,000,000","1,237,000,000","37,000,000","318,000,000","190,000,000","113,000,000","-21,000,000","-283,000,000","25,000,000","-179,000,000","-411,000,000","272,000,000","440,000,000","688,000,000","449,000,000","597,000,000","454,000,000","627,215,730","375,777,120","470,990,520","199,353,880","331,039,800","150,976,830","326,153,960","354,918,130","354,323,970","354,857,800","-358,617,780","-396,460,740","-395,982,720","-396,090,080","-650,072,950","-600,495,000","-368,502,640","-697,420,500","-1,880,211,020","-1,817,724,700","-400,626,800","-281,088,500","-751,482,800","-396,269,700","160,017,600","192,921,950","146,075,540","278,880,360","110,230,050","70,102,100","157,973,460","-15,899,760","188,253,910","188,574,820","476,207,764","154,688,842","154,189,975","153,297,001","567,087,087","325,849,244","320,729,623","311,465,891","517,310,360","312,591,270","313,192,332","310,651,479","488,702,052","259,342,590","254,661,756","255,894,624","250,266,684","126,042,264","130,042,197","134,724,096","-238,331,423","-221,174,900","-224,400,259","-216,527,888","107,358,012","67,050,876","69,412,564","74,876,880","239,749,244","196,987,455","214,566,216","201,411,876"
			NetIncomeContinuousOperations,"498,000,000","-1,694,000,000","1,578,000,000","-179,000,000","793,000,000","508,000,000","1,171,000,000","514,000,000","754,000,000","1,021,000,000","804,000,000","910,000,000","1,155,000,000","641,000,000","409,000,000","606,000,000","321,000,000","478,000,000","-33,000,000","-299,000,000","333,000,000","92,000,000","420,000,000","188,000,000","197,000,000","-319,000,000","1,296,000,000","189,000,000","435,000,000","31,000,000","388,000,000","286,000,000","358,000,000","379,000,000","265,000,000","112,000,000","1,237,000,000","37,000,000","-60,000,000","190,000,000","113,000,000","-21,000,000","-283,000,000","25,000,000","-179,000,000","-411,000,000","180,000,000","468,000,000","646,000,000","427,000,000","597,000,000","454,000,000","593,232,310","357,811,680","538,755,080","194,626,120","280,953,400","137,776,670","326,153,960","354,918,130","354,323,970","354,857,800","-358,617,780","-396,460,740","-395,982,720","-396,090,080","-650,072,950","-600,495,000","-353,727,770","-1,376,536,000","-1,880,211,020","-1,817,724,700","-280,841,400","-281,088,500","-751,482,800","-396,269,700","191,785,800","192,921,950","146,075,540","278,880,360","70,337,270","70,102,100","4,929,800","-15,899,760","188,253,910","188,574,820","182,125,330","154,688,842","154,189,975","153,297,001","266,087,388","325,849,244","320,729,623","311,465,891","316,442,860","312,591,270","313,192,332","310,651,479","278,594,298","259,342,590","254,661,756","255,894,624","129,741,696","126,042,264","130,042,197","134,724,096","-268,085,595","-221,174,900","-224,400,259","-216,527,888","107,358,012","67,050,876","69,412,564","74,876,880","134,332,023","196,987,455","214,566,216","201,411,876"
			NetIncomeDiscontinuousOperations,"3,819,000,000","0","-40,000,000","0","3,859,000,000","111,000,000","122,000,000","50,000,000",,,,,,,"0","0","0","0",,,,,,,,,"0","0","0","0",,,"0","0","0","0","0","0",,,"0",,,,,"0","0","0","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-6,000,000","-2,000,000","-2,000,000","0","-2,000,000","-4,000,000","-6,000,000","-7,000,000","-6,000,000","-5,000,000","-6,000,000","1,000,000","-10,000,000","-4,000,000","3,000,000","2,000,000","-10,000,000","-6,000,000","-9,000,000","-7,000,000","-13,000,000","-14,000,000","-12,000,000","-14,000,000","-22,000,000","-16,000,000","-436,000,000","-204,000,000","-293,000,000","-114,000,000","-286,000,000","-247,000,000","-255,000,000","-275,000,000","-222,000,000","-158,000,000","71,000,000","-8,000,000","-33,000,000","-20,000,000","-23,000,000","-4,000,000","-18,000,000","-4,000,000","11,000,000","1,000,000","17,000,000","28,000,000","-42,000,000","-22,000,000","-27,000,000","-22,000,000","-33,983,420","-17,965,440","-18,235,440","-4,727,760","-50,086,400","-13,200,160",,,,,,,,,,,"14,774,870","-679,115,500",,,"119,785,400",,,,"31,768,200",,,,"-39,892,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,000,000","42,000,000","22,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"4,311,000,000","-1,696,000,000","1,536,000,000","-179,000,000","4,650,000,000","615,000,000","1,287,000,000","557,000,000","748,000,000","1,016,000,000","798,000,000","911,000,000","1,145,000,000","637,000,000","412,000,000","608,000,000","311,000,000","472,000,000","242,000,000","-306,000,000","320,000,000","78,000,000","408,000,000","174,000,000","175,000,000","-335,000,000","860,000,000","-15,000,000","142,000,000","-83,000,000","102,000,000","39,000,000","103,000,000","104,000,000","43,000,000","-46,000,000","1,308,000,000","29,000,000","285,000,000","170,000,000","90,000,000","-25,000,000","-281,000,000","21,000,000","-168,000,000","-410,000,000","163,000,000","440,000,000","604,000,000","405,000,000","570,000,000","432,000,000","593,232,310","357,811,680","452,755,080","194,626,120","280,953,400","137,776,670","237,153,960","354,918,130","354,323,970","354,857,800","-396,617,780","-396,460,740","-395,982,720","-396,090,080","-602,072,950","-600,495,000","-353,727,770","-1,376,536,000","-1,565,211,020","-1,817,724,700","-280,841,400","-281,088,500","-405,482,800","-396,269,700","191,785,800","192,921,950","232,075,540","278,880,360","70,337,270","70,102,100","4,929,800","-15,899,760","188,253,910","188,574,820","182,125,330","154,688,842","154,189,975","153,297,001","266,087,388","325,849,244","320,729,623","311,465,891","316,442,860","312,591,270","313,192,332","310,651,479","278,594,298","259,342,590","254,661,756","255,894,624","129,741,696","126,042,264","130,042,197","134,724,096","-268,085,595","-221,174,900","-224,400,259","-216,527,888","107,358,012","67,050,876","69,412,564","74,876,880","134,332,023","196,987,455","214,566,216","201,411,876"
BasicEPS,,"-1.08",,"-0.11","2.97","0.4",,"0.36","0.48","0.66",,"0.593","0.745","0.416",,"0.402","0.206","0.312",,"-0.202","0.212","0.052",,"0.143","0.143","-0.275",,"-0.013","0.049","-0.068",,"0.032","0.084","0.061",,"-0.037","1.074","0",,"0.16","0.032","-0.02",,"0.02","-0.136","-0.331",,"0.356","0.486","0.316",,"0.344","0.458","1.001",,"0.435","0.168","0.109",,"0.312","0.312","0.312",,"-0.405","-0.405","-0.405",,"-0.504","-0.816","-3.177",,"-2.89","-0.648","-0.649",,"-1.079","0.344","0.348",,"0.487","0.135","0.135",,"-0.206","0.512","0.511",,"0.28","0.273","0.279",,"0.956","0.941","0.914",,"0.849","0.851","0.844",,"0.092","0.09","0.091",,"0.243","0.251","0.26",,"-0.511","-0.518","-0.5",,"0.273","0.283","0.305",,"0.698","0.76","0.714"
DilutedEPS,,"-1.08",,"-0.11","2.96","0.39",,"0.36","0.48","0.65",,"0.584","0.737","0.411",,"0.388","0.199","0.306",,"-0.202","0.212","0.052",,"0.142","0.142","-0.275",,"-0.013","0.049","-0.068",,"0.032","0.084","0.061",,"-0.037","1.074","0",,"0.16","0.032","-0.02",,"0.02","-0.136","-0.331",,"0.353","0.484","0.314",,"0.341","0.458","0.999",,"0.435","0.168","0.109",,"0.312","0.312","0.312",,"-0.405","-0.405","-0.405",,"-0.504","-0.816","-3.177",,"-2.89","-0.648","-0.649",,"-1.079","0.344","0.348",,"0.487","0.135","0.135",,"-0.206","0.512","0.511",,"0.28","0.273","0.279",,"0.956","0.941","0.914",,"0.849","0.851","0.844",,"0.092","0.09","0.091",,"0.243","0.251","0.26",,"-0.511","-0.518","-0.5",,"0.273","0.283","0.305",,"0.698","0.76","0.714"
BasicAverageShares,,"1,568,001,000",,"1,567,466,000","1,567,216,000","1,553,890,000",,"1,550,618,000","1,550,298,000","1,542,107,000",,"1,537,294,000","1,537,292,000","1,529,948,000",,"1,512,811,000","1,512,165,000","1,511,426,000",,"1,511,370,000","1,511,083,000","1,508,310,000",,"1,218,007,000","1,216,269,000","1,218,181,818",,"1,215,921,000","1,215,824,966","1,228,341,000",,"1,215,825,000","1,215,830,000","1,241,317,000",,"1,237,316,000","1,217,877,095","1,236,959,000",,"1,053,679,000","1,053,679,000","1,236,884,000",,"1,236,884,000","1,236,884,000","1,236,884,000",,"1,236,884,000","1,242,278,000","1,243,996,000",,"1,256,266,000","1,266,937,000","1,271,900,000",,"1,271,171,843","1,087,923,233","1,191,206,918",,"1,136,847,710","1,136,122,881","1,136,082,983",,"979,145,978","978,723,404","979,133,226",,"1,191,286,590","433,220,490","433,217,156",,"629,074,087","433,220,490","433,244,916",,"367,399,890","367,399,890","554,098,361",,"572,625,698","367,399,890","519,379,845",,"77,272,727","367,735,849","369,090,909",,"552,424,242","564,333,333","550,333,333",,"340,849,057","340,849,057","340,849,057",,"368,207,547","368,207,547","368,207,547",,"2,822,500,000","2,822,500,000","2,822,500,000",,"519,000,000","519,000,000","519,000,000",,"433,166,667","433,166,667","433,166,667",,"245,263,158","245,263,158","245,263,158",,"282,209,302","282,209,302","282,209,302"
DilutedAverageShares,,"1,568,001,000",,"1,571,155,000","1,570,180,000","1,569,868,000",,"1,568,788,000","1,568,497,000","1,566,402,000",,"1,558,936,000","1,553,791,000","1,551,534,000",,"1,565,634,000","1,560,707,000","1,511,426,000",,"1,511,370,000","1,511,083,000","1,508,310,000",,"1,229,446,000","1,230,776,000","1,218,181,818",,"1,215,921,000","1,215,824,966","1,228,341,000",,"1,227,737,000","1,227,273,000","1,246,258,000",,"1,237,316,000","1,217,877,095","1,248,497,000",,"1,053,679,000","1,059,236,000","1,236,884,000",,"1,238,597,000","1,238,001,000","1,236,884,000",,"1,244,973,000","1,248,053,000","1,250,203,000",,"1,264,105,000","1,266,937,000","1,271,900,000",,"1,271,171,843","1,087,923,233","1,191,206,918",,"1,136,847,710","1,136,122,881","1,136,082,983",,"979,145,978","978,723,404","979,133,226",,"1,191,286,590","433,220,490","433,217,156",,"629,074,087","433,220,490","433,244,916",,"367,399,890","367,399,890","554,098,361",,"572,625,698","367,399,890","519,379,845",,"77,272,727","367,735,849","369,090,909",,"552,424,242","564,333,333","550,333,333",,"340,849,057","340,849,057","340,849,057",,"368,207,547","368,207,547","368,207,547",,"2,822,500,000","2,822,500,000","2,822,500,000",,"519,000,000","519,000,000","519,000,000",,"433,166,667","433,166,667","433,166,667",,"245,263,158","245,263,158","245,263,158",,"282,209,302","282,209,302","282,209,302"
TotalExpenses,"101,110,000,000","21,250,000,000","27,591,000,000","26,825,000,000","25,444,000,000","23,371,000,000","28,095,000,000","26,580,000,000","27,624,000,000","25,555,000,000","27,287,000,000","24,773,000,000","25,360,000,000","26,275,000,000","28,378,000,000","25,584,000,000","26,857,000,000","25,318,000,000","27,373,000,000","27,120,000,000","27,917,000,000","25,650,000,000","26,033,000,000","22,627,000,000","22,407,000,000","21,503,000,000","23,070,000,000","19,917,000,000","21,296,000,000","19,139,000,000","20,708,000,000","19,566,000,000","20,514,000,000","19,355,000,000","19,976,000,000","16,697,000,000","12,628,000,000","8,959,000,000","-4,859,000,000","12,893,000,000","14,185,000,000","12,547,000,000","13,771,000,000","11,710,000,000","12,894,000,000","11,395,000,000","12,633,000,000","13,523,000,000","16,870,000,000","15,120,000,000","15,181,000,000","13,113,000,000","14,225,755,120","13,061,623,440","13,538,431,280","11,241,037,360","12,953,595,200","12,224,173,170",,,,,,,,,,,"11,957,215,380","11,274,964,750",,,"13,623,324,400",,,,"15,755,850,600",,,,"15,570,781,920",,,,"12,320,054,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"4,311,000,000","-1,696,000,000","1,536,000,000","-179,000,000","4,650,000,000","615,000,000","1,287,000,000","557,000,000","748,000,000","1,016,000,000","798,000,000","911,000,000","1,145,000,000","637,000,000","412,000,000","608,000,000","311,000,000","472,000,000","242,000,000","-306,000,000","320,000,000","78,000,000","408,000,000","174,000,000","175,000,000","-335,000,000","860,000,000","-15,000,000","142,000,000","-83,000,000","102,000,000","39,000,000","103,000,000","104,000,000","43,000,000","-46,000,000","1,308,000,000","29,000,000","285,000,000","170,000,000","90,000,000","-25,000,000","-281,000,000","21,000,000","-168,000,000","-410,000,000","71,000,000","468,000,000","646,000,000","427,000,000","570,000,000","432,000,000","593,232,310","357,811,680","452,755,080","194,626,120","280,953,400","137,776,670","237,153,960","354,918,130","354,323,970","354,857,800","-396,617,780","-396,460,740","-395,982,720","-396,090,080","-602,072,950","-600,495,000","-353,727,770","-1,376,536,000","-1,565,211,020","-1,817,724,700","-280,841,400","-281,088,500","-405,482,800","-396,269,700","191,785,800","192,921,950","232,075,540","278,880,360","70,337,270","70,102,100","4,929,800","-15,899,760","188,253,910","188,574,820","182,125,330","154,688,842","154,189,975","153,297,001","266,087,388","325,849,244","320,729,623","311,465,891","316,442,860","312,591,270","313,192,332","310,651,479","278,594,298","259,342,590","254,661,756","255,894,624","129,741,696","126,042,264","130,042,197","134,724,096","-268,085,595","-221,174,900","-224,400,259","-216,527,888","107,358,012","67,050,876","69,412,564","74,876,880","134,332,023","196,987,455","214,566,216","201,411,876"
NormalizedIncome,"496,800,000","-1,696,600,000","1,670,025,906.736","-208,970,000","741,705,405.405","611,244,444.444","1,388,560,000","492,704,171.934","701,408,181.027","957,048,917.402","1,057,200,000","838,326,388.889","1,058,330,000","608,200,000","624,000,000","559,250,000","307,800,000","446,800,000","66,000,000","-315,600,000","323,200,000","76,400,000","419,115,311.909","201,720,000","165,760,000","93,432,735.426","1,236,530,000","-14,230,000","125,540,540.541","-52,200,000","297,928,429.423","32,160,000","139,338,345.865","95,982,692.308","-595,316,195.373","-23,800,000","1,335,266,715.65","31,960,000","79,080,000","148,400,000","72,720,000","-23,560,000","-181,640,000","25,320,000","-63,600,000","-408,560,000","186,500,000","470,080,000","646,676,439.791","424,314,465.409","541,935,897.436","464,845,659.164","597,994,381.486","367,629,820.287","724,699,403.77","273,718,317.012","283,815,415.562","139,925,806.37","237,153,960","354,918,130","354,323,970","354,857,800","-396,617,780","-396,460,740","-395,982,720","-396,090,080","-602,072,950","-600,495,000","-353,727,770","-1,376,536,000","-1,565,211,020","-1,817,724,700","-280,841,400","-281,088,500","-405,482,800","-396,269,700","191,785,800","192,921,950","232,075,540","278,880,360","70,337,270","70,102,100","4,929,800","-15,899,760","188,253,910","188,574,820","182,125,330","154,688,842","154,189,975","153,297,001","266,087,388","325,849,244","320,729,623","311,465,891","316,442,860","312,591,270","313,192,332","310,651,479","278,594,298","259,342,590","254,661,756","255,894,624","129,741,696","126,042,264","130,042,197","134,724,096","-268,085,595","-221,174,900","-224,400,259","-216,527,888","107,358,012","67,050,876","69,412,564","74,876,880","134,332,023","196,987,455","214,566,216","201,411,876"
InterestIncome,"252,000,000","41,000,000","70,000,000","67,000,000","74,000,000","50,000,000","70,000,000","63,000,000","44,000,000","51,000,000","51,000,000","38,000,000","47,000,000","46,000,000","69,000,000","57,000,000","50,000,000","50,000,000",,,"73,000,000","57,000,000","69,000,000","53,000,000","55,000,000",,,,,"51,000,000",,,"127,000,000",,,,,,,,,,,,,,,,,,"340,000,000","328,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"835,000,000","199,000,000","38,000,000","300,000,000","298,000,000","301,000,000","97,000,000","278,000,000","300,000,000","304,000,000","147,000,000","315,000,000","368,000,000","416,000,000","185,000,000","492,000,000","412,000,000","480,000,000","878,000,000","620,000,000",,"663,000,000",,,"561,000,000","493,000,000","734,000,000","489,000,000","502,000,000","494,000,000",,,"499,000,000",,,,"230,000,000","138,000,000","362,000,000","181,000,000","301,000,000","250,000,000","218,000,000","164,000,000","161,000,000","210,000,000","345,000,000","161,000,000","231,000,000","210,000,000","444,000,000","355,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-931,000,000","-187,000,000","-215,000,000","-273,000,000","-256,000,000","-238,000,000","-262,000,000","-245,000,000","-291,000,000","-297,000,000","-333,000,000","-316,000,000","-365,000,000","-423,000,000","-460,000,000","-504,000,000","-471,000,000","-499,000,000","-513,000,000","-620,000,000","-627,000,000","-606,000,000","-537,000,000","-511,000,000","-506,000,000","-493,000,000","-530,000,000","-489,000,000","-502,000,000","-443,000,000","-404,000,000","-399,000,000","-466,000,000","-375,000,000","-362,000,000","-543,000,000","-230,000,000","-138,000,000","334,000,000","-181,000,000","-301,000,000","-250,000,000","-218,000,000","-164,000,000","-161,000,000","-210,000,000","-345,000,000","-161,000,000","-231,000,000","-210,000,000","119,000,000","-118,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"3,267,000,000","-670,000,000","1,968,000,000","561,000,000","1,408,000,000","1,021,000,000","1,178,000,000","1,069,000,000","1,449,000,000","1,551,000,000","1,492,000,000","1,755,000,000","2,675,000,000","1,485,000,000","1,114,000,000","1,305,000,000","981,000,000","1,275,000,000","490,000,000","360,000,000","1,311,000,000","849,000,000","983,000,000","926,000,000","1,016,000,000","47,000,000","660,000,000","856,000,000","1,057,000,000","654,000,000","1,186,000,000","871,000,000","1,031,000,000","866,000,000","1,049,000,000","855,000,000","1,591,000,000","291,000,000","102,000,000","616,000,000","675,000,000","407,000,000","99,000,000","292,000,000","145,000,000","-150,000,000","266,000,000","836,000,000","1,186,000,000","846,000,000","1,146,000,000","977,000,000","952,274,530","610,076,400","359,598,400","555,511,800","664,427,400","325,878,950","-31,883,575,180","11,623,360,960","11,612,575,800","11,631,621,540","-34,494,203,000","11,620,401,000","11,609,754,240","11,607,549,660","-36,845,211,150","12,272,402,100","1,093,340,380","1,004,944,500","-46,892,091,620","16,665,345,620","519,405,600","14,153,092,800","-42,310,326,500","15,056,053,200","263,558,400","14,732,844,300","-46,049,535,440","15,608,230,880","237,257,060","15,783,435,500","-36,957,299,310","10,784,713,680","81,425,370","12,422,993,302","-33,311,181,798","12,012,950,488","11,978,821,525","11,908,697,856","-36,435,422,205","12,739,776,504","12,539,613,918","12,177,428,406","-31,427,382,650","10,210,113,470","10,229,745,852","10,146,754,419","-28,045,530,483","9,835,875,920","9,658,349,728","9,705,107,712","-25,107,794,430","8,711,649,480","8,988,112,415","9,311,710,720","-20,767,821,878","6,766,726,500","6,865,404,615","6,624,553,680","11,678,869,917","7,294,084,941","7,550,999,599","8,145,431,580","-28,306,012,784","9,989,220,045","10,880,637,784","10,213,582,124"
