name,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,06/30/1996,06/30/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991,06/30/1990,06/30/1989,06/30/1988,06/30/1987,06/30/1986
TotalAssets,"12,001,333,000","12,479,478,000","12,122,765,000","12,271,528,000","9,364,648,000","7,993,306,000","7,250,315,000","8,004,652,000","4,057,394,000","2,487,392,000","1,951,871,000","2,806,755,000","2,101,605,000","2,313,344,000","1,448,815,000","1,198,626,000","1,198,275,000","1,632,291,000","1,871,775,000","1,244,837,000","979,451,000","1,150,772,000","965,449,000","969,365,000","682,649,000","381,500,000","268,800,000","156,600,000","116,900,000","106,200,000","95,900,000","66,300,000","44,900,000","48,200,000"
	CurrentAssets,"8,560,409,000","9,149,911,000","9,142,498,000","9,214,911,000","6,270,849,000","4,783,662,000","3,793,829,000","4,415,109,000","3,276,792,000","1,756,661,000","1,195,827,000","1,917,707,000","1,416,361,000","1,706,369,000","1,244,836,000","896,388,000","872,776,000","1,355,424,000","1,576,606,000","1,021,335,000","738,870,000","897,089,000","746,038,000","776,845,000","526,133,000","297,700,000","214,200,000","117,800,000","90,600,000","87,500,000","79,500,000","54,100,000","40,700,000","41,900,000"
		CashCashEquivalentsAndShortTermInvestments,"5,431,203,000","4,949,595,000","6,041,162,000","6,827,934,000","4,076,486,000","3,065,644,000","2,497,218,000","2,862,683,000","2,122,247,000","826,457,000","579,388,000","1,058,736,000","670,691,000","1,050,339,000","809,253,000","429,472,000","507,413,000","874,205,000","864,559,000","371,722,000","311,801,000","397,156,000","164,245,000","130,484,000","101,009,000","24,100,000","67,300,000","25,800,000","12,100,000","15,600,000","14,600,000","11,800,000","25,700,000","23,400,000"
			CashAndCashEquivalents,"3,658,219,000","4,512,257,000","2,377,534,000","5,039,322,000","1,501,539,000","1,452,677,000","1,162,473,000","1,564,752,000","1,492,132,000","545,767,000","374,167,000","732,537,000","573,967,000","910,815,000","482,250,000","163,403,000","167,343,000","172,431,000","221,659,000","70,056,000","37,965,000","13,509,000","125,725,000","62,879,000","43,675,000","24,100,000","67,300,000","25,800,000","12,100,000","15,600,000","14,600,000","11,800,000","25,700,000","23,400,000"
			OtherShortTermInvestments,"1,772,984,000","437,338,000","3,663,628,000","1,788,612,000","2,574,947,000","1,612,967,000","1,334,745,000","1,297,931,000","630,115,000","280,690,000","205,221,000","326,199,000","96,724,000","139,524,000","327,003,000","266,069,000","340,070,000","701,774,000","642,900,000","301,666,000","273,836,000","383,647,000","38,520,000","67,605,000","57,334,000",,,,,,,,,
		Receivables,"1,455,522,000","2,176,936,000","1,673,398,000","1,262,145,000","1,093,582,000","800,616,000","602,624,000","765,818,000","590,568,000","499,890,000","253,585,000","412,356,000","410,013,000","407,347,000","232,005,000","245,508,000","107,602,000","132,113,000","248,910,000","323,935,000","170,531,000","176,029,000","223,123,000","256,767,000","195,682,000","120,300,000","68,700,000","43,900,000","28,100,000","28,300,000","31,900,000","20,000,000","7,200,000","9,700,000"
			AccountsReceivable,"1,455,522,000","2,176,936,000","1,673,398,000","1,262,145,000","1,093,582,000","800,616,000","602,624,000","765,818,000","590,568,000","499,890,000","253,585,000","412,356,000","410,013,000","407,347,000","232,005,000","245,508,000","107,602,000","132,113,000","248,910,000","323,935,000","170,531,000","176,029,000","217,723,000","256,767,000","195,682,000",,,,,,,,,
				GrossAccountsReceivable,"1,460,543,000","2,182,279,000",,,,,,"771,066,000","595,288,000",,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,021,000","-5,343,000",,,,,,"-5,248,000","-4,720,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,"5,400,000",,,,,,,,,,,
		Inventory,"1,540,140,000","1,876,162,000","1,232,916,000","971,911,000","943,346,000","740,503,000","559,317,000","632,853,000","396,607,000","318,479,000","233,410,000","282,218,000","235,431,000","168,714,000","110,051,000","108,249,000","112,016,000","180,799,000","284,757,000","227,169,000","183,716,000","220,610,000","253,762,000","322,366,000","171,401,000","115,600,000","70,800,000","44,200,000","44,800,000","36,700,000","30,600,000","21,400,000","6,600,000","6,300,000"
			RawMaterials,"994,738,000","916,438,000","625,600,000","536,844,000","566,645,000","449,623,000","312,484,000","342,283,000","212,979,000","159,574,000","145,421,000","157,135,000","122,530,000","78,038,000","51,251,000","45,070,000","67,259,000","108,595,000","158,508,000","153,721,000","123,311,000","147,794,000","133,995,000",,,,,,,,,,,
			WorkInProcess,"174,219,000","222,921,000","213,066,000","151,406,000","141,264,000","126,564,000","101,530,000","118,566,000","69,013,000","67,114,000","35,487,000","54,684,000","43,935,000","29,980,000","24,492,000","41,353,000","27,034,000","45,309,000","74,170,000","53,221,000","44,181,000","52,374,000","88,413,000",,,,,,,,,,,
			FinishedGoods,"371,183,000","736,803,000","394,250,000","283,661,000","235,437,000","164,316,000","145,303,000","172,004,000","114,615,000","91,791,000","52,502,000","70,399,000","68,966,000","60,696,000","34,308,000","21,826,000","17,723,000","26,895,000","52,079,000","20,227,000","16,224,000","20,442,000","31,354,000",,,,,,,,,,,
		PrepaidAssets,"133,544,000","147,218,000","195,022,000","152,921,000","157,435,000","176,899,000","106,996,000","105,973,000","88,935,000","65,677,000","60,401,000","67,649,000","38,499,000","26,344,000","16,867,000","10,428,000","12,679,000","43,080,000","20,855,000","22,001,000","17,177,000","25,809,000","13,092,000","17,193,000","25,263,000",,,,,,,,,
		CurrentDeferredAssets,,,,,,,"27,674,000","47,782,000","78,435,000","46,158,000","69,043,000","96,748,000","61,727,000","53,625,000","76,660,000","102,731,000","133,066,000","125,227,000","157,525,000","76,508,000","55,645,000","77,485,000","73,761,000","50,035,000","32,778,000",,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,"27,674,000","47,782,000","78,435,000","46,158,000","69,043,000","96,748,000","61,727,000","53,625,000","76,660,000","102,731,000","133,066,000","125,227,000","157,525,000","76,508,000","55,645,000","77,485,000","73,761,000","50,035,000","32,778,000",,,,,,,,,
		OtherCurrentAssets,"133,544,000","147,218,000","195,022,000","152,921,000","157,435,000","176,899,000","106,996,000","105,973,000","88,935,000","65,677,000","60,401,000",,,,,,,,,,,,"18,055,000",,,"37,700,000","7,400,000","3,900,000","5,600,000","6,900,000","2,400,000","900,000","1,200,000","2,500,000"
	TotalNonCurrentAssets,"3,440,924,000","3,329,567,000","2,980,267,000","3,056,617,000","3,093,799,000","3,209,644,000","3,456,486,000","3,589,543,000","780,602,000","730,731,000","756,044,000","889,048,000","685,244,000","606,975,000","203,979,000","302,238,000","325,499,000","276,867,000","295,169,000","223,502,000","240,581,000","253,683,000","219,411,000","192,520,000","156,516,000","83,800,000","54,600,000","38,800,000","26,300,000","18,700,000","16,400,000","12,200,000","4,200,000","6,300,000"
		NetPPE,"1,059,077,000","902,547,000","685,595,000","639,608,000","621,418,000","543,496,000","603,910,000","584,596,000","270,458,000","200,336,000","215,666,000","235,735,000","113,725,000","49,893,000","41,082,000","42,444,000","48,771,000","67,496,000","126,533,000","119,192,000","103,337,000","144,252,000","184,500,000","170,839,000","117,571,000","61,700,000","43,500,000","29,200,000","24,100,000","16,400,000","12,900,000","10,000,000","3,500,000","4,000,000"
			GrossPPE,"2,022,759,000","1,736,156,000","1,442,875,000","1,361,326,000","1,250,961,000","1,096,795,000","1,053,012,000","944,519,000","592,732,000","477,288,000","470,412,000","451,906,000","298,412,000","213,140,000","209,405,000","201,568,000","244,761,000","267,881,000","319,364,000","281,382,000","229,441,000","294,786,000","300,189,000","254,639,000","170,971,000","72,200,000","54,000,000","39,700,000","45,300,000","32,800,000","23,400,000","17,000,000","7,000,000","6,100,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,
				LandAndImprovements,"46,155,000","46,155,000","46,155,000","46,047,000","53,391,000","52,784,000","65,360,000","65,228,000","14,758,000","15,788,000","16,550,000","16,785,000","1,626,000",,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"664,061,000","530,032,000","248,177,000","213,364,000","238,631,000","199,544,000","249,126,000","231,536,000","65,429,000","62,085,000","64,488,000","91,774,000","51,888,000","38,950,000","41,574,000","41,256,000","57,497,000","65,749,000","89,587,000","79,162,000","90,902,000","95,075,000","97,263,000",,,,,,,,,,,
				MachineryFurnitureEquipment,"1,312,543,000","1,159,969,000","1,038,639,000","1,005,266,000","877,040,000","763,898,000","662,301,000","593,428,000","456,712,000","344,115,000","337,259,000","343,347,000","244,898,000","174,190,000","167,831,000","160,312,000","187,264,000","202,132,000","229,777,000","202,220,000","138,539,000","199,711,000","202,926,000","254,639,000","170,971,000",,,,,,,,,
				Leases,,,"109,904,000","96,649,000","81,899,000","80,569,000","76,225,000","54,327,000","55,833,000","55,300,000","52,115,000",,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-963,682,000","-833,609,000","-757,280,000","-721,718,000","-629,543,000","-553,299,000","-449,102,000","-359,923,000","-322,274,000","-276,952,000","-254,746,000","-216,171,000","-184,687,000","-163,247,000","-168,323,000","-159,124,000","-195,990,000","-200,385,000","-192,831,000","-162,190,000","-126,104,000","-150,534,000","-115,689,000","-83,800,000","-53,400,000","-10,500,000","-10,500,000","-10,500,000","-21,200,000","-16,400,000","-10,500,000","-7,000,000","-3,500,000","-2,100,000"
		GoodwillAndOtherIntangibleAssets,"1,701,547,000","1,802,740,000","1,796,668,000","1,951,197,000","2,115,649,000","2,360,303,000","2,526,541,000","2,686,730,000","216,616,000","236,906,000","260,787,000","403,187,000","130,650,000",,,,,,,,,,,,,,,,,,,,,
			Goodwill,"1,484,597,000","1,484,904,000","1,385,673,000","1,386,276,000","1,387,509,000","1,466,225,000","1,452,196,000","1,446,303,000","169,182,000","169,182,000","169,182,000","281,298,000","59,741,000",,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"216,950,000","317,836,000","410,995,000","564,921,000","728,140,000","894,078,000","1,074,345,000","1,240,427,000","47,434,000","67,724,000","91,605,000","121,889,000","70,909,000",,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,"165,256,000","165,234,000","178,439,000",,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,"0","3,892,000","26,218,000","17,007,000","19,793,000","27,414,000","38,533,000","43,224,000","106,505,000","87,032,000","86,231,000","19,767,000","12,317,000","51,745,000","26,397,000",,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,"0","3,892,000","26,218,000","17,007,000","19,793,000","27,414,000","38,533,000","43,224,000","106,505,000","87,032,000","86,231,000","19,767,000","12,317,000","51,745,000","26,397,000",,,,,,,,,,,,
		OtherNonCurrentAssets,"680,300,000","624,280,000","498,004,000","465,812,000","356,732,000","305,845,000","326,035,000","318,217,000","124,380,000","102,037,000","84,145,000","230,333,000","413,455,000","518,549,000","119,673,000","153,289,000","189,696,000","123,140,000","148,869,000","91,993,000","85,499,000","83,034,000","34,911,000","21,681,000","38,945,000","22,100,000","11,100,000","9,600,000","2,200,000","2,300,000","3,500,000","2,200,000","700,000","2,300,000"
TotalLiabilitiesNetMinorityInterest,"7,278,029,000","5,899,435,000","5,135,453,000","6,169,459,000","4,019,696,000","2,780,222,000","2,574,523,000","2,682,528,000","1,587,549,000","719,257,000","498,782,000","1,022,811,000","925,285,000","917,195,000","381,919,000","386,160,000","549,191,000","957,235,000","1,159,402,000","609,413,000","570,495,000","627,683,000","374,812,000","359,579,000","287,387,000","204,700,000","138,500,000","50,000,000","55,600,000","51,800,000","38,800,000","19,600,000","5,100,000","5,700,000"
	CurrentLiabilities,"2,371,650,000","3,150,308,000","2,950,115,000","2,419,802,000","2,631,361,000","1,582,001,000","1,404,475,000","1,426,928,000","684,286,000","558,657,000","340,763,000","637,679,000","672,798,000","566,226,000","379,133,000","376,606,000","216,982,000","597,544,000","499,684,000","287,756,000","243,995,000","293,509,000","329,106,000","306,653,000","188,747,000","125,800,000","59,500,000","36,300,000","33,700,000","35,700,000","26,400,000","16,200,000","4,800,000","5,300,000"
		PayablesAndAccruedExpenses,"859,180,000","1,121,241,000","824,660,000","689,260,000","541,916,000","448,433,000","357,735,000","412,803,000","315,984,000","430,496,000","289,628,000","479,220,000","274,705,000","426,141,000","289,425,000","265,737,000","166,662,000","218,818,000","239,887,000","280,124,000","223,429,000","276,145,000","273,265,000","268,757,000","181,175,000","66,100,000","29,700,000","16,100,000","16,500,000",,,,,
			Payables,"585,355,000","870,739,000","632,508,000","482,974,000","387,137,000","346,689,000","239,674,000","283,523,000","214,724,000","121,099,000","49,606,000","89,158,000","117,617,000","108,504,000","60,218,000","93,394,000","35,518,000","59,806,000","56,568,000","76,648,000","51,216,000","67,703,000","113,661,000","112,883,000","82,542,000","66,100,000","29,700,000","16,100,000","16,500,000",,,,,
				AccountsPayable,"376,561,000","510,983,000","464,643,000","348,199,000","300,203,000","223,515,000","200,254,000","258,778,000","163,541,000","121,099,000","49,606,000","89,158,000","117,617,000","108,504,000","60,218,000","93,394,000","35,518,000","59,806,000","56,568,000","76,648,000","51,216,000","67,703,000","113,661,000","112,883,000","82,542,000","66,100,000","29,700,000","16,100,000","16,500,000",,,,,
				TotalTaxPayable,"49,926,000","185,384,000","95,127,000","86,723,000","39,275,000","93,934,000","39,420,000","24,745,000","51,183,000",,"102,999,000",,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,"51,183,000",,"102,999,000",,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,"158,868,000","174,372,000","72,738,000","48,052,000","47,659,000","29,240,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"273,825,000","250,502,000","192,152,000","206,286,000","154,779,000","101,744,000","118,061,000","129,280,000","101,260,000","309,397,000","240,022,000","390,062,000","157,088,000","317,637,000","229,207,000","172,343,000","131,144,000","159,012,000","183,319,000","203,476,000","172,213,000","208,442,000","159,604,000","155,874,000","98,633,000",,,,,,,,,
		CurrentProvisions,"127,932,000","192,480,000","161,981,000","100,321,000","93,209,000","68,324,000","52,252,000","63,988,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"336,090,000","506,471,000","447,363,000","331,528,000","314,516,000","311,054,000","254,795,000","274,165,000","206,313,000",,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"667,131,000","610,030,000","908,439,000","949,494,000","1,359,650,000","518,267,000","514,655,000","511,139,000","4,782,000","4,967,000","5,348,000","30,209,000",,,,"2,500,000","5,011,000","315,291,000","8,963,000","7,632,000","20,566,000","17,364,000","55,841,000","37,896,000","7,572,000","6,800,000","7,300,000","6,100,000","4,900,000","1,400,000","4,300,000","1,300,000","500,000","700,000"
