name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
			OtherGandA,"578,395,000","438,164,000",,,"474,744,000","405,348,000","-665,897,000","405,139,000","374,483,000","125,436,000","120,901,000","360,026,000","359,466,000","114,482,000","90,429,000","318,946,000","305,337,000","121,155,000","171,226,000","295,983,000","273,493,000","127,183,000","160,122,000","286,954,000","287,358,000","134,279,000","141,931,000","253,787,000","244,852,000","137,225,000","-6,772,994,000","2,444,232,000","277,201,000",,"316,032,000","241,001,000","242,802,000","1,275,674,000","-47,840,000","257,049,000","262,977,000","284,407,000","261,504,000","259,131,000","230,315,000",,,,,,,"3,862,713,867.4",,,,"1,620,792,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"4,918,283,000","1,209,040,000",,,"1,250,306,000","1,277,046,000","1,259,983,000","1,269,825,000","1,226,596,000","1,214,376,000","1,140,293,000","1,135,698,000","1,141,402,000","1,157,785,000","1,216,290,000","1,181,164,000","1,117,627,000","1,203,948,000","1,205,791,000","1,141,047,000","1,236,726,000","1,243,330,000","1,202,632,000","1,283,699,000","1,291,568,000","1,245,073,000","1,218,582,000","1,277,921,000","1,219,420,000","1,195,598,000","963,407,000",,"1,148,702,000",,"1,791,424,000","1,236,615,000","1,181,601,000","896,207,000","781,539,000","1,174,645,000","1,124,242,000","617,926,000","1,171,375,000","1,158,235,000","582,303,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,"-2,332,140,000","1,060,000,000",,,"710,693,000",,,"245,544,000","223,257,000",,,"196,620,000","207,034,000",,,"100,730,000","176,814,000",,,"150,877,000","144,577,000",,,"119,230,000","130,237,000",,,"134,079,000","-1,329,781,000","656,888,000",,"656,629,000","-105,441,000","77,256,000","75,862,000","682,800,000",,,"75,629,000","196,736,000",,,"206,790,000",,,,,,,"1,099,273,071",,,,"562,905,000","551,524,156.38",,,"130,561,641",,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,"-2,332,140,000","1,060,000,000",,,"710,693,000",,,"245,544,000","223,257,000",,,"196,620,000","207,034,000",,,"100,730,000","176,814,000",,,"150,877,000","144,577,000",,,"119,230,000","130,237,000",,,"134,079,000","-1,329,781,000","656,888,000",,"656,629,000","-105,441,000","77,256,000","75,862,000","682,800,000",,,"75,629,000","196,736,000",,,"206,790,000",,,,,,,"1,099,273,071",,,,"562,905,000","551,524,156.38",,,"130,561,641",,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,,,"-961,140,000","578,000,000",,,"710,693,000",,,"163,856,000","148,483,000",,,"132,213,000","122,114,000",,,"100,730,000","91,796,000",,,"66,873,000","61,393,000",,,"40,820,000","41,834,000",,,"48,399,000","-766,824,000","351,936,000",,"360,766,000",,,,"343,722,000",,,,,,,,,,,,,,"669,688,992.6",,,,"353,822,000","348,396,161.31",,,"92,748,159",,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,"482,000,000",,,,,,"81,688,000","74,774,000",,,"64,407,000","84,920,000",,,,"85,018,000",,,"84,004,000","83,184,000",,,"78,410,000","88,403,000",,,"85,680,000","-562,957,000","304,952,000",,"295,863,000",,"77,256,000","75,862,000","339,078,000",,,"75,629,000",,,,,,,,,,,"429,584,078.4",,,,"209,083,000","203,127,995.07",,,"37,813,482",,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,"482,000,000",,,,,,"81,688,000","74,774,000",,,"64,407,000","84,920,000",,,,"85,018,000",,,"84,004,000","83,184,000",,,"78,410,000","88,403,000",,,"85,680,000","-562,957,000","304,952,000",,"295,863,000",,"77,256,000","75,862,000","339,078,000",,,"75,629,000",,,,,,,,,,,"429,584,078.4",,,,"209,083,000","203,127,995.07",,,"37,813,482",,,,,,,,,,,,,,,,,,,,,,,,,
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,"71,356,000","51,069,000",,,"56,541,000","37,250,000",,,,,,,,,"80,009,000",,"56,640,000",,,,,,,,"92,627,000",,,"134,453,000",,,,,,,"324,785,883",,,,"113,088,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherTaxes,"22,855,000","330,000",,,,,"19,409,000",,,"4,112,000","4,912,000",,,"7,298,000","13,340,000",,,,"2,082,000",,,"362,000","1,350,000",,,"417,000","190,000",,,"65,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"-1,246,616,000","98,332,000","-7,663,908,000","2,582,000,000","-1,479,228,000","102,396,000","-11,761,000","83,056,000","188,208,000","118,063,000","25,273,000","162,567,000","131,045,000","116,543,000","50,819,000","136,829,000","102,588,000","162,132,000","129,866,000","-62,352,000","-737,512,000","107,302,000","127,048,000","187,141,000","195,056,000","115,708,000","121,866,000","201,933,000","149,027,000","113,194,000","106,955,000",,"169,759,000",,"399,763,000","90,285,000",,"61,803,000","-10,762,000","81,442,000",,"116,913,000","-339,705,000","141,890,000","108,792,000","-262,087,812","82,012,424","141,981,572.76","112,220,292","-124,243,311.18","139,535,756.5",,"122,854,126.2","138,270,430.5","47,542,912.5",,,"71,464,380","2,869,020","-87,622,290","1,495,127.2",,"-11,901,613.58","-4,106,121.69","6,714,919.59","-158,693,195.45","-2,354,641.52","1,963,397.76","10,842,719.91","-11,343,684.24","6,283,905.6","4,448,996.6","6,974,731.2",,,,,,,,,,,,
OperatingIncome,"4,537,527,000","507,994,000","1,180,199,000","695,000,000","2,157,785,000","448,655,000","792,956,000","576,537,000","516,823,000","509,778,000","721,853,000","533,139,000","397,269,000","264,000,000","572,867,000","334,958,000","289,877,000","211,400,000","611,874,000","713,575,000","1,356,869,000","518,734,000","747,561,000","569,274,000","573,823,000","581,545,000","764,860,000","557,926,000","560,901,000","530,967,000","361,353,000","680,760,000","545,134,000","598,940,000","708,938,000","500,617,000","604,281,000","349,753,000","586,603,000","256,772,000","292,278,000","127,695,000","325,133,000","95,098,000","-48,061,000","613,085,756","64,311,624","-18,819,796.16","-92,577,024","259,425,319.88","-102,535,797.7","311,831,476.8","18,501,557.4","111,522,963","19,136,157.5","-125,318,000","-28,974,645.21","104,923,555","141,956,347.5","209,100,024","136,422,347.39","120,802,549.88","237,866,415.38","28,579,347.36","46,572,991.24","184,517,719.18","44,544,379.32","35,582,328.48","40,164,825.63","39,012,250.02","31,210,064.48","25,395,783.8","35,250,728.8","18,750,694.5","32,930,897","39,514,710.9","27,908,628.27","-34,523,377.13","7,112,184.42","21,006,491.25","28,129,264.8","-23,204,948.5","-6,385,500","33,592,000","38,584,038"
NetNonOperatingInterestIncomeExpense,"-1,048,532,000","-220,660,000","-1,750,223,000","-117,000,000","786,527,000","-227,351,000","-120,233,000","-127,671,000","-181,457,000","-78,874,000","-86,281,000","-148,126,000","-127,247,000","-39,181,000","-35,432,000","-75,906,000","-164,803,000","-20,270,000","56,274,000","-167,013,000","-38,229,000","-53,837,000","-83,587,000","-74,336,000","-72,705,000","-18,575,000","-143,896,000","-90,237,000","-40,881,000","-19,062,000","-35,720,000","-81,580,000","-63,636,000","-26,981,000","72,509,000","-61,450,000","-43,974,000","-20,919,000","57,934,000","-61,450,000","-58,911,000","-73,709,000","-6,309,000","-61,866,000","-69,314,000",,,,,,,"-160,879,954.8",,,,"-63,012,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"153,164,000","35,927,000","-1,249,479,000","153,000,000","1,254,413,000","44,284,000","39,869,000","81,530,000","142,983,000","66,623,000","88,094,000","160,472,000","419,542,000","156,930,000","175,199,000","209,307,000","1,171,870,000","208,170,000","221,182,000","953,040,000","159,748,000","153,262,000","168,563,000","174,530,000","287,542,000","133,895,000","188,683,000","17,755,000","308,082,000","70,216,000","-10,733,000","58,107,000","298,618,000","79,310,000","90,719,000","271,176,000","64,608,000","68,641,000","-383,985,000","122,612,000","235,650,000","42,322,000","-531,074,000","161,937,000","27,963,000",,,,,,,"50,403,961",,,,"38,917,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"961,542,000","210,182,000","275,198,000","270,000,000","467,886,000","238,491,000","83,843,000","209,201,000","324,440,000","126,108,000","111,393,000","308,598,000","546,789,000","166,135,000","169,920,000","285,213,000","1,336,673,000","192,113,000","123,486,000","1,120,053,000","197,977,000","180,785,000","206,273,000","248,866,000","360,247,000","114,344,000","284,496,000","107,992,000","348,963,000","60,741,000","-59,672,000","139,687,000","362,254,000","106,291,000","102,679,000","332,626,000","108,582,000","89,560,000","-441,919,000","184,062,000","294,561,000","80,785,000","-524,765,000","223,803,000","67,733,000",,,,,,,"211,283,915.8",,,,"101,929,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"240,154,000","46,405,000",,,,"33,144,000","76,259,000",,,"19,389,000","62,982,000",,,"29,976,000","40,711,000",,,"36,327,000","41,422,000",,,"26,314,000","45,877,000",,,"38,126,000","48,083,000",,,"28,537,000",,,,,,,,,,,,"35,246,000",,,"29,544,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"1,121,512,000","-26,787,000",,"2,000,000",,"-35,197,000","73,707,000",,,"-81,375,000","-25,716,000",,,"-54,195,000","-50,823,000",,,"-48,551,000","-3,974,000",,,"-14,434,000","-18,253,000",,,"-11,830,000","54,231,000",,,"-38,655,000","355,300,000","-83,062,000",,"-100,114,000","-206,826,000","12,261,000","-74,909,000","-11,697,000",,,"-53,646,000","14,888,000",,,"16,290,000","-284,846,268","36,490,584","-82,360,547.9","-58,817,996","175,391,957.46","-69,796,207.6","22,061,255.4","-60,861,360.6","-74,660,224","33,772,235","39,533,000","914,253.81","55,186,660","-29,788,357.5","-38,153,808","-17,658,520.18","-23,196,305.29","-27,883,862.09","-2,051,518.35","-6,691,754.71","23,400,654.23","-8,061,899.16","-10,937,714.4","-10,711,517.28","-36,741,461.84","-6,340,011.9","-5,401,372.8","-7,780,194.4","-14,169,160.1","-1,426,263.5","-8,635,297.2","699,285.31","-6,504,699.72","-4,216,061.63","-392,121.17","4,062,126.4","-23,645,422.2","9,094,500","-6,718,400","9,026,541"
	GainOnSaleOfSecurity,"10,642,000","7,219,000",,"2,000,000",,"526,000","-763,000",,,"-237,000","712,000",,,"-692,000","318,000",,,"-3,485,000","556,000",,,"1,832,000","3,133,000",,,"-1,403,000","49,637,000",,,"-26,602,000","-1,020,000","52,649,000",,,,,,,,,,,,,,,,,,,,"3,770,413",,,,"-22,787,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-298,349.39","-925,657.6","-2,266,986.72","-793,944.12","85,828.96","-1,799,142.02","-1,125,286","-1,492,672.8",,,,,,,,,,,,
	SpecialIncomeCharges,"1,110,870,000","-34,006,000",,,,"-35,723,000","74,470,000",,,"-81,138,000","-26,428,000",,,"-53,503,000","-51,141,000",,,"-45,066,000","-4,530,000",,,"-16,266,000","-21,386,000",,,"-10,427,000","4,594,000",,,"-12,053,000","356,320,000","-135,711,000",,"-100,114,000","-206,826,000","12,261,000","-74,909,000","-11,697,000","-106,132,000","0","-53,646,000","14,888,000","-53,271,000","0","16,290,000","-284,846,268","36,490,584","-82,360,547.9","-58,817,996","175,391,957.46","-69,796,207.6","18,290,842.4","-60,861,360.6","-74,660,224","33,772,235","62,320,000","914,253.81","57,668,660","-29,788,357.5","-38,153,808","-17,658,520.18","-18,955,305.29","-27,883,862.09","-2,051,518.35","-6,691,754.71","23,699,003.62","-7,136,241.56","-8,670,727.68","-9,917,573.16","-36,827,290.8","-4,540,869.88","-4,276,086.8","-6,287,521.6","-12,281,130.2","-1,426,263.5","-8,635,297.2","699,285.31","-6,504,699.72","-4,216,061.63","-392,121.17","4,062,126.4","-23,645,422.2","9,094,500","-6,718,400","9,026,541"
		WriteOff,,,,,,,"149,370,000",,,"115,715,000","77,425,000",,,"64,932,000",,,,,,,,,,,,,"44,167,000",,,"72,631,000","52,274,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"-1,117,862,000","28,386,000",,,,"35,723,000","-74,786,000",,,"80,972,000","23,325,000",,,"53,503,000","56,398,000",,,"45,066,000","28,867,000",,,"16,266,000","21,386,000",,,"10,427,000","-4,594,000",,,"12,053,000","-356,320,000","135,711,000",,"100,114,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"-6,992,000","-5,620,000",,,,,"-316,000",,,"-166,000","-3,103,000",,,,"5,257,000",,,,"24,337,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"4,610,507,000","260,547,000","552,067,000","581,000,000","2,944,312,000","186,107,000","746,430,000","448,866,000","335,366,000","349,529,000","609,856,000","385,013,000","270,022,000","170,624,000","486,612,000","259,052,000","125,074,000","142,579,000","664,174,000","546,562,000","1,318,640,000","450,463,000","645,721,000","494,938,000","501,118,000","551,140,000","675,195,000","467,689,000","520,020,000","473,250,000","680,933,000","516,118,000","481,498,000","469,845,000","574,621,000","451,428,000","485,398,000","317,137,000","538,405,000","195,322,000","179,721,000","68,874,000","265,553,000","33,232,000","-101,085,000","168,101,892","62,914,800","-18,312,274.52","-95,148,608","243,581,605.08","-113,432,545.1","173,012,777.4","17,345,467.2","112,827,691","20,027,519.5","-148,797,000","-115,787,299.35","176,931,242.5","134,344,980","101,710,854","136,756,081.14","127,245,287.59","234,263,331.98","27,968,519.34","54,200,027.98","57,820,960.85","38,018,493.24","29,082,120","37,988,207.64","20,263,628.58","25,677,983.3","16,604,830","23,333,889.6","10,977,041.7","11,552,475.5","19,422,748.8","17,568,731.55","5,461,901.55","-11,228,697.59","7,423,197.08","18,553,753.6","-38,250,432.3","-387,000","23,868,000","32,389,353"
TaxProvision,"946,573,000","98,706,000","-61,060,000","-106,000,000","922,212,000","66,073,000","114,247,000","-884,384,000","829,000","104,399,000","5,458,000","105,920,000","51,097,000","38,533,000","122,618,000","74,975,000","50,625,000","14,671,000","188,591,000","190,095,000","392,246,000","137,762,000","185,378,000","146,609,000","135,504,000","179,008,000","176,221,000","152,673,000","134,462,000","167,183,000","173,302,000","198,088,000","137,193,000","193,407,000","173,462,000","134,796,000","135,417,000","103,681,000","-1,417,245,000","70,602,000","53,757,000","38,923,000","-47,790,000","-27,579,000","42,929,000","-133,069,708","40,092,312","15,729,978.88","12,590,629","66,565,370.58","8,016,292.2","107,413,377","36,776,833.8","30,867,480.5","-454,335","100,165,000","37,229,113.38","32,613,120","37,299,487.5","27,107,199","32,988,913.72","39,283,877.63","48,593,012.87","5,753,506.35","14,307,209.01","13,572,399.96","11,776,100.28","7,850,753.76","9,126,993.21","377,705.72","8,210,221.9","4,218,450.2","6,840,859.2","-7,067,328.2","975,864.5","2,503,435.8","2,976,833.75","-2,781,936.18","-7,283,628.99","1,877,483.39","6,711,415.2","-35,543,597.2","6,579,000","8,663,200","15,929,190"
