name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
		GoodwillAndOtherIntangibleAssets,"7,174,929,000","7,023,028,000","7,137,659,000","6,904,738,000","6,949,984,000","6,955,975,000","7,071,438,000","7,426,808,000","7,440,780,000","7,520,999,000","6,774,849,000","6,861,123,000","6,848,383,000","6,942,858,000","5,669,684,000","5,719,368,000","5,729,629,000","5,982,850,000","6,105,219,000","6,131,300,000","6,249,229,000","2,422,127,000","2,421,565,000","2,422,428,000","2,423,988,000","1,885,907,000","1,510,350,000","1,475,438,000","1,390,473,000","1,389,500,000","1,184,480,000","1,136,899,000","1,123,009,000","876,934,000","788,395,000","792,083,000","795,527,000","785,683,000","787,721,000","785,108,000","787,766,000"
			Goodwill,"4,833,047,000","4,707,383,000","4,720,471,000","4,549,099,000","4,542,074,000","4,517,348,000","4,556,206,000","4,744,292,000","4,715,823,000","4,644,559,000","4,212,523,000","4,227,472,000","4,195,150,000","4,183,981,000","3,557,446,000","3,564,211,000","3,546,034,000","3,712,326,000","3,767,071,000","3,761,378,000","3,811,862,000","1,557,011,000","1,572,930,000","1,561,530,000","1,552,725,000","1,241,969,000","994,648,000","973,335,000","926,609,000","923,715,000","775,749,000","763,487,000","823,549,000","642,799,000","602,802,000","602,017,000","601,666,000","594,812,000","592,972,000","591,966,000","590,336,000"
			OtherIntangibleAssets,"2,341,882,000","2,315,645,000","2,417,188,000","2,355,639,000","2,407,910,000","2,438,627,000","2,515,232,000","2,682,516,000","2,724,957,000","2,876,440,000","2,562,326,000","2,633,651,000","2,653,233,000","2,758,877,000","2,112,238,000","2,155,157,000","2,183,595,000","2,270,524,000","2,338,148,000","2,369,922,000","2,437,367,000","865,116,000","848,635,000","860,898,000","871,263,000","643,938,000","515,702,000","502,103,000","463,864,000","465,785,000","408,731,000","373,412,000","299,460,000","234,135,000","185,593,000","190,066,000","193,861,000","190,871,000","194,749,000","193,142,000","197,430,000"
		InvestmentsAndAdvances,"30,440,000","26,250,000","26,635,000","26,506,000","42,674,000","33,032,000","39,859,000","32,859,000","32,859,000","33,526,000","40,845,000","40,763,000","36,200,000","79,717,000","90,803,000","82,626,000","76,568,000","125,176,000","121,807,000","124,086,000","141,933,000","147,512,000","162,383,000",,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,,,,,,,,"40,763,000","36,200,000","79,717,000","90,803,000","82,626,000","76,568,000","125,176,000","121,807,000","124,086,000","141,933,000","147,512,000","162,383,000",,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"224,776,000","239,387,000","234,725,000","225,361,000","147,632,000","143,913,000","145,533,000","141,702,000","114,962,000","86,203,000","86,381,000","76,940,000","71,952,000","63,837,000","66,853,000","69,650,000","59,739,000","67,704,000","73,477,000","68,007,000","72,431,000","93,942,000","89,863,000","87,989,000","100,779,000","49,877,000","50,267,000","50,988,000","90,847,000","88,110,000","86,215,000","83,010,000","45,834,000","45,310,000","47,443,000","43,172,000","42,790,000","44,613,000","43,980,000","46,446,000","47,314,000"
TotalLiabilitiesNetMinorityInterest,"8,536,925,000","8,013,884,000","8,132,220,000","7,983,948,000","7,862,297,000","7,888,642,000","8,046,048,000","7,804,413,000","7,641,837,000","7,899,876,000","6,696,211,000","6,668,142,000","6,542,694,000","6,737,533,000","5,186,003,000","5,024,061,000","5,061,821,000","5,322,562,000","5,667,667,000","5,724,550,000","5,921,369,000","2,665,633,000","2,777,845,000","2,670,537,000","2,688,342,000","2,301,203,000","1,963,075,000","1,907,371,000","1,808,048,000","1,807,053,000","1,562,769,000","1,677,875,000","1,513,056,000","977,719,000","905,879,000","954,554,000","858,173,000","938,909,000","930,380,000","972,144,000","735,496,000"
	CurrentLiabilities,"4,463,068,000","3,978,937,000","4,749,210,000","4,562,098,000","4,495,213,000","4,484,468,000","4,601,514,000","4,307,676,000","4,095,502,000","4,172,898,000","3,619,026,000","3,500,665,000","3,296,318,000","3,454,973,000","2,432,290,000","2,238,014,000","2,248,021,000","2,441,259,000","2,721,600,000","2,756,279,000","2,896,618,000","1,928,690,000","2,027,988,000","1,910,093,000","1,908,898,000","1,596,960,000","1,300,576,000","1,239,829,000","1,142,222,000","1,355,401,000","1,135,207,000","1,269,682,000","1,121,747,000","604,117,000","541,988,000","555,917,000","461,122,000","530,592,000","526,639,000","558,249,000","320,741,000"
		PayablesAndAccruedExpenses,"1,525,097,000","1,666,886,000","1,793,775,000","1,830,184,000","1,379,243,000","1,869,018,000","1,747,423,000","1,870,549,000","1,675,786,000","1,721,426,000","1,446,839,000","1,460,181,000","1,390,244,000","1,436,725,000","1,064,717,000","982,308,000","820,205,000","939,387,000","976,527,000","927,903,000","895,051,000","721,949,000","697,509,000","689,782,000","582,072,000","636,474,000","594,026,000","562,419,000","494,421,000","593,810,000","509,694,000","574,348,000","515,004,000","270,615,000","286,514,000","309,767,000","226,820,000","279,916,000","260,933,000","280,067,000","222,324,000"
			Payables,"1,319,936,000","1,375,929,000","1,523,862,000","1,518,827,000","1,202,995,000","1,616,949,000","1,532,741,000","1,609,240,000","1,501,012,000","1,435,585,000","1,240,766,000","1,246,182,000","1,256,055,000","1,230,339,000","904,151,000","796,803,000","675,505,000","760,413,000","815,544,000","775,929,000","745,650,000","612,691,000","573,482,000","578,507,000","530,404,000","567,420,000","528,161,000","501,036,000","467,401,000","533,113,000","474,837,000","534,111,000","489,138,000","241,423,000","234,873,000","250,765,000","177,644,000","233,659,000","214,535,000","235,407,000","175,578,000"
				AccountsPayable,"1,249,586,000","1,375,929,000","1,523,862,000","1,518,827,000","1,117,649,000","1,616,949,000","1,532,741,000","1,609,240,000","1,437,314,000","1,435,585,000","1,240,766,000","1,246,182,000","1,151,432,000","1,230,339,000","904,151,000","796,803,000","669,528,000","760,413,000","815,544,000","775,929,000","716,676,000","612,691,000","573,482,000","578,507,000","467,202,000","567,420,000","528,161,000","501,036,000","418,609,000","533,113,000","474,837,000","534,111,000","478,882,000","241,423,000","234,873,000","250,765,000","177,644,000","226,348,000","214,535,000","235,407,000","175,578,000"
				TotalTaxPayable,"70,350,000",,,,"85,346,000",,,,"63,698,000",,,,"104,623,000",,,,"5,977,000",,,,"28,974,000",,,,"63,202,000",,,,"48,792,000",,,,"10,256,000",,,,,,,,
				DividendsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,311,000","0","0",
			CurrentAccruedExpenses,"205,161,000","290,957,000","269,913,000","311,357,000","176,248,000","252,069,000","214,682,000","261,309,000","174,774,000","285,841,000","206,073,000","213,999,000","134,189,000","206,386,000","160,566,000","185,505,000","144,700,000","178,974,000","160,983,000","151,974,000","149,401,000","109,258,000","124,027,000","111,275,000","51,668,000","69,054,000","65,865,000","61,383,000","27,020,000","60,697,000","34,857,000","40,237,000","25,866,000","29,192,000","51,641,000","59,002,000","49,176,000","46,257,000","46,398,000","44,660,000","46,746,000"
				InterestPayable,,,,,,,,,,,,,,,,,"433,000",,,,"3,558,000",,,,"314,000",,,,"65,000",,,,"77,000",,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,120,000",,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"1,746,838,000","1,165,214,000","1,932,394,000","1,807,318,000","2,070,616,000","1,699,548,000","1,915,685,000","1,621,913,000","1,616,512,000","1,602,507,000","1,443,444,000","1,407,708,000","1,336,506,000","1,383,763,000","824,158,000","742,128,000","875,647,000","1,001,624,000","1,246,342,000","1,336,108,000","1,424,764,000","919,945,000","1,021,149,000","926,368,000","1,011,439,000","654,890,000","548,091,000","507,375,000","460,174,000","228,639,000","129,873,000","179,359,000","140,354,000","15,243,000","15,243,000","11,134,000","11,617,000","10,801,000","9,769,000","10,555,000","22,621,000"
			CurrentDebt,"1,746,838,000","1,165,214,000","1,932,394,000","1,807,318,000","2,070,616,000","1,699,548,000","1,915,685,000","1,621,913,000","1,616,512,000","1,602,507,000","1,443,444,000","1,407,708,000","1,336,506,000","1,383,763,000","824,158,000","742,128,000","875,647,000","1,001,624,000","1,246,342,000","1,336,108,000","1,424,764,000","919,945,000","1,021,149,000","926,368,000","1,011,439,000","654,890,000","548,091,000","507,375,000","460,174,000","228,639,000","129,873,000","179,359,000","140,354,000","15,243,000","15,243,000","11,134,000","11,617,000","10,801,000","9,769,000","10,555,000","22,621,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"228,639,000","129,873,000","179,359,000","140,354,000","15,243,000","15,243,000","11,134,000","11,617,000","10,801,000","9,769,000",,
				LineOfCredit,"970,973,000","992,000,000","974,000,000","942,000,000","886,000,000","931,000,000","939,000,000","829,000,000","811,000,000","794,000,000","741,000,000","676,000,000","591,000,000","656,000,000","713,000,000","551,000,000","614,000,000","665,000,000","764,000,000","679,000,000","675,000,000","393,600,000","424,400,000","393,500,000","349,000,000","394,000,000","402,000,000","385,000,000","298,000,000",,,,,,,,,,,,
				OtherCurrentBorrowings,"775,865,000","173,214,000","958,394,000","865,318,000","1,184,616,000","768,548,000","976,685,000","792,913,000","805,512,000","808,507,000","702,444,000","731,708,000","745,506,000","727,763,000","111,158,000","191,128,000","261,647,000","336,624,000","482,342,000","657,108,000","749,764,000","526,345,000","596,749,000","532,868,000","662,439,000","260,890,000","146,091,000","122,375,000","162,174,000","355,000,000",,,,,,,,,,,
		CurrentDeferredLiabilities,"1,007,631,000","957,667,000","870,217,000","768,342,000","926,685,000","825,371,000","852,617,000","746,332,000","732,171,000","731,501,000","688,574,000","589,387,000","530,787,000","595,405,000","503,112,000","471,109,000","507,233,000","461,958,000","456,693,000","451,588,000","492,257,000","180,131,000","193,604,000","174,683,000","182,541,000","177,511,000","158,459,000","170,035,000","187,627,000","177,952,000","170,640,000","174,975,000","180,269,000","168,259,000","78,231,000","81,016,000","78,685,000",,,,
			CurrentDeferredRevenue,"1,007,631,000","957,667,000","870,217,000","768,342,000","926,685,000","825,371,000","852,617,000","746,332,000","732,171,000","731,501,000","688,574,000","589,387,000","530,787,000","595,405,000","503,112,000","471,109,000","507,233,000","461,958,000","456,693,000","451,588,000","492,257,000","180,131,000","193,604,000","174,683,000","182,541,000","177,511,000","158,459,000","170,035,000","187,627,000","177,952,000","170,640,000","174,975,000","180,269,000","168,259,000","78,231,000","81,016,000","78,685,000",,,,
		OtherCurrentLiabilities,"183,502,000","189,170,000","152,824,000","156,254,000","118,669,000","90,531,000","85,789,000","68,882,000","71,033,000","117,464,000","40,169,000","43,389,000","38,781,000","39,080,000","40,303,000","42,469,000","44,936,000","38,290,000","42,038,000","40,680,000","84,546,000","106,665,000","115,726,000","119,260,000","132,846,000","128,085,000",,,,"355,000,000","325,000,000","341,000,000","280,000,000","150,000,000","162,000,000","154,000,000","144,000,000","239,875,000","255,937,000","267,627,000","75,796,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"4,073,857,000","4,034,947,000","3,383,010,000","3,421,850,000","3,367,084,000","3,404,174,000","3,444,534,000","3,496,737,000","3,546,335,000","3,726,978,000","3,077,185,000","3,167,477,000","3,246,376,000","3,282,560,000","2,753,713,000","2,786,047,000","2,813,800,000","2,881,303,000","2,946,067,000","2,968,271,000","3,024,751,000","736,943,000","749,857,000","760,444,000","779,444,000","704,243,000","662,499,000","667,542,000","665,826,000","451,652,000","427,562,000","408,193,000","391,309,000","373,602,000","363,891,000","398,637,000","397,051,000","408,317,000","403,741,000","413,895,000","414,755,000"
		LongTermDebtAndCapitalLeaseObligation,"3,289,947,000","3,307,480,000","2,676,374,000","2,708,251,000","2,748,431,000","2,773,378,000","2,832,316,000","2,867,532,000","2,902,104,000","2,933,976,000","2,394,621,000","2,460,629,000","2,521,727,000","2,552,357,000","2,007,918,000","2,032,905,000","2,061,415,000","2,086,664,000","2,112,245,000","2,139,704,000","2,168,953,000","434,820,000","450,207,000","459,916,000","474,939,000","479,082,000","485,997,000","491,988,000","485,217,000","278,863,000","285,950,000","274,883,000","278,429,000","281,481,000","285,291,000","317,287,000","313,796,000","323,525,000","316,814,000","326,683,000","328,930,000"
			LongTermDebt,"3,289,947,000","3,307,480,000","2,676,374,000","2,708,251,000","2,748,431,000","2,773,378,000","2,832,316,000","2,867,532,000","2,902,104,000","2,933,976,000","2,394,621,000","2,460,629,000","2,521,727,000","2,552,357,000","2,007,918,000","2,032,905,000","2,061,415,000","2,086,664,000","2,112,245,000","2,139,704,000","2,168,953,000","434,820,000","450,207,000","459,916,000","474,939,000","479,082,000","485,997,000","491,988,000","485,217,000","278,863,000","285,950,000","274,883,000","278,429,000","281,481,000","285,291,000","317,287,000","313,796,000","323,525,000","316,814,000","326,683,000","328,930,000"
		NonCurrentDeferredLiabilities,"519,980,000","457,174,000","452,113,000","494,025,000","491,946,000","506,310,000","498,918,000","505,150,000","518,912,000","742,498,000","637,162,000","666,572,000","668,580,000","692,221,000","705,130,000","713,404,000","713,428,000","759,871,000","794,135,000","794,381,000","815,169,000","233,695,000","245,984,000","248,066,000","249,504,000","225,161,000","176,502,000","175,554,000","180,609,000","172,789,000","141,612,000","133,310,000","112,880,000","92,121,000","78,600,000","81,350,000","83,255,000","84,792,000","86,927,000","87,212,000","85,825,000"
			NonCurrentDeferredTaxesLiabilities,"519,980,000","457,174,000","452,113,000","494,025,000","491,946,000","506,310,000","498,918,000","505,150,000","518,912,000","742,498,000","637,162,000","666,572,000","668,580,000","692,221,000","705,130,000","713,404,000","713,428,000","759,871,000","794,135,000","794,381,000","815,169,000","233,695,000","245,984,000","248,066,000","249,504,000","225,161,000","176,502,000","175,554,000","180,609,000","172,789,000","141,612,000","133,310,000","112,880,000","92,121,000","78,600,000","81,350,000","83,255,000","84,792,000","86,927,000","87,212,000","85,825,000"
		OtherNonCurrentLiabilities,"263,930,000","270,293,000","254,523,000","219,574,000","126,707,000","124,486,000","113,300,000","124,055,000","125,319,000","50,504,000","45,402,000","40,276,000","56,069,000","37,982,000","40,665,000","39,738,000","38,957,000","34,768,000","39,687,000","34,186,000","40,629,000","68,428,000","53,666,000","52,462,000","55,001,000",,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"3,711,616,000","3,900,310,000","3,843,372,000","3,530,967,000","3,340,180,000","3,562,248,000","3,439,085,000","3,888,052,000","3,676,522,000","3,430,418,000","3,405,500,000","3,341,812,000","3,084,038,000","3,178,521,000","3,082,705,000","2,987,769,000","2,830,047,000","2,962,571,000","2,907,004,000","2,780,174,000","2,753,137,000","1,558,807,000","1,475,520,000","1,366,180,000","1,243,893,000","1,173,902,000","1,050,014,000","983,013,000","913,822,000","1,035,068,000","941,920,000","883,041,000","811,436,000","761,824,000","713,030,000","667,667,000","625,945,000","564,618,000","533,283,000","502,323,000","474,049,000"
	StockholdersEquity,"3,711,616,000","3,900,310,000","3,843,372,000","3,530,967,000","3,340,180,000","3,562,248,000","3,439,085,000","3,888,052,000","3,676,522,000","3,430,418,000","3,405,500,000","3,341,812,000","3,084,038,000","3,178,521,000","3,082,705,000","2,987,769,000","2,830,047,000","2,962,571,000","2,907,004,000","2,780,174,000","2,753,137,000","1,558,807,000","1,475,520,000","1,366,180,000","1,243,893,000","1,173,902,000","1,050,014,000","983,013,000","913,822,000","1,035,068,000","941,920,000","883,041,000","811,436,000","761,824,000","713,030,000","667,667,000","625,945,000","564,618,000","533,283,000","502,323,000","474,049,000"
		CapitalStock,"124,000","123,000","123,000","123,000","123,000","123,000","123,000","123,000","122,000","122,000","122,000","122,000","121,000","121,000","121,000","121,000","121,000","120,000","120,000","120,000","120,000","120,000","118,000","118,000","117,000","117,000","117,000","116,000","116,000","116,000","115,000","114,000","114,000","113,000","112,000","112,000","112,000","110,000","339,516,000","335,100,000","330,720,000"
			PreferredStock,,,,,,,,"0",,,,,,,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,"0","0","0","339,490,000","335,074,000","330,654,000"
			CommonStock,"124,000","123,000","123,000","123,000","123,000","123,000","123,000","123,000","122,000","122,000","122,000","122,000","121,000","121,000","121,000","121,000","121,000","120,000","120,000","120,000","120,000","120,000","118,000","118,000","117,000","117,000","117,000","116,000","116,000","116,000","115,000","114,000","114,000","113,000","112,000","112,000","112,000","110,000","26,000","26,000","66,000"
		AdditionalPaidInCapital,"2,494,721,000","2,503,590,000","2,427,640,000","2,382,179,000","2,306,843,000","2,316,753,000","2,277,227,000","2,248,602,000","2,214,224,000","2,165,326,000","2,136,913,000","2,114,560,000","2,074,094,000","2,057,562,000","2,032,687,000","2,005,608,000","1,988,917,000","1,935,262,000","1,899,688,000","1,878,383,000","1,852,442,000","733,131,000","676,876,000","662,917,000","631,667,000","601,577,000","574,602,000","557,279,000","542,018,000","525,056,000","500,331,000","486,657,000","466,203,000","449,294,000","436,130,000","427,849,000","421,991,000","377,361,000","96,197,000","96,210,000","94,996,000"
