name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"17,635,600,000","20,492,300,000","20,306,900,000","20,667,600,000","19,781,000,000","17,914,900,000","18,304,500,000","18,377,900,000","18,365,100,000","18,173,300,000","17,722,800,000","17,773,500,000","17,259,500,000","17,397,400,000","17,719,900,000","17,430,500,000","16,952,500,000","16,738,800,000","17,824,100,000","17,886,800,000","17,409,000,000","17,298,500,000","16,865,600,000","17,159,400,000","16,774,000,000","17,658,100,000","19,002,000,000","20,273,700,000","18,593,300,000","18,492,900,000","18,660,300,000","18,738,700,000","18,910,500,000","18,754,200,000","19,502,400,000","20,540,500,000","20,124,500,000","19,990,900,000","20,235,300,000","20,357,300,000","19,716,700,000","19,991,000,000","20,133,100,000","20,426,100,000","20,356,600,000","20,924,500,000","25,775,100,000","25,883,700,000","14,052,100,000","14,376,200,000","12,389,300,000","12,406,300,000","12,411,000,000","12,145,900,000","11,779,900,000","11,758,700,000","11,987,400,000","11,756,400,000","11,540,000,000","11,552,800,000","11,532,600,000","11,414,600,000","10,769,700,000","10,589,400,000","10,594,000,000","10,664,900,000","10,172,800,000","10,225,400,000","9,938,100,000","10,809,600,000","10,742,600,000","10,771,500,000","11,150,900,000","11,063,700,000","10,894,200,000","10,519,600,000","10,412,700,000","10,528,500,000","10,609,400,000","11,178,600,000","9,013,600,000","8,400,200,000","8,037,200,000","8,466,200,000","8,478,500,000","8,309,500,000","8,450,800,000","8,480,700,000","8,522,200,000","8,415,600,000","5,812,600,000","5,903,700,000","5,660,500,000","5,621,600,000","5,706,600,000","5,695,800,000","5,667,900,000","5,563,300,000","5,662,700,000","5,803,300,000","3,798,600,000","3,596,900,000","3,540,000,000","3,560,300,000","3,435,300,000","3,375,300,000","3,341,100,000","3,282,800,000","3,368,300,000","3,387,600,000","3,073,000,000","3,124,200,000","2,968,100,000","2,979,600,000","2,884,900,000","2,863,100,000","2,918,400,000","2,982,500,000","2,897,500,000","2,853,000,000","2,850,500,000","2,594,600,000","2,489,200,000","2,472,800,000","2,483,200,000","2,248,200,000","2,355,300,000","2,242,800,000"
	CurrentAssets,"6,559,800,000","6,217,200,000","6,103,100,000","6,351,500,000","7,084,700,000","5,732,000,000","6,082,600,000","6,161,700,000","6,071,500,000","6,119,100,000","5,813,900,000","5,855,000,000","5,414,000,000","5,579,300,000","5,714,500,000","5,393,000,000","4,812,900,000","4,609,400,000","5,534,800,000","5,528,600,000","5,104,800,000","5,707,900,000","5,170,100,000","5,326,500,000","4,886,400,000","5,716,700,000","5,629,700,000","6,828,500,000","5,117,400,000","4,942,700,000","5,229,600,000","5,371,100,000","5,367,800,000","5,182,600,000","5,936,100,000","6,812,200,000","6,355,900,000","5,370,700,000","5,514,900,000","5,781,700,000","4,820,000,000","4,827,300,000","4,772,200,000","5,074,000,000","5,016,300,000","5,399,700,000","6,123,500,000","6,575,000,000","7,157,100,000","7,700,700,000","5,522,000,000","5,664,400,000","4,578,400,000","4,095,900,000","4,038,500,000","4,031,300,000","4,407,600,000","4,248,200,000","4,240,200,000","4,272,700,000","4,376,700,000","4,609,700,000","4,181,200,000","3,580,900,000","3,508,400,000","3,538,600,000","3,200,200,000","3,255,700,000","3,103,300,000","4,112,400,000","3,389,800,000","3,414,900,000","3,257,000,000","3,187,800,000","3,171,600,000","3,273,700,000","3,237,700,000","3,322,800,000","3,430,000,000","4,069,200,000","3,515,500,000","2,868,300,000","2,443,500,000","2,595,400,000","2,488,000,000","2,427,600,000","2,587,200,000","2,630,200,000","2,654,900,000","2,544,900,000","2,463,800,000","2,537,400,000","2,652,100,000","2,535,600,000","2,395,600,000","2,398,500,000","2,411,300,000","2,345,600,000","2,449,900,000","2,556,800,000","2,160,600,000","2,002,900,000","1,998,800,000","2,039,500,000","1,968,000,000","1,902,200,000","1,934,400,000","1,926,900,000","1,989,800,000","1,967,600,000","1,739,500,000","1,820,100,000","1,670,700,000","1,682,100,000","1,619,100,000","1,619,600,000","1,669,800,000","1,697,100,000","1,704,100,000","1,698,600,000","1,713,400,000","1,598,700,000","1,519,300,000","1,522,900,000","1,661,600,000","1,359,000,000","1,441,200,000","1,423,800,000"
		CashCashEquivalentsAndShortTermInvestments,"2,647,700,000","1,303,600,000","830,900,000","875,600,000","1,907,400,000","903,400,000","1,022,500,000","969,500,000","1,175,100,000","1,549,400,000","1,259,000,000","1,310,100,000","1,322,500,000","1,714,700,000","1,504,600,000","928,800,000","612,900,000","736,800,000","651,500,000","779,600,000","733,900,000","1,705,200,000","936,700,000","929,800,000","897,900,000","1,937,200,000","1,083,900,000","2,200,500,000","832,900,000","882,100,000","929,600,000","903,400,000","1,089,500,000","1,160,700,000","1,403,800,000","1,259,800,000","918,100,000","1,014,300,000","810,700,000","821,600,000","599,100,000","876,700,000","743,900,000","792,900,000","493,600,000","550,200,000","741,500,000","787,300,000","4,068,300,000","4,735,400,000","438,700,000","460,900,000","305,200,000","363,000,000","266,300,000","259,300,000","824,700,000","1,037,100,000","884,800,000","915,600,000","1,024,500,000","1,703,700,000","440,700,000","390,700,000","211,800,000","459,600,000","336,200,000","273,700,000","273,600,000","342,200,000","114,300,000","132,700,000","98,700,000","121,400,000","118,500,000","63,500,000","80,800,000","200,000,000","163,700,000","87,800,000","86,000,000","223,400,000","63,600,000","79,300,000","72,700,000","71,900,000","97,200,000","108,500,000","106,200,000","104,900,000","207,300,000","173,400,000","466,100,000","184,100,000","115,200,000","73,600,000","85,200,000","137,300,000","186,700,000","153,400,000","245,200,000","207,000,000","237,500,000","256,600,000","227,400,000","228,000,000","221,500,000","202,200,000","227,900,000","216,800,000","173,700,000","216,500,000","121,500,000","136,900,000","78,300,000","45,000,000","50,000,000","50,300,000","27,700,000","51,400,000","90,700,000","136,400,000","67,100,000","33,000,000","255,900,000","175,700,000","231,200,000","76,500,000"
			CashAndCashEquivalents,"2,647,700,000","1,303,600,000","830,900,000","875,600,000","1,907,400,000","903,400,000","1,022,500,000","969,500,000","1,175,100,000","1,549,400,000","1,259,000,000","1,310,100,000","1,322,500,000","1,714,700,000","1,504,600,000","928,800,000","612,900,000","736,800,000","651,500,000","779,600,000","733,900,000","1,705,200,000","936,700,000","929,800,000","897,900,000","1,937,200,000","1,083,900,000","2,200,500,000","832,900,000","882,100,000","929,600,000","903,400,000","1,089,500,000","1,160,700,000","1,403,800,000","1,259,800,000","918,100,000","1,014,300,000","810,700,000","821,600,000","599,100,000","876,700,000","743,900,000","792,900,000","493,600,000","550,200,000","741,500,000","787,300,000","4,068,300,000","4,735,300,000","438,000,000","460,200,000","304,600,000","362,300,000","265,400,000","258,700,000","778,000,000","880,600,000","732,100,000","915,600,000","1,024,500,000","1,703,700,000","440,700,000","390,700,000","210,800,000","457,700,000","191,100,000","108,100,000","125,200,000","342,200,000","112,900,000","123,900,000","92,600,000","114,000,000","105,300,000","57,600,000","76,200,000","74,400,000","58,000,000","80,400,000","86,000,000","222,900,000","61,800,000","79,300,000","72,700,000","71,900,000","97,200,000","108,500,000","106,200,000","104,900,000","207,300,000","173,400,000","466,100,000","184,100,000","115,200,000","73,600,000","85,200,000","137,300,000","186,700,000","153,400,000","245,200,000","207,000,000","237,500,000","256,600,000","227,400,000","228,000,000","221,500,000","202,200,000","227,900,000","216,800,000","173,700,000","216,500,000","121,500,000","136,900,000","78,300,000","45,000,000","50,000,000","50,300,000","27,700,000","51,400,000","90,700,000","136,400,000","67,100,000","33,000,000","255,900,000","175,700,000","231,200,000","76,500,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","700,000","700,000","600,000","700,000","900,000","600,000","46,700,000","156,500,000","152,700,000",,,,,,"1,000,000","1,900,000","145,100,000","165,600,000","148,400,000",,"1,400,000","8,800,000","6,100,000","7,400,000","13,200,000","5,900,000","4,600,000","125,600,000","105,700,000","7,400,000",,"500,000","1,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,091,800,000","2,798,100,000","2,968,900,000","3,108,300,000","2,710,300,000","2,679,200,000","2,752,100,000","2,946,900,000","2,516,000,000","2,477,400,000","2,468,200,000","2,596,500,000","2,199,400,000","2,223,000,000","2,360,800,000","2,498,000,000","2,155,100,000","2,150,600,000","2,342,400,000","2,463,100,000","2,190,200,000","2,119,000,000","2,302,600,000","2,449,400,000","2,086,100,000","2,071,500,000","2,443,100,000","2,571,300,000","2,218,800,000","2,157,500,000","2,320,900,000","2,427,900,000","2,230,500,000","2,145,800,000","2,366,100,000","2,605,000,000","2,332,600,000","2,344,200,000","2,466,500,000","2,821,500,000","2,172,900,000","2,120,200,000","2,130,400,000","2,274,000,000","2,291,100,000","2,428,500,000","2,791,800,000","3,072,000,000","1,716,600,000","1,660,700,000","1,705,100,000","1,644,000,000","1,860,600,000","1,996,200,000","2,017,300,000","2,071,600,000","1,900,600,000","1,679,000,000","1,764,600,000","1,786,100,000","1,713,200,000","1,498,400,000","1,577,800,000","1,767,700,000","1,662,100,000","1,712,800,000","1,447,100,000","1,505,400,000","1,348,900,000","1,405,300,000","1,554,200,000","1,561,200,000","1,497,700,000","1,482,900,000","1,512,800,000","1,357,300,000","1,326,700,000","1,323,500,000","1,481,700,000","1,530,100,000","1,179,300,000","988,500,000","1,106,800,000","1,293,000,000","1,237,500,000","1,177,100,000","1,237,800,000","1,320,200,000","1,322,800,000","1,281,500,000","1,170,800,000","1,216,800,000","1,135,200,000","1,066,200,000","1,085,300,000","1,174,700,000","1,127,400,000","1,109,900,000","1,142,800,000","1,177,700,000","986,000,000","949,400,000","891,400,000","897,000,000","829,300,000","797,500,000","785,900,000","780,700,000","776,500,000","823,100,000","671,500,000","686,300,000","638,300,000","652,300,000","658,200,000","681,800,000","663,300,000","672,200,000","728,500,000","687,400,000","680,300,000","611,500,000","629,900,000","636,700,000","584,200,000","495,800,000","556,500,000","574,200,000"
			AccountsReceivable,"2,091,800,000","2,798,100,000","2,968,900,000","3,108,300,000","2,710,300,000","2,679,200,000","2,752,100,000","2,946,900,000","2,516,000,000","2,477,400,000","2,468,200,000","2,596,500,000","2,199,400,000","2,223,000,000","2,360,800,000","2,498,000,000","2,155,100,000","2,150,600,000","2,342,400,000","2,463,100,000","2,190,200,000","2,119,000,000","2,302,600,000","2,449,400,000","2,086,100,000","2,071,500,000","2,443,100,000","2,571,300,000","2,218,800,000","2,157,500,000",,,,,,,,,,,,,,,,"2,428,500,000","2,791,800,000","3,072,000,000","1,716,600,000","1,660,700,000","1,705,100,000","1,644,000,000","1,860,600,000","1,996,200,000","2,017,300,000","2,071,600,000","1,900,600,000","1,679,000,000","1,764,600,000","1,786,100,000","1,713,200,000","1,498,400,000","1,577,800,000","1,767,700,000","1,662,100,000","1,712,800,000","1,447,100,000","1,505,400,000","1,348,900,000","1,405,300,000","1,554,200,000","1,561,200,000","1,497,700,000","1,482,900,000","1,512,800,000","1,357,300,000","1,326,700,000","1,323,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"1,463,700,000","1,712,200,000","1,890,600,000","1,950,500,000","1,983,700,000","1,677,800,000","1,821,400,000","1,733,300,000","1,778,800,000","1,555,400,000","1,661,100,000","1,604,500,000","1,599,700,000","1,385,800,000","1,556,000,000","1,601,300,000","1,612,700,000","1,410,700,000","1,577,900,000","1,634,500,000","1,613,000,000","1,358,900,000","1,419,000,000","1,388,900,000","1,348,400,000","1,166,100,000","1,447,500,000","1,435,000,000","1,466,300,000","1,308,800,000","1,462,100,000","1,475,000,000","1,432,600,000","1,282,000,000","1,512,900,000","1,590,900,000","1,578,300,000","1,400,800,000","1,539,000,000","1,429,500,000","1,364,000,000","1,193,200,000","1,303,700,000","1,359,300,000","1,559,500,000","1,615,100,000","1,795,100,000","1,800,500,000","909,000,000","827,200,000","923,000,000","919,300,000","1,249,500,000","1,320,300,000","1,386,700,000","1,297,700,000","1,246,900,000","1,128,800,000","1,230,300,000","1,210,800,000","1,248,300,000","1,058,800,000","1,026,500,000","1,051,200,000","1,083,500,000","1,009,100,000","1,103,300,000","1,222,400,000","1,203,600,000","1,189,800,000","1,425,800,000","1,386,800,000","1,345,000,000","1,295,300,000","1,327,300,000","1,106,800,000","1,106,500,000","1,022,900,000","961,500,000","947,200,000","835,000,000","742,100,000","783,900,000","905,800,000","940,500,000","940,800,000","959,100,000","903,400,000","920,100,000","854,800,000","779,800,000","811,700,000","785,400,000","775,100,000","924,700,000","949,200,000","987,000,000","912,600,000","917,700,000","949,000,000","755,800,000","679,300,000","692,200,000","703,700,000","735,000,000","713,700,000","753,600,000","754,000,000","815,200,000","770,300,000","751,000,000","769,000,000","750,700,000","746,900,000","741,900,000","758,200,000","812,300,000","833,900,000","825,800,000","834,400,000","816,200,000","739,600,000","736,800,000","751,000,000","744,200,000","628,400,000","595,900,000","695,900,000"
			RawMaterials,"348,800,000","613,100,000","640,200,000","629,000,000","609,700,000","550,500,000","563,100,000","532,800,000","528,400,000","502,800,000","526,200,000","503,300,000","469,500,000","448,500,000","505,200,000","519,800,000","513,000,000","514,900,000","544,100,000","570,400,000","566,600,000","487,900,000","505,100,000","490,400,000","465,800,000","378,000,000","494,500,000","507,200,000","503,900,000","501,900,000","577,100,000","588,900,000","531,000,000","479,200,000","424,700,000","430,600,000","435,400,000","402,900,000","431,500,000","402,700,000","364,600,000","353,600,000","390,000,000","415,000,000","423,800,000","446,900,000","480,000,000","477,700,000","338,200,000","323,200,000","373,300,000","379,800,000","463,000,000","496,500,000","478,800,000","445,800,000","435,700,000","436,300,000","422,100,000","422,200,000","369,600,000","359,400,000","268,100,000","300,100,000","321,300,000","287,400,000","299,400,000","308,500,000","310,200,000","307,100,000","328,200,000","329,600,000","312,900,000","307,900,000","334,100,000","274,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"173,800,000","209,200,000","254,800,000","244,100,000","211,700,000","182,000,000","220,100,000","213,100,000","210,900,000","180,500,000","195,600,000","176,700,000","174,500,000","154,000,000","162,800,000","187,200,000","186,700,000","131,000,000","162,100,000","155,900,000","158,200,000","118,200,000","117,100,000","114,700,000","88,600,000","100,700,000","150,400,000","147,600,000","146,700,000","109,600,000","135,300,000","130,000,000","143,500,000","114,400,000","222,800,000","283,100,000","283,400,000","245,700,000","289,600,000","288,600,000","263,500,000","222,400,000","245,200,000","257,500,000","296,300,000","301,700,000","351,000,000","348,200,000","180,800,000","163,400,000","192,300,000","191,700,000","222,200,000","220,100,000","239,400,000","237,800,000","221,400,000","193,400,000","248,200,000","223,900,000","258,600,000","190,100,000","203,500,000","252,100,000","261,400,000","209,600,000","255,700,000","311,400,000","302,900,000","361,400,000","436,000,000","398,500,000","394,200,000","395,500,000","394,400,000","248,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
