name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
TotalRevenue,"13,860,000,000","14,192,000,000","14,014,000,000","12,960,000,000","12,394,000,000","12,413,000,000","12,542,000,000"
	OperatingRevenue,"13,860,000,000","14,192,000,000","14,014,000,000","12,960,000,000","12,394,000,000","12,413,000,000","12,542,000,000"
CostOfRevenue,"10,885,000,000","11,227,000,000","11,397,000,000","10,357,000,000","9,811,000,000","10,104,000,000","10,349,000,000"
GrossProfit,"2,975,000,000","2,965,000,000","2,617,000,000","2,603,000,000","2,583,000,000","2,309,000,000","2,193,000,000"
OperatingExpense,"1,286,000,000","1,310,000,000","1,283,000,000","1,393,000,000","1,609,000,000","1,442,000,000","1,329,000,000"
	SellingGeneralAndAdministration,"695,000,000","704,000,000","604,000,000","731,000,000","942,000,000","765,000,000","770,000,000"
	ResearchAndDevelopment,"63,000,000","70,000,000","103,000,000","111,000,000","132,000,000","169,000,000","123,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"528,000,000","536,000,000","576,000,000","551,000,000","535,000,000","508,000,000","436,000,000"
		DepreciationAndAmortizationInIncomeStatement,"528,000,000","536,000,000","576,000,000","551,000,000","535,000,000","508,000,000","436,000,000"
OperatingIncome,"1,689,000,000","1,655,000,000","1,334,000,000","1,210,000,000","974,000,000","867,000,000","864,000,000"
NetNonOperatingInterestIncomeExpense,"-329,000,000","-313,000,000","-355,000,000","-477,000,000","-483,000,000","-457,000,000","-423,000,000"
	InterestIncomeNonOperating,,"25,000,000","23,000,000","19,000,000","16,000,000","16,000,000","19,000,000"
	InterestExpenseNonOperating,"344,000,000","338,000,000","378,000,000","496,000,000","499,000,000","473,000,000","442,000,000"
OtherIncomeExpense,"-751,000,000","-767,000,000","-111,000,000","-263,000,000","-77,000,000","-227,000,000","-328,000,000"
	GainOnSaleOfSecurity,,"1,000,000","-26,000,000","5,000,000","3,000,000","-48,000,000","-25,000,000"
	EarningsFromEquityInterest,,,,"0","7,000,000","0","2,000,000"
	SpecialIncomeCharges,"-608,000,000","-601,000,000","-6,000,000","-374,000,000","-139,000,000","-208,000,000","-258,000,000"
		RestructuringAndMergernAcquisition,"102,000,000","93,000,000","1,000,000","53,000,000","45,000,000","89,000,000","95,000,000"
		ImpairmentOfCapitalAssets,,"570,000,000","0","719,000,000","0","25,000,000","0"
		WriteOff,,,"13,000,000","58,000,000","80,000,000","0","65,000,000"
		OtherSpecialCharges,,"-49,000,000","91,000,000",,,,
		GainOnSaleOfBusiness,,,"109,000,000","-57,000,000","-3,000,000","-136,000,000","-111,000,000"
		GainOnSaleOfPPE,,"13,000,000","-10,000,000","513,000,000","-11,000,000","42,000,000","13,000,000"
	OtherNonOperatingIncomeExpenses,"-144,000,000","-167,000,000","-79,000,000","106,000,000","52,000,000","29,000,000","-47,000,000"
PretaxIncome,"609,000,000","575,000,000","868,000,000","470,000,000","414,000,000","183,000,000","113,000,000"
TaxProvision,"111,000,000","105,000,000","226,000,000","544,000,000","1,476,000,000","339,000,000","174,000,000"
NetIncomeCommonStockholders,"497,000,000","468,000,000","640,000,000","-127,000,000","-1,010,000,000","-391,000,000","247,000,000"
	NetIncome,"498,000,000","470,000,000","642,000,000","-74,000,000","-941,000,000","-322,000,000","268,000,000"
		NetIncomeIncludingNoncontrollingInterests,"498,000,000","470,000,000","642,000,000","-74,000,000","-878,000,000","-197,000,000","177,000,000"
			NetIncomeContinuousOperations,"498,000,000","470,000,000","642,000,000","-74,000,000","-1,062,000,000","-156,000,000","-61,000,000"
			NetIncomeDiscontinuousOperations,,,"0","0","184,000,000","-41,000,000","238,000,000"
		MinorityInterests,,,"0","0","-63,000,000","-125,000,000","91,000,000"
	PreferredStockDividends,,"2,000,000","2,000,000","53,000,000","69,000,000","69,000,000","21,000,000"
AverageDilutionEarnings,,"9,000,000","11,000,000","0","0","0","0"
DilutedNIAvailtoComStockholders,"502,000,000","477,000,000","651,000,000","-127,000,000","-1,010,000,000","-391,000,000","247,000,000"
BasicEPS,,,"1.33","-0.28","-2.28","-0.893","0.564"
DilutedEPS,,,"1.3","-0.28","-2.28","-0.893","0.558"
BasicAverageShares,,,"482,879,501","450,875,943","438,275,079","438,000,000","438,000,000"
DilutedAverageShares,,,"502,627,363","450,875,943","438,275,079","443,000,000","443,000,000"
TotalOperatingIncomeAsReported,"1,060,000,000","1,035,000,000","1,325,000,000","326,000,000",,"628,000,000",
TotalExpenses,"12,171,000,000","12,537,000,000","12,680,000,000","11,750,000,000","11,420,000,000","11,546,000,000","11,678,000,000"
InterestIncome,,"25,000,000","23,000,000","19,000,000","16,000,000","16,000,000","19,000,000"
InterestExpense,"344,000,000","338,000,000","378,000,000","496,000,000","499,000,000","473,000,000","442,000,000"
NetInterestIncome,"-329,000,000","-313,000,000","-355,000,000","-477,000,000","-483,000,000","-457,000,000","-423,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"498,000,000","470,000,000","642,000,000","-74,000,000","-941,000,000","-322,000,000","268,000,000"
NormalizedIncome,"995,182,266.01","960,200,000","665,680,000","147,400,000","-1,043,400,000","-127,400,000","213,950,000"
EBIT,"953,000,000","913,000,000","1,246,000,000","966,000,000","913,000,000","656,000,000","555,000,000"
EBITDA,"1,481,000,000"
ReconciledCostOfRevenue,"10,885,000,000","11,227,000,000","11,397,000,000","10,357,000,000","9,214,000,000","9,332,000,000","9,413,000,000"
ReconciledDepreciation,"528,000,000","536,000,000","576,000,000","551,000,000","1,132,000,000","1,280,000,000","1,372,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"498,000,000","470,000,000","642,000,000","-74,000,000","-1,125,000,000","-281,000,000","30,000,000"
TotalUnusualItemsExcludingGoodwill,"-608,000,000","-600,000,000","-32,000,000","-369,000,000","-136,000,000","-256,000,000","-283,000,000"
TotalUnusualItems,"-608,000,000","-600,000,000","-32,000,000","-369,000,000","-136,000,000","-256,000,000","-283,000,000"
NormalizedEBITDA,"2,089,000,000","2,049,000,000","1,854,000,000","1,886,000,000","2,181,000,000","2,192,000,000","2,210,000,000"
TaxRateForCalcs,"0.182","0.183","0.26","0.4","0.4","0.4","0.35"
TaxEffectOfUnusualItems,"-110,817,733.99","-109,800,000","-8,320,000","-147,600,000","-54,400,000","-102,400,000","-99,050,000"
