name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"4,559,279,101","4,359,995,779","2,572,965,368","1,402,188,378","1,267,312,189","928,337,999","1,403,462,958","837,276,922","471,767,304","284,570,071","294,319,959","272,081,495","325,831,323","906,050,564","469,080,202","431,093,031","1,930,401,737","348,005,177","11,390,836","38,416,830"
EnterpriseValue,"4,214,066,101","4,048,531,779","2,248,094,368","1,340,345,378","1,171,143,189","833,120,999","1,335,941,958","793,631,987","434,096,785","253,820,066","251,635,718","226,576,446","276,451,890","854,780,077","447,694,899","413,959,326","1,898,447,743","332,395,729","8,251,803","34,100,072"
PeRatio,"7,517","293.12","101.744","101.923","83.586","46.73","71.568","49.625","33.111",,,,"88","62.565",,"77.333","102.097","72.254","57.868","80.892"
ForwardPeRatio,"106.383","60.606","57.143","126.582",,"50.761","57.471","50.761","28.653","56.818","55.249",,,,,,,,,
PegRatio,,,,,,,"1.919","1.691","0.955","1.896","1.843",,,,,,,,,
PsRatio,"8.157","9.27","6.183","4.29","5.392","5.003","9.205","6.245","4.263","3.417","3.38","2.658","3.644","9.384","7.742","8.085","29.161","13.079","1.197","6.079"
PbRatio,"8.148","8.589","5.598","8.452","8.975","6.21","11.89","9.087","5.405","3.031","2.503","2.307","2.896","7.511","4.845","4.201","19.876","12.688","1.894","6.949"
EnterprisesValueRevenueRatio,"7.496","7.626","5.352","3.899","4.366","4.21","8.12","5.758","3.783","2.819","2.895","2.173","2.978","8.486","6.611","8.679","28.067","13.592","0.838","4.976"
EnterprisesValueEBITDARatio,"2,672.204","815.086","63.405","63.632","32.982","21.569","36.281","23.002","16.073","190.147","117.188","63.73","35.158","37.334","-94.061","126.849","60.408","41.684","13.385","35.2"
