name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,12/31/1989,12/31/1988
		AssetsHeldForSaleCurrent,,,,,"0","945,000,000","945,000,000","1,150,000,000","1,858,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,,,,,,,,"21,000,000",,,,"27,000,000",,,,"51,000,000",,,,"119,000,000",,,,"114,000,000",,,,"150,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000","96,100,000","51,100,000","30,800,000","41,400,000","44,000,000","62,400,000",,,,,,,,,,,,,,,,,,,,,,,,,"38,900,000","32,328,000","39,341,000","44,837,000","35,702,000","37,300,000","40,700,000","47,700,000","38,800,000","35,000,000","37,600,000","32,500,000","21,100,000","26,600,000","34,400,000","33,000,000","16,800,000","17,200,000","25,500,000","29,400,000","15,300,000","18,100,000","17,600,000","8,900,000","13,100,000","13,000,000","13,500,000","15,000,000","14,500,000","17,400,000","11,600,000","14,900,000","14,800,000","18,100,000","12,600,000","19,300,000","17,000,000","18,800,000","21,400,000","21,700,000","23,000,000","16,100,000","17,200,000"
	TotalNonCurrentAssets,"36,134,000,000","35,705,000,000","35,161,000,000","35,199,000,000","33,840,000,000","33,551,000,000","35,011,000,000","34,737,000,000","13,675,000,000","15,829,000,000","15,813,000,000","15,841,000,000","15,861,000,000","15,841,000,000","15,776,000,000","15,906,000,000","15,916,000,000","15,773,000,000","16,040,000,000","15,936,000,000","15,786,000,000","15,641,000,000","15,771,000,000","15,762,000,000","15,769,000,000","15,636,000,000","15,659,000,000","16,157,000,000","15,710,000,000","15,120,000,000","14,292,000,000","14,217,000,000","13,849,000,000","13,482,000,000","13,901,000,000","13,584,000,000","13,479,400,000","12,557,000,000","11,096,600,000","11,541,500,000","10,650,500,000","9,672,600,000","9,043,600,000","8,389,300,000","7,981,600,000","8,537,300,000","9,860,600,000","8,411,600,000","7,905,300,000","6,973,400,000","6,521,300,000","6,149,200,000","4,906,800,000","4,568,400,000","4,503,400,000","4,447,900,000","4,247,100,000","4,150,700,000","3,985,600,000","3,879,600,000","3,883,200,000","3,762,000,000","3,758,700,000","3,794,400,000","3,833,400,000","3,607,800,000","3,805,100,000","3,834,800,000","3,853,600,000","3,833,300,000","3,817,700,000","3,783,000,000","3,777,700,000","3,627,500,000","3,628,100,000","3,251,900,000","3,274,000,000","3,245,119,000","3,240,260,000","3,198,689,000","3,190,595,000","3,188,500,000","3,708,000,000","3,718,200,000","3,760,100,000","3,656,200,000","3,662,900,000","3,679,300,000","3,693,100,000","3,598,300,000","3,609,800,000","3,608,200,000","2,027,400,000","2,030,000,000","2,031,900,000","2,064,400,000","2,080,700,000","1,770,500,000","1,771,800,000","857,700,000","863,100,000","906,600,000","884,800,000","893,300,000","939,800,000","816,500,000","851,400,000","871,500,000","868,800,000","889,900,000","929,800,000","943,600,000","966,000,000","976,800,000","984,700,000","994,900,000","949,300,000","965,100,000","959,400,000"
		NetPPE,"20,335,000,000","20,045,000,000","19,840,000,000","19,834,000,000","18,796,000,000","18,608,000,000","20,450,000,000","20,576,000,000","12,971,000,000","13,179,000,000","13,190,000,000","13,229,000,000","13,318,000,000","13,279,000,000","13,245,000,000","13,186,000,000","13,212,000,000","12,907,000,000","12,801,000,000","12,692,000,000","12,674,000,000","12,428,000,000","12,254,000,000","12,209,000,000","12,233,000,000","12,043,000,000","11,844,000,000","11,692,000,000","11,505,000,000","10,962,000,000","10,522,000,000","10,150,000,000","9,922,000,000","9,408,000,000","8,909,000,000","8,494,000,000","8,062,700,000","7,579,700,000","7,139,800,000","6,729,200,000","6,413,300,000","5,890,700,000","5,492,700,000","5,137,500,000","4,812,200,000","4,429,800,000","4,172,100,000","3,997,300,000","3,887,400,000","3,722,900,000","3,641,700,000","3,568,800,000","3,525,800,000","3,455,600,000","3,397,700,000","3,327,200,000","3,262,800,000","3,173,400,000","3,107,200,000","3,094,500,000","3,098,900,000","3,053,200,000","3,055,500,000","3,074,300,000","3,108,100,000","3,086,900,000","3,217,000,000","3,237,300,000","3,269,900,000","3,253,000,000","3,239,900,000","3,228,200,000","3,245,600,000","3,229,000,000","3,240,300,000","2,883,500,000","2,910,100,000","2,895,165,000","2,904,192,000","2,869,879,000","2,877,060,000","2,867,700,000","2,958,800,000","2,977,200,000","3,003,400,000","2,972,000,000","2,976,100,000","2,979,600,000","2,995,600,000","2,969,700,000","2,974,700,000","2,970,500,000","1,978,700,000","1,983,800,000","1,985,700,000","2,016,600,000","2,032,300,000","1,733,100,000","1,741,500,000","845,800,000","853,700,000","896,700,000","874,600,000","882,600,000","928,500,000","807,500,000","841,900,000","861,300,000","858,300,000","878,900,000","918,000,000","931,300,000","957,900,000","967,900,000","975,200,000","983,300,000","937,300,000","952,600,000","948,000,000"
			GrossPPE,"31,675,000,000",,,,"28,814,000,000",,,"28,040,000,000","20,142,000,000",,,,"19,726,000,000",,,,"19,083,000,000",,,,"17,950,000,000",,,,"16,901,000,000",,,,"15,681,000,000",,,,"13,575,000,000",,,,"11,056,400,000",,,,"9,125,000,000",,,,"7,338,800,000","6,710,500,000","4,172,100,000","6,278,000,000","6,168,100,000","5,796,700,000","5,715,500,000","5,642,600,000","5,599,600,000","5,383,300,000","5,325,400,000","5,254,900,000","5,190,500,000","4,928,300,000","4,862,100,000","4,849,400,000","4,853,800,000","4,629,400,000","4,631,700,000","4,650,500,000","4,684,300,000","4,541,600,000","4,671,700,000","4,692,000,000","4,724,600,000","4,527,300,000","4,514,200,000","4,502,500,000","4,519,900,000","4,340,800,000","4,352,100,000","3,995,300,000","4,021,900,000","3,846,202,000","3,855,229,000","3,820,916,000","3,828,097,000","3,719,400,000","3,810,500,000","3,828,900,000","3,815,800,000","3,673,300,000","3,677,400,000","3,680,900,000","3,657,600,000","3,561,300,000","3,566,300,000","3,527,100,000","2,507,400,000","2,481,700,000","2,483,600,000","2,492,900,000","2,486,400,000","2,121,700,000","2,130,100,000","1,234,400,000","1,242,300,000","1,258,600,000","1,236,500,000","1,244,500,000","1,305,100,000","1,169,400,000","1,203,800,000","1,223,200,000","1,220,200,000","1,242,700,000","1,281,800,000","1,295,100,000","1,321,700,000","1,299,700,000","1,307,000,000","1,288,900,000","1,242,900,000","1,258,200,000","1,213,400,000"
				LandAndImprovements,"1,474,000,000",,,,"1,294,000,000",,,"3,204,000,000","868,000,000",,,,"807,000,000",,,,"708,000,000",,,,"697,000,000",,,,"651,000,000",,,,"583,000,000",,,,"499,000,000",,,,"504,200,000",,,,"494,600,000",,,,"321,600,000",,,,"248,900,000",,,,"233,300,000",,,,"224,400,000",,,,"223,700,000",,,,"225,700,000",,,,"225,400,000",,,,"215,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"8,207,000,000",,,,"7,617,000,000",,,"7,790,000,000","4,837,000,000",,,,"4,813,000,000",,,,"4,191,000,000",,,,"4,099,000,000",,,,"3,972,000,000",,,,"3,633,000,000",,,,"2,345,000,000",,,,"2,174,700,000",,,,"1,546,100,000",,,,"950,200,000",,,,"647,900,000",,,,"547,900,000",,,,"521,100,000",,,,"481,000,000",,,,"469,000,000",,,,"451,300,000",,,,"448,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"18,548,000,000",,,,"16,806,000,000",,,"16,131,000,000","12,000,000,000",,,,"11,574,000,000",,,,"11,338,000,000",,,,"10,660,000,000",,,,"9,988,000,000",,,,"8,176,000,000",,,,"7,657,000,000",,,,"8,064,000,000",,,,"6,754,400,000",,,,"5,842,200,000",,,,"5,074,500,000",,,,"4,618,000,000",,,,"4,289,600,000",,,,"4,011,100,000",,,,"3,856,400,000",,,,"3,920,900,000",,,,"3,744,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"313,500,000",,,,"329,900,000",,,,"224,800,000",,,,"196,800,000",,,,"200,400,000",,,,"155,400,000",,,,"138,000,000",,,,"133,200,000",,,,"127,000,000",,,,"111,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"1,378,000,000",,,,"1,143,000,000",,,"915,000,000","452,000,000",,,,"602,000,000",,,,"1,462,000,000",,,,"1,193,000,000",,,,"1,162,000,000",,,,"2,199,000,000",,,,"2,247,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-11,340,000,000",,,,"-10,018,000,000",,,"-7,464,000,000","-7,171,000,000",,,,"-6,408,000,000",,,,"-5,871,000,000",,,,"-5,276,000,000",,,,"-4,668,000,000",,,,"-4,176,000,000",,,,"-3,653,000,000",,,,"-2,993,700,000",,,,"-2,711,700,000",,,,"-2,526,600,000","-2,280,700,000",,"-2,280,700,000","-2,280,700,000","-2,073,800,000","-2,073,800,000","-2,073,800,000","-2,073,800,000","-1,927,700,000","-1,927,700,000","-1,927,700,000","-1,927,700,000","-1,754,900,000","-1,754,900,000","-1,754,900,000","-1,754,900,000","-1,576,200,000","-1,576,200,000","-1,576,200,000","-1,576,200,000","-1,454,700,000","-1,454,700,000","-1,454,700,000","-1,454,700,000","-1,274,300,000","-1,274,300,000","-1,274,300,000","-1,274,300,000","-1,111,800,000","-1,111,800,000","-1,111,800,000","-1,111,800,000","-951,037,000","-951,037,000","-951,037,000","-951,037,000","-851,700,000","-851,700,000","-851,700,000","-812,400,000","-701,300,000","-701,300,000","-701,300,000","-662,000,000","-591,600,000","-591,600,000","-556,600,000","-528,700,000","-497,900,000","-497,900,000","-476,300,000","-454,100,000","-388,600,000","-388,600,000","-388,600,000","-388,600,000","-361,900,000","-361,900,000","-361,900,000","-376,600,000","-361,900,000","-361,900,000","-361,900,000","-361,900,000","-363,800,000","-363,800,000","-363,800,000","-363,800,000","-331,800,000","-331,800,000","-305,600,000","-305,600,000","-305,600,000","-265,400,000"
		GoodwillAndOtherIntangibleAssets,"14,414,000,000","14,313,000,000","14,007,000,000","14,001,000,000","13,641,000,000","13,473,000,000","13,267,000,000","12,909,000,000","166,000,000","169,000,000","173,000,000","175,000,000","180,000,000","182,000,000","185,000,000","188,000,000","192,000,000","195,000,000","143,000,000","142,000,000","142,000,000","142,000,000","139,000,000","138,000,000","137,000,000","137,000,000","134,000,000","128,000,000","126,000,000","121,000,000","116,000,000","118,000,000","115,000,000","115,000,000","114,000,000","114,000,000","115,600,000","115,500,000","116,300,000","116,800,000","117,000,000","117,000,000","117,500,000","118,000,000","118,500,000","119,200,000","119,800,000","120,300,000","121,500,000","122,800,000","124,100,000","125,200,000","126,300,000","127,500,000","129,100,000","130,900,000","131,500,000","132,600,000","133,400,000","133,100,000","134,100,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","104,200,000","104,900,000","105,700,000","106,400,000","107,161,000","107,900,000","108,639,000","109,378,000","110,100,000","552,300,000","556,000,000","559,600,000","563,300,000","567,000,000","570,600,000","574,300,000","513,900,000","516,800,000","533,700,000",,,,,,,,,,,,,,,,,,"2,200,000","2,300,000",,,,,,,,
			Goodwill,"11,986,000,000","11,983,000,000","11,716,000,000","11,817,000,000","11,431,000,000","11,217,000,000","10,990,000,000","10,576,000,000","97,000,000",,,,"97,000,000",,,,"97,000,000",,,,"97,000,000",,,,"97,000,000",,,,"97,000,000",,,,"97,000,000",,,,"97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000",,,,,,,,,,,,,"97,000,000",,"97,000,000","97,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"2,428,000,000","2,330,000,000","2,291,000,000","2,184,000,000","2,210,000,000","2,256,000,000","2,277,000,000","2,333,000,000","69,000,000",,,,"83,000,000",,,,"95,000,000",,,,"45,000,000",,,,"40,000,000",,,,"29,000,000","121,000,000","116,000,000","118,000,000","18,000,000","115,000,000","114,000,000","114,000,000","18,600,000","18,500,000","19,300,000","19,800,000","20,000,000","20,000,000","20,500,000","21,000,000","21,500,000","22,200,000","22,800,000","23,300,000","24,500,000","25,800,000","27,100,000","28,200,000","29,300,000","30,500,000","32,100,000","33,900,000","34,500,000","132,600,000","133,400,000","133,100,000","134,100,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000",,"97,000,000",,,"104,200,000","104,900,000","105,700,000","106,400,000","107,161,000","107,900,000","108,639,000","109,378,000","110,100,000","552,300,000","556,000,000","559,600,000","563,300,000","567,000,000","570,600,000","574,300,000","513,900,000","516,800,000","533,700,000",,,,,,,,,,,,,,,,,,"2,200,000","2,300,000",,,,,,,,
		InvestmentsAndAdvances,"821,000,000","809,000,000","796,000,000","800,000,000","878,000,000","879,000,000","862,000,000","778,000,000","292,000,000","2,244,000,000","2,211,000,000","2,186,000,000","2,113,000,000","2,109,000,000","2,070,000,000","2,245,000,000","2,227,000,000","2,391,000,000","2,810,000,000","2,808,000,000","2,738,000,000","2,720,000,000","3,003,000,000","3,044,000,000","2,998,000,000","3,066,000,000","3,277,000,000","3,999,000,000","3,735,000,000","3,714,000,000","3,336,000,000","3,646,000,000","3,452,000,000","3,657,000,000","4,574,000,000","4,671,000,000","4,938,000,000","4,459,500,000","3,481,300,000","4,332,600,000","3,760,300,000","3,322,500,000","3,173,100,000","2,889,200,000","2,750,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,,,,,"30,000,000","1,176,000,000","1,178,000,000","1,213,000,000","1,173,000,000","1,223,000,000","1,199,000,000","1,260,000,000","1,243,000,000","1,252,000,000","1,224,000,000","1,243,000,000","1,211,000,000","1,230,000,000","1,284,000,000","1,310,000,000","1,276,000,000","1,322,000,000","1,266,000,000","1,332,000,000","1,254,000,000",,,,"1,187,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,"262,000,000","1,068,000,000","1,033,000,000","973,000,000","940,000,000","886,000,000","871,000,000","985,000,000","984,000,000","1,139,000,000","1,586,000,000","1,565,000,000","1,527,000,000","1,490,000,000","1,719,000,000","1,734,000,000","1,722,000,000","1,744,000,000","2,011,000,000","2,667,000,000","2,481,000,000",,,,"2,265,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,,,,,,,,"262,000,000","1,068,000,000","1,033,000,000","973,000,000","940,000,000","886,000,000","871,000,000","985,000,000","984,000,000","1,139,000,000","1,586,000,000","1,565,000,000","1,527,000,000","1,490,000,000","1,719,000,000","1,734,000,000","1,722,000,000","1,744,000,000","2,011,000,000","2,667,000,000","2,481,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,,,,,,,"16,000,000","17,000,000",,,,"34,000,000",,,,"73,000,000",,,,"7,000,000",,,,"6,000,000",,,,"6,000,000",,,,,,,,,,,,,,"9,900,000","6,700,000","11,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"36,000,000",,,,"36,000,000",,,"86,000,000","88,000,000",,,,"90,000,000",,,,"95,000,000",,,,"110,000,000",,,,"161,000,000",,,,"187,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"249,000,000",,,,"216,000,000",,,"164,000,000","15,000,000",,,,"16,000,000",,,,"26,000,000",,,,"27,000,000",,,,"39,000,000",,,,"49,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"249,000,000",,,,"216,000,000",,,"149,000,000",,,,,,,,,"10,000,000",,,,"10,000,000",,,,"21,000,000",,,,"30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,"25,000,000",,,,"27,000,000",,,"32,000,000","24,000,000",,,,"23,000,000",,,,"21,000,000",,,,"25,000,000",,,,"129,000,000",,,,"16,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"254,000,000","538,000,000","518,000,000","564,000,000","246,000,000","591,000,000","432,000,000","176,000,000","102,000,000","237,000,000","239,000,000","251,000,000","87,000,000","271,000,000","276,000,000","287,000,000","70,000,000","280,000,000","286,000,000","294,000,000","63,000,000","351,000,000","375,000,000","371,000,000","66,000,000","390,000,000","404,000,000","338,000,000","86,000,000","323,000,000","318,000,000","303,000,000","360,000,000","302,000,000","304,000,000","305,000,000","363,100,000","402,300,000","359,200,000","362,900,000","359,900,000","342,400,000","250,400,000","237,900,000","288,700,000","3,988,300,000","5,568,700,000","4,294,000,000","3,896,400,000","3,127,700,000","2,755,500,000","2,455,200,000","1,254,700,000","985,300,000","976,600,000","989,800,000","852,800,000","844,700,000","745,000,000","652,000,000","650,200,000","611,800,000","606,200,000","623,100,000","628,300,000","423,900,000","491,100,000","500,500,000","486,700,000","483,300,000","480,800,000","457,800,000","435,100,000","294,300,000","282,900,000","262,700,000","257,500,000","242,793,000","228,168,000","220,171,000","204,157,000","210,700,000","196,900,000","185,000,000","197,100,000","120,900,000","119,800,000","129,100,000","123,200,000","114,700,000","118,300,000","104,000,000","48,700,000","46,200,000","46,200,000","47,800,000","48,400,000","37,400,000","30,300,000","11,900,000","9,400,000","9,900,000","10,200,000","10,700,000","11,300,000","9,000,000","9,500,000","10,200,000","10,500,000","8,800,000","9,500,000","12,300,000","8,100,000","8,900,000","9,500,000","11,600,000","12,000,000","12,500,000","11,400,000"
TotalLiabilitiesNetMinorityInterest,"23,930,000,000","22,353,000,000","22,455,000,000","22,565,000,000","21,077,000,000","23,192,000,000","23,370,000,000","22,607,000,000","8,695,000,000","8,838,000,000","8,821,000,000","9,003,000,000","9,056,000,000","9,303,000,000","9,302,000,000","9,224,000,000","9,087,000,000","8,876,000,000","8,968,000,000","8,837,000,000","8,932,000,000","8,601,000,000","8,544,000,000","8,605,000,000","8,330,000,000","7,919,000,000","7,708,000,000","8,221,000,000","8,294,000,000","8,115,000,000","8,043,000,000","8,282,000,000","8,410,000,000","8,355,000,000","8,362,000,000","8,785,000,000","8,815,100,000","6,681,500,000","6,494,500,000","6,651,700,000","6,421,500,000","6,149,600,000","5,765,600,000","5,586,600,000","5,659,900,000","5,910,900,000","5,368,600,000","3,983,300,000","3,697,900,000","3,493,800,000","3,336,600,000","3,616,000,000","3,436,700,000","3,195,000,000","3,190,800,000","3,344,700,000","3,225,400,000","3,055,900,000","2,789,900,000","2,762,000,000","2,741,200,000","2,628,500,000","2,550,700,000","2,504,900,000","2,593,500,000","2,539,900,000","2,650,500,000","2,702,300,000","2,593,100,000","2,592,500,000","2,524,900,000","2,586,100,000","2,510,800,000","2,395,600,000","2,403,000,000","2,156,600,000","2,133,600,000","2,111,077,000","1,971,229,000","1,966,928,000","1,954,444,000","1,863,600,000","1,859,400,000","1,965,800,000","2,080,500,000","1,948,700,000","1,978,100,000","2,138,400,000","2,199,700,000","2,230,500,000","2,329,100,000","2,425,400,000","1,082,600,000","1,149,300,000","1,161,600,000","1,229,500,000","1,339,900,000","1,140,800,000","1,143,500,000","72,300,000","63,400,000","76,400,000","76,400,000","110,400,000","132,800,000","58,900,000","96,500,000","99,100,000","108,600,000","102,000,000","126,300,000","147,400,000","126,600,000","154,700,000","160,700,000","163,300,000","179,700,000","201,700,000","115,300,000"
	CurrentLiabilities,"9,129,000,000","7,622,000,000","7,803,000,000","9,451,000,000","8,335,000,000","10,551,000,000","10,428,000,000","9,571,000,000","1,602,000,000","1,535,000,000","1,530,000,000","1,652,000,000","1,697,000,000","1,811,000,000","1,802,000,000","1,845,000,000","1,747,000,000","1,495,000,000","1,670,000,000","1,559,000,000","2,198,000,000","1,977,000,000","1,446,000,000","1,589,000,000","2,113,000,000","1,760,000,000","1,606,000,000","1,733,000,000","1,854,000,000","1,760,000,000","1,738,000,000","2,303,000,000","2,194,000,000","2,165,000,000","2,462,000,000","3,016,000,000","3,191,800,000","2,200,200,000","2,035,100,000","1,674,400,000","1,559,900,000","1,252,200,000","1,411,100,000","1,528,100,000","2,615,800,000","3,144,800,000","2,409,100,000","1,256,300,000","1,001,900,000","773,400,000","760,800,000","1,106,700,000","1,103,500,000","1,421,200,000","1,447,400,000","1,197,500,000","1,096,100,000","945,700,000","689,800,000","698,200,000","703,700,000","572,600,000","519,700,000","451,900,000","557,800,000","509,000,000","573,600,000","657,700,000","823,400,000","828,200,000","759,400,000","833,600,000","772,500,000","656,100,000","665,600,000","1,032,400,000","1,020,400,000","1,001,970,000","858,597,000","855,108,000","831,003,000","739,500,000","525,500,000","437,900,000","445,000,000","446,600,000","418,500,000","448,600,000","452,800,000","477,700,000","477,100,000","503,500,000","181,900,000","239,600,000","256,700,000","249,800,000","365,100,000","203,000,000","203,600,000","70,200,000","61,500,000","57,100,000","57,700,000","90,000,000","111,400,000","36,100,000","46,300,000","45,400,000","54,600,000","44,500,000","65,700,000","83,900,000","60,600,000","79,600,000","84,900,000","85,300,000","101,000,000","119,500,000","30,300,000"
		PayablesAndAccruedExpenses,"5,016,000,000","4,615,000,000","5,483,000,000","6,602,000,000","4,352,000,000","4,744,000,000","5,923,000,000","4,322,000,000","551,000,000","715,000,000","664,000,000","704,000,000","547,000,000","717,000,000","819,000,000","914,000,000","853,000,000","1,000,000,000","1,100,000,000","978,000,000","840,000,000","948,000,000","976,000,000","1,054,000,000","844,000,000","1,108,000,000","1,062,000,000","1,104,000,000","972,000,000","1,129,000,000","979,000,000","978,000,000","849,000,000","1,201,000,000","1,291,000,000","1,261,000,000","1,165,900,000","1,114,700,000","959,400,000","823,800,000","779,300,000","704,000,000","590,700,000","906,700,000","1,183,600,000","1,468,300,000","1,476,600,000","1,152,600,000","523,900,000","681,100,000","674,000,000","610,700,000","312,000,000","490,500,000","489,900,000","591,400,000","284,100,000","840,800,000","586,300,000","593,700,000","599,900,000","476,400,000","427,000,000","392,700,000","380,300,000","362,200,000","338,800,000","390,000,000","347,000,000","331,600,000","301,900,000","312,100,000","271,400,000","315,500,000","342,900,000","493,500,000","525,900,000","459,444,000","386,303,000","379,173,000","349,062,000","359,600,000","338,300,000","343,800,000","349,700,000","338,400,000","337,700,000","349,400,000","348,100,000","337,400,000","326,900,000","363,200,000","180,000,000","150,600,000","167,700,000","174,900,000","199,200,000","138,600,000","162,500,000","69,700,000","60,900,000","53,700,000","53,000,000","47,000,000","36,300,000","33,100,000","39,800,000","39,000,000","34,300,000","34,500,000","38,200,000","41,400,000","30,900,000","40,000,000","36,500,000","36,600,000","31,400,000",,
			Payables,"4,913,000,000",,,,"4,247,000,000",,,"4,144,000,000","476,000,000",,,,"512,000,000",,,,"807,000,000",,,,"782,000,000",,,,"789,000,000",,,,"907,000,000",,,,"849,000,000",,,,"958,300,000",,,"823,800,000","668,900,000",,,,"1,024,100,000","1,468,300,000","1,476,600,000","1,152,600,000","371,000,000","681,100,000","674,000,000","610,700,000","228,900,000","490,500,000","489,900,000","591,400,000","194,600,000","840,800,000","586,300,000","593,700,000","599,900,000","476,400,000","427,000,000","392,700,000","380,300,000","362,200,000","338,800,000","390,000,000","347,000,000","331,600,000","301,900,000","312,100,000","271,400,000","315,500,000","342,900,000","493,500,000","525,900,000","459,444,000","386,303,000","379,173,000","349,062,000","359,600,000","338,300,000","343,800,000","349,700,000","338,400,000","337,700,000","349,400,000","348,100,000","337,400,000","326,900,000","363,200,000","180,000,000","150,600,000","167,700,000","174,900,000","199,200,000","138,600,000","162,500,000","69,700,000","60,900,000","53,700,000","53,000,000","47,000,000","36,300,000","33,100,000","39,800,000","39,000,000","34,300,000","34,500,000","38,200,000","41,400,000","30,900,000","40,000,000","36,500,000","36,600,000","31,400,000",,
