name,ttm,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015
MarketCap,"3,958,573,621","4,693,629,060","3,892,883,640","3,078,961,500","2,753,632,500","1,241,858,531","1,137,235,179"
EnterpriseValue,"5,067,943,621","5,830,170,060","3,562,626,640","2,853,883,500","2,587,934,500","1,116,744,531","1,029,381,179"
PeRatio,"96.017","82.575","58.811","68.405","110.119","113.421","92.7"
ForwardPeRatio,"31.847","40.323","47.393","59.524","72.464","46.948",
PegRatio,"1.061","1.347",,"1.805","2.409","1.562",
PsRatio,"7.166","10.726","14.513","14.396","16.472","10.855","14.19"
PbRatio,"3.842","4.612","8.522","9.207","10.902","6.273","8.101"
EnterprisesValueRevenueRatio,"9.526","10.959","12.403","12.434","14.509","8.808","11.717"
EnterprisesValueEBITDARatio,"41.11","47.292","37.167","40.555","47.574","32.142","47.538"
