name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,"1,400,000",,"100,000","-200,000",
OperatingIncome,"186,393,000","186,633,000","179,036,000","129,941,000","106,306,000","76,179,000","51,161,000","59,565,000","71,685,000","57,314,000","37,060,000","27,033,000","64,982,000","62,214,000","61,565,000","43,767,000","22,131,000","24,274,000","-1,850,000","18,539,000","22,234,000","10,600,000","11,200,000","9,200,000","6,600,000","2,200,000"
NetNonOperatingInterestIncomeExpense,"963,000","3,010,000","3,324,000","200,000","-1,129,000","33,000","106,000","158,000","609,000","969,000","961,000","1,616,000",,,,,,,,,,,,,,
	InterestIncomeNonOperating,"9,291,000","10,657,000","7,992,000","3,413,000","1,267,000",,,,,,"961,000","1,616,000",,,,,,,,,,,,,,
	InterestExpenseNonOperating,"8,328,000","7,647,000","4,668,000","3,213,000","2,396,000",,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,"-33,000","-106,000","-158,000","-609,000","-969,000",,,,,,,,,,,,,,,,
OtherIncomeExpense,,,,,,"-10,593,000","-3,640,000","-5,991,000","-4,004,000","-7,508,000",,,"44,000","-382,000","245,000","-210,000","8,249,000","462,000","-3,082,000","-3,280,000","-50,000","-300,000",,,"-700,000","700,000"
	SpecialIncomeCharges,,,,"0","0","-10,480,000","-3,687,000","-3,342,000","-4,191,000","-7,508,000",,,"44,000","-382,000","245,000","-210,000","8,249,000","462,000","-3,082,000","-3,280,000","-50,000","-300,000",,,"-700,000","700,000"
		WriteOff,,,,"0","0","10,480,000","3,687,000","3,342,000","4,191,000",,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,"-113,000","47,000","-2,649,000","187,000",,,,,,,,,,,,,,,,,
PretaxIncome,"187,356,000","189,643,000","182,360,000","130,141,000","105,177,000","65,619,000","47,627,000","53,732,000","68,290,000","50,775,000","38,021,000","28,649,000","72,017,000","73,439,000","72,082,000","47,747,000","30,736,000","24,470,000","-3,597,000","19,387,000","26,614,000","14,200,000","14,600,000","11,900,000","4,800,000","2,200,000"
TaxProvision,"50,454,000","38,544,000","46,947,000","45,739,000","39,186,000","26,229,000","19,623,000","21,700,000","27,888,000","20,305,000","15,581,000","12,075,000","26,237,000","25,947,000","25,576,000","17,764,000","11,526,000","9,485,000","484,000","9,030,000","9,714,000","4,900,000","5,500,000","4,500,000","2,200,000","1,100,000"
NetIncomeCommonStockholders,"135,712,000","149,340,000","133,538,000","82,885,000","64,495,000","38,409,000","26,002,000","31,116,000","39,178,000","29,562,000","22,440,000","16,574,000","45,780,000","47,492,000","46,506,000","29,983,000","19,210,000","12,864,000","-4,081,000","10,357,000","16,900,000","9,400,000","9,100,000","7,400,000","2,600,000","1,100,000"
	NetIncome,"136,902,000","151,099,000","135,413,000","84,402,000","65,991,000","39,390,000","28,004,000","32,032,000","40,402,000","30,470,000","22,440,000","16,574,000","45,780,000","47,492,000","46,506,000","29,983,000","19,210,000","12,864,000","-4,081,000","10,357,000","16,900,000","9,400,000","9,100,000","7,400,000","2,600,000","1,100,000"
		NetIncomeIncludingNoncontrollingInterests,"136,902,000","151,099,000","135,413,000","84,402,000","65,991,000","39,390,000","28,004,000","32,032,000","40,402,000","30,470,000","22,440,000","16,574,000","45,780,000","47,492,000","46,506,000","29,983,000","19,210,000","12,864,000","-4,081,000","10,357,000","16,900,000","9,400,000","9,100,000","7,400,000","2,600,000","1,100,000"
			NetIncomeContinuousOperations,"136,902,000","151,099,000","135,413,000","84,402,000","65,991,000","39,390,000","28,004,000","32,032,000","40,402,000","30,470,000","22,440,000","16,574,000","45,780,000","47,492,000","46,506,000","29,983,000","19,210,000","14,985,000","-4,081,000","10,357,000","16,900,000","9,400,000","9,100,000","7,400,000","2,600,000","1,100,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,"-3,264,000",,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,"1,143,000",,,,,,,,
	OtherunderPreferredStockDividend,"1,190,000","1,759,000","1,875,000","1,517,000","1,496,000","981,000","2,002,000","916,000","1,224,000","908,000",,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"135,712,000","149,340,000","133,538,000","82,885,000","64,495,000","38,409,000","26,002,000","31,116,000","39,178,000","29,562,000","22,440,000","16,574,000","45,780,000","47,492,000","46,506,000","29,983,000","19,210,000","12,864,000","-4,081,000","10,357,000","16,900,000","9,400,000","9,100,000","7,400,000","2,600,000","1,100,000"
BasicEPS,,,"3.24","2.02","1.55","0.79","0.525","0.625","0.785","0.58","0.43","0.335","0.905","0.89","0.845","0.58","0.37","0.24","-0.075","0.19","0.31","0.17","0.158","0.14","0.06","0.03"
DilutedEPS,,,"3.22","2.01","1.545","0.79","0.525","0.625","0.78","0.58","0.43","0.33","0.895","0.87","0.82","0.56","0.36","0.235","-0.075","0.18","0.29","0.17","0.155","0.133","0.06","0.025"
BasicAverageShares,,,"41,215,432","41,032,178","41,609,677","48,618,987","49,416,000","49,700,000","50,014,000","50,810,000","50,508,000","49,536,000","50,466,000","53,361,798","55,036,686","51,694,828","51,918,919","53,600,000","54,413,333","54,510,526","54,516,129","55,294,118","57,777,778","52,857,143","44,420,000","36,666,667"
DilutedAverageShares,,,"41,471,429","41,236,318","41,744,337","48,618,987","49,424,000","49,744,000","50,134,000","50,994,000","50,736,000","50,216,000","51,154,000","54,588,506","56,714,634","53,541,071","53,361,111","54,740,426","54,413,333","57,538,889","58,275,862","55,294,118","58,709,677","55,849,057","44,420,000","44,000,000"
TotalOperatingIncomeAsReported,"186,393,000","186,633,000","179,036,000","129,941,000","106,306,000","65,699,000","47,474,000","56,223,000","67,494,000",,,,,,,,,,,,,,,,,
TotalExpenses,"4,204,884,000","4,128,171,000","3,649,513,000","3,170,282,000","2,835,041,000","2,527,435,000","2,306,627,000","2,196,547,000","2,087,139,000","1,918,905,000","1,682,692,000","1,626,063,000","1,659,452,000","1,507,763,000","1,327,899,000","1,125,845,000","947,396,000","867,447,000","850,871,000","4,354,705,000","3,686,297,000","2,250,100,000","1,671,900,000","1,204,400,000","893,000,000","714,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"136,902,000","151,099,000","135,413,000","84,402,000","65,991,000","39,390,000","28,004,000","32,032,000","40,402,000","30,470,000","22,440,000","16,574,000","45,780,000","47,492,000","46,506,000","29,983,000","19,210,000","11,721,000","-4,081,000","10,357,000","16,900,000","9,400,000","9,100,000","7,400,000","2,600,000","1,100,000"
NormalizedIncome,"136,902,000","151,099,000","135,413,000","84,402,000","65,991,000","45,678,000","30,400,550","34,037,200","43,126,150","34,975,539.34","22,440,000","16,574,000","45,752,029.937","47,739,034.192","46,347,930.44","30,114,870.693","14,054,375","14,702,079.281","-2,231,800","12,325,000","16,931,750.207","9,596,478.873","9,100,000","7,400,000","3,020,000","680,000"
InterestIncome,"9,291,000","10,657,000","7,992,000","3,413,000","1,267,000",,,,,,"961,000","1,616,000",,,,,,,,,,,,,,
InterestExpense,"8,328,000","7,647,000","4,668,000","3,213,000","2,396,000",,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"963,000","3,010,000","3,324,000","200,000","-1,129,000","33,000","106,000","158,000","609,000","969,000","961,000","1,616,000",,,,,,,,,,,,,,
EBIT,"195,684,000","197,290,000","187,028,000","133,354,000","107,573,000","76,179,000","51,161,000","59,565,000","71,685,000","57,314,000","37,060,000","27,033,000","64,982,000","62,214,000","61,565,000","43,767,000","22,131,000","24,274,000","-1,850,000","18,539,000","22,234,000","10,600,000","11,200,000","9,200,000","6,600,000","2,200,000"
EBITDA,"225,318,000"
ReconciledCostOfRevenue,"3,651,038,000","3,581,870,000","3,146,640,000","2,727,492,000","2,449,737,000","2,165,747,000","1,953,983,000","1,862,892,000","1,776,670,000","1,624,444,000","1,421,173,000","1,365,160,000","1,380,724,000","1,263,663,000","1,106,642,000","933,541,000","771,577,000","692,328,000","682,411,000","4,208,035,000","3,570,030,000","2,170,700,000","1,614,000,000","1,161,800,000","861,600,000","687,100,000"
ReconciledDepreciation,"29,634,000","28,723,000","22,842,000","18,182,000","16,644,000","18,565,000","21,387,000","21,033,000","18,183,000","15,218,000","14,950,000","16,561,000","15,541,000","16,548,000","15,531,000","15,482,000","17,770,000","22,185,000","21,857,000","17,075,000","11,969,000","7,600,000","4,200,000","2,700,000","1,700,000","1,100,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"136,902,000","151,099,000","135,413,000","84,402,000","65,991,000","39,390,000","28,004,000","32,032,000","40,402,000","30,470,000","22,440,000","16,574,000","45,780,000","47,492,000","46,506,000","29,983,000","19,210,000","14,985,000","-4,081,000","10,357,000","16,900,000","9,400,000","9,100,000","7,400,000","2,600,000","1,100,000"
TotalUnusualItemsExcludingGoodwill,,,,"0","0","-10,480,000","-3,687,000","-3,342,000","-4,191,000","-7,508,000",,,"44,000","-382,000","245,000","-210,000","8,249,000","462,000","-3,082,000","-3,280,000","-50,000","-300,000",,,"-700,000","700,000"
TotalUnusualItems,,,,"0","0","-10,480,000","-3,687,000","-3,342,000","-4,191,000","-7,508,000",,,"44,000","-382,000","245,000","-210,000","8,249,000","462,000","-3,082,000","-3,280,000","-50,000","-300,000",,,"-700,000","700,000"
NormalizedEBITDA,"225,318,000","226,013,000","209,870,000","151,536,000","124,217,000","105,224,000","76,235,000","83,971,000","94,126,000","80,040,000","52,010,000","43,625,000","80,508,000","79,144,000","76,851,000","59,459,000","31,652,000","45,997,000","23,089,000","38,894,000","34,286,000","18,500,000","15,400,000","11,900,000","9,000,000","2,600,000"
TaxRateForCalcs,"0.269","0.203","0.257","0.351","0.373","0.4","0.35","0.4","0.35","0.4","0.35","0.35","0.364","0.353","0.355","0.372","0.375","0.388","0.4","0.4","0.365","0.345","0.377","0.378","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","-4,192,000","-1,290,450","-1,336,800","-1,466,850","-3,002,460.66","0","0","16,029.937","-134,965.808","86,930.44","-78,129.307","3,093,375","179,079.281","-1,232,800","-1,312,000","-18,249.793","-103,521.127","0","0","-280,000","280,000"
