name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalRevenue,"290,515,000,000","290,515,000,000","290,877,000,000","274,829,000,000","274,197,000,000","277,049,000,000","284,681,000,000","295,038,000,000","248,926,000,000","209,167,000,000","171,298,000,000","153,945,000,000","148,906,000,000","99,682,396,885.16","94,214,744,085","87,084,428,295.5","79,331,655,490.85","67,636,359,674.2","40,567,111,831.68","29,392,655,810.88","23,663,836,891.8","17,447,013,857.28"
	OperatingRevenue,"290,515,000,000","290,515,000,000","290,877,000,000","274,829,000,000","274,197,000,000","277,049,000,000","284,681,000,000","295,038,000,000","248,926,000,000","209,167,000,000","171,298,000,000","153,945,000,000","148,906,000,000","99,682,396,885.16","94,214,744,085","87,084,428,295.5","79,331,655,490.85","67,636,359,674.2","40,567,111,831.68","29,392,655,810.88","23,663,836,891.8","17,447,013,857.28"
CostOfRevenue,"107,108,000,000","107,108,000,000","121,769,000,000","119,972,000,000","133,042,000,000","128,486,000,000","130,122,000,000","151,437,000,000","122,842,000,000","59,188,000,000","51,693,000,000","25,256,000,000","16,577,000,000","25,110,043,687.2","23,269,782,945","20,703,465,415.5","18,393,709,895.85","13,893,227,423.15","7,047,460,627.2","4,268,103,545.28","4,724,810,832.6","4,999,447,079.04"
GrossProfit,"183,407,000,000","183,407,000,000","169,108,000,000","154,857,000,000","141,155,000,000","148,563,000,000","154,559,000,000","143,601,000,000","126,084,000,000","149,979,000,000","119,605,000,000","128,689,000,000","132,329,000,000","74,572,353,197.96","70,944,961,140","66,380,962,880","60,937,945,595","53,743,132,251.05","33,519,651,204.48","25,124,552,265.6","18,939,026,059.2","12,447,566,778.24"
OperatingExpense,"169,565,000,000","169,565,000,000","155,824,000,000","143,480,000,000","133,934,000,000","131,779,000,000","134,592,000,000","127,834,000,000","114,482,000,000","101,002,000,000","114,446,000,000","117,668,000,000","107,645,000,000","64,230,040,086.36","61,686,568,325","58,307,761,599.5","52,981,799,073.7","45,229,079,810.5","26,197,664,610.24","19,861,241,386.56","13,723,057,260","9,632,216,604.48"
	SellingGeneralAndAdministration,"54,763,000,000","54,763,000,000","52,866,000,000","48,358,000,000","42,413,000,000","40,830,000,000","42,233,000,000","39,958,000,000","37,260,000,000","42,981,000,000","54,511,000,000","64,736,000,000","54,214,000,000","41,520,292,280.48","39,282,721,147.5","37,931,248,713.5","33,918,709,690.7","28,843,781,555.05","14,944,550,273.28","11,599,013,909.76","7,995,667,096.8","5,855,822,733.12"
		GeneralAndAdministrativeExpense,"52,200,000,000","52,200,000,000","49,984,000,000","44,464,000,000","38,948,000,000","37,306,000,000","37,005,000,000","34,597,000,000","32,400,000,000","42,981,000,000","36,804,000,000","48,452,000,000","41,441,000,000",,,,,,,,,
			SalariesAndWages,"50,516,000,000","50,516,000,000","48,143,000,000","42,471,000,000","36,907,000,000","35,140,000,000","34,652,000,000","31,783,000,000","28,778,000,000","26,601,000,000","23,327,000,000","21,931,000,000","18,902,000,000",,,,,,,,,
			OtherGandA,"1,684,000,000","1,684,000,000","1,841,000,000","1,993,000,000","2,041,000,000","2,166,000,000","2,353,000,000","2,814,000,000","3,622,000,000","16,380,000,000","13,477,000,000","26,521,000,000","22,539,000,000",,,,,,,,,
		SellingAndMarketingExpense,"2,563,000,000","2,563,000,000","2,882,000,000","3,894,000,000","3,465,000,000","3,524,000,000","5,228,000,000","5,361,000,000","4,860,000,000",,"17,707,000,000","16,284,000,000","12,773,000,000",,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"83,080,000,000","83,080,000,000","75,777,000,000","77,492,000,000","76,805,000,000","76,738,000,000","73,868,000,000","68,196,000,000","61,057,000,000","58,021,000,000","54,433,000,000","47,587,000,000","47,678,000,000","22,709,747,805.88","22,403,847,177.5","20,376,512,886","19,063,081,104.85","16,385,298,255.45","11,253,114,336.96","8,262,227,476.8","5,727,390,163.2","3,776,393,871.36"
		DepreciationAndAmortizationInIncomeStatement,"83,080,000,000","83,080,000,000","75,777,000,000","77,492,000,000","76,805,000,000","76,738,000,000","73,868,000,000","68,196,000,000","61,057,000,000","58,021,000,000","54,433,000,000","47,587,000,000","47,678,000,000","22,709,747,805.88","22,403,847,177.5","20,376,512,886","19,063,081,104.85","16,385,298,255.45","11,253,114,336.96","8,262,227,476.8","5,727,390,163.2","3,776,393,871.36"
	ProvisionForDoubtfulAccounts,"3,663,000,000","3,663,000,000","3,846,000,000",,,,"3,958,000,000","4,219,000,000","3,150,000,000",,"2,583,000,000","2,355,000,000","2,900,000,000",,,,,,,,,
	OtherTaxes,"1,236,000,000","1,236,000,000","1,387,000,000","1,251,000,000","1,375,000,000","1,715,000,000","1,727,000,000","833,000,000","796,000,000",,,,,,,,,,,,,
	OtherOperatingExpenses,"30,486,000,000","30,486,000,000","25,794,000,000","16,379,000,000","13,341,000,000","12,496,000,000","16,764,000,000","18,847,000,000","15,369,000,000","43,586,000,000","2,919,000,000","2,990,000,000","2,853,000,000",,,,"8,278.15",,,,,
OperatingIncome,"13,842,000,000","13,842,000,000","13,284,000,000","11,377,000,000","7,221,000,000","16,784,000,000","19,967,000,000","15,767,000,000","11,602,000,000","48,977,000,000","5,159,000,000","11,021,000,000","24,684,000,000","10,342,313,111.6","9,258,392,815","8,073,201,280.5","7,956,146,521.3","8,514,052,440.55","7,321,986,594.24","5,263,310,879.04","5,215,968,799.2","2,815,350,173.76"
NetNonOperatingInterestIncomeExpense,"-812,000,000","-812,000,000","7,000,000","-3,856,000,000","-4,117,000,000","-4,392,000,000","-4,340,000,000","-4,265,000,000","-3,349,000,000","-1,244,000,000","-1,607,000,000","-945,000,000","-2,172,000,000",,,,,,,,,
	InterestIncomeNonOperating,"1,272,000,000","1,272,000,000","1,712,000,000","1,647,000,000","1,160,000,000","438,000,000","283,000,000","173,000,000","240,000,000","230,000,000","142,000,000","91,000,000","239,000,000",,,,,,,,,
	InterestExpenseNonOperating,"2,016,000,000","2,016,000,000","1,567,000,000","5,237,000,000","4,908,000,000","4,533,000,000","4,341,000,000","4,035,000,000","3,129,000,000","1,474,000,000","1,749,000,000","1,036,000,000","2,411,000,000",,,,,,,,,
	TotalOtherFinanceCost,"68,000,000","68,000,000","138,000,000","266,000,000","369,000,000","297,000,000","282,000,000","403,000,000","460,000,000",,,,,,,,,,,,,
OtherIncomeExpense,"1,137,000,000","1,137,000,000","-210,000,000","-4,928,000,000","-2,320,000,000","1,643,000,000","304,000,000","2,212,000,000","1,268,000,000","-42,135,000,000","1,221,000,000","2,201,000,000","-14,371,000,000","2,444,813,038.84","-2,373,231,505","34,942,108","95,993,427.4","-655,207,294.35","-16,349,208","19,834,279.68","-1,133,237,320.2","-353,556,796.8"
	GainOnSaleOfSecurity,"166,000,000","166,000,000","283,000,000","-25,000,000","617,000,000","-1,707,000,000","398,000,000","1,518,000,000","340,000,000",,,,,,,,,,,,,
	EarningsFromEquityInterest,"2,005,000,000","2,005,000,000","3,075,000,000","1,467,000,000","357,000,000","-801,000,000",,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-2,179,000,000","-2,179,000,000","-4,148,000,000","-7,444,000,000","-4,528,000,000","-6,020,000,000","-1,064,000,000",,,"-42,135,000,000","1,221,000,000","2,201,000,000","-14,371,000,000","2,444,813,038.84","-2,373,231,505","34,942,108","95,993,427.4","-655,207,294.35","-16,349,208","19,834,279.68","-1,133,237,320.2","-353,556,796.8"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,"4,528,000,000",,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,"0","0","11,837,000,000",,,,,,,,,
		WriteOff,,,,"3,955,000,000","4,173,000,000","4,054,000,000",,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,"-1,221,000,000","-2,201,000,000","-1,994,000,000",,,,,,,,,
