name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,08/31/1997,08/31/1996
TotalAssets,"35,492,000,000","31,987,000,000","27,906,000,000","23,702,737,000","19,019,589,000","12,573,683,000","9,673,237,000","4,639,085,000","2,915,325,000","2,553,507,000","2,732,622,000","2,922,070,000","2,962,299,000","2,604,488,000","1,308,124,000","333,567,000","24,590,757","21,059,390","25,023,676","34,665,618","34,500,000","20,800,000","17,700,000","13,800,000","5,100,000"
	CurrentAssets,"4,212,000,000","4,234,000,000","3,369,000,000","2,238,318,000","1,782,586,000","2,258,877,000","1,591,180,000","748,563,000","591,452,000","165,610,000","286,275,000","416,592,000","600,612,000","828,977,000","871,463,000","311,281,000","4,487,352","1,848,820","1,344,159","2,838,800","3,400,000","800,000","1,100,000","300,000","1,100,000"
		CashCashEquivalentsAndShortTermInvestments,"2,474,000,000","981,000,000","722,000,000","875,836,000","1,201,112,000","1,747,583,000","960,842,000","201,711,000","459,160,000","74,161,000","88,372,000","102,192,000","296,530,000","462,963,000","692,592,000","309,343,000","1,257,693","590,039","610,718","1,888,562","1,200,000","100,000","800,000","200,000","1,100,000"
			CashAndCashEquivalents,"2,474,000,000","981,000,000","722,000,000","875,836,000","1,201,112,000","1,747,583,000","960,842,000","201,711,000","459,160,000","74,161,000","88,372,000","102,192,000","296,530,000","462,963,000","692,592,000","308,443,000","1,257,693","590,039","610,718","1,888,562","1,200,000","100,000","800,000","200,000","1,100,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,"900,000",,,,,,,,,
		Receivables,"491,000,000","585,000,000","371,000,000","217,925,000","5,749,000","4,419,000","4,486,000","3,486,000","3,043,000","4,699,000","9,899,000","3,630,000","48,786,000","7,941,000","2,912,000","1,374,000","2,828,065","1,137,682","636,527","851,706","900,000","600,000","100,000",,
			AccountsReceivable,"441,000,000","539,000,000","350,000,000","208,702,000","5,749,000","4,419,000","4,486,000","3,486,000",,,,"3,630,000","42,702,000","1,299,000","2,912,000","1,374,000","1,000,000","1,137,682","636,527",,,,,,
			OtherReceivables,"50,000,000","46,000,000","21,000,000","9,223,000",,,,,,,,,"6,084,000","6,642,000",,,"1,828,065",,,,,,,,
		Inventory,"312,000,000","316,000,000","243,000,000","160,161,000","18,125,000","4,294,000","10,563,000","7,045,000","6,562,000","1,212,000","32,602,000",,,,,,,,,,,,,,
			RawMaterials,"136,000,000","89,000,000","52,000,000","37,266,000","7,253,000",,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"176,000,000","227,000,000","191,000,000","122,895,000","10,872,000",,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,,,,,"20,844,000","17,225,000","16,058,000","20,522,000","12,476,000","17,093,000","9,220,000","26,155,000","2,242,000","843,000","564,000","401,594","121,099","96,914",,,,,,
		RestrictedCash,"520,000,000","2,175,000,000","1,880,000,000","859,898,000","503,397,000","481,737,000","598,064,000","520,263,000","102,165,000","73,062,000","138,309,000","301,550,000","228,085,000","355,831,000","161,561,000",,,,,,,,,,
		HedgingAssetsCurrent,"323,000,000","63,000,000","57,000,000","23,750,000",,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"92,000,000","114,000,000","96,000,000","100,748,000","54,203,000",,,,,,,,"1,056,000",,"13,555,000",,,,,"98,532","1,300,000","100,000","200,000","100,000",
	TotalNonCurrentAssets,"31,280,000,000","27,753,000,000","24,537,000,000","21,464,419,000","17,237,003,000","10,314,806,000","8,082,057,000","3,890,522,000","2,323,873,000","2,387,897,000","2,446,347,000","2,505,478,000","2,361,687,000","1,775,511,000","436,661,000","22,286,000","20,103,405","19,210,570","23,679,517","31,826,818","31,100,000","20,000,000","16,600,000","13,500,000","4,000,000"
		NetPPE,"30,112,000,000","27,245,000,000","23,978,000,000","20,635,294,000","16,193,907,000","9,246,753,000","6,454,399,000","3,282,305,000","2,107,129,000","2,157,597,000","2,216,855,000","2,170,158,000","1,645,112,000","748,818,000","298,083,000","20,094,000","19,713,235","17,810,570","18,582,318","25,187,548","31,000,000","20,100,000","16,600,000",,
			GrossPPE,"32,306,000,000","28,656,000,000","24,946,000,000","21,254,489,000","16,699,952,000","9,627,419,000","6,779,604,000","3,546,707,000","2,130,973,000","2,301,369,000","2,300,004,000","2,199,305,000","1,654,938,000","755,104,000","303,573,000","20,918,000","20,413,852","28,663,691","29,190,135","25,218,385",,"20,200,000",,,
				MineralProperties,"31,530,000,000","28,336,000,000","24,705,000,000","21,009,748,000","16,420,367,000","9,433,870,000","6,730,975,000","3,512,708,000",,,,,,,,,,,,,,,,,
				LandAndImprovements,"59,000,000","59,000,000","59,000,000","60,582,000","60,984,000","92,403,000",,,,,,"6,018,000","2,526,000","3,122,000","23,003,000","19,056,000","19,270,822","28,047,986","28,545,277",,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,"9,208,000","11,247,000","2,206,000","1,757,000",,,,,,,,,,
				MachineryFurnitureEquipment,"215,000,000","199,000,000","125,000,000","115,070,000","98,823,000","57,524,000","25,938,000","24,083,000","22,610,000","22,507,000","2,243,584,000","1,501,198,000","13,203,000","6,662,000","6,396,000","1,428,000","733,873","351,769","391,292",,,,,,
				OtherProperties,"460,000,000","21,000,000","16,000,000","21,960,000","79,642,000","9,246,753,000","15,388,000","2,927,000","2,101,045,000","2,271,544,000","8,047,000","31,604,000","13,340,000","8,166,000","272,417,000","434,000","409,157","263,936","253,566",,,,,,
				ConstructionInProgress,,,,,,,,,,,"39,115,000","651,277,000","1,614,622,000","734,948,000",,,,,,,,,,,
				Leases,"42,000,000","41,000,000","41,000,000","47,129,000","40,136,000","43,622,000","7,303,000","6,989,000","7,318,000","7,318,000","9,258,000",,,,,,,,,,,,,,
