name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
TotalAssets,"31,231,630,000","30,686,223,000","32,257,638,000","31,103,578,000","30,650,673,000","29,532,330,000","33,324,574,000","32,586,606,000","26,216,925,000","24,857,429,000","25,948,266,000","23,596,672,000","23,605,662,000","22,084,455,000","21,131,039,000","22,070,019,000","15,684,721,000","14,904,502,000","13,810,954,000","13,937,945,000","14,223,243,000","13,277,000,000","7,662,700,000","5,895,900,000","2,556,400,000","2,277,200,000","1,756,700,000"
	CurrentAssets,"1,994,106,000","1,794,613,000","2,809,171,000","1,676,135,000","1,711,315,000","1,564,796,000","2,795,197,000","2,165,396,000","1,936,381,000","1,223,454,000","4,992,447,000","1,709,100,000",,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"669,373,000","514,335,000","1,482,309,000","560,059,000","701,134,000","612,282,000","1,716,863,000","1,184,518,000","798,650,000","796,718,000","3,957,718,000","773,544,000","2,388,873,000","2,455,595,000","337,048,000","520,084,000","535,623,000","397,129,000","259,760,000","223,111,000","157,632,000","129,195,000",,,,,
			CashAndCashEquivalents,"669,373,000","514,335,000","1,482,309,000","560,059,000","701,134,000","612,282,000","1,716,863,000","1,184,518,000","798,650,000","796,718,000","3,957,718,000","773,544,000","501,982,000","929,360,000","337,048,000","520,084,000","535,623,000","397,129,000","259,760,000","223,111,000","157,632,000","129,195,000",,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,"1,886,891,000","1,526,235,000",,,,,,,,,,,,,
		Receivables,"832,151,000","763,815,000","742,672,000","664,619,000","624,605,000","580,197,000","581,482,000","521,301,000","1,137,731,000","426,736,000","1,034,729,000","935,556,000","447,224,000","380,128,000","357,079,000","361,590,000","305,200,000","386,466,000","396,580,000","484,599,000","451,234,000","218,581,000",,,,,
			AccountsReceivable,"832,151,000","763,815,000","742,672,000","664,619,000","624,605,000","580,197,000","581,482,000","521,301,000","486,731,000",,"402,729,000","414,856,000",,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,"0","651,000,000",,"632,000,000","520,700,000",,,,,,,,,,,,,,,
		PrepaidAssets,"492,582,000","516,463,000","584,190,000","451,457,000","385,576,000","372,317,000","496,852,000","459,577,000",,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"29,237,524,000","28,891,610,000","29,448,467,000","29,427,443,000","28,939,358,000","27,967,534,000","30,529,377,000","30,421,210,000","24,280,544,000","23,633,975,000","20,955,819,000","21,887,572,000",,,,,,,,,,,,,,,
		NetPPE,"514,660,000",,,,,,,,"21,268,916,000","19,797,431,000","18,331,655,000","19,021,430,000","19,102,930,000","18,257,833,000","17,936,016,000","18,091,238,000","12,415,245,000","12,027,373,000","11,317,221,000","11,564,414,000","11,703,171,000","11,127,643,000","6,405,600,000","5,021,900,000","2,009,300,000","1,829,100,000","1,350,400,000"
			GrossPPE,"514,660,000",,,,,,,,"29,657,046,000","27,508,735,000","25,336,189,000","25,205,715,000","24,415,025,000","22,863,963,000","21,745,309,000","21,253,761,000","14,971,823,000","14,249,615,000","13,194,396,000","13,045,133,000","12,802,052,000","11,850,014,000",,,,,
				Properties,,,,,,,,,"0","0","0","0",,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,"3,136,981,000","2,929,054,000","2,757,994,000","2,795,026,000",,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,"26,196,349,000","24,263,169,000","22,265,721,000","22,112,944,000",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,,,,,,"323,716,000","316,512,000","312,474,000","297,745,000",,,,,,,,,,,,,,,
				OtherProperties,"514,660,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,,,,,,,"-8,388,130,000","-7,711,304,000","-7,004,534,000","-6,184,285,000","-5,312,095,000","-4,606,130,000","-3,809,293,000","-3,162,523,000","-2,556,578,000","-2,222,242,000","-1,877,175,000","-1,480,719,000","-1,098,881,000","-722,371,000",,,,,
		GoodwillAndOtherIntangibleAssets,"95,852,000","150,736,000","208,557,000","285,137,000","275,680,000","311,794,000","409,385,000","507,132,000",,,,,,,,,,"37,212,000","37,212,000","38,384,000","39,556,000","58,134,000",,,,,
			Goodwill,"20,098,000","20,098,000","20,098,000","20,098,000","20,098,000","20,098,000","20,098,000","20,098,000",,,,,,,,,,"37,212,000","37,212,000","38,384,000","39,556,000","58,134,000",,,,,
			OtherIntangibleAssets,"75,754,000","130,638,000","188,459,000","265,039,000","255,582,000","291,696,000","389,287,000","487,034,000",,,,,,,,,,,,,,,,,,,
		InvestmentProperties,"23,898,719,000","24,208,131,000","24,457,515,000","24,360,335,000","23,547,738,000","22,367,785,000","25,058,601,000","25,184,133,000",,,,,,,,,,,,,,,,,,,
