name,03/31/2020,12/31/2019,09/30/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
				OtherProperties,,"11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000",,,,"6,000,000",,,,,,,,"1,000",,,,"1,000",,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"1,209,000,000","1,117,000,000","1,034,837,879.809",,,,"990,682,281.059","977,435,148.391",,,"828,731,948.413",,,"813,420,217.101","799,837,403.647",,,,"915,004,995.873",,"1,011,771,490.603",,"983,856,222.044",,"858,001,850.139","1,053,613,885.891","1,112,071,853.116",,"1,002,740,320.09",,"1,075,540,679.342",,,"1,049,785,552.098","1,033,523,630.348","1,347,070,033.349",,,"1,408,819,932.742",,,,"1,308,447,223.03",,,,"1,948,000,000",,,,"883,000,000",,,,"498,000,000",,,,"320,883,000",,,,"206,386,000",,,,"412,120,000",,,,"501,501,000",,,,,,,,,,,
			AccumulatedDepreciation,,"-10,123,000,000","-10,263,000,000","-9,495,698,436.702",,,,"-9,132,128,309.572","-9,111,438,638.916",,,"-7,965,769,557.495",,,"-8,505,170,912.668","-8,270,120,719.686",,,,"-8,020,887,636.3",,"-8,564,013,840.83",,"-7,979,467,748.906",,"-7,501,927,227.875","-7,493,853,107.528","-7,338,692,715.758",,"-6,905,756,167.589",,"-6,457,841,017.648",,,"-13,624,169,539.988","-13,064,565,830.874","-13,032,316,976.338",,,"-12,398,349,128.707",,,,"-11,518,537,365.513",,"-14,958,620,000",,"-14,145,000,000","-11,849,000,000","-11,849,000,000","-11,849,000,000","-11,849,000,000","-10,382,000,000","-10,382,000,000","-10,382,000,000","-10,382,000,000","-9,608,420,000","-9,608,420,000","-9,608,420,000","-9,608,420,000","-8,873,752,000","-8,873,752,000","-8,873,752,000","-8,873,752,000","-8,009,065,000","-8,009,065,000","-8,009,065,000","-8,009,065,000","-7,200,779,000","-7,200,779,000","-7,200,779,000","-7,200,779,000","-6,611,349,000","-6,611,349,000","-6,611,349,000","-6,611,349,000","-6,390,012,000","-6,390,012,000","-6,390,012,000","-6,390,012,000","-5,992,500,000","-5,992,500,000","-5,992,500,000"
		GoodwillAndOtherIntangibleAssets,,"11,590,000,000","11,900,000,000","11,936,812,711.542",,,,"11,960,743,380.855","12,064,870,362.975",,,"11,922,735,346.359",,,"12,781,506,710.051","12,757,444,226.208",,,,"13,133,444,111.386",,"13,372,453,416.724",,"13,428,712,450.997",,"13,344,819,611.471","13,450,293,346.75","13,517,016,818.178",,"13,450,747,139.113",,"13,579,796,441.68",,,"14,237,911,025.145","16,696,697,914.301","14,379,863,427.029",,,"17,923,341,485.784",,,,"17,064,262,867.113",,,,"17,844,000,000",,,,"5,561,000,000",,,,"5,157,000,000",,,,"3,970,504,000",,,,"4,000,588,000",,,,,,,,,,,,,,,,,,,
			Goodwill,,"9,562,000,000","9,875,000,000","9,910,742,815.972",,,,"9,952,851,323.829",,,,"9,934,888,794.502",,,,"10,640,101,541.654",,,,"10,897,519,440.462",,,,"11,088,781,951.147",,,"11,099,624,288.949","11,096,102,763.042",,"10,932,344,375.615",,,,,"11,569,422,252.123",,"11,559,790,376.37",,,,,,,,,,,"13,873,000,000",,,,"4,826,000,000",,,,"4,501,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,"2,028,000,000","2,025,000,000","2,026,069,895.57",,,,"2,007,892,057.026",,,,"1,987,846,551.857",,,,"2,117,342,684.554",,,,"2,235,924,670.924",,,,"2,339,930,499.85",,,"2,350,669,057.801","2,420,914,055.136",,"2,518,402,763.499",,"13,579,796,441.68",,,"2,668,488,773.022",,"2,820,073,050.659",,,,,,,,,,,"3,971,000,000",,,,"735,000,000",,,,"656,000,000",,,,"3,970,504,000",,,,"4,000,588,000",,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,,"518,000,000","730,000,000","736,058,844.002",,,,"454,378,818.737","692,202,803.452",,,"537,300,177.62",,,"1,097,960,888.402","758,493,459.087",,,,"687,475,563.665",,"1,017,399,724.91",,"754,184,862.416",,"663,660,191.181","680,093,806.042","666,495,291.066",,"1,316,101,343.243",,"1,373,910,919.891",,,"687,410,646.708","1,879,318,174.446","693,187,232.015",,,"2,456,741,057.78",,,,"2,822,986,333.236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,"481,000,000","473,000,000","482,971,833.767",,,,"436,456,211.813","442,769,296.622",,,"506,023,631.168",,,"732,205,636.246","703,541,913.727",,,,"648,920,457.014",,"685,950,693.584",,"692,545,122.516",,"609,004,008.634","628,889,988.883","621,548,144.859",,"602,720,879.893",,,,,,"669,904,959.616",,,,"849,357,994.497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,,,,,,,,,,,,,,,"732,205,636.246","703,541,913.727",,,,"648,920,457.014",,"685,950,693.584",,"692,545,122.516",,"609,004,008.634","628,889,988.883","621,548,144.859",,"602,720,879.893",,,,,,"669,904,959.616",,,,"849,357,994.497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,,,"473,000,000","482,971,833.767",,,,"436,456,211.813","442,769,296.622",,,"506,023,631.168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,"37,000,000",,,,,,"17,922,606.925",,,,"31,276,546.451",,,,"54,951,545.36",,,,"38,555,106.651",,,,"61,639,739.9",,"54,656,182.547","51,203,817.159","44,947,146.207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				TradingSecurities,,,,,,,,"3,920,570.265",,,,"7,577,805.236",,,,"18,355,784.91",,,,"21,856,944.263",,,,"35,540,721.761",,"29,525,131.051","29,050,660.132","28,510,668.131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,,"34,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,"3,000,000",,,,,,"14,002,036.66",,,,"23,698,741.216",,,,"36,595,760.451",,,,"16,698,162.388",,,,"26,099,018.14",,"25,131,051.496","22,153,157.028","16,436,478.076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,"257,000,000","253,087,010.235",,,,,"249,433,506.83",,,,,,"365,755,252.156",,,,,,,"331,449,031.327",,,,,,,,"713,380,463.35",,,,,,"1,209,413,214.83",,,,"1,607,383,063.283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,"2,000,000",,"15,111,950.551",,,,"40,427,698.574","25,704,558.643",,,"91,705,923.237",,,"96,912,977.013","50,319,170.62",,,,"326,903,862.027",,"609,622,584.485",,"481,603,646.493",,"389,300,030.836","451,664,732.661","333,325,543.533",,,,,,,,,"122,121,645.228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,"197,000,000",,,,,,"234,826,883.91",,,,"217,246,505.522",,,,"273,947,061.221",,,,"334,845,670.967",,,,"382,504,139.381",,"377,890,841.813","428,050,927.917","291,650,113.342",,,,,,,"1,187,789,084.181",,"1,245,751,945.371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,"627,000,000","578,000,000","588,551,959.669",,,,"754,429,735.234","1,057,527,464.163",,,"773,901,459.572",,,"903,787,368.41","894,569,467.092",,,,"1,881,190,538.251",,"1,941,972,133.301",,"1,945,374,755.034",,"1,014,338,575.393","1,016,691,957.511","1,016,335,210.675",,"2,113,149,424.084",,"2,194,680,476.645",,,"2,060,886,384.661",,"3,391,773,860.569",,,,,,,,,,,"71,000,000",,,,"351,000,000",,,,"346,000,000",,,,"171,773,000",,,,"190,879,000",,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,"627,000,000","578,000,000","588,551,959.669",,,,"754,429,735.234","1,057,527,464.163",,,"773,901,459.572",,,"903,787,368.41","894,569,467.092",,,,"1,881,190,538.251",,"1,941,972,133.301",,"1,945,374,755.034",,"1,014,338,575.393","1,016,691,957.511","1,016,335,210.675",,"2,113,149,424.084",,"2,194,680,476.645",,,"2,060,886,384.661",,,,,,,,,,,,,"71,000,000",,,,"351,000,000",,,,"346,000,000",,,,"171,773,000",,,,"190,879,000",,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"440,333,024.977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"12,749,855,000",,,,"13,434,445,208.993","13,408,710,394.184","13,667,396,508.398",,,"13,695,526,243.44","13,466,749,912.661",,"14,282,897,403.212","14,534,902,622.121",,,"15,906,449,114.443","16,197,351,730.178","16,167,876,158.962",,"16,772,617,199.489",,"17,071,427,783.113",,"16,051,695,334.774",,,,"17,457,318,353.225",,"17,229,693,299.473",,"17,760,498,451.566","18,754,106,154.792","335,800,185.014",,,"19,808,569,959.086","20,560,589,058.946",,"20,066,018,938.749","19,695,157,143.941","19,648,980,169.972",,"20,671,158,775.902","20,861,055,000","20,478,003,000","2,129,000,000","20,400,146,000","19,803,328,000","7,546,076,000","1,703,000,000","7,246,186,000","7,244,483,000","7,275,482,000","1,560,000,000","7,728,402,000","7,939,772,000","7,747,566,000","1,672,427,000","5,190,286,000","5,190,286,000","5,243,027,000","738,203,000","5,198,169,000","5,173,176,000","5,015,471,000","5,014,809,000","5,212,159,000","5,016,783,000","5,299,899,000","4,977,259,000","4,710,775,000","4,856,618,000","4,909,939,000","4,722,867,000","3,449,507,000","3,330,577,000","3,378,878,000","3,251,341,000","3,012,800,000","2,993,900,000","3,268,200,000"
TotalLiabilitiesNetMinorityInterest,"18,423,280,000","18,539,000,000","17,450,000,000","16,948,535,921.666","17,251,543,460.146","17,518,974,160.313","18,307,157,397.611","18,185,488,798.371","18,367,617,110.19","18,632,189,549.881","19,089,861,697.159","19,451,453,780.215","20,465,978,554.314","21,324,040,670.307","22,862,194,149.19","21,916,691,372.665","23,543,671,498.27","24,058,260,854.068","24,874,116,305.737","24,897,231,634.737","25,632,735,479.123","26,043,459,220.744","26,427,688,306.99","26,698,681,462.251","25,116,041,280.241","24,712,149,244.527","25,006,126,605.698","25,174,296,775.802","27,554,779,769.078","26,411,302,231.51","27,432,310,998.242","26,572,405,421.518","24,483,740,223.263","25,425,714,615.069","25,308,384,492.473","24,441,029,550.099","25,931,395,902.811","25,326,271,297.865","25,625,417,755.943","24,817,792,723.938","26,263,456,802.92","28,228,671,371.121","27,507,203,874.167","28,086,289,619.075","33,761,866,428.8","30,569,460,000","35,327,405,000","30,967,000,000","29,529,039,000","26,685,457,000","13,982,697,000","15,193,000,000","15,234,826,000","16,192,139,000","16,484,439,000","16,430,000,000","15,244,059,000","16,878,682,000","17,819,732,000","9,159,535,000","9,301,106,000","9,301,106,000","9,655,674,000","9,260,347,000","8,829,701,000","9,533,095,000","9,185,354,000","8,976,470,000","9,150,073,000","8,612,826,000","8,250,400,000","8,089,154,000","8,479,922,000","8,602,861,000","8,166,657,000","8,114,838,000","6,037,800,000","5,691,483,000","5,769,487,000","5,458,332,000","5,478,600,000","5,597,500,000","5,589,600,000"
	CurrentLiabilities,"4,589,395,000","5,409,000,000","5,182,000,000","4,587,062,135.049","4,522,292,158.559","4,845,484,553.092","4,879,849,942.688","5,711,761,710.794","4,927,001,259.854","4,596,710,088.297","4,720,234,019.685","3,963,433,469.766","4,328,152,716.748","4,076,093,805.855","4,085,348,298.751","4,202,432,459.976","4,408,695,526.214","4,433,141,052.447","5,895,319,988.206","5,445,569,420.913","4,953,762,406.772","4,733,267,953.296","5,314,782,747.317","4,572,087,407.147","4,619,674,729.795","4,420,906,567.993","4,395,575,860.362","4,190,367,133.276","4,252,839,870.933","4,010,886,510.372","4,538,777,104.903","4,635,297,328.746","4,049,471,227.944","4,168,152,025.412","4,134,471,448.995","4,469,736,287.262","4,652,135,937.748","3,997,647,199.858","4,061,812,501.518","3,761,311,525.527","4,158,559,381.64","9,514,286,592.306","8,039,138,343.942","11,103,300,378.017","8,212,565,024.473","8,206,757,000","9,565,605,000","7,636,000,000","6,700,102,000","16,427,145,000","3,952,587,000","4,437,000,000","4,525,848,000","4,318,407,000","4,120,121,000","4,119,000,000","4,627,631,000","4,882,472,000","5,875,724,000","2,411,915,000","2,934,340,000","2,934,340,000","3,053,011,000","2,832,618,000","2,730,423,000","3,504,861,000","3,068,503,000","2,951,793,000","3,558,761,000","2,472,259,000","2,328,120,000","2,349,820,000","3,303,802,000","3,380,503,000","3,040,182,000","3,922,275,000","2,338,156,000","1,792,488,000","1,785,698,000","1,835,899,000","2,214,300,000","1,847,800,000","1,879,900,000"
		PayablesAndAccruedExpenses,,"3,146,000,000","2,886,000,000","3,108,533,316.508",,,,"3,018,890,020.367","2,743,382,455.149",,,"2,543,536,180.4",,,"2,626,845,647.692","2,492,970,371.331",,,,"2,692,001,715.974",,"2,722,831,819.107",,"2,899,677,677.126",,"2,636,601,911.81","2,562,462,976.638","2,684,287,194.348",,"2,546,890,129.24",,"2,779,210,331.626",,,"2,680,010,091.666","4,003,292,354.601","4,002,540,892.488",,,"3,167,609,293.794",,,,"3,925,923,233.498",,,,"2,167,000,000",,,,"2,005,000,000",,,,"2,926,000,000",,,,"535,323,000",,,,"488,946,000",,,,"407,856,000",,,,"360,808,000",,,,"559,877,000",,,,"389,563,000",,,
			Payables,,"3,058,000,000","2,800,000,000","3,014,096,346.063",,,,"2,891,802,443.992","2,613,977,101.982",,,"2,378,224,187.196",,,"2,417,205,442.188","2,294,878,446.487",,,,"2,481,170,446.153",,"2,508,342,122.631",,"2,668,854,890.227",,"2,416,358,310.207","2,263,273,636.12","2,450,359,499.272",,"2,350,843,218.549",,"2,554,103,847.784",,,"2,475,653,855.857","4,003,292,354.601","4,002,540,892.488",,,"3,167,609,293.794",,,,"3,925,923,233.498",,,,"2,167,000,000",,,,"2,005,000,000",,,,"2,926,000,000",,,,"535,323,000",,,,"488,946,000",,,,"407,856,000",,,,"360,808,000",,,,"559,877,000",,,,"389,563,000",,,
				AccountsPayable,,"2,526,000,000","2,252,000,000","2,536,263,593.123",,,,"2,363,951,120.163","2,112,738,208.447",,,"1,925,969,186.81",,,"1,659,917,128.688","1,662,385,580.344",,,,"1,647,484,143.534",,"1,724,552,671.021",,"1,704,265,884.515",,"1,615,479,494.295","1,542,606,282.408","1,598,155,375.352",,"1,553,645,597.73",,"1,448,683,048.06",,,"1,540,661,004.121","1,515,294,041.325","1,443,385,739.241",,,"1,390,553,347.6",,,,"1,638,775,806.921",,,,"2,167,000,000",,,,"2,005,000,000",,,,"2,926,000,000",,,,"535,323,000",,,,"488,946,000",,,,"407,856,000",,,,"360,808,000",,,,"559,877,000",,,,"389,563,000",,,
				TotalTaxPayable,,"219,000,000","206,000,000","212,127,009.584",,,,"261,150,712.831","234,816,107.602",,,"261,651,478.879",,,"510,458,549.572","383,271,105.099",,,,"671,320,430.948",,"588,189,034.658",,"750,653,818.785",,"505,319,148.936","422,289,484.148","524,720,930.414",,"599,954,390.307",,"811,719,327.985",,,"592,212,597.763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,"219,000,000","206,000,000","212,127,009.584",,,,"261,150,712.831","234,816,107.602",,,"261,651,478.879",,,"510,458,549.572","383,271,105.099",,,,"671,320,430.948",,"588,189,034.658",,"750,653,818.785",,"505,319,148.936","422,289,484.148","524,720,930.414",,"599,954,390.307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,,,,,,,,,,,,,,,,,,,,"0",,"2,852,666.704",,"1,842,283.633",,"4,162,812.211","2,434,412.86","2,336,940.011",,"2,392,639.642",,"2,370,298.011",,,"2,859,305.357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,"313,000,000","342,000,000","265,705,743.355",,,,"266,700,610.998","266,422,785.933",,,"190,603,521.507",,,"246,829,763.927","249,221,761.044",,,,"162,365,871.671",,"192,747,750.248",,"212,092,903.293",,"291,396,854.764","295,943,456.704","325,146,253.496",,"194,850,590.87",,"291,331,173.728",,,"339,920,948.617","2,487,998,313.276","2,559,155,153.248",,,"1,777,055,946.194",,,,"2,287,147,426.577",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,"88,000,000","86,000,000","94,436,970.446",,,,"127,087,576.375","129,405,353.167",,,"165,311,993.204",,,"209,640,205.504","198,091,924.844",,,,"210,831,269.821",,"214,489,696.476",,"230,822,786.899",,"220,243,601.603","299,189,340.518","233,927,695.076",,"196,046,910.691",,"225,106,483.842",,,"204,356,235.809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InterestPayable,,"88,000,000","86,000,000","94,436,970.446",,,,"127,087,576.375","129,405,353.167",,,"165,311,993.204",,,"209,640,205.504","198,091,924.844",,,,"210,831,269.821",,"214,489,696.476",,"230,822,786.899",,"220,243,601.603","299,189,340.518","233,927,695.076",,"196,046,910.691",,"225,106,483.842",,,"204,356,235.809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,,"558,000,000","479,000,000","534,718,815.956",,,,"644,959,266.802","592,418,368.72",,,"563,267,433.779",,,"666,979,089.852","604,409,094.278",,,,"701,933,728.659",,"776,310,838.9",,"781,895,878.735",,"684,320,074.006","795,566,122.711","739,719,411.403",,"707,398,864.244",,"834,991,344.821",,,"836,599,108.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,"844,000,000","1,055,000,000","94,233,442.492",,,,"1,274,032,586.558","853,931,914.912",,,"85,865,703.915",,,"43,619,528.805","389,930,143.789",,,,"1,218,830,096.876",,"512,863,213.861",,"388,107,752.099",,"431,159,420.29","483,068,658.557","121,598,778.559",,"121,650,771.813",,"335,648,563.815",,,"78,967,286.183","457,118,297.707","649,595,045.26",,,"565,041,271.782",,,,"6,925,705,146.845",,,,"3,320,000,000",,,,"1,252,000,000",,,,"1,192,000,000",,,,"1,043,523,000",,,,"1,330,524,000",,,,"1,392,262,000",,,,"1,028,948,000",,,,"2,963,301,000",,,,"1,035,480,000",,,
			CurrentDebt,,"582,000,000","836,000,000","63,958,659.402",,,,"1,242,922,606.925","824,972,916.441",,,"72,109,815.43",,,"27,979,060.309","374,295,879.039",,,,"1,201,181,632.564",,"469,919,015.105",,"317,486,879.486",,"359,543,632.439","416,041,157.807","58,267,704.268",,"62,358,170.677",,"335,648,563.815",,,"78,967,286.183","457,118,297.707","640,781,324.44",,,"565,041,271.782",,,,"6,925,705,146.845",,,,"3,320,000,000",,,,"1,252,000,000",,,,"1,192,000,000",,,,"1,043,523,000",,,,"1,330,524,000",,,,"1,392,262,000",,,,"1,028,948,000",,,,"2,963,301,000",,,,"1,035,480,000",,,
				CurrentNotesPayable,,"6,000,000",,"7,123,478.374",,,,"19,246,435.845","23,663,638.751",,,"8,350,065.642",,,"1,274,408.544","1,331,807.738",,,,"6,380,598.636",,"19,120,576.825",,"6,678,278.171",,"11,409,189.023","17,040,890.021","6,231,840.029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,000,000",,,,"28,711,000",,,,"266,019,000",,,,"310,166,000",,,,"215,244,000",,,,,,,,,,,
				LineOfCredit,,,,"31,241,540.869",,,,"46,334,012.22","51,078,157.303",,,"14,045,486.138",,,"7,298,885.298","6,311,610.584",,,,"475,150.962",,"115,571,551.049",,"460,570.908",,"1,541,782.3","54,043,965.496","155,796.001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,"576,000,000","836,000,000","56,835,181.028",,,,"1,223,676,171.079","801,309,277.691",,,"63,759,749.788",,,"26,704,651.765","372,964,071.302",,,,"1,194,801,033.928",,"450,798,438.281",,"310,808,601.315",,"348,134,443.417","399,000,267.785","52,035,864.239",,"62,358,170.677",,"335,648,563.815",,,"78,967,286.183",,"640,781,324.44",,,"565,041,271.782",,,,,,,,,,,,,,,,"1,131,000,000",,,,"1,014,812,000",,,,"1,064,505,000",,,,"1,082,096,000",,,,"813,704,000",,,,,,,,,,,
			CurrentCapitalLeaseObligation,,"262,000,000","219,000,000","30,274,783.09",,,,"31,109,979.633","28,958,998.471",,,"13,755,888.486",,,"15,640,468.496","15,634,264.749",,,,"17,648,464.312",,"42,944,198.755",,"70,620,872.613",,"71,615,787.851","67,027,500.751","63,331,074.291",,"59,292,601.136",,,,,,,"8,813,720.819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,"225,000,000","175,000,000","234,718,612.428",,,,"197,861,507.128","160,625,911.519",,,"164,491,466.523",,,"157,273,599.874","150,899,607.175",,,,"176,145,249.576",,"127,830,307.965",,"159,204,010.651",,"120,413,197.656","115,391,169.573","127,830,618.588",,"112,528,833.177",,"131,443,798.798",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,,"225,000,000","175,000,000","234,718,612.428",,,,"197,861,507.128","160,625,911.519",,,"164,491,466.523",,,"157,273,599.874","150,899,607.175",,,,"176,145,249.576",,"127,830,307.965",,"159,204,010.651",,"120,413,197.656","115,391,169.573","127,830,618.588",,"112,528,833.177",,"131,443,798.798",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,"636,000,000","587,000,000","614,857,947.665",,"4,845,484,553.092","4,879,849,942.688","576,018,329.939","576,642,609.553","4,596,710,088.297","4,720,234,019.685","606,272,685.149","4,328,152,716.748","4,076,093,805.855","590,630,432.528","564,223,243.403","4,408,695,526.214",,,"656,658,629.828",,"593,431,773.464",,"343,202,088.536",,"548,411,964.231","439,086,932.883","516,931,130.378",,"522,417,911.899",,"554,003,289.686",,,"538,894,962.577","9,325,634.954",,,"4,061,812,501.518","28,660,959.951",,,,"251,671,997.674",,,,"2,149,000,000",,,,"1,180,000,000",,,,"1,000,000",,,,"833,069,000",,,,"1,013,148,000",,,,"1,151,675,000",,,,"960,064,000",,,,"399,097,000",,,,"410,856,000",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"13,833,885,000","13,130,000,000","12,268,000,000","12,361,473,786.617","12,729,251,301.586","12,673,489,607.221","13,427,307,454.922","12,473,727,087.576","13,440,615,850.335","14,035,479,461.584","14,369,627,677.474","15,488,020,310.449","16,137,825,837.566","17,247,946,864.451","18,776,845,850.439","17,714,258,912.689","19,134,975,972.056","19,625,119,801.622","18,978,796,317.531","19,451,662,213.823","20,678,973,072.35","21,310,191,267.448","21,112,905,559.673","22,126,594,055.104","20,496,366,550.446","20,291,242,676.534","20,610,550,745.336","20,983,929,642.526","23,301,939,898.146","22,400,415,721.138","22,893,533,893.339","21,937,108,092.772","20,434,268,995.319","21,257,562,589.658","21,173,913,043.478","19,971,293,262.837","21,279,259,965.063","21,328,624,098.007","21,563,605,254.425","21,056,481,198.41","22,104,897,421.28","18,714,384,778.815","19,468,065,530.225","16,982,989,241.058","25,549,301,404.327","22,362,703,000","25,761,800,000","23,331,000,000","18,102,284,000","10,258,312,000","10,030,110,000","10,756,000,000","10,708,978,000","11,873,732,000","12,364,318,000","12,311,000,000","10,616,428,000","11,996,210,000","11,944,008,000","6,747,620,000","6,366,766,000","6,366,766,000","6,602,663,000","6,427,729,000","6,099,278,000","6,028,234,000","6,116,851,000","6,024,677,000","5,591,312,000","6,140,567,000","5,922,280,000","5,739,334,000","5,176,120,000","5,222,358,000","5,126,475,000","4,192,563,000","3,699,644,000","3,898,995,000","3,983,789,000","3,622,433,000","3,264,300,000","3,749,700,000","3,709,700,000"
		LongTermProvisions,,"556,000,000",,"481,598,020.08",,,,"534,419,551.935",,,,"522,675,496.177",,,,"628,092,110.139",,,,"780,197,880.012",,,,"884,987,000.386",,"803,037,311.132","753,369,633.134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,,"10,347,000,000","9,840,000,000","9,876,295,709.834",,,,"9,668,075,356.415","10,373,885,492.259",,,"12,596,918,680.979",,,"15,593,489,162.604","14,531,933,275.274",,,,"14,709,995,004.127",,"16,169,994,263.827",,"16,754,878,789.251",,"16,155,797,101.449","16,203,289,703.245","16,199,044,970.516",,"17,159,787,204.612",,"14,638,242,244.457",,,"17,158,775,544.529","15,989,895,877.258","16,294,346,514.213",,,"15,572,531,335.983",,,,"11,836,580,401.279",,"14,943,457,000",,"16,544,000,000",,"5,541,718,000","5,697,126,000","6,290,000,000",,"7,749,034,000","8,299,102,000","8,297,000,000",,,"8,909,154,000","4,885,945,000","4,404,380,000","4,404,380,000",,"4,542,087,000",,,,"4,370,527,000",,,,"4,350,790,000",,,,"2,710,482,000","2,871,645,000","3,116,322,000","3,320,128,000","3,358,153,000","2,953,800,000","3,435,800,000","3,544,800,000"
