name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,09/30/2017,12/31/2016
				DividendsPayable,"139,304,000","137,056,000","137,048,000","132,441,000","118,056,000","116,287,000","106,356,000","97,107,000","59,221,000",,
			CurrentAccruedExpenses,"65,059,000","41,176,000","64,735,000","31,270,000","30,310,000","45,135,000","51,327,000","16,770,000","30,152,000","277,000","110,000"
				InterestPayable,"51,162,000","20,153,000","23,945,000","13,965,000","24,702,000","14,184,000","23,672,000","14,254,000","25,387,000",,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"1,998,000","158,000","228,000"
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,"14,000"
			CurrentDebt,,,,,,,,,,,"14,000"
		CurrentDeferredLiabilities,,,,,,,,,"134,529,000","176,000","237,000"
			CurrentDeferredRevenue,,,,,,,,,"60,929,000","176,000","237,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"6,978,377,000","5,037,758,000","4,304,307,000","4,285,461,000","4,253,190,000","4,269,867,000","4,203,521,000","4,276,566,000","4,257,510,000","5,292,000","5,308,000"
		LongTermDebtAndCapitalLeaseObligation,"6,780,934,000","4,817,989,000","4,145,205,000","4,135,522,000","4,134,454,000","4,122,264,000","4,121,153,000","4,120,141,000","4,119,263,000",,
			LongTermDebt,"6,754,485,000","4,791,563,000","4,125,473,000","4,124,448,000","4,123,350,000","4,122,264,000","4,121,153,000","4,120,141,000","4,119,263,000",,
			LongTermCapitalLeaseObligation,"26,449,000","26,426,000","19,732,000","11,074,000","11,104,000",,,,,,
		NonCurrentDeferredLiabilities,"77,472,000","147,322,000","77,365,000","76,616,000","77,247,000","120,545,000","78,305,000","149,279,000","138,247,000","5,043,000","5,043,000"
			NonCurrentDeferredTaxesLiabilities,"3,396,000","3,382,000","3,515,000","3,011,000","3,292,000","3,340,000","4,004,000","3,718,000","3,718,000","5,043,000","5,043,000"
			NonCurrentDeferredRevenue,"476,000","70,340,000","250,000","5,000","355,000","43,605,000","701,000","71,961,000","60,929,000",,
		EmployeeBenefits,"1,755,000","7,369,000","4,621,000","3,320,000","2,174,000","4,934,000","4,063,000","2,506,000",,,
		DerivativeProductLiabilities,"118,216,000","65,078,000","77,116,000","70,003,000","39,315,000","22,124,000",,"4,640,000",,,
		OtherNonCurrentLiabilities,,"123,918,000",,,,"62,406,000","31,742,000",,,"249,000","265,000"
TotalEquityGrossMinorityInterest,"7,724,031,000","8,048,989,000","8,074,069,000","8,072,423,000","7,045,888,000","6,901,022,000","6,207,273,000","6,172,943,000","6,134,900,000","82,995,000","84,143,000"
	StockholdersEquity,"7,642,568,000","7,965,183,000","7,990,314,000","7,988,737,000","6,962,269,000","6,817,449,000","6,123,808,000","6,089,609,000","6,051,900,000","82,995,000","84,143,000"
		CapitalStock,"4,686,000","4,610,000","4,610,000","4,610,000","4,110,000","4,047,000","3,702,000","3,701,000","3,701,000",,
			PreferredStock,"0","0","0","0","0","0",,,"0",,
			CommonStock,"4,686,000","4,610,000","4,610,000","4,610,000","4,110,000","4,047,000","3,702,000","3,701,000","3,701,000",,
		AdditionalPaidInCapital,"8,018,568,000","7,817,582,000","7,816,233,000","7,814,829,000","6,777,683,000","6,648,430,000","5,953,726,000","5,953,104,000","5,952,636,000",,
		RetainedEarnings,"-262,470,000","208,069,000","246,587,000","239,301,000","219,791,000","187,096,000","160,915,000","137,444,000","95,563,000","52,000","52,000"
		GainsLossesNotAffectingRetainedEarnings,"-118,216,000","-65,078,000","-77,116,000","-70,003,000","-39,315,000","-22,124,000","5,465,000","-4,640,000",,,
		OtherEquityInterest,,,,,,,,,,"82,943,000","84,091,000"
	MinorityInterest,"81,463,000","83,806,000","83,755,000","83,686,000","83,619,000","83,573,000","83,465,000","83,334,000","83,000,000",,
TotalCapitalization,"14,397,053,000","12,756,746,000","12,115,787,000","12,113,185,000","11,085,619,000","10,939,713,000","10,244,961,000","10,209,750,000","10,171,163,000","82,995,000","84,143,000"
CommonStockEquity,"7,642,568,000","7,965,183,000","7,990,314,000","7,988,737,000","6,962,269,000","6,817,449,000","6,123,808,000","6,089,609,000","6,051,900,000","82,995,000","84,143,000"
CapitalLeaseObligations,"26,449,000","26,426,000","19,732,000","11,074,000","11,104,000",,,,,,
NetTangibleAssets,"7,642,568,000","7,965,183,000","7,990,314,000","7,988,737,000","6,962,269,000","6,817,449,000","6,123,808,000","6,089,609,000","6,051,900,000","82,995,000","84,143,000"
WorkingCapital,"2,228,928,000","987,373,000","606,715,000","1,169,528,000","836,935,000","956,845,000","308,250,000","879,260,000","838,194,000","-60,000","620,000"
InvestedCapital,"14,397,053,000","12,756,746,000","12,115,787,000","12,113,185,000","11,085,619,000","10,939,713,000","10,244,961,000","10,209,750,000","10,171,163,000","82,995,000","84,157,000"
TangibleBookValue,"7,642,568,000","7,965,183,000","7,990,314,000","7,988,737,000","6,962,269,000","6,817,449,000","6,123,808,000","6,089,609,000","6,051,900,000","82,995,000","84,143,000"
TotalDebt,"6,780,934,000","4,817,989,000","4,145,205,000","4,135,522,000","4,134,454,000","4,122,264,000","4,121,153,000","4,120,141,000","4,119,263,000",,"14,000"
NetDebt,"6,385,433,000","3,689,670,000","3,694,050,000","2,919,113,000","3,525,074,000","3,544,381,000","3,975,930,000","3,179,401,000","3,201,048,000",,
ShareIssued,"468,616,540","461,004,742","461,005,745","461,004,546","410,970,554","404,729,616","370,228,468","370,149,921","370,128,832","246,224,886","246,224,886"
OrdinarySharesNumber,"468,616,540","461,004,742","461,005,745","461,004,546","410,970,554","404,729,616","370,228,468","370,149,921","370,128,832","246,224,886","246,224,886"
