name,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016,12/31/2015,06/30/2015,12/31/2014,06/30/2014,12/31/2013,06/30/2013,12/31/2012,06/30/2012,12/31/2011,06/30/2011,12/31/2010,09/30/2010,06/30/2010,12/31/2009,06/30/2009,06/30/2008,12/31/2007,06/30/2007,12/31/2006,06/30/2006,12/31/2005,06/30/2005,12/31/2004,06/30/2004,12/31/2003,06/30/2003,12/31/2002,06/30/2002,12/31/2001,06/30/2001
		LongTermProvisions,"64,163,000,000","55,923,000,000","54,159,000,000","54,373,000,000","52,893,000,000","51,342,000,000","50,426,000,000","50,642,000,000","49,503,000,000","56,782,000,000","52,433,000,000","43,608,000,000","41,146,000,000","43,449,000,000","29,406,000,000","26,351,000,000","24,964,000,000","16,705,000,000","16,026,805,000",,"12,597,908,000","11,281,089,000","10,157,677,000",,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"143,214,000,000","128,533,000,000","132,479,000,000","129,469,000,000","118,358,000,000","122,605,000,000","130,798,000,000","124,927,000,000","131,060,000,000","123,559,000,000","105,383,000,000","106,136,000,000","82,011,000,000","84,144,000,000","29,056,000,000","29,347,000,000","18,076,000,000","18,667,000,000","11,716,049,000","12,292,000,000","13,797,681,000","18,570,061,000","16,060,541,000","10,413,608,666.28","11,061,819,661.12","22,062,338,410.5","20,306,826,515","18,033,264,311.48","16,561,251,285","16,745,025,263.7","17,178,767,211.1","9,018,398,729.3","9,031,246,418.1","9,524,102,634.65","5,012,236,712.64","6,753,030,237.6","3,255,669,527.04","3,559,401,285.7"
			LongTermDebt,"136,152,000,000","122,666,000,000","132,479,000,000","129,469,000,000","118,358,000,000","122,605,000,000","130,798,000,000","124,927,000,000","131,060,000,000","123,559,000,000","105,383,000,000","106,136,000,000","82,011,000,000","84,144,000,000","29,056,000,000","29,347,000,000","18,076,000,000","18,667,000,000","11,716,049,000","12,292,000,000","13,797,681,000","18,570,061,000","16,060,541,000","10,413,608,666.28","11,061,819,661.12","22,062,338,410.5","20,306,826,515","18,033,264,311.48","16,561,251,285","16,745,025,263.7","17,178,767,211.1","9,018,398,729.3","9,031,246,418.1","9,524,102,634.65","5,012,236,712.64","6,753,030,237.6","3,255,669,527.04","3,559,401,285.7"
			LongTermCapitalLeaseObligation,"7,062,000,000","5,867,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"3,602,000,000","3,166,000,000","3,178,000,000","2,998,000,000","3,303,000,000","4,701,000,000","5,670,000,000","8,737,000,000","11,627,000,000","13,801,000,000","20,189,000,000","23,859,000,000","25,362,000,000","27,922,000,000","3,403,000,000","5,902,000,000","5,488,000,000","7,159,000,000","13,122,064,000",,"15,208,618,000","7,439,620,000","5,938,747,000","6,052,544,474.67","6,302,596,566.52","6,633,164,140.5","7,230,044,735","7,325,056,669.92","6,830,011,456.5","6,863,157,542.35","6,688,505,133.65","5,574,928,395.65","5,783,198,371.5","5,961,965,020.75","6,141,110,204.16","5,978,072,283.6","1,763,620,109.76","1,613,329,172"
			NonCurrentDeferredTaxesLiabilities,"3,602,000,000","3,166,000,000","3,178,000,000","2,998,000,000","3,303,000,000","4,701,000,000","5,670,000,000","8,737,000,000","11,627,000,000","13,801,000,000","20,189,000,000","23,859,000,000","25,362,000,000","27,922,000,000","3,403,000,000","5,902,000,000","5,488,000,000","7,159,000,000","13,122,064,000",,"15,208,618,000","7,439,620,000","5,938,747,000","6,052,544,474.67","6,302,596,566.52","6,633,164,140.5","7,230,044,735","7,325,056,669.92","6,830,011,456.5","6,863,157,542.35","6,688,505,133.65","5,574,928,395.65","5,783,198,371.5","5,961,965,020.75","6,141,110,204.16","5,978,072,283.6","1,763,620,109.76","1,613,329,172"
		DerivativeProductLiabilities,,,,,,,,,,,,,,"12,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"7,277,000,000","813,000,000","1,356,000,000","1,208,000,000","1,278,000,000","1,115,000,000","1,326,000,000","1,709,000,000","1,751,000,000","1,654,000,000","1,746,000,000","2,349,000,000","2,386,000,000","3,103,000,000","1,988,000,000","3,504,000,000","2,664,000,000","3,368,000,000","1,885,292,000","30,801,000,000","227,894,000",,,"7,355,839,431.48","6,747,001,108.32","5,160,145,689","5,408,002,910","4,358,549,118.88","4,162,930,731.5","3,733,338,034.05","3,089,455,248.9","2,750,125,602.25","2,646,806,012.1","2,423,569,141.05","2,239,303,420.8","1,944,240,043.8","1,598,124,734.4","1,559,405,487.9"
TotalEquityGrossMinorityInterest,"448,226,000,000","430,866,000,000","417,365,000,000","395,993,000,000","379,975,000,000","384,848,000,000","382,371,000,000","370,974,000,000","386,041,000,000","382,971,000,000","379,610,000,000","366,495,000,000","341,620,000,000","329,616,000,000","309,780,000,000","284,225,000,000","262,856,000,000","245,394,000,000","215,765,947,000","195,621,000,000","191,502,563,000","173,935,503,000","164,773,289,000","150,863,570,536.99","134,507,707,532","114,726,489,447","107,722,696,425","99,297,960,409.78","73,625,669,664","65,058,808,665","56,717,488,102.35","51,107,534,854.05","46,736,555,759.95","47,001,299,275.1","40,568,163,147.84","35,874,824,169.9","33,310,240,614.72","30,799,731,925.3"
	StockholdersEquity,"448,187,000,000","430,866,000,000","417,365,000,000","395,993,000,000","379,975,000,000","384,848,000,000","382,371,000,000","370,974,000,000","386,041,000,000","382,971,000,000","379,610,000,000","366,495,000,000","341,620,000,000","329,616,000,000","309,780,000,000","284,225,000,000","262,856,000,000","245,394,000,000","215,765,947,000","195,621,000,000","191,502,563,000","173,935,503,000","164,773,289,000","150,863,570,536.99","134,507,707,532","114,684,616,972.5","107,680,784,862.5","99,297,960,409.78","73,625,669,664","65,058,808,665","56,717,488,102.35","51,107,534,854.05","46,736,555,759.95","47,001,299,275.1","40,568,163,147.84","35,874,824,169.9","33,310,240,614.72","30,799,731,925.3"
		CapitalStock,"43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","949,000,000","949,000,000","949,000,000","949,000,000","949,000,000","949,000,000","949,299,000","43,078,000,000","949,299,000","949,299,000","949,299,000","948,817,484.85","942,603,692.72","922,175,290.5","922,873,112.5","923,843,421.16","876,903,202.5","876,639,528.7","876,589,859.8","876,622,972.4","876,978,932.85","930,704,126.35","876,971,517.12","875,808,306.9","876,971,517.12","875,765,931.3"
			CommonStock,"43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","43,081,000,000","949,000,000","949,000,000","949,000,000","949,000,000","949,000,000","949,000,000","949,299,000","43,078,000,000","949,299,000","949,299,000","949,299,000","948,817,484.85","942,603,692.72","922,175,290.5","922,873,112.5","923,843,421.16","876,903,202.5","876,639,528.7","876,589,859.8","876,622,972.4","876,978,932.85","930,704,126.35","876,971,517.12","875,808,306.9","876,971,517.12","875,765,931.3"
		AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,"42,129,000,000",,,,"42,129,095,000",,"42,105,428,891.31","41,046,470,181.52","34,933,102,207.5","34,898,381,835",,"20,772,413,105.5",,"20,761,608,478.15",,"20,761,219,405.1",,"20,761,043,848.32","20,733,506,513.4","32,433,269,097.6","20,732,503,331.8"
		RetainedEarnings,,,,,,,,,,,,,,,,"228,361,000,000","261,907,000,000","185,133,000,000",,,,"108,694,167,000",,"93,787,672,565.22","66,064,718,233.44","62,389,028,964","53,814,103,160","98,374,124,984.08","40,595,495,640","64,182,177,414.45","25,410,667,187.05",,"16,750,546,789.75",,"16,436,690,749.44","12,461,570,259.9",,"7,975,579,892.8"
		GainsLossesNotAffectingRetainedEarnings,"405,106,000,000","387,785,000,000","374,284,000,000","352,912,000,000","336,894,000,000","341,767,000,000","339,290,000,000","327,893,000,000","342,960,000,000","339,890,000,000","336,529,000,000","323,414,000,000","340,671,000,000","328,667,000,000","308,831,000,000",,,,,,,"22,162,942,000",,"14,021,651,595.61","26,453,908,119.24","16,440,318,114","18,045,426,755",,"11,380,849,642.5",,"9,668,630,855.5","50,230,911,881.65","8,347,810,632.25","46,070,595,148.75","2,493,465,311.04","1,803,947,356.8",,"1,215,874,502.7"
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,"-10,865,189,000",,"-10,850,261,458.43","-5,632,823,001.64","-3,268,653,408","-1,767,139,627.5",,"-513,103,219",,,,"22,649,018.4",,"-13,592,607.36","-3,670,592.4",,"-5,439,488.6"
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,"33,028,131,000",,"24,871,913,054.04","32,086,731,120.88","19,708,971,522","19,812,566,382.5",,"11,893,952,861.5",,,,"8,325,161,613.85",,"2,507,057,918.4","1,807,617,949.2",,"1,221,313,991.3"
		OtherEquityInterest,,,,,,,,,,,,,,,,"54,915,000,000",,"17,183,000,000","214,816,648,000","152,543,000,000","190,553,264,000",,"163,823,990,000",,"7,305.08","-7,603.5",,"-7,995.46","8,073.5","-8,278.15","-8,278.15",,,,"-8,278.08","-8,267.1",,"8,266.7"
	MinorityInterest,"39,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"41,872,474.5","41,911,562.5",,,,,,,,,,,
TotalCapitalization,"584,339,000,000","553,532,000,000","549,844,000,000","525,462,000,000","498,333,000,000","507,453,000,000","513,169,000,000","495,901,000,000","517,101,000,000","506,530,000,000","484,993,000,000","472,631,000,000","423,631,000,000","413,760,000,000","338,836,000,000","313,572,000,000","280,932,000,000","264,061,000,000","227,481,996,000","207,913,000,000","205,300,244,000","192,505,564,000","180,833,830,000","161,277,179,203.27","145,569,527,193.12","136,746,955,383","127,987,611,377.5","117,331,224,721.26","90,186,920,949","81,803,833,928.7","73,896,255,313.45","60,125,933,583.35","55,767,802,178.05","56,525,401,909.75","45,580,399,860.48","42,627,854,407.5","36,565,910,141.76","34,359,133,211"
CommonStockEquity,"448,187,000,000","430,866,000,000","417,365,000,000","395,993,000,000","379,975,000,000","384,848,000,000","382,371,000,000","370,974,000,000","386,041,000,000","382,971,000,000","379,610,000,000","366,495,000,000","341,620,000,000","329,616,000,000","309,780,000,000","284,225,000,000","262,856,000,000","245,394,000,000","215,765,947,000","195,621,000,000","191,502,563,000","173,935,503,000","164,773,289,000","150,863,570,536.99","134,507,707,532","114,684,616,972.5","107,680,784,862.5","99,297,960,409.78","73,625,669,664","65,058,808,665","56,717,488,102.35","51,107,534,854.05","46,736,555,759.95","47,001,299,275.1","40,568,163,147.84","35,874,824,169.9","33,310,240,614.72","30,799,731,925.3"
CapitalLeaseObligations,"8,487,000,000","8,868,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"432,539,000,000","415,160,000,000","402,071,000,000","380,902,000,000","365,372,000,000","368,927,000,000","366,612,000,000","354,608,000,000","370,826,000,000","367,116,000,000","364,667,000,000","349,709,000,000","326,678,000,000","312,302,000,000","309,538,000,000","283,276,000,000","261,823,000,000","244,251,000,000","212,743,746,000","195,621,000,000","190,208,580,000","172,705,376,000","163,579,022,000","149,600,071,003.03","133,174,596,177.72","113,348,081,346","106,272,922,845","97,834,431,434.08","72,325,626,253","63,725,943,733.5","56,717,488,102.35","51,107,534,854.05","46,736,555,759.95","47,001,299,275.1","40,568,163,147.84","35,874,824,169.9","33,310,240,614.72","30,799,731,925.3"
WorkingCapital,"114,696,000,000","122,635,000,000","119,840,000,000","112,455,000,000","77,426,000,000","65,881,000,000","54,955,000,000","48,152,000,000","55,831,000,000","58,270,000,000","37,210,000,000","46,167,000,000","17,604,000,000","27,914,000,000","88,457,000,000","82,801,000,000","61,707,000,000","61,619,000,000","31,242,733,000","31,843,000,000","26,565,064,000","39,829,514,000","40,743,350,000","44,296,268,035.91","34,379,751,902.4","32,443,427,374.5","33,382,430,872.5","32,336,374,687.32","30,814,644,154","28,575,701,945.45","24,890,377,181.4","16,516,854,615.25","19,956,343,158.75","22,788,488,671.2","17,351,906,996.16","16,479,943,022.7","15,638,360,992.32","14,069,576,198.6"
InvestedCapital,"596,703,000,000","570,918,000,000","556,663,000,000","530,051,000,000","512,225,000,000","530,996,000,000","532,847,000,000","529,961,000,000","550,499,000,000","531,419,000,000","485,763,000,000","500,333,000,000","423,631,000,000","459,725,000,000","340,092,000,000","339,215,000,000","300,851,000,000","286,052,000,000","249,112,670,000","207,913,000,000","219,758,549,000","192,627,656,000","180,883,679,000","161,277,179,203.27","145,569,527,193.12","136,755,334,440","128,005,413,070","118,165,854,799.74","91,012,848,072.5","81,824,231,290.3","73,920,617,908.9","60,146,662,070.95","55,788,423,049.7","56,535,385,358.65","45,877,914,055.68","42,806,448,568.8","37,797,738,114.24","35,617,663,885.7"
TangibleBookValue,"432,539,000,000","415,160,000,000","402,071,000,000","380,902,000,000","365,372,000,000","368,927,000,000","366,612,000,000","354,608,000,000","370,826,000,000","367,116,000,000","364,667,000,000","349,709,000,000","326,678,000,000","312,302,000,000","309,538,000,000","283,276,000,000","261,823,000,000","244,251,000,000","212,743,746,000","195,621,000,000","190,208,580,000","172,705,376,000","163,579,022,000","149,600,071,003.03","133,174,596,177.72","113,348,081,346","106,272,922,845","97,834,431,434.08","72,325,626,253","63,725,943,733.5","56,717,488,102.35","51,107,534,854.05","46,736,555,759.95","47,001,299,275.1","40,568,163,147.84","35,874,824,169.9","33,310,240,614.72","30,799,731,925.3"
TotalDebt,"157,229,000,000","148,920,000,000","139,521,000,000","134,273,000,000","132,250,000,000","146,148,000,000","150,476,000,000","158,987,000,000","164,645,000,000","148,448,000,000","136,563,000,000","133,838,000,000","131,852,000,000","130,109,000,000","57,886,000,000","54,990,000,000","37,995,000,000","40,658,000,000","33,346,723,000","12,292,000,000","28,255,986,000","18,692,153,000","16,110,390,000","10,413,608,666.28","11,061,819,661.12","22,070,717,467.5","20,324,628,207.5","18,867,894,389.96","17,387,178,408.5","16,765,422,625.3","17,203,129,806.55","9,039,127,216.9","9,051,867,289.75","9,534,086,083.55","5,309,750,907.84","6,931,624,398.9","4,487,497,499.52","4,817,931,960.4"
NetDebt,"114,837,000,000","124,326,000,000","124,866,000,000","110,578,000,000","119,678,000,000","132,089,000,000","136,741,000,000","130,961,000,000","152,591,000,000","130,557,000,000","91,235,000,000","108,279,000,000","67,693,000,000","108,611,000,000",,"41,189,000,000","14,317,000,000","17,636,000,000",,,,,,,,"9,816,361,812","5,972,721,252.5","405,481,758.44","8,392,661,602","731,308,327.3","3,111,599,300.15","3,963,238,815.85",,,,,,
ShareIssued,"44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,646,305,984","44,646,305,984","44,646,305,984","44,659,180,984","44,669,199,984","44,669,199,984","44,669,199,984","44,669,199,984","44,669,199,984","44,669,199,984","44,668,049,984",,,"43,328,552,648",,"41,054,675,375","41,054,675,375",,"41,061,951,275",,,"41,070,828,275",,"41,070,828,275","41,070,828,275"
OrdinarySharesNumber,"44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,647,455,984","44,646,305,984","44,646,305,984","44,646,305,984","44,659,180,984","44,669,199,984","44,669,199,984","44,669,199,984","44,669,199,984","44,669,199,984","44,669,199,984","44,668,049,984",,,"43,328,552,648",,"41,054,675,375","41,054,675,375",,"41,061,951,275",,,"41,070,828,275",,"41,070,828,275","41,070,828,275"
