name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999
TotalRevenue,"2,162,955,000","593,314,000","561,448,000","533,054,000","475,139,000","573,014,000","557,201,000","537,360,000","440,752,000","503,738,000","443,149,000","358,932,000","278,065,000","313,424,000","274,875,000","243,962,000","198,675,000","256,190,000","226,294,000","213,598,000","184,587,000","211,137,000","198,613,000","187,013,000","171,478,000","197,018,000","184,630,000","157,485,000","125,973,000","139,126,000","152,378,000","131,605,000","106,220,000","133,369,000","130,286,000","118,963,000","100,211,000","109,954,000","108,246,000","99,416,000","85,001,000","98,186,000","96,358,000","90,258,000","73,765,000","101,538,000","105,414,000","91,320,000","71,315,000","70,689,000","64,349,000","59,809,000","51,280,000","56,405,000","56,059,000","53,678,000","46,712,000","51,950,000","49,624,000","46,130,000","45,848,000","56,899,000","52,505,000","49,195,000","41,388,000","38,270,000","31,914,000","25,987,000","18,114,000","10,346,000","8,563,000","7,115,000","6,769,000","6,061,000","5,779,000","6,129,000","7,622,000","7,153,000","5,756,000","3,645,000","2,384,000","2,384,000"
	OperatingRevenue,"2,162,955,000","593,314,000","561,448,000","533,054,000","475,139,000","573,014,000","557,201,000","537,360,000","440,752,000","503,738,000","443,149,000","358,932,000","278,065,000","313,424,000","274,875,000","243,962,000","198,675,000","256,190,000","226,294,000","213,598,000","184,587,000","211,137,000","198,613,000","187,013,000","171,478,000","197,018,000","184,630,000","157,485,000","125,973,000","139,126,000","152,378,000","131,605,000","106,220,000","133,369,000","130,286,000","118,963,000","100,211,000","109,954,000","108,246,000","99,416,000","85,001,000","98,186,000","96,358,000","90,258,000","73,765,000","101,538,000","105,414,000","91,320,000","71,315,000","70,689,000","64,349,000","59,809,000","51,280,000","56,405,000","56,059,000","53,678,000","46,712,000","51,950,000","49,624,000","46,130,000","45,848,000","56,899,000","52,505,000","49,195,000","41,388,000","38,270,000","31,914,000","25,987,000","18,114,000","10,346,000","8,563,000","7,115,000","6,769,000","6,061,000","5,779,000","6,129,000","7,622,000","7,153,000","5,756,000","3,645,000","2,384,000","2,384,000"
CostOfRevenue,"493,428,000","136,242,000","117,352,000","124,311,000","115,523,000","123,045,000","113,815,000","106,473,000","108,707,000","126,670,000","108,571,000","92,324,000","86,572,000","94,558,000","90,327,000","88,917,000","80,894,000","89,054,000","83,017,000","85,992,000","77,317,000","74,384,000","73,784,000","73,642,000","68,531,000","70,053,000","66,514,000","73,140,000","61,357,000","59,761,000","69,438,000","61,622,000","57,111,000","60,733,000","57,142,000","50,622,000","46,851,000","46,449,000","43,734,000","41,356,000","36,871,000","43,441,000","39,731,000","39,988,000","35,132,000","40,718,000","45,255,000","35,152,000","29,210,000","26,752,000","24,465,000","22,629,000","20,856,000","21,657,000","20,048,000","19,660,000","18,045,000","17,758,000","16,080,000","14,335,000","14,934,000","17,933,000","16,855,000","14,297,000","12,526,000","10,662,000","9,562,000","8,106,000","6,107,000","4,081,000","3,549,000","3,418,000","3,497,000","3,144,000","3,308,000","3,657,000","4,244,000","4,144,000","3,177,000","2,620,000","2,123,000",
GrossProfit,"1,669,527,000","457,072,000","444,096,000","408,743,000","359,616,000","449,969,000","443,386,000","430,887,000","332,045,000","377,068,000","334,578,000","266,608,000","191,493,000","218,866,000","184,548,000","155,045,000","117,781,000","167,136,000","143,277,000","127,606,000","107,270,000","136,753,000","124,829,000","113,371,000","102,947,000","126,965,000","118,116,000","84,345,000","64,616,000","79,365,000","82,940,000","69,983,000","49,109,000","72,636,000","73,144,000","68,341,000","53,360,000","63,505,000","64,512,000","58,060,000","48,130,000","54,745,000","56,627,000","50,270,000","38,633,000","60,820,000","60,159,000","56,168,000","42,105,000","43,937,000","39,884,000","37,180,000","30,424,000","34,748,000","36,011,000","34,018,000","28,667,000","34,192,000","33,544,000","31,795,000","30,914,000","38,966,000","35,650,000","34,898,000","28,862,000","27,608,000","22,352,000","17,881,000","12,007,000","6,265,000","5,014,000","3,697,000","3,272,000","2,917,000","2,471,000","2,472,000","3,378,000","3,009,000","2,579,000","1,025,000","261,000",
OperatingExpense,"1,299,248,000","438,416,000","305,427,000","282,718,000","272,687,000","307,224,000","305,400,000","294,708,000","258,756,000","248,418,000","214,297,000","171,930,000","146,526,000","153,999,000","148,216,000","134,225,000","126,330,000","137,549,000","128,589,000","134,431,000","132,498,000","132,890,000","135,681,000","124,046,000","111,671,000","99,539,000","94,925,000","102,540,000","74,466,000","73,788,000","79,151,000","69,810,000","67,196,000","66,672,000","64,056,000","59,689,000","41,835,000","36,471,000","35,970,000","31,982,000","33,541,000","58,161,000","38,344,000","36,656,000","29,912,000","39,346,000","40,077,000","36,569,000","28,679,000","28,264,000","24,729,000","24,495,000","22,923,000","26,552,000","25,592,000","26,386,000","22,040,000","23,293,000","24,363,000","20,357,000","20,924,000","21,413,000","18,791,000","16,081,000","12,771,000","12,210,000","10,772,000","11,099,000","8,726,000","7,065,000","7,183,000","9,036,000","8,908,000","9,515,000","12,175,000","113,332,000","13,810,000","14,808,000","16,144,000","13,901,000","14,240,000",
	SellingGeneralAndAdministration,"926,430,000","342,778,000","214,277,000","190,737,000","178,638,000","221,841,000","213,855,000","210,831,000","173,619,000","169,441,000","143,788,000","108,444,000","92,106,000","99,461,000","92,542,000","80,703,000","73,836,000","85,596,000","74,172,000","82,643,000","80,885,000","82,171,000","86,309,000","76,350,000","67,136,000","62,133,000","58,074,000","61,278,000","43,653,000","45,268,000","50,747,000","43,659,000","42,065,000","45,101,000","44,520,000","45,053,000","31,314,000","26,526,000","27,046,000","23,753,000","23,256,000","44,650,000","30,081,000","28,405,000","22,022,000","30,656,000","30,973,000","28,926,000","22,408,000","22,101,000","18,567,000","18,904,000","17,721,000","19,216,000","20,042,000","20,924,000","16,962,000","18,588,000","19,945,000","15,796,000","16,181,000","17,168,000","14,711,000","13,012,000","10,313,000","9,493,000","8,624,000","8,375,000","6,800,000","5,628,000","5,596,000","5,775,000","5,637,000","5,905,000","8,211,000","9,280,000","9,582,000","10,637,000","11,400,000","9,793,000","10,845,000",
		GeneralAndAdministrativeExpense,"298,441,000","177,411,000","44,854,000","43,016,000","33,160,000","30,633,000","28,377,000","27,242,000","33,932,000","26,421,000","29,443,000","25,036,000","24,023,000","25,166,000","28,366,000","23,808,000","22,134,000","22,745,000","20,830,000","28,659,000","20,634,000","21,102,000","25,355,000","19,406,000","17,176,000","15,668,000","14,271,000","21,159,000","13,629,000","10,580,000","12,308,000","9,188,000","7,321,000","9,088,000","8,264,000","7,173,000","5,596,000","6,296,000","5,914,000","4,169,000","6,206,000","18,221,000","8,324,000","7,287,000","6,193,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"298,441,000","177,411,000","44,854,000","43,016,000","33,160,000","30,633,000","28,377,000","27,242,000","33,932,000","26,421,000","29,443,000","25,036,000","24,023,000","25,166,000","28,366,000","23,808,000","22,134,000","22,745,000","20,830,000","28,659,000","20,634,000","21,102,000","25,355,000","19,406,000","17,176,000","15,668,000","14,271,000","21,159,000","13,629,000","10,580,000","12,308,000","9,188,000","7,321,000","9,088,000","8,264,000","7,173,000","5,596,000","6,296,000","5,914,000","4,169,000","6,206,000","18,221,000","8,324,000","7,287,000","6,193,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"627,989,000","165,367,000","169,423,000","147,721,000","145,478,000","191,208,000","185,478,000","183,589,000","139,687,000","143,020,000","114,345,000","83,408,000","68,083,000","74,295,000","64,176,000","56,895,000","51,702,000","62,851,000","53,342,000","53,984,000","60,251,000","61,069,000","60,954,000","56,944,000","49,960,000","46,465,000","43,803,000","40,119,000","30,024,000","34,688,000","38,439,000","34,471,000","34,744,000","36,013,000","36,256,000","37,880,000","25,718,000","20,230,000","21,132,000","19,584,000","17,050,000","26,429,000","21,757,000","21,118,000","15,829,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"372,818,000","95,638,000","91,150,000","91,981,000","94,049,000","85,383,000","91,545,000","83,877,000","85,137,000","78,977,000","70,509,000","63,486,000","54,420,000","54,538,000","55,674,000","53,522,000","52,494,000","51,953,000","54,417,000","51,788,000","51,613,000","50,719,000","49,372,000","47,696,000","44,535,000","37,406,000","36,563,000","41,250,000","30,801,000","28,508,000","28,392,000","26,139,000","25,023,000","21,464,000","19,429,000","14,377,000","10,263,000","9,696,000","8,684,000","7,983,000","7,685,000","10,607,000","7,851,000","7,840,000","7,479,000","8,279,000","8,693,000","7,385,000","6,014,000","5,905,000","5,905,000","5,333,000","4,799,000","4,888,000","5,082,000","4,993,000","4,610,000","4,230,000","3,816,000","3,520,000","3,702,000","3,204,000","3,034,000","2,143,000","1,974,000","1,779,000","1,733,000","1,407,000","1,421,000","1,437,000","1,587,000","1,574,000","1,583,000","1,922,000","2,276,000","2,364,000","2,540,000","2,469,000","2,354,000","2,029,000","1,488,000",
