name,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,12/31/2005,06/30/2005,12/31/2004,06/30/2004,12/31/2003,06/30/2003,12/31/2002,06/30/2002,12/31/2001,06/30/2001,12/31/2000,06/30/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
		GainsLossesNotAffectingRetainedEarnings,"3,928,000,000","3,320,000,000","1,760,000,000",,"2,861,000,000",,,,"4,908,000,000","5,460,000,000",,,"6,225,000,000",,,,"6,620,000,000",,,,"516,000,000",,,,"5,027,000,000","5,275,000,000",,,,,,,"-395,000,000",,,,,,,,,,,"-1,757,802,900",,,,,,,,,,,,,,,,,,,"1,058,570,310",,,,,,,,,,,,,,
			UnrealizedGainLoss,"4,348,000,000","5,305,000,000","1,936,000,000",,"3,450,000,000",,,,"3,418,000,000","7,340,000,000",,,"4,546,000,000",,,,"6,741,000,000",,,,"2,262,000,000",,,,"6,082,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			MinimumPensionLiabilities,"-2,397,000,000","-2,191,000,000","-1,850,000,000",,"-1,669,000,000",,,,"-1,820,000,000","-2,427,000,000",,,"-1,532,000,000",,,,"-1,611,000,000",,,,"-706,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,757,802,900",,,,,,,,,,,,,,,,,,,"1,058,570,310",,,,,,,,,,,,,,
			FixedAssetsRevaluationReserve,"19,000,000","5,305,000,000","46,000,000",,"68,000,000",,,,"59,000,000","7,340,000,000",,,"52,000,000",,,,"42,000,000",,,,"35,000,000",,,,"6,082,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,"1,958,000,000","206,000,000","1,628,000,000",,"1,012,000,000",,,,"3,251,000,000","547,000,000",,,"3,159,000,000",,,,"1,448,000,000",,,,"-1,075,000,000",,,,"-1,055,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,"2,571,000,000","3,384,000,000","3,319,000,000","3,310,000,000","3,794,000,000","3,786,000,000","3,779,000,000","3,803,000,000","3,798,000,000","3,791,000,000","3,784,000,000","3,811,000,000","3,801,000,000","3,801,000,000","3,797,000,000","3,825,000,000","3,827,000,000","3,820,000,000","3,811,000,000","4,580,000,000","5,014,000,000","4,996,000,000","4,990,000,000","5,030,000,000","5,018,000,000","5,011,000,000",,,"7,220,000,000",,,,"6,204,000,000","6,203,000,000",,"2,694,000,000",,"445,000,000",,"-1,686,000,000",,,"4,801,000,000","1,333,438,060",,,,"1,094,336,800",,,"6,470,879,800","11,307,114,000","3,149,433,000",,"1,889,582,400",,"1,558,936,860","8,750,543,520","5,397,577,100","7,856,161,200","3,079,861,620",,"11,553,566,260","7,228,041,003","7,697,550,090","1,629,501,280","1,107,286,580","894,392,928","1,277,570,532","496,275,416","2,384,773,455","1,927,462,951","1,253,672,064","1,134,650,496","166,368,790","534,788,244","661,451,020"
	MinorityInterest,"20,000,000","22,000,000","22,000,000","19,000,000","20,000,000","20,000,000","23,000,000","23,000,000","23,000,000","15,000,000","17,000,000","16,000,000","9,000,000","8,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","8,000,000","10,000,000","8,000,000","11,000,000","12,000,000","13,000,000","14,000,000","13,000,000","14,000,000","14,000,000","12,000,000","11,000,000","11,000,000","11,000,000","11,000,000","13,000,000","10,000,000","6,000,000","7,000,000","7,000,000","6,000,000","18,000,000","16,000,000","15,000,000","16,000,000","14,063,200","14,808,800","15,775,830","16,000,000","14,998,980","14,859,330","15,000,000",,,,,,,,,,,,,,"10,020,697",,,"22,347,936","6,392,736","17,310,007","4,497,378",,,,,,
TotalCapitalization,"36,071,000,000","35,258,000,000","36,128,000,000","38,376,000,000","38,614,000,000","39,497,000,000","39,963,000,000","41,249,000,000","38,394,000,000","38,671,000,000","38,762,000,000","38,375,000,000","40,849,000,000","41,716,000,000","44,086,000,000","46,604,000,000","42,832,000,000","40,440,000,000","37,983,000,000","36,635,000,000","37,083,000,000","37,413,000,000","39,326,000,000","42,197,000,000","42,099,000,000","29,607,000,000","39,146,000,000","37,538,000,000","35,879,000,000","33,988,000,000","30,981,000,000","30,929,000,000","31,932,000,000","70,211,000,000","59,452,000,000","26,358,000,000","26,509,000,000","23,220,000,000","12,599,000,000","19,134,000,000","14,105,000,000","16,426,000,000","17,398,000,000","18,494,941,420","21,128,551,680","21,513,484,200","19,147,350,240","23,295,331,700","25,026,192,840","21,384,922,080","26,825,465,320","18,536,266,000","14,667,000,000","19,102,475,130","14,584,000,000","17,310,831,990","14,847,000,000","17,658,033,840","15,962,000,000","18,521,216,000","13,527,000,000","14,359,648,000","14,246,000,000","9,374,082,560","9,951,471,451","9,027,657,720","5,362,996,300","8,459,882,496","7,408,381,932","6,891,619,007","6,445,595,625","5,808,604,000","5,738,818,788","4,800,144,544","4,389,396,812","3,177,936,837","3,087,813,410"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,000,000",,,,"70,000,000",,,"70,000,000",,,,"62,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"24,421,000,000","24,230,000,000","22,545,000,000","23,489,000,000","24,082,000,000","23,894,000,000","24,188,000,000","25,308,000,000","24,318,000,000","24,937,000,000","25,766,000,000","26,659,000,000","27,488,000,000","27,895,000,000","28,844,000,000","31,254,000,000","27,784,000,000","25,739,000,000","24,136,000,000","23,709,000,000","25,074,000,000","25,328,000,000","26,094,000,000","28,630,000,000","29,648,000,000","29,546,000,000","28,020,000,000","26,281,000,000","25,639,000,000","24,159,000,000","21,556,000,000","22,337,000,000","23,344,000,000","24,251,000,000","23,898,000,000","18,803,000,000","19,357,000,000","15,345,000,000","12,599,000,000","13,692,000,000","14,105,000,000","16,426,000,000","17,398,000,000","15,151,000,000","21,128,551,680","21,513,484,200","19,147,350,240","19,137,000,000","23,154,478,020","21,116,672,070","22,655,000,000","16,747,150,000","14,413,000,000","15,116,114,630","14,132,000,000","13,607,277,060","14,231,000,000","13,704,999,600","15,292,000,000","15,688,698,400","12,844,000,000","12,319,148,800","13,543,000,000","7,882,983,490","8,227,543,835","5,099,677,120","3,719,593,040","3,633,679,296","3,962,430,864","2,874,206,569","2,601,423,009","2,019,024,893","1,693,097,268","1,231,289,792","950,517,668","1,205,634,645","1,549,220,820"
CapitalLeaseObligations,"311,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"22,862,000,000","22,592,000,000","20,818,000,000","21,846,000,000","22,449,000,000","22,212,000,000","22,500,000,000","23,467,000,000","22,498,000,000","23,212,000,000","23,961,000,000","24,844,000,000","25,378,000,000","25,909,000,000","26,628,000,000","29,067,000,000","25,711,000,000","23,475,000,000","22,008,000,000","21,517,000,000","22,828,000,000","23,038,000,000","23,556,000,000","26,124,000,000","26,700,000,000","26,443,000,000","24,807,000,000","23,056,000,000","22,435,000,000","20,595,000,000","17,540,000,000","18,184,000,000","19,055,000,000","24,251,000,000","19,009,000,000","14,264,000,000","14,782,000,000","10,163,000,000","12,599,000,000","8,329,000,000","14,105,000,000","16,426,000,000","17,398,000,000","10,257,000,000","21,128,551,680","21,513,484,200","19,147,350,240","14,799,000,000","23,154,478,020","21,116,672,070","17,977,000,000","16,747,150,000","14,413,000,000","15,116,114,630","14,132,000,000","13,607,277,060","14,231,000,000","13,704,999,600","15,292,000,000","15,688,698,400","12,844,000,000","12,319,148,800","13,543,000,000","7,882,983,490","8,227,543,835","5,099,677,120","3,719,593,040","3,633,679,296","3,962,430,864","2,874,206,569","2,601,423,009","2,019,024,893","1,693,097,268","1,231,289,792","950,517,668","1,205,634,645","1,549,220,820"
InvestedCapital,"36,129,000,000","35,258,000,000","36,210,000,000","38,376,000,000","38,688,000,000","39,497,000,000","39,963,000,000","41,249,000,000","38,523,000,000","38,671,000,000","38,762,000,000","38,375,000,000","40,974,000,000","41,716,000,000","44,086,000,000","46,604,000,000","42,960,000,000","40,677,000,000","38,429,000,000","36,897,000,000","37,257,000,000","37,667,000,000","39,811,000,000","42,754,000,000","42,605,000,000","40,905,000,000","39,146,000,000","37,538,000,000","35,798,000,000","33,988,000,000","30,981,000,000","30,929,000,000","31,862,000,000","70,211,000,000","59,452,000,000","26,288,000,000","26,509,000,000","23,220,000,000","12,599,000,000","19,072,000,000","14,105,000,000","16,426,000,000","17,398,000,000","21,172,000,000","21,128,551,680","21,513,484,200","19,147,350,240","24,128,000,000","25,026,192,840","21,384,922,080","28,187,000,000","18,536,266,000","16,638,000,000","19,102,475,130","17,225,000,000","17,310,831,990","19,109,000,000","17,658,033,840","19,197,000,000","18,521,216,000","15,574,000,000","14,359,648,000","18,861,000,000","9,374,082,560","9,951,471,451","9,840,832,440","6,387,443,120","10,057,363,680","9,531,036,648","8,489,605,969","8,012,699,235","5,808,604,000","5,738,818,788","4,800,144,544","4,389,396,812","3,177,936,837","3,087,813,410"
TangibleBookValue,"22,862,000,000","22,592,000,000","20,818,000,000","21,846,000,000","22,449,000,000","22,212,000,000","22,500,000,000","23,467,000,000","22,498,000,000","23,212,000,000","23,961,000,000","24,844,000,000","25,378,000,000","25,909,000,000","26,628,000,000","29,067,000,000","25,711,000,000","23,475,000,000","22,008,000,000","21,517,000,000","22,828,000,000","23,038,000,000","23,556,000,000","26,124,000,000","26,700,000,000","26,443,000,000","24,807,000,000","23,056,000,000","22,354,000,000","20,595,000,000","17,540,000,000","18,184,000,000","18,985,000,000","24,251,000,000","19,009,000,000","14,194,000,000","14,782,000,000","10,163,000,000","12,599,000,000","8,267,000,000","14,105,000,000","16,426,000,000","17,398,000,000","10,257,000,000","21,128,551,680","21,513,484,200","19,147,350,240","14,799,000,000","23,154,478,020","21,116,672,070","17,977,000,000","16,747,150,000","14,413,000,000","15,116,114,630","14,132,000,000","13,607,277,060","14,231,000,000","13,704,999,600","15,292,000,000","15,688,698,400","12,844,000,000","12,319,148,800","13,543,000,000","7,882,983,490","8,227,543,835","5,099,677,120","3,719,593,040","3,633,679,296","3,962,430,864","2,874,206,569","2,601,423,009","2,019,024,893","1,693,097,268","1,231,289,792","950,517,668","1,205,634,645","1,549,220,820"
TotalDebt,"12,019,000,000","11,028,000,000","13,665,000,000","14,887,000,000","14,606,000,000","15,603,000,000","15,775,000,000","15,941,000,000","14,205,000,000","13,734,000,000","12,996,000,000","11,716,000,000","13,486,000,000","13,821,000,000","15,242,000,000","15,350,000,000","15,176,000,000","14,938,000,000","14,293,000,000","13,188,000,000","12,183,000,000","12,339,000,000","13,717,000,000","14,124,000,000","12,957,000,000","11,359,000,000","11,126,000,000","11,257,000,000","10,159,000,000","9,829,000,000","9,425,000,000","8,592,000,000","8,518,000,000","45,960,000,000","35,554,000,000","7,485,000,000","7,152,000,000","7,875,000,000",,"5,380,000,000",,,,"6,021,000,000",,,,"4,991,000,000","1,871,714,820","268,250,010","5,532,000,000","1,789,116,000","2,225,000,000","3,986,360,500","3,093,000,000","3,703,554,930","4,878,000,000","3,953,034,240","3,905,000,000","2,832,517,600","2,730,000,000","2,040,499,200","5,318,000,000","1,491,099,070","1,723,927,616","4,741,155,320","2,667,850,080","6,423,684,384","5,568,605,784","5,615,399,400","5,411,276,226","3,789,579,107","4,045,721,520","3,568,854,752","3,438,879,144","1,972,302,192","1,538,592,590"
NetDebt,,,"1,658,000,000","2,322,000,000","893,000,000","1,278,000,000","509,000,000","2,551,000,000",,,,,"2,670,000,000","2,340,000,000","1,929,000,000",,"1,659,000,000","2,552,000,000","2,921,000,000","3,230,000,000","3,485,000,000","3,310,000,000","2,693,000,000","3,302,000,000","3,304,000,000","3,549,000,000","2,389,000,000","2,586,000,000","2,055,000,000","2,507,000,000","4,975,000,000","4,306,000,000","3,287,000,000","38,182,000,000","30,226,000,000","3,171,000,000",,"1,059,000,000",,,,,,,,,,,"1,871,714,820","268,250,010",,"1,789,116,000","2,225,000,000","3,986,360,500","3,093,000,000","3,703,554,930","4,878,000,000","3,953,034,240","3,905,000,000","2,832,517,600","2,730,000,000","2,040,499,200","5,318,000,000","1,491,099,070","1,723,927,616","4,741,155,320","2,667,850,080","6,423,684,384","5,568,605,784","5,615,399,400","5,411,276,226","3,789,579,107","4,045,721,520","3,568,854,752","3,438,879,144","1,972,302,192","1,538,592,590"
ShareIssued,"2,119,131,691","2,109,971,728","2,109,927,386",,"2,109,889,908","2,046,868,199","2,089,191,876","2,039,961,227","2,088,741,272","2,039,961,227",,"2,109,163,464","2,153,695,464","2,109,163,464",,"2,109,163,464","2,160,480,654","2,109,163,464",,"1,924,129,187","1,965,437,097","1,924,129,187",,"1,909,654,051","1,909,654,051","1,909,654,051",,"1,909,654,051","1,909,654,051","1,909,654,051",,"1,736,049,139","1,736,049,139","1,707,000,000","1,707,000,000","1,736,049,139","1,736,049,139",,"1,578,227,139","1,638,492,139","1,578,227,139",,"1,636,544,530","1,636,544,530","1,551,000,000","1,574,000,000","1,581,000,000","1,622,927,058","1,577,000,000","1,575,000,000","1,598,976,674","1,532,700,000","1,552,685,053","1,494,300,000","1,514,377,800","1,501,641,499","1,502,362,286","1,549,189,189","1,479,143,363","1,432,648,649","1,350,523,905","1,422,702,702","1,390,326,379","1,212,432,432","1,205,255,717","1,102,844,075","1,090,428,274","1,076,686,071","1,049,168,399","1,022,403,326","983,596,674","875,841,996","760,540,541","760,540,541","742,640,333","741,767,152","721,309,771"
OrdinarySharesNumber,"2,052,548,020","2,083,961,677","2,047,365,316",,"2,044,239,258","2,046,868,199","2,040,411,831","2,039,961,227","2,039,961,227","2,039,961,227",,"2,109,163,464","2,109,163,464","2,109,163,464",,"2,109,163,464","2,109,163,464","2,109,163,464",,"1,924,129,187","1,924,129,187","1,924,129,187",,"1,909,654,051","1,909,654,051","1,909,654,051",,"1,909,654,051","1,909,654,051","1,909,654,051",,"1,736,049,139","1,736,049,139","1,707,000,000","1,707,000,000","1,736,049,139","1,736,049,139",,"1,578,227,139","1,578,227,139","1,578,227,139",,"1,636,544,530","1,636,544,530","1,551,000,000","1,574,000,000","1,581,000,000","1,622,927,058","1,577,000,000","1,575,000,000","1,598,976,674","1,532,700,000","1,552,685,053","1,494,300,000","1,514,377,800","1,501,641,499","1,502,362,286","1,549,189,189","1,479,143,363","1,432,648,649","1,350,523,905","1,422,702,702","1,390,326,379","1,212,432,432","1,205,255,717","1,102,844,075","1,090,428,274","1,076,686,071","1,049,168,399","1,022,403,326","983,596,674","875,841,996","760,540,541","760,540,541","742,640,333","741,767,152","721,309,771"
PreferredSharesNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"321,752,000",,,,"280,710,000",,,"280,710,000",,,,"246,850,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreasurySharesNumber,"67,216,419","26,312,121","62,908,482",,"66,034,292",,"49,213,169",,"49,213,169",,,,"44,532,000",,,,"51,317,190",,,,"41,307,910",,,,,,,,,,,,,,,,,,,"60,265,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
