name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,06/30/1994,03/31/1994,10/31/1993,07/31/1993
			GrossPPE,,"1,572,700,000",,,,"1,317,200,000",,,,"1,122,100,000",,,,"1,051,500,000",,,,"1,002,972,000",,,,"1,006,367,000",,,,"946,273,000",,,,"856,035,000",,,,"747,760,000",,,,"735,083,000",,,,"650,070,000",,,,"547,293,000","517,007,000","511,564,000","510,161,000","503,621,000","480,350,000","476,469,000","466,765,000","460,779,000","478,471,000","479,667,000","481,326,000","477,457,000","488,262,000","488,076,000","613,302,000","598,116,000","524,926,000","521,839,000","506,308,000","485,877,000","453,470,000","451,828,000","448,039,000","442,510,000","427,144,000","424,713,000","425,821,000","425,436,000","440,820,000","442,302,000","342,629,000","441,667,000","533,038,000","340,354,000","337,689,000","373,800,000","371,600,000","222,600,000","136,200,000","129,600,000","128,800,000","128,200,000","105,300,000","104,600,000","104,000,000","102,800,000","101,100,000","100,000,000","99,700,000","98,800,000","97,100,000","97,400,000","97,100,000","95,400,000","92,500,000","89,600,000","74,600,000","68,600,000","66,100,000","65,800,000"
				Properties,,"222,300,000",,,,"207,300,000",,,,"177,900,000",,,,"157,300,000",,,,"142,774,000",,,,"142,975,000",,,,"121,085,000",,,,"92,197,000",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,"162,400,000",,,,"140,500,000",,,,"131,700,000",,,,"117,500,000",,,,"118,694,000",,,,"118,658,000",,,,"118,165,000",,,,"115,887,000",,,,"104,130,000",,,,"103,921,000",,,,"103,855,000",,,,"76,107,000",,,,"75,962,000",,,,"76,301,000",,,,"77,054,000",,,,"160,261,000",,,,"136,630,000",,,,"134,769,000",,,,"133,221,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"625,200,000",,,,"532,800,000",,,,"439,800,000",,,,"414,300,000",,,,"412,394,000",,,,"439,625,000",,,,"435,125,000",,,,"413,896,000",,,,"364,823,000",,,,"445,955,000",,,,"363,149,000",,,,"299,803,000",,,,"330,504,000",,,,"306,556,000",,,,"276,554,000",,,,"238,911,000",,,,"221,695,000",,,,"197,047,000",,,,"198,733,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"485,700,000",,,,"429,600,000",,,,"347,000,000",,,,"332,900,000",,,,"304,264,000",,,,"289,682,000",,,,"256,684,000",,,,"226,262,000",,,,"274,259,000",,,,"182,724,000",,,,"113,797,000",,,,"167,981,000",,,,"91,957,000",,,,"76,986,000",,,,"120,933,000",,,,"72,654,000",,,,"58,715,000",,,,"55,522,000",,,,"49,687,000",,,"342,629,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,,"24,800,000",,,,,,,,"2,200,000",,,,"2,100,000",,,,"2,066,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,862,000",,,,"44,121,000",,,,"42,966,000",,,,"43,011,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"52,300,000",,,,"7,000,000",,,,"23,500,000",,,,"27,400,000",,,,"22,780,000",,,,"15,427,000",,,,"15,214,000",,,,"7,793,000",,,,"4,548,000",,,,"2,483,000",,,,"69,269,000",,,,"3,402,000",,,,"5,198,000",,,,"936,000",,,,"2,916,000",,,,"78,428,000",,,,"24,716,000",,,,"12,206,000",,,,"784,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-635,400,000",,,,"-559,700,000",,,,"-514,100,000",,,,"-477,100,000",,,,"-429,800,000",,,,"-411,052,000",,,,"-360,775,000",,,,"-313,153,000",,,,"-270,404,000",,,,"-227,607,000",,,,"-191,848,000",,,,"-171,875,000","-145,635,000","-145,635,000","-145,635,000","-145,635,000","-124,711,000","-124,711,000","-124,711,000","-124,711,000","-130,927,000","-130,927,000","-130,927,000","-130,927,000","-139,472,000","-139,472,000","-139,472,000","-139,472,000","-118,648,000","-118,648,000","-118,648,000","-118,648,000","-104,129,000","-104,129,000","-104,129,000","-104,129,000","-86,017,000","-86,017,000","-86,017,000","-86,017,000","-98,900,000","-98,900,000",,"-98,900,000","-193,445,000","-64,013,000","-60,977,000","-98,900,000","-96,000,000","-89,100,000","-50,400,000","-46,500,000","-44,900,000","-43,500,000","-42,200,000","-41,400,000","-40,200,000","-39,200,000","-38,200,000","-37,100,000","-36,100,000","-35,100,000","-33,100,000","-33,100,000","-33,100,000","-32,000,000","-31,000,000","-30,000,000","-28,400,000","-27,700,000","-26,600,000","-25,900,000"
		GoodwillAndOtherIntangibleAssets,"718,200,000","736,900,000","719,600,000","718,500,000","708,800,000","602,000,000","602,600,000","484,100,000","485,400,000","487,000,000","1,287,000,000","1,290,100,000","1,275,700,000","1,284,200,000","1,305,300,000","1,317,200,000","1,324,400,000","1,337,877,000","1,351,331,000","1,362,554,000","1,376,679,000","1,389,492,000","492,531,000","493,109,000","495,937,000","498,765,000","504,089,000","389,786,000","390,545,000","393,555,000","320,648,000","320,978,000","323,694,000","317,539,000","320,441,000","323,384,000","324,727,000","327,964,000","240,236,000","240,224,000","147,737,000","149,678,000","150,196,000","147,467,000","147,769,000","148,288,000","149,008,000","149,529,000","150,190,000","147,436,000","146,884,000","147,574,000","69,468,000","69,576,000","71,122,000","71,245,000","71,392,000","71,658,000","71,923,000","72,188,000","72,453,000","72,677,000","57,455,000","59,417,000","59,578,000","59,703,000","59,461,000","59,552,000","59,643,000","59,734,000","59,826,000","59,917,000","61,225,000","61,469,000","62,056,000","62,653,000","63,331,000","63,841,000","64,346,000","61,216,000","61,813,000","62,300,000","61,900,000","62,300,000","11,400,000","8,400,000",,,,,,,,,,,,,,,,,,,,
			Goodwill,"367,100,000","367,100,000","363,800,000","363,800,000","363,800,000","338,000,000","337,800,000","317,600,000","317,600,000","317,600,000","848,300,000","847,200,000","832,200,000","832,200,000","841,700,000","841,700,000","841,700,000","841,724,000","841,360,000","840,947,000","840,947,000","839,520,000","300,616,000","300,616,000","300,616,000","300,616,000","298,225,000","250,414,000","250,414,000","250,414,000","217,741,000","217,741,000","216,883,000","213,712,000","213,712,000","213,752,000","214,318,000","214,528,000","183,394,000","183,394,000","115,349,000","115,349,000","115,349,000","115,349,000","115,349,000","115,349,000","115,349,000","115,349,000","115,349,000","108,349,000","107,034,000","106,993,000","53,528,000","53,528,000","53,528,000","53,528,000","53,528,000",,,,,,,,,,,,"52,239,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"351,100,000","369,800,000","355,800,000","354,700,000","345,000,000","264,000,000","264,800,000","166,500,000","167,800,000","169,400,000","438,700,000","442,900,000","443,500,000","452,000,000","463,600,000","475,500,000","482,700,000","496,153,000","509,971,000","521,607,000","535,732,000","549,972,000","191,915,000","192,493,000","195,321,000","198,149,000","205,864,000","139,372,000","140,131,000","143,141,000","102,907,000","103,237,000","106,811,000","103,827,000","106,729,000","109,632,000","110,409,000","113,436,000","56,842,000","56,830,000","32,388,000","34,329,000","34,847,000","32,118,000","32,420,000","32,939,000","33,659,000","34,180,000","34,841,000","39,087,000","39,850,000","40,581,000","15,940,000","16,048,000","17,594,000","17,717,000","17,864,000","71,658,000","71,923,000","72,188,000","72,453,000","72,677,000","57,455,000","59,417,000","59,578,000","59,703,000","59,461,000","59,552,000","7,404,000","59,734,000","59,826,000","59,917,000","61,225,000","61,469,000","62,056,000","62,653,000","63,331,000","63,841,000","64,346,000","61,216,000","61,813,000","62,300,000","61,900,000","62,300,000","11,400,000","8,400,000",,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"630,000,000","634,500,000","625,000,000","621,800,000","625,700,000","108,100,000","107,900,000","176,800,000","173,400,000","171,300,000","173,900,000","168,000,000","164,700,000","139,100,000","131,400,000","130,400,000","129,800,000","129,746,000","106,302,000","107,465,000","108,606,000","109,548,000","99,198,000","97,488,000","94,692,000","86,151,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"630,000,000","634,500,000","625,000,000","621,800,000","625,700,000","108,100,000","107,900,000","176,800,000","173,400,000","171,300,000","173,900,000","168,000,000","164,700,000","139,100,000","131,400,000","130,400,000","129,800,000","129,746,000","106,302,000","107,465,000","108,606,000","109,548,000","99,198,000","97,488,000","94,692,000","86,151,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,"630,000,000","634,500,000","625,000,000","621,800,000","625,700,000","108,100,000","107,900,000","176,800,000","173,400,000","171,300,000","173,900,000","168,000,000","164,700,000","139,100,000","131,400,000","130,400,000","129,800,000","129,746,000","106,302,000","107,465,000","108,606,000","109,548,000","99,198,000","97,488,000","94,692,000","86,151,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,373,000","6,233,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,373,000","6,233,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"21,800,000","21,100,000","20,800,000","19,700,000","18,100,000","16,100,000","17,500,000","13,100,000","12,500,000","837,000,000","12,300,000","12,300,000","11,700,000","10,700,000","13,500,000","13,000,000","12,900,000","13,820,000","22,174,000","24,353,000","24,242,000","24,192,000","22,512,000","22,737,000","20,866,000","21,132,000","60,019,000","45,740,000","33,983,000","30,836,000","15,812,000","14,917,000","13,969,000","8,665,000","8,787,000","10,463,000","11,864,000","12,284,000","12,508,000","12,877,000","13,278,000","12,877,000","10,854,000","10,513,000","15,235,000","13,499,000","13,829,000","15,049,000","15,444,000","16,112,000","15,568,000","16,926,000","16,312,000","12,143,000","13,120,000","13,690,000","13,709,000","13,020,000","14,095,000","17,678,000","18,748,000","17,196,000","17,431,000","15,474,000","16,224,000","15,941,000","14,761,000","11,962,000","10,707,000","10,606,000","11,307,000","12,064,000","10,954,000","10,105,000","9,664,000","9,313,000","8,546,000","8,116,000","7,390,000","6,988,000","7,229,000","4,700,000","6,200,000","8,800,000","5,500,000","3,800,000","13,900,000","13,900,000","5,700,000","5,700,000","5,800,000","3,700,000","3,600,000","3,700,000","3,800,000","4,100,000","4,600,000","4,700,000","4,900,000","5,000,000","5,000,000","5,100,000","6,300,000","5,200,000","2,200,000","2,100,000"
TotalLiabilitiesNetMinorityInterest,"2,768,200,000","2,040,000,000","2,012,100,000","2,035,200,000","2,021,600,000","1,251,900,000","1,197,000,000","1,243,400,000","1,257,400,000","1,719,100,000","1,701,100,000","1,680,700,000","1,567,200,000","1,569,400,000","1,529,300,000","1,568,300,000","1,618,900,000","1,660,247,000","1,494,146,000","1,542,553,000","1,603,627,000","1,660,273,000","617,265,000","654,054,000","646,457,000","647,472,000","563,585,000","420,194,000","443,000,000","470,042,000","284,835,000","313,814,000","344,407,000","363,992,000","371,081,000","434,207,000","477,532,000","511,505,000","335,372,000","358,828,000","328,047,000","318,380,000","202,644,000","195,604,000","233,062,000","243,776,000","205,236,000","221,586,000","256,359,000","257,258,000","219,272,000","229,626,000","172,396,000","196,249,000","176,582,000","201,748,000","203,345,000","198,311,000","205,167,000","425,323,000","403,673,000","403,530,000","284,159,000","304,522,000","274,671,000","250,530,000","230,084,000","263,890,000","239,462,000","234,215,000","225,544,000","267,989,000","250,519,000","253,480,000","257,407,000","292,155,000","260,118,000","267,519,000","265,081,000","276,004,000","247,396,000","259,900,000","249,700,000","167,000,000","64,800,000","49,500,000","47,700,000","51,100,000","36,500,000","32,400,000","35,800,000","37,900,000","33,700,000","32,900,000","30,000,000","33,100,000","34,100,000","30,800,000","25,300,000","32,300,000","33,500,000","28,100,000","25,700,000","19,200,000","18,000,000","14,100,000"
	CurrentLiabilities,"344,100,000","301,200,000","275,800,000","308,800,000","297,700,000","256,600,000","210,900,000","274,100,000","289,400,000","453,200,000","412,300,000","441,200,000","421,900,000","468,100,000","391,000,000","431,600,000","420,400,000","640,102,000","613,574,000","634,823,000","341,573,000","334,019,000","167,281,000","220,632,000","214,774,000","213,206,000","179,606,000","203,011,000","378,252,000","406,570,000","158,645,000","185,892,000","171,613,000","173,451,000","158,802,000","208,890,000","194,484,000","188,551,000","175,223,000","194,383,000","186,384,000","184,986,000","138,471,000","125,137,000","129,856,000","130,377,000","101,519,000","143,217,000","137,541,000","120,841,000","95,025,000","105,036,000","102,136,000","126,891,000","110,651,000","131,633,000","124,694,000","119,263,000","138,427,000","138,516,000","108,495,000","112,579,000","105,443,000","131,498,000","112,023,000","104,388,000","88,744,000","116,923,000","83,997,000","85,660,000","72,759,000","122,613,000","80,406,000","94,267,000","95,263,000","121,511,000","71,095,000","86,787,000","82,034,000","84,040,000","48,061,000","55,300,000","40,900,000","43,200,000","32,700,000","27,200,000","27,000,000","30,300,000","28,800,000","24,900,000","27,100,000","28,400,000","25,400,000","24,800,000","21,000,000","23,600,000","27,900,000","18,900,000","12,400,000","22,300,000","27,500,000","15,700,000","20,400,000","14,900,000","13,600,000","9,800,000"
		PayablesAndAccruedExpenses,"129,100,000","150,100,000","226,600,000","260,100,000","166,200,000","175,100,000","164,400,000","225,000,000","165,200,000","166,100,000","208,900,000","246,700,000","158,000,000","187,600,000","195,800,000","231,900,000","159,400,000","168,631,000","185,582,000","219,368,000","150,397,000","183,328,000","133,957,000","182,363,000","121,843,000","144,476,000","162,563,000","183,759,000","124,207,000","146,899,000","143,975,000","168,611,000","113,346,000","134,506,000","129,773,000","143,444,000","100,365,000","117,887,000","107,257,000","140,228,000","88,214,000","106,006,000","99,326,000","117,683,000","86,773,000","84,131,000","80,696,000","112,658,000","79,891,000","75,820,000","69,415,000","77,327,000","48,754,000","62,257,000","95,926,000","111,135,000","64,353,000","71,960,000","89,204,000","79,599,000","50,995,000","71,744,000","79,329,000","119,958,000","75,593,000","72,957,000","65,841,000","100,288,000","54,905,000","62,971,000","68,674,000","111,126,000","56,065,000","71,945,000","77,170,000","108,481,000","47,973,000","38,396,000","34,572,000","33,979,000","14,743,000","14,800,000","14,700,000","14,700,000","11,300,000","6,500,000","10,200,000","11,400,000","10,000,000","5,700,000","10,500,000","12,600,000","10,300,000","7,600,000","13,000,000","100,000","8,700,000","6,500,000","7,400,000","13,500,000","7,200,000","4,600,000","10,200,000","3,400,000","3,300,000","2,100,000"
			Payables,"95,800,000","101,200,000","102,100,000","155,200,000","88,200,000","85,300,000","81,400,000","129,800,000","89,600,000","90,300,000","97,700,000","152,800,000","65,600,000","87,500,000","94,800,000","134,400,000","66,800,000","70,795,000","85,688,000","126,703,000","64,463,000","92,272,000","66,040,000","116,320,000","65,091,000","77,148,000","101,006,000","130,447,000","79,282,000","81,362,000","92,639,000","119,253,000","73,697,000","86,690,000","81,947,000","94,253,000","55,315,000","68,133,000","54,873,000","87,359,000","46,391,000","59,403,000","54,592,000","71,117,000","46,741,000","40,745,000","34,151,000","61,027,000","31,632,000","32,032,000","31,383,000","38,652,000","14,900,000","21,476,000","50,570,000","64,879,000","23,410,000","27,957,000","44,977,000","37,535,000","18,425,000","34,233,000","38,809,000","76,040,000","38,513,000","34,466,000","34,131,000","64,435,000","27,296,000","31,189,000","34,595,000","75,070,000","28,250,000","41,618,000","44,801,000","73,490,000","22,010,000","38,396,000","34,572,000","33,979,000","14,743,000","14,800,000","14,700,000","14,700,000","11,300,000","6,500,000","10,200,000","11,400,000","10,000,000","5,700,000","10,500,000","12,600,000","10,300,000","7,600,000","13,000,000","100,000","8,700,000","6,500,000","7,400,000","13,500,000","7,200,000","4,600,000","10,200,000","3,400,000","3,300,000","2,100,000"
				AccountsPayable,"80,600,000","57,800,000","75,800,000","107,200,000","72,100,000","47,000,000","60,100,000","79,000,000","59,800,000","54,100,000","61,600,000","87,300,000","56,100,000","53,200,000","53,900,000","74,400,000","57,500,000","39,120,000","52,159,000","66,291,000","51,988,000","45,597,000","49,024,000","70,610,000","51,697,000","43,123,000","71,685,000","81,518,000","63,516,000","62,278,000","59,000,000","68,930,000","53,422,000","56,514,000","42,512,000","56,302,000","46,240,000","47,703,000","38,149,000","61,719,000","36,167,000","38,772,000","32,742,000","53,534,000","36,347,000","40,745,000","34,151,000","61,027,000","31,632,000","32,032,000","31,383,000","38,652,000","14,900,000","21,476,000","50,570,000","64,879,000","23,410,000","27,957,000","44,977,000","37,535,000","18,425,000","34,233,000","38,809,000","76,040,000","38,513,000","34,466,000","34,131,000","64,435,000","27,296,000","31,189,000","34,595,000","75,070,000","28,250,000","41,618,000","44,801,000","73,490,000","22,010,000","38,396,000","34,572,000","33,979,000","14,743,000","14,800,000","14,700,000","14,700,000","11,300,000","6,500,000","10,200,000","11,400,000","10,000,000","5,700,000","10,500,000","12,600,000","10,300,000","7,600,000","13,000,000","100,000","8,700,000","6,500,000","7,400,000","13,500,000","7,200,000","4,600,000","10,200,000","3,400,000","3,300,000","2,100,000"
				TotalTaxPayable,,,,"15,000,000",,,"500,000","24,500,000","21,400,000",,"16,900,000","42,300,000",,"0","22,000,000","37,200,000","400,000","426,000","15,280,000","38,922,000","6,313,000","18,087,000","4,513,000","24,836,000",,,"7,173,000","26,888,000",,,"8,470,000","27,314,000",,,"16,120,000","19,658,000",,"0","501,000","7,745,000","0","1,997,000","6,378,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,,,"15,000,000",,,"500,000","24,500,000","21,400,000",,"16,900,000","42,300,000",,,"22,000,000","36,800,000",,,"8,938,000","32,609,000",,,"4,513,000","24,836,000",,,"7,173,000","26,888,000",,,"8,470,000","27,314,000",,,"16,120,000","19,658,000",,"0","501,000","7,745,000","0","1,997,000","6,378,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,"0","23,500,000","0","0","0","22,500,000","0",,"0","23,700,000","0","0","0","21,800,000",,"0",,"19,110,000","0","0","0","17,419,000","0","0","0","15,186,000",,,,"0","0","0","0","10,110,000","0","0","0","8,165,000","0","0","0","6,777,000","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,"15,200,000","19,900,000","26,300,000","33,000,000","16,100,000","15,800,000","20,800,000","26,300,000","8,400,000","12,500,000","19,200,000","23,200,000","9,500,000","12,500,000","18,900,000","22,800,000","8,900,000","12,139,000","18,249,000","21,490,000","6,162,000","11,169,000","12,503,000","20,874,000","13,394,000","18,839,000","22,148,000","22,041,000","15,766,000","19,084,000","25,169,000","23,009,000","20,275,000","20,066,000","23,315,000","18,293,000","9,075,000","12,265,000","16,223,000","17,895,000","10,224,000","11,857,000","15,472,000","17,583,000","10,394,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"33,300,000","48,900,000","124,500,000","104,900,000","78,000,000","89,800,000","83,000,000","95,200,000","75,600,000","75,800,000","111,200,000","93,900,000","92,400,000","100,100,000","101,000,000","97,500,000","92,600,000","97,836,000","99,894,000","92,665,000","85,934,000","91,056,000","67,917,000","66,043,000","56,752,000","67,328,000","61,557,000","53,312,000","44,925,000","65,537,000","51,336,000","49,358,000","39,649,000","47,816,000","47,826,000","49,191,000","45,050,000","49,754,000","52,384,000","52,869,000","41,823,000","46,603,000","44,734,000","46,566,000","40,032,000","43,386,000","46,545,000","51,631,000","48,259,000","43,788,000","38,032,000","38,675,000","33,854,000","40,781,000","45,356,000","46,256,000","40,943,000","44,003,000","44,227,000","42,064,000","32,570,000","37,511,000","40,520,000","43,918,000","37,080,000","38,491,000","31,710,000","35,853,000","27,609,000","31,782,000","34,079,000","36,056,000","27,815,000","30,327,000","32,369,000","34,991,000","25,963,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InterestPayable,"22,100,000","19,700,000",,,,,,,,,,,,,,,,,,,,,"5,026,000","982,000","4,944,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","17,700,000","16,500,000","15,300,000","14,200,000","13,000,000","11,800,000","10,600,000","16,250,000","19,382,000","19,516,000","13,791,000","11,794,000","2,553,000","6,477,000","2,818,000","973,000","4,924,000","7,347,000","189,712,000","215,755,000","2,439,000","6,753,000","2,232,000","5,473,000","10,279,000","6,819,000","1,597,000","5,660,000","10,667,000",,"24,043,000",,"33,000,000",,,,,,,,,,,,,,,,,,,,,,"5,295,000","5,740,000","515,000","472,000","513,000","508,000","471,000","490,000","524,000","561,000","2,308,000","2,461,000","2,541,000","2,324,000","2,277,000","2,904,000","511,000","600,000","500,000","500,000","600,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","12,200,000","5,100,000","100,000","400,000","400,000","9,300,000","700,000","700,000","700,000","300,000","400,000"
			CurrentDebt,"4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","17,700,000","16,500,000","15,300,000","14,200,000","13,000,000","11,800,000","10,600,000","16,250,000","19,382,000","19,516,000","13,791,000","11,794,000","2,553,000","6,477,000","2,818,000","973,000","4,924,000","7,347,000","189,712,000","215,755,000","2,439,000","6,753,000","2,232,000","5,473,000","10,279,000","6,819,000","1,597,000","5,660,000","10,667,000",,"24,043,000",,"33,000,000",,,,,,,,,,,,,,,,,,,,,,"5,295,000","5,740,000","515,000","472,000","513,000","508,000","471,000","490,000","524,000","561,000","2,308,000","2,461,000","2,541,000","2,324,000","2,277,000","2,904,000","511,000","600,000","500,000","500,000","600,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","12,200,000","5,100,000","100,000","400,000","400,000","9,300,000","700,000","700,000","700,000","300,000","400,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","24,043,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,,,,,,,,,,,,,,,,,,,"4,382,000","5,766,000","1,291,000","544,000","2,553,000","6,477,000","2,818,000","973,000","4,924,000","7,347,000","2,394,000","6,027,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,"4,000,000",,,,,,,,,,,,,,,,,"15,000,000","13,750,000","12,500,000","11,250,000",,,,,,,"187,318,000","209,728,000","2,439,000","6,753,000","2,232,000","5,473,000","10,279,000","6,819,000","1,597,000","5,660,000","10,667,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"130,800,000","71,400,000","45,200,000","44,700,000","127,500,000","77,500,000","42,500,000","45,100,000","120,200,000","94,900,000","151,800,000","144,200,000","214,900,000","198,400,000","148,100,000","154,200,000","216,800,000","175,731,000","132,040,000","123,089,000","177,385,000","138,897,000","30,771,000","31,792,000","90,113,000","67,757,000","12,119,000","11,905,000","64,333,000","43,916,000","12,231,000","10,528,000","56,035,000","33,472,000","18,750,000","58,627,000","92,522,000","65,004,000","56,210,000","54,155,000","74,127,000","78,980,000","6,145,000","7,454,000","43,083,000","28,178,000","7,947,000","8,989,000","48,730,000","25,455,000","10,399,000","9,726,000","43,373,000","26,165,000","14,725,000","11,381,000","40,420,000","26,219,000","8,387,000","7,148,000","43,229,000","25,941,000","24,794,000","4,478,000","31,135,000","18,050,000","9,738,000","7,653,000","28,579,000","14,876,000","3,149,000","5,842,000","23,817,000","14,241,000","4,423,000","4,052,000","20,581,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"130,800,000","71,400,000","45,200,000","44,700,000","127,500,000","77,500,000","42,500,000","45,100,000","120,200,000","94,900,000","123,500,000","116,100,000","186,900,000","170,600,000","119,500,000","125,900,000","188,800,000","147,681,000","103,760,000","94,989,000","149,675,000","111,717,000","30,771,000","31,792,000","90,113,000","67,757,000","12,119,000","11,905,000","64,333,000","43,916,000","12,231,000","10,528,000","56,035,000","33,472,000","18,750,000","58,627,000","92,522,000","65,004,000","56,210,000","54,155,000","74,127,000","78,980,000","6,145,000","7,454,000","43,083,000","28,178,000","7,947,000","8,989,000","48,730,000","25,455,000","10,399,000","9,726,000","43,373,000","26,165,000","14,725,000","11,381,000","40,420,000","26,219,000","8,387,000","7,148,000","43,229,000","25,941,000","24,794,000","4,478,000","31,135,000","18,050,000","9,738,000","7,653,000","28,579,000","14,876,000","3,149,000","5,842,000","23,817,000","14,241,000","4,423,000","4,052,000","20,581,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
