name,ttm,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,06/30/1996,06/30/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991,06/30/1990,06/30/1989,06/30/1988,06/30/1987,06/30/1986
TotalRevenue,"1,711,964,000","1,362,496,000","1,158,794,000","972,046,000","827,216,000","741,961,000","683,261,000","558,396,000","534,630,000","502,801,000","345,091,000","292,222,000","316,191,000","263,195,000","232,525,000","194,040,000","150,848,000","128,210,000","113,688,000","123,334,000","73,810,000","61,800,000","61,300,000","52,700,000","37,900,000","27,800,000","18,700,000","17,200,000","16,600,000","15,000,000","15,100,000","13,900,000","12,400,000","9,800,000","8,700,000"
	OperatingRevenue,"1,711,964,000","1,362,496,000","1,158,794,000","972,046,000","827,216,000","741,961,000","683,261,000","558,396,000","534,630,000","502,801,000","345,091,000","292,222,000","316,191,000","263,195,000","232,525,000","194,040,000","150,848,000","128,210,000","113,688,000","123,334,000","73,810,000","61,800,000","61,300,000","52,700,000","37,900,000","27,800,000","18,700,000","17,200,000","16,600,000","15,000,000","15,100,000","13,900,000","12,400,000","9,800,000","8,700,000"
CostOfRevenue,"1,174,548,000","841,147,000","697,506,000","583,693,000","514,403,000","470,363,000","456,545,000","360,830,000","341,889,000","295,902,000","203,535,000","176,104,000","185,985,000","143,754,000","138,987,000","104,877,000","79,558,000","69,408,000","69,732,000","72,181,000","36,550,000","32,000,000","30,100,000","24,400,000","18,100,000","13,800,000","9,500,000","9,600,000","8,700,000","7,900,000","7,100,000","6,000,000","6,300,000","5,400,000","5,900,000"
GrossProfit,"537,416,000","521,349,000","461,288,000","388,353,000","312,813,000","271,598,000","226,716,000","197,566,000","192,741,000","206,899,000","141,556,000","116,118,000","130,206,000","119,441,000","93,538,000","89,163,000","71,290,000","58,802,000","43,956,000","51,153,000","37,260,000","29,800,000","31,200,000","28,300,000","19,800,000","14,000,000","9,200,000","7,600,000","7,900,000","7,100,000","8,000,000","7,900,000","6,100,000","4,400,000","2,800,000"
OperatingExpense,"562,620,000","372,681,000","326,001,000","272,812,000","221,000,000","194,799,000","180,230,000","132,864,000","120,802,000","108,124,000","90,152,000","69,675,000","68,544,000","71,129,000","54,978,000","54,529,000","46,459,000","41,606,000","32,591,000","32,885,000","26,929,000","21,500,000","21,500,000","18,900,000","14,100,000","10,700,000","8,300,000","7,400,000","6,600,000","6,500,000","6,300,000","5,500,000","4,200,000","3,200,000","2,600,000"
	SellingGeneralAndAdministration,"346,572,000","233,518,000","208,757,000","176,002,000","160,646,000","143,539,000","137,707,000","110,175,000","99,392,000","92,045,000","71,389,000","58,068,000","60,810,000","55,064,000","48,084,000","41,895,000","34,359,000","28,510,000","21,245,000","24,767,000","17,889,000","13,600,000","14,300,000","12,700,000","9,900,000","7,300,000","6,500,000","5,600,000","5,000,000","5,000,000","5,000,000","4,600,000","3,600,000","2,800,000","2,600,000"
	ResearchAndDevelopment,"216,048,000","139,163,000","117,244,000","96,810,000","60,354,000","51,260,000","42,523,000","22,689,000","21,410,000","16,079,000","18,763,000","10,205,000","7,734,000","16,065,000","6,894,000","12,634,000","12,100,000","13,096,000","11,346,000","8,118,000","4,040,000","3,300,000","3,300,000","3,000,000","1,700,000","1,400,000",,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"5,000,000","4,600,000","3,900,000","3,200,000","2,500,000","2,000,000","1,800,000","1,800,000","1,600,000","1,500,000","1,300,000","900,000","600,000","400,000",
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,"5,000,000","4,600,000","3,900,000","3,200,000","2,500,000","2,000,000","1,800,000","1,800,000","1,600,000","1,500,000","1,300,000","900,000","600,000","400,000",
	OtherOperatingExpenses,,,,,,,,,,,"277,000","1,402,000",,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"-25,204,000","148,668,000","135,287,000","115,541,000","91,813,000","76,799,000","46,486,000","64,702,000","71,939,000","98,775,000","51,404,000","46,443,000","61,662,000","48,312,000","38,560,000","34,634,000","24,831,000","17,196,000","11,365,000","18,268,000","10,331,000","8,300,000","9,700,000","9,400,000","5,700,000","3,300,000","900,000","200,000","1,300,000","600,000","1,700,000","2,400,000","1,900,000","1,200,000","200,000"
NetNonOperatingInterestIncomeExpense,"-46,611,000","-22,417,000","-18,352,000","-6,809,000","-3,081,000","-3,863,000","-4,479,000","-1,160,000","-212,000","-103,000","-87,000","-178,000",,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"46,611,000","22,417,000","18,352,000","6,809,000","3,081,000","3,863,000","4,479,000","1,160,000","212,000","103,000","87,000","178,000",,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-4,418,000","2,562,000","5,259,000","10,056,000","1,223,000","6,176,000","3,634,000","7,155,000","7,168,000","3,090,000",,,"29,209,000","2,602,000","-15,435,000","261,000","-2,000","-297,000","-411,000","-1,382,000","-66,000",,"-200,000","500,000","400,000","100,000","800,000",,,,"100,000","300,000","200,000","100,000","200,000"
	EarningsFromEquityInterest,,,,,,,,,,,,,"26,455,000",,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,"3,090,000",,,"2,754,000","2,602,000","-15,435,000","261,000","-2,000","-297,000","-411,000","-1,382,000","-66,000",,"-200,000","500,000","400,000","100,000","800,000",,,,"100,000","300,000","200,000","100,000","200,000"
	OtherNonOperatingIncomeExpenses,"-4,418,000","2,562,000","5,259,000","10,056,000","1,223,000","6,176,000","3,634,000","7,155,000","7,168,000",,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-76,233,000","128,813,000","122,194,000","118,788,000","89,955,000","79,112,000","45,641,000","70,697,000","78,895,000","101,762,000","51,317,000","46,265,000","90,629,000","49,907,000","21,335,000","33,950,000","24,417,000","16,050,000","9,510,000","14,556,000","9,916,000","8,100,000","9,600,000","10,000,000","6,000,000","3,400,000","1,700,000",,"1,000,000","500,000","1,800,000","2,700,000","2,000,000","1,200,000","300,000"
TaxProvision,"-4,688,000","21,296,000","34,192,000","23,514,000","24,469,000","13,137,000","7,325,000","18,766,000","17,620,000","18,744,000","12,582,000","7,407,000","24,936,000","11,941,000","10,541,000","9,107,000","7,080,000","4,430,000","2,246,000","5,065,000","2,476,000","2,600,000","2,800,000","2,900,000","1,600,000","900,000","600,000",,"300,000","100,000","800,000","1,000,000","700,000","500,000","100,000"
NetIncomeCommonStockholders,"-71,545,000","107,517,000","88,002,000","95,274,000","65,486,000","65,975,000","38,449,000","50,813,000","60,306,000","82,682,000","38,577,000","36,781,000","64,268,000","37,966,000","10,794,000","24,843,000","17,337,000","11,620,000","7,264,000","9,491,000","7,440,000","5,500,000","6,800,000","7,100,000","4,400,000","2,500,000","1,100,000","100,000","700,000","400,000","1,000,000","1,700,000","1,300,000","700,000","200,000"
	NetIncome,"-71,545,000","107,517,000","88,002,000","95,274,000","65,486,000","65,975,000","38,449,000","50,813,000","60,306,000","82,682,000","38,577,000","36,781,000","64,268,000","37,966,000","10,794,000","24,843,000","17,337,000","11,620,000","7,264,000","9,491,000","7,440,000","5,500,000","6,800,000","7,100,000","4,400,000","2,500,000","1,100,000","100,000","700,000","400,000","1,000,000","1,700,000","1,300,000","700,000","200,000"
		NetIncomeIncludingNoncontrollingInterests,"-71,545,000","107,517,000","88,002,000","95,274,000","65,486,000","65,975,000","38,449,000","51,931,000","61,275,000","83,018,000","38,735,000","36,781,000","64,268,000","37,966,000","10,794,000","24,843,000","17,337,000","11,620,000","7,264,000","9,491,000","7,440,000","5,500,000","6,800,000","7,100,000","4,400,000","2,500,000","1,100,000","100,000","700,000","400,000","1,000,000","1,700,000","1,300,000","700,000","200,000"
			NetIncomeContinuousOperations,"-71,545,000","107,517,000","88,002,000","95,274,000","65,486,000","65,975,000","38,316,000","51,931,000","61,275,000","83,018,000","38,735,000","38,858,000","65,693,000","37,966,000","10,794,000","24,843,000","17,337,000","11,620,000","7,264,000","9,491,000","7,440,000","5,500,000","6,800,000","7,100,000","4,400,000","2,500,000","1,100,000","100,000","700,000","400,000","1,000,000","1,700,000","1,300,000","700,000","200,000"
			NetIncomeDiscontinuousOperations,,,,,"0","0","133,000",,,"0","0","-2,077,000","-1,425,000",,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,,,,,,"0","0","-1,118,000","-969,000","-336,000","-158,000",,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-71,545,000","107,517,000","88,002,000","95,274,000","65,486,000","65,975,000","38,449,000","50,813,000","60,306,000","82,682,000","38,577,000","36,781,000","64,268,000","37,966,000","10,794,000","24,843,000","17,337,000","11,620,000","7,264,000","9,491,000","7,440,000","5,500,000","6,800,000","7,100,000","4,400,000","2,500,000","1,100,000","100,000","700,000","400,000","1,000,000","1,700,000","1,300,000","700,000","200,000"
BasicEPS,,"1.69","1.41","1.52","1.07","1.08","0.62","0.81","0.96","1.33","0.64","0.62","1.08","0.645","0.185","0.425","0.303","0.208","0.13","0.173","0.073","0.108","0.131","0.135","0.088","0.06","0.03","0.003","0.018","0.01","0.025","0.04","0.033","0.023","0.008"
DilutedEPS,,"1.63","1.35","1.48","1.04","1.05","0.6","0.8","0.94","1.3","0.625","0.61","1.055","0.625","0.18","0.415","0.295","0.203","0.128","0.168","0.07","0.105","0.128","0.135","0.088","0.06","0.03","0.003","0.018","0.01","0.025","0.04","0.033","0.023","0.008"
