name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
MarketCap,"2,369,384,088","2,143,635,921","3,992,025,400","2,921,396,320","3,309,421,608","4,157,035,964","3,837,059,906","5,650,249,390","4,714,336,286","5,073,445,543"
EnterpriseValue,"4,811,684,088","4,582,935,921","6,598,525,400","5,598,896,320","6,047,421,608","6,738,635,964","6,536,259,906","8,357,449,390","7,433,136,286","8,464,745,543"
PeRatio,"21.447","3.114","5.375","3.814","4.032","17.071","13.295","23.474","30.298","32.864"
ForwardPeRatio,"13.089","8.599","15.291","10.65","9.434","11.848","10.684","16.26","15.798","15.773"
PsRatio,"0.793","0.697","1.267","0.909","1.017","1.25","1.15","1.728","1.49","1.635"
PbRatio,"0.954","0.809","1.549","1.119","1.283","2.136","1.98","3.048","2.508","5.001"
EnterprisesValueRevenueRatio,"1.608","6.454","9.093","7.499","7.467","8.372","8.252","10.089","8.494","9.935"
EnterprisesValueEBITDARatio,"9.287","40.557","56.494","42.513","38.617","42.894","37.869","50.468","37.886","61.383"
