name,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988,10/31/1987,10/31/1986,10/31/1985
			RawMaterials,"2,311,000,000","2,285,000,000","2,365,000,000","2,424,000,000","2,506,000,000","2,233,000,000","2,126,000,000","2,231,000,000","2,191,000,000","1,688,000,000","1,571,000,000","1,559,000,000","1,453,000,000","1,369,000,000","1,394,000,000","1,485,000,000","1,638,000,000","1,559,000,000","1,587,000,000","1,675,000,000","1,723,000,000","1,724,000,000","1,848,000,000","2,024,000,000","2,108,000,000","1,954,000,000","1,917,000,000","2,006,000,000","2,045,000,000","1,874,000,000","1,876,000,000","1,890,000,000","1,850,000,000","1,626,000,000","1,628,000,000","1,445,000,000","1,413,000,000","1,201,000,000","1,082,000,000","1,043,000,000","993,000,000","940,000,000","1,025,000,000","1,169,000,000","1,346,000,000","1,170,000,000","1,157,000,000",,,"882,000,000","814,000,000","818,000,000","816,000,000","712,000,000","698,000,000","723,000,000","777,000,000","716,000,000","662,000,000","3,421,000,000","719,000,000","589,000,000",,,,,,,"564,000,000",,,,,,"550,000,000","561,000,000","520,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"818,000,000","747,000,000","815,000,000","873,000,000","1,026,000,000","776,000,000","795,000,000","900,000,000","924,000,000","495,000,000","517,000,000","531,000,000","564,000,000","453,000,000","460,000,000","507,000,000","538,000,000","450,000,000","522,000,000","630,000,000","697,000,000","654,000,000","792,000,000","956,000,000","847,000,000","753,000,000","690,000,000","726,000,000","815,000,000","652,000,000","639,000,000","748,000,000","814,000,000","647,000,000","567,000,000","625,000,000","612,000,000","483,000,000","454,400,000","457,000,000","448,000,000","387,000,000","426,000,000","480,000,000","581,000,000","519,000,000","507,000,000",,,"425,000,000","427,000,000","443,000,000","448,000,000","372,000,000","349,000,000","417,000,000","456,000,000","425,000,000","435,000,000","475,000,000","519,000,000","408,000,000",,,,,,,"443,000,000",,,,,,"394,000,000","436,000,000","450,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"4,946,000,000","4,613,000,000","5,345,000,000","5,729,000,000","5,693,000,000","4,777,000,000","4,768,000,000","5,208,000,000","4,980,000,000","3,182,000,000","3,571,000,000","3,421,000,000","3,379,000,000","2,976,000,000","3,395,000,000","3,473,000,000","3,480,000,000","3,234,000,000","3,701,000,000","3,831,000,000","3,622,000,000","3,360,000,000","4,361,000,000","4,389,000,000","4,151,000,000","3,757,000,000","4,391,000,000","4,789,000,000","4,775,000,000","4,065,000,000","4,673,000,000","4,902,000,000","4,503,000,000","3,584,000,000","3,954,000,000","4,050,000,000","3,591,000,000","2,777,000,000","2,975,000,000","2,821,000,000","2,700,000,000","2,437,000,000","2,949,000,000","3,240,000,000","3,242,000,000","2,677,000,000","3,138,000,000",,,"2,263,000,000","2,400,000,000","2,491,000,000","2,368,000,000","2,013,000,000","2,481,000,000","2,696,000,000","2,648,000,000","2,126,000,000","2,471,000,000",,"2,568,000,000","2,004,100,000",,,,,,,"1,868,300,000",,,,,,"1,933,000,000","2,130,000,000","2,176,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,"-100,000","-100,000","-100,000","300,000","-100,000","200,000","100,000","-100,000","-200,000","-400,000","-500,000","300,000",,"-500,000",,,"200,000","100,000","-300,000",,"-400,000","-400,000","-300,000","300,000",,"-300,000",,"500,000","400,000","-300,000","-400,000","-300,000",,"400,000",,,"-100,000","-500,000","300,000",,,"-400,000","-200,000","200,000",,,"300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,"-1,593,000,000","-1,670,000,000","-1,778,000,000","-1,865,000,000","-1,823,000,000","-1,637,000,000","-1,450,000,000","-1,450,000,000","-1,481,000,000","-1,461,000,000","-1,406,000,000","-1,396,000,000","-1,436,000,000","-1,457,000,000","-1,398,000,000","-1,404,000,000","-1,406,000,000","-1,426,000,000","-1,491,000,000","-1,512,000,000","-1,515,000,000","-1,528,000,000","-1,562,000,000","-1,519,000,000","-1,551,000,000","-1,529,000,000","-1,404,000,000","-1,348,000,000","-1,392,000,000","-1,421,000,000","-1,321,000,000","-1,428,000,000","-1,489,000,000","-1,486,000,000","-1,461,000,000","-1,433,000,000","-1,438,000,000","-1,398,000,000","-1,336,000,000","-1,318,000,000","-1,388,000,000","-1,367,000,000","-1,380,000,000","-1,338,000,000","-1,332,000,000","-1,324,000,000","-1,328,000,000",,,"-1,233,000,000","-1,167,300,000","-1,179,200,000","-1,147,900,000","-1,139,700,000","-1,123,700,000","-1,124,200,000","-1,149,300,000","-1,132,100,000","-1,007,800,000","-1,006,000,000","-1,004,000,000","-1,002,000,000",,,,,,,"-946,000,000",,,,,,"-952,100,000","-953,800,000","-960,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,"0",,,"0","384,900,000","0","0","84,700,000","0","505,000,000",,,,,,,,,,,,"931,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,490,400,000","1,420,800,000","1,493,900,000","1,420,000,000","1,360,900,000","1,311,800,000","1,335,600,000","1,260,400,000","1,214,400,000","1,232,300,000","1,296,900,000",,,,,"1,384,300,000","1,425,500,000","1,513,900,000","1,609,200,000",,,"1,817,100,000","1,939,300,000","1,942,700,000","1,915,000,000","1,924,700,000","1,954,400,000","1,855,000,000","1,817,800,000","1,752,700,000","1,654,700,000","1,499,600,000","2,275,500,000","2,127,300,000","2,076,500,000","1,991,400,000","1,855,800,000","1,688,400,000","1,594,200,000","1,498,500,000","1,415,200,000","1,359,200,000","1,299,200,000","1,223,900,000","850,100,000","855,700,000","1,088,500,000","1,050,600,000","1,369,200,000","1,103,300,000","1,126,300,000","1,313,800,000","1,262,200,000","1,185,300,000","1,190,200,000","1,159,200,000","1,170,400,000","1,090,300,000","1,121,900,000","1,080,700,000","1,064,000,000","1,042,800,000","1,041,400,000","1,026,100,000","995,000,000","989,900,000","1,024,400,000","969,300,000","931,300,000","895,500,000","725,300,000","3,200,000","3,100,000","680,300,000","3,200,000","16,300,000","6,600,000","5,300,000"
	TotalNonCurrentAssets,"23,996,000,000","23,790,000,000","23,828,000,000","23,336,800,000","23,157,100,000","23,485,800,000","22,656,900,000","23,080,300,000","22,572,700,000","18,908,200,000","18,098,500,000","17,716,900,000","17,484,400,000","18,012,300,000","17,498,900,000","17,465,200,000","16,810,500,000","16,836,000,000","16,129,900,000","16,017,100,000","15,875,400,000","16,822,600,000","15,889,100,000","15,316,500,000","15,028,400,000","15,409,000,000","15,006,500,000","14,999,900,000","14,849,700,000","15,397,400,000","13,967,400,000","13,325,800,000","13,271,600,000","13,279,200,000","12,607,000,000","12,225,800,000","11,875,400,000","11,870,300,000","12,253,800,000","12,022,900,000","12,367,700,000","12,910,600,000","12,715,700,000","12,214,900,000","12,144,800,000","11,607,600,000","11,783,500,000","11,359,600,000","11,195,700,000","10,735,400,000","10,157,900,000","8,344,500,000","8,120,200,000","7,882,100,000","7,710,700,000","7,487,300,000","7,915,400,000","7,433,800,000","7,329,700,000","7,134,600,000","6,916,300,000","6,910,100,000","6,542,400,000","6,482,900,000","6,957,400,000","6,950,600,000","5,368,900,000","5,458,300,000","5,386,100,000","5,289,600,000","7,140,200,000","6,954,800,000","5,156,000,000","5,185,000,000","4,973,800,000","4,910,500,000","4,743,800,000","4,471,900,000","4,406,900,000","4,288,300,000","3,740,700,000","3,720,400,000","3,650,000,000","3,461,000,000","3,342,500,000","3,363,700,000","3,333,900,000","3,191,500,000","3,165,200,000","3,157,100,000","2,638,300,000","2,584,300,000","2,585,500,000","2,605,500,000","2,566,600,000","2,907,200,000","2,874,200,000","2,574,800,000","2,544,500,000","2,621,100,000","2,808,000,000","2,831,800,000","2,525,000,000","2,526,800,000","2,513,700,000","2,518,100,000","1,946,100,000","1,994,900,000","2,009,400,000","2,040,700,000","2,016,100,000","1,967,800,000","1,975,100,000","1,952,500,000","1,696,900,000","1,681,000,000","1,711,800,000","1,678,600,000","1,502,400,000","1,455,100,000","1,471,000,000","1,503,200,000","2,331,900,000","2,206,500,000","1,278,300,000","2,129,800,000","2,022,600,000","2,013,100,000","2,027,600,000"
		NetPPE,"13,404,000,000","13,540,000,000","13,067,000,000","12,797,000,000","12,688,800,000","13,033,400,000","12,443,400,000","12,466,000,000","12,401,000,000","11,661,700,000","11,204,100,000","10,883,800,000","10,855,700,000","11,072,500,000","10,650,000,000","10,535,200,000","10,113,600,000","10,151,400,000","9,552,400,000","9,440,300,000","9,182,100,000","9,593,500,000","8,965,500,000","8,576,900,000","8,377,000,000","8,619,200,000","7,933,600,000","7,689,500,000","7,494,900,000","7,539,800,000","6,713,100,000","6,555,600,000","6,356,200,000","6,502,000,000","6,083,900,000","5,913,700,000","5,626,900,000","5,727,200,000","6,176,500,000","6,147,700,000","6,037,900,000","6,265,300,000","6,074,500,000","5,808,000,000","5,693,100,000","5,766,600,000","5,599,500,000","5,411,200,000","5,280,100,000","5,239,300,000","4,797,000,000","3,100,200,000","2,951,000,000","2,763,600,000","2,534,300,000","2,449,900,000","2,393,300,000","2,364,800,000","2,182,000,000","2,177,800,000","2,159,900,000","2,161,600,000","2,051,700,000","2,071,400,000","2,098,600,000","2,075,600,000","2,021,700,000","2,010,500,000","2,001,900,000","1,998,300,000","2,008,000,000","2,010,100,000","2,016,100,000","2,052,300,000","1,956,800,000","1,929,200,000","1,912,200,000","1,912,400,000","1,803,600,000","1,778,200,000","1,751,300,000","1,782,300,000","1,735,300,000","1,672,700,000","1,674,300,000","1,700,300,000","1,566,600,000","1,554,100,000","1,534,800,000","1,524,100,000","1,365,800,000","1,334,000,000","1,331,800,000","1,351,700,000","1,275,900,000","1,602,400,000","1,565,600,000","1,335,600,000","1,301,200,000","1,292,600,000","1,282,600,000","1,533,600,000","1,201,200,000","1,200,000,000","1,208,400,000","1,240,300,000","1,207,700,000","1,261,600,000","1,270,300,000","1,307,900,000","1,285,600,000","1,242,800,000","1,245,900,000","1,235,200,000","1,148,300,000","1,132,200,000","1,156,100,000","1,149,400,000","1,059,900,000","1,025,500,000","1,007,000,000","996,600,000","1,021,600,000","975,200,000","939,300,000","993,200,000","982,200,000","951,100,000","1,015,900,000"
			GrossPPE,"13,404,000,000","20,969,000,000","13,067,000,000","12,797,000,000","12,688,800,000","20,193,400,000","12,443,400,000","12,466,000,000","12,401,000,000","18,552,700,000","11,204,100,000","10,883,800,000","10,855,700,000","17,410,500,000","10,650,000,000","10,535,200,000","10,113,600,000","16,055,400,000","9,552,400,000","9,440,300,000","9,182,100,000","15,344,500,000","8,965,500,000","8,576,900,000","8,377,000,000","14,278,200,000","7,933,600,000","7,689,500,000","7,494,900,000","12,838,800,000","6,713,100,000","6,555,600,000","6,356,200,000","11,658,000,000","6,083,900,000","5,913,700,000","5,626,900,000","10,627,200,000","6,176,500,000","6,147,700,000","6,037,900,000","11,149,300,000","6,074,500,000","5,808,000,000","5,693,100,000","10,177,600,000","9,917,500,000","9,729,200,000","9,598,100,000","9,557,300,000","8,938,000,000","7,241,200,000","7,092,000,000","6,904,600,000","2,534,300,000","2,449,900,000","6,563,300,000","6,534,800,000","6,202,000,000","6,197,800,000","6,179,900,000","6,181,600,000","5,185,700,000","5,205,400,000","5,232,600,000","5,209,600,000","5,155,700,000","5,144,500,000","5,135,900,000","5,132,300,000","5,151,000,000","5,153,100,000","5,352,100,000","5,388,300,000","5,099,800,000","5,072,200,000","5,055,200,000","5,055,400,000","2,120,000,000","4,917,200,000","4,890,300,000","4,890,300,000","4,839,300,000","4,696,700,000","4,700,300,000","4,688,300,000","4,484,600,000","4,473,100,000","4,390,800,000","4,380,100,000","4,243,800,000","4,218,000,000","4,260,800,000","4,304,700,000","1,570,500,000","1,890,800,000","1,854,000,000","4,213,600,000","4,260,200,000","4,210,600,000","4,102,600,000","4,257,600,000","3,732,200,000","3,731,000,000","3,739,400,000","3,771,300,000","3,660,700,000","3,714,600,000","3,723,300,000","3,760,900,000","3,607,600,000","3,564,800,000","3,567,900,000","3,557,200,000","3,444,300,000","3,428,200,000","3,452,100,000","3,445,400,000","3,183,900,000","3,149,500,000","3,131,000,000","3,120,600,000","3,084,800,000","3,038,400,000","3,002,500,000","3,056,400,000","2,942,700,000","2,767,200,000","2,629,200,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,"278,000,000",,,,"287,000,000",,,,"126,000,000",,,,"123,000,000",,,,"118,000,000",,,,"124,000,000",,,,"127,000,000",,,,"141,000,000",,,,"121,000,000",,,,"117,000,000",,,,"120,000,000",,,,"95,000,000",,,,"87,000,000",,,,"87,000,000",,,,"82,000,000",,,,"79,000,000",,,,,,,,,,,,"59,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"4,051,000,000",,,,"3,922,000,000",,,,"3,470,000,000",,,,"3,303,000,000",,,,"3,089,000,000",,,,"3,108,000,000",,,,"2,946,000,000",,,,"2,654,000,000",,,,"2,501,000,000",,,,"2,296,000,000",,,,"2,214,000,000",,,,"1,880,000,000",,,,"1,835,000,000",,,,"1,631,000,000",,,,"1,528,000,000",,,,"1,464,000,000",,,,,,,,,,,,"1,238,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"7,504,000,000","14,808,000,000","7,269,000,000","7,039,900,000","6,903,600,000","14,299,400,000","6,804,900,000","6,723,100,000","6,619,800,000","13,618,700,000","6,235,600,000","5,923,900,000","5,825,300,000","12,685,500,000","5,602,700,000","5,455,500,000","5,074,400,000","11,592,400,000","4,426,000,000","4,195,200,000","3,834,600,000","10,656,500,000","3,580,000,000","3,203,800,000","3,026,000,000","9,575,200,000","2,826,000,000","2,575,500,000","2,452,300,000","8,250,800,000","2,249,700,000","2,168,000,000","2,052,400,000","7,617,000,000","2,015,000,000","1,945,200,000","1,845,400,000","7,013,200,000","1,777,900,000","1,717,300,000","1,613,100,000","7,704,300,000","1,663,500,000","1,553,200,000","1,543,700,000","6,718,600,000",,"1,627,200,000",,"6,071,300,000",,,,"4,084,000,000",,,,"4,007,000,000",,,,"3,857,000,000",,,,,,,,,,,,"2,458,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"5,900,000,000","1,099,000,000","5,798,000,000","5,757,100,000","5,785,200,000","1,066,000,000","5,638,500,000","5,742,900,000","5,781,200,000","980,000,000","4,968,500,000","4,959,900,000","5,030,400,000","929,000,000","5,047,300,000","5,079,700,000","5,039,200,000","911,000,000","5,126,400,000","5,245,100,000","5,347,500,000","926,000,000","5,385,500,000","5,373,100,000","5,351,000,000","902,000,000","5,107,600,000","5,114,000,000","5,042,600,000","855,000,000","4,463,400,000","4,387,600,000","4,303,800,000","770,000,000","4,068,900,000","3,968,500,000","3,781,500,000","723,000,000","4,398,600,000","4,430,400,000","4,424,800,000","712,000,000","4,411,000,000","4,254,800,000","4,149,400,000","651,000,000",,"8,102,000,000",,"628,000,000",,,,"626,600,000",,,,"641,800,000",,,,"625,600,000",,,,,,,,,,,,"1,451,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"733,000,000",,,,"619,000,000",,,,"358,000,000",,,,"370,000,000",,,,"345,000,000",,,,"530,000,000",,,,"728,000,000",,,,"938,000,000",,,,"649,000,000",,,,"478,000,000",,,,"399,000,000",,,,"833,000,000",,,,"936,000,000",,,,"476,000,000",,,,"276,000,000",,,,"156,000,000",,,,,,,,,,,,"182,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-7,429,000,000",,,,"-7,160,000,000",,,,"-6,891,000,000",,,,"-6,338,000,000",,,,"-5,904,000,000",,,,"-5,751,000,000",,,,"-5,659,000,000",,,,"-5,299,000,000",,,,"-5,156,000,000",,,,"-4,900,000,000",,,,"-4,884,000,000",,,,"-4,411,000,000","-4,318,000,000","-4,318,000,000","-4,318,000,000","-4,318,000,000","-4,141,000,000","-4,141,000,000","-4,141,000,000","-4,141,000,000",,,"-4,170,000,000","-4,170,000,000","-4,020,000,000","-4,020,000,000","-4,020,000,000","-4,020,000,000","-3,134,000,000","-3,134,000,000","-3,134,000,000","-3,134,000,000","-3,134,000,000","-3,134,000,000","-3,134,000,000","-3,134,000,000","-3,143,000,000","-3,143,000,000","-3,336,000,000","-3,336,000,000","-3,143,000,000","-3,143,000,000","-3,143,000,000","-3,143,000,000","-316,400,000","-3,139,000,000","-3,139,000,000","-3,108,000,000","-3,104,000,000","-3,024,000,000","-3,026,000,000","-2,988,000,000","-2,918,000,000","-2,919,000,000","-2,856,000,000","-2,856,000,000","-2,878,000,000","-2,884,000,000","-2,929,000,000","-2,953,000,000","-294,600,000","-288,400,000","-288,400,000","-2,878,000,000","-2,959,000,000","-2,918,000,000","-2,820,000,000","-2,724,000,000","-2,531,000,000","-2,531,000,000","-2,531,000,000","-2,531,000,000","-2,453,000,000","-2,453,000,000","-2,453,000,000","-2,453,000,000","-2,322,000,000","-2,322,000,000","-2,322,000,000","-2,322,000,000","-2,296,000,000","-2,296,000,000","-2,296,000,000","-2,296,000,000","-2,124,000,000","-2,124,000,000","-2,124,000,000","-2,124,000,000","-2,063,200,000","-2,063,200,000","-2,063,200,000","-2,063,200,000","-1,960,500,000","-1,816,100,000","-1,613,300,000"
		GoodwillAndOtherIntangibleAssets,"4,294,000,000","4,297,000,000","4,457,000,000","4,500,900,000","4,555,600,000","4,662,700,000","4,627,500,000","4,880,700,000","4,771,800,000","1,251,300,000","937,800,000","897,200,000","905,200,000","919,700,000","933,600,000","956,000,000","778,700,000","790,000,000","773,900,000","797,000,000","803,300,000","860,200,000","898,800,000","910,600,000","910,000,000","922,000,000","1,005,000,000","1,017,000,000","1,033,000,000","1,026,000,000","1,042,000,000","1,079,000,000","1,084,000,000","1,127,000,000","1,156,000,000","1,170,000,000","1,130,000,000","1,116,000,000","1,119,000,000","1,135,000,000","1,141,000,000","1,172,500,000","1,435,700,000","1,401,900,000","1,393,000,000","1,385,600,000","1,513,200,000","1,405,300,000","1,379,500,000","1,365,300,000","1,321,300,000","1,194,900,000","1,170,100,000","1,166,400,000","1,169,000,000","1,136,600,000","1,123,500,000","1,106,800,000","1,065,900,000","994,800,000","1,005,900,000","995,300,000","1,188,700,000","1,183,900,000","1,194,200,000","1,125,000,000","949,700,000","936,800,000","921,400,000","894,900,000","861,000,000","853,600,000","864,000,000","874,000,000","777,900,000","795,600,000","819,600,000","652,200,000","708,800,000","713,100,000","294,100,000","295,100,000","300,900,000","273,900,000","212,000,000","217,600,000","191,300,000","186,400,000","183,800,000","157,800,000","292,400,000","278,800,000","282,500,000","285,900,000","321,300,000","321,300,000","315,900,000","305,000,000","287,200,000","280,300,000","282,400,000","283,700,000","296,900,000","295,300,000","297,000,000","296,800,000","330,200,000","332,300,000","336,100,000","337,600,000","373,100,000","372,800,000","370,800,000","371,500,000","234,500,000","235,100,000","236,500,000","239,700,000","187,600,000","189,100,000","188,600,000","72,100,000","55,700,000",,"21,900,000",,,,
			Goodwill,"2,945,000,000","2,917,000,000","3,013,000,000","3,024,900,000","3,047,600,000","3,100,700,000","3,046,500,000","3,188,700,000","3,111,800,000","1,033,300,000","845,800,000","806,200,000","809,200,000","815,700,000","823,600,000","835,000,000","718,700,000","726,000,000","715,900,000","737,000,000","741,300,000","791,200,000","829,800,000","839,600,000","835,000,000","845,000,000","924,000,000","923,000,000","934,000,000","921,000,000","934,000,000","965,000,000","965,000,000","1,000,000,000","1,023,000,000","1,039,000,000","997,000,000","999,000,000","993,000,000","1,006,000,000","1,010,000,000","1,036,500,000","1,293,900,000","1,256,700,000","1,241,000,000","1,224,600,000","1,329,800,000","1,277,500,000","1,248,300,000","1,234,300,000","1,249,400,000","1,117,100,000","1,115,700,000","1,110,000,000","1,117,500,000","1,083,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"1,349,000,000","1,380,000,000","1,444,000,000","1,476,000,000","1,508,000,000","1,562,000,000","1,581,000,000","1,692,000,000","1,660,000,000","218,000,000","92,000,000","91,000,000","96,000,000","104,000,000","110,000,000","121,000,000","60,000,000","64,000,000","58,000,000","60,000,000","62,000,000","69,000,000","69,000,000","71,000,000","75,000,000","77,000,000","81,000,000","94,000,000","99,000,000","105,000,000","108,000,000","114,000,000","119,000,000","127,000,000","133,000,000","131,000,000","133,000,000","117,000,000","126,000,000","129,000,000","131,000,000","136,000,000","141,800,000","145,200,000","152,000,000","161,000,000","183,400,000","127,800,000","131,200,000","131,000,000","71,900,000","77,800,000","54,400,000","56,400,000","51,500,000","53,300,000","1,123,500,000","1,106,800,000","1,065,900,000","994,800,000","1,005,900,000","995,300,000","1,188,700,000","1,183,900,000","1,194,200,000","1,125,000,000","949,700,000","936,800,000","921,400,000","894,900,000","861,000,000","853,600,000","864,000,000","874,000,000","777,900,000","795,600,000","819,600,000","652,200,000","708,800,000","713,100,000","294,100,000","295,100,000","300,900,000","273,900,000","212,000,000","217,600,000","191,300,000","186,400,000","183,800,000","157,800,000","292,400,000","278,800,000","282,500,000","285,900,000","321,300,000","321,300,000","315,900,000","305,000,000","287,200,000","280,300,000","282,400,000","283,700,000","296,900,000","295,300,000","297,000,000","296,800,000","330,200,000","332,300,000","336,100,000","337,600,000","373,100,000","372,800,000","370,800,000","371,500,000","234,500,000","235,100,000","236,500,000","239,700,000","187,600,000","189,100,000","188,600,000","72,100,000","55,700,000",,"21,900,000",,,,
		InvestmentsAndAdvances,"217,000,000","215,000,000","219,000,000","234,800,000","211,700,000","207,300,000","198,700,000","202,100,000","194,000,000","182,500,000","220,800,000","215,700,000","220,900,000","232,600,000","246,200,000","236,700,000","299,500,000","303,500,000","310,600,000","299,200,000","301,600,000","303,200,000","310,200,000","308,500,000","297,500,000","221,400,000","214,200,000","230,000,000","201,500,000","215,000,000","217,800,000","233,700,000","226,000,000","201,700,000","224,700,000","220,900,000","215,300,000","244,500,000","232,700,000","227,000,000","220,400,000","212,800,000","214,300,000","207,600,000","213,700,000","224,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"217,000,000","215,000,000","219,000,000","234,800,000","211,700,000","207,300,000","198,700,000","202,100,000","194,000,000","182,500,000","220,800,000","215,700,000","220,900,000","232,600,000","246,200,000","236,700,000","299,500,000","303,500,000","310,600,000","299,200,000","301,600,000","303,200,000","310,200,000","308,500,000","297,500,000","221,400,000","214,200,000","230,000,000","201,500,000","215,000,000","217,800,000","233,700,000","226,000,000","201,700,000","224,700,000","220,900,000","215,300,000","244,500,000","232,700,000","227,000,000","220,400,000","212,800,000","214,300,000","207,600,000","213,700,000","224,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,"217,000,000","215,000,000","219,000,000","234,800,000","211,700,000","207,300,000","198,700,000","202,100,000","194,000,000","182,500,000","220,800,000","215,700,000","220,900,000","232,600,000","246,200,000","236,700,000","299,500,000","303,500,000","310,600,000","299,200,000","301,600,000","303,200,000","310,200,000","308,500,000","297,500,000","221,400,000","214,200,000","230,000,000","201,500,000","215,000,000","217,800,000","233,700,000","226,000,000","201,700,000","224,700,000","220,900,000","215,300,000","244,500,000","232,700,000","227,000,000","220,400,000","212,800,000","214,300,000","207,600,000","213,700,000","224,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"1,405,000,000","1,533,000,000","1,589,000,000","1,511,800,000","1,686,500,000","1,757,700,000","1,327,900,000","1,432,500,000","1,069,800,000","1,235,900,000","857,700,000","966,200,000","905,700,000","1,035,500,000","830,600,000","957,500,000","1,116,900,000","1,024,300,000","866,300,000","919,800,000","948,500,000","1,530,200,000","1,226,400,000","1,232,500,000","1,192,800,000","1,495,200,000","1,057,500,000","1,202,300,000","1,324,800,000","1,850,700,000","1,380,000,000","1,156,100,000","1,294,200,000","1,379,000,000","993,200,000","873,700,000","928,900,000","964,800,000","725,000,000","648,300,000","812,900,000","902,400,000","733,400,000","683,600,000","734,100,000","709,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
