name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"40,413,000,000","42,187,000,000","41,907,000,000","41,929,000,000","42,497,000,000","41,456,000,000","41,819,000,000","41,390,000,000","41,580,000,000","41,601,000,000","41,370,000,000","41,105,000,000","41,410,000,000","41,654,000,000","42,094,000,000","43,244,000,000","43,185,000,000","43,170,000,000","43,452,000,000","42,834,000,000","41,608,000,000","40,830,000,000","40,242,000,000","39,398,000,000","38,745,000,000","37,218,000,000","36,081,000,000","34,974,000,000","33,119,000,000","29,364,000,000","28,471,000,000","27,241,000,000","26,511,000,000","25,429,000,000","24,194,000,000","22,966,000,000","22,008,000,000","20,580,000,000","18,368,000,000","18,335,000,000","17,473,000,000","16,822,000,000","16,663,000,000","16,490,000,000","17,034,968,431","18,627,000,000","18,494,443,800","16,804,855,468","16,286,622,306","17,253,304,184","16,951,115,834","16,647,832,103","16,140,493,942","15,908,125,629","15,245,956,497","14,984,820,177","15,582,044,424","15,162,601,626","14,192,954,462","14,003,627,570","14,026,877,850","13,774,725,967","12,960,640,427","12,812,172,088","12,361,200,567","12,548,622,366","12,663,784,952","12,628,176,877","11,868,114,573","11,322,222,222","11,118,351,265","10,731,357,553","10,760,904,171","11,615,906,580","12,025,718,608","11,614,378,055","11,222,255,549","11,265,404,268","11,104,040,255","10,985,935,914","9,687,065,972","9,741,012,472","9,367,996,480","9,308,981,132","9,428,947,368","9,616,985,463","9,434,073,203","9,673,049,645","10,060,042,888","9,967,960,226","9,840,993,789","10,095,956,799","10,524,050,980","10,511,671,921","12,084,969,995","12,206,171,196","12,051,949,823","12,003,875,551","12,038,199,937","12,021,400,427","14,448,029,177","11,962,948,047","11,803,956,835","12,506,989,619","12,796,002,118","12,969,050,160","13,048,070,760","13,069,963,508","13,191,989,828","13,312,008,979","13,284,052,758","13,532,008,320","14,077,958,814","14,166,952,153","14,610,004,632","17,626,725,438","15,419,026,702","15,047,946,003","15,579,015,089","15,475,969,890","9,675,972,322","9,477,972,710","8,647,976,799","9,202,013,141"
	CurrentAssets,"4,687,000,000","6,329,000,000","6,010,000,000","6,080,000,000","6,063,000,000","5,355,000,000","5,733,000,000","5,175,000,000","5,427,000,000","5,407,000,000","4,159,000,000","3,756,000,000","3,906,000,000","3,831,000,000","3,438,000,000","3,981,000,000","3,693,000,000","3,670,000,000","4,113,000,000","4,174,000,000","3,595,000,000","3,569,000,000","4,465,000,000","4,797,000,000","4,889,000,000","4,287,000,000","4,440,000,000","4,953,000,000","4,540,000,000","4,092,000,000","4,903,000,000","4,884,000,000","5,253,000,000","5,083,000,000","4,883,000,000","4,609,000,000","4,356,000,000","3,538,000,000","3,228,000,000","3,841,000,000","3,505,000,000","3,527,000,000","3,705,000,000","3,850,000,000","4,643,030,597","6,681,000,000","6,412,140,000","5,131,159,346","4,693,614,063","5,939,580,642","5,656,748,140","5,309,040,590","5,308,713,886","5,150,329,719","4,538,761,852","4,327,417,095","4,965,693,685","4,694,541,231","3,893,457,714","3,814,993,954","3,897,288,217","3,787,325,186","3,099,399,600","3,010,230,850","2,627,850,058","3,179,362,507","3,404,025,395","3,568,385,486","2,979,225,685","2,806,349,206","2,814,062,737","2,592,415,551","2,685,450,493","3,804,639,419","4,307,110,439","3,917,704,556","3,476,304,739","3,458,070,334","3,226,283,854","3,060,751,051","2,388,020,833","2,447,982,392","2,044,001,173","1,963,924,528","2,036,996,904","2,166,029,074","1,959,870,645","2,128,936,170","2,428,020,014","1,897,942,273","1,738,026,225","1,879,950,152","2,202,960,121","2,144,708,875","3,611,974,905","3,659,357,250","3,323,016,089","3,309,731,037","3,319,195,021","3,314,563,028","3,387,852,434","3,032,890,321","2,448,948,533","3,044,982,699","2,898,993,911","2,927,027,748","2,862,068,966","2,668,050,837","2,638,016,529","2,450,056,117","2,226,978,417","2,126,993,298","2,472,957,683","2,375,014,274","2,699,050,486","3,584,270,966","2,926,944,862","2,443,035,029","2,589,074,746","2,269,021,424","1,772,011,453","2,341,000,650","2,418,036,183","2,946,036,628"
		CashCashEquivalentsAndShortTermInvestments,"1,388,000,000","1,718,000,000","1,531,000,000","1,087,000,000","1,011,000,000","988,000,000","1,148,000,000","873,000,000","1,425,000,000","1,195,000,000","833,000,000","623,000,000","672,000,000","391,000,000","248,000,000","195,000,000","155,000,000","203,000,000","366,000,000","28,000,000","60,000,000","215,000,000","43,000,000","171,000,000","102,000,000","272,000,000","76,000,000","542,000,000","323,000,000","482,000,000","469,000,000","996,000,000","1,045,000,000","1,202,000,000","920,000,000","419,000,000","301,000,000","267,000,000","64,000,000","534,000,000","513,000,000","458,000,000","390,000,000","755,000,000","1,974,259,349","1,933,000,000","1,318,051,000","590,474,231","1,207,667,097","2,222,995,131","2,037,194,474","1,770,064,576","2,157,502,330","1,856,488,208","997,211,378","714,619,337","1,660,658,216","934,959,350","563,397,570","536,880,290","1,279,097,672","933,602,117","438,959,306","310,860,441","448,280,304","852,242,031","964,473,862","906,419,862","766,446,333","452,380,952","574,329,444","412,683,238","872,333,652","1,448,635,001","1,877,458,396","1,294,340,218","1,019,796,041","1,050,495,942","785,851,710","774,249,674","674,045,139","645,928,100","422,997,947","449,056,604","432,972,136","549,961,744","417,021,902","485,957,447","747,962,831","245,960,503","93,995,859","99,003,046","561,052,487","568,657,665","1,815,057,283","907,855,806","272,975,184","648,400,513","650,254,577","649,347,136","495,441,156","95,046,315","665,052,573","947,958,478","604,977,495","370,997,866","243,045,763","254,058,135","264,971,392","66,965,956","185,971,223","285,994,916","-3,054,990","-87,016,101","-44,001,853","2,319,916","-89,007,051","-82,043,524","-85,974,968","-99,942,096","123,956,096","520,987,654","731,943,102","518,943,101"
			CashAndCashEquivalents,"1,388,000,000","1,718,000,000","1,531,000,000","1,087,000,000","1,011,000,000","988,000,000","1,148,000,000","873,000,000","1,425,000,000","1,195,000,000","833,000,000","623,000,000","672,000,000","391,000,000","248,000,000","195,000,000","155,000,000","203,000,000","366,000,000","28,000,000","60,000,000","215,000,000","43,000,000","171,000,000","102,000,000","272,000,000","76,000,000","542,000,000","323,000,000","482,000,000","469,000,000","996,000,000","1,045,000,000","1,202,000,000","920,000,000","419,000,000","301,000,000","267,000,000","64,000,000","534,000,000","513,000,000","458,000,000","390,000,000","755,000,000","1,974,259,349","1,933,000,000","1,318,051,000","590,474,231","1,207,667,097","2,222,995,131","2,037,194,474","1,770,064,576","2,157,502,330","1,856,488,208","997,211,378","714,619,337","1,660,658,216","934,959,350","563,397,570","536,880,290","1,279,097,672","933,602,117","438,959,306","310,860,441","448,280,304","852,242,031","964,473,862","906,419,862","766,446,333","452,380,952","574,329,444","412,683,238","872,333,652","1,448,635,001","1,877,458,396","1,294,340,218","1,019,796,041","1,050,495,942","741,453,308","716,253,444","615,017,361","587,967,718","422,997,947","449,056,604","432,972,136","549,961,744","417,021,902","485,957,447","747,962,831","245,960,503","93,995,859","99,003,046","561,052,487","568,657,665","1,815,057,283","907,855,806","272,975,184","648,400,513","650,254,577","649,347,136","495,441,156","95,046,315","665,052,573","947,958,478","604,977,495","370,997,866","243,045,763","254,058,135","264,971,392","66,965,956","185,971,223","285,994,916","-3,054,990","-87,016,101","-44,001,853","2,319,916","-89,007,051","-82,043,524","-85,974,968","-99,942,096","123,956,096","520,987,654","731,943,102","518,943,101"
				CashFinancial,"1,388,000,000","1,718,000,000","1,531,000,000","1,087,000,000","1,011,000,000","988,000,000","1,148,000,000","873,000,000","1,425,000,000","1,195,000,000","833,000,000","623,000,000","672,000,000","391,000,000","248,000,000","195,000,000","155,000,000","203,000,000","366,000,000","28,000,000","60,000,000","215,000,000","43,000,000","171,000,000","102,000,000","272,000,000","76,000,000","542,000,000","323,000,000","482,000,000","469,000,000","996,000,000","1,045,000,000","1,202,000,000","920,000,000","419,000,000","301,000,000","267,000,000",,"534,000,000","513,000,000","458,000,000","390,000,000","755,000,000",,"1,933,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,398,402","57,996,230","59,027,778","57,960,382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,556,000,000","2,699,000,000","2,884,000,000","3,134,000,000","3,233,000,000","2,529,000,000","2,729,000,000","2,625,000,000","2,285,000,000","2,712,000,000","1,896,000,000","1,599,000,000","1,745,000,000","2,023,000,000","1,702,000,000","1,977,000,000","1,639,000,000","1,581,000,000","1,702,000,000","2,105,000,000","1,752,000,000","1,539,000,000","2,301,000,000","2,405,000,000","2,738,000,000","2,084,000,000","2,176,000,000","2,227,000,000","2,232,000,000","1,976,000,000","2,363,000,000","2,143,000,000","2,146,000,000","2,290,000,000","2,124,000,000","2,301,000,000","2,243,000,000","2,000,000,000","1,776,000,000","1,894,000,000","1,714,000,000","1,673,000,000","1,823,000,000","1,578,000,000","1,454,589,607","2,770,000,000","2,949,584,400","2,529,575,147","2,132,287,218","2,125,608,665","2,104,144,527","1,985,701,107","1,870,922,647","1,781,602,772","2,055,772,448","1,863,615,133","2,039,772,067","2,077,816,492","1,805,572,603","1,835,550,181","1,625,869,930","1,622,779,388","1,498,332,221","1,493,966,422","1,315,213,191","1,273,635,873","1,327,840,065","1,621,859,850","1,348,756,689","1,220,634,921","1,162,297,318","1,175,908,222","991,722,381","1,241,912,577","1,388,804,841","1,406,274,633","1,496,700,660","1,301,472,798","1,259,434,660","1,184,573,003","1,138,020,833","1,040,058,694","921,971,253","798,037,736","1,013,931,889","891,966,335","891,959,430","876,028,369","1,090,064,332","958,016,849","1,004,968,944","1,085,018,001","1,130,053,447","924,443,480","969,994,544","2,103,033,010","1,005,999,455","2,188,227,231","2,194,484,340","2,191,421,900","1,265,815,682","991,005,504","897,066,962","902,006,920","889,065,396","1,913,020,277","992,052,301","982,005,788","1,765,034,965","980,047,387","997,002,398","1,051,999,076","1,108,961,303","1,093,981,957","1,234,020,380","1,636,701,079","1,442,954,572","1,198,999,185","1,227,044,099","1,055,008,686","795,991,410","791,033,138","670,073,194","984,062,631"
			AccountsReceivable,"1,556,000,000","2,699,000,000","2,884,000,000","3,134,000,000","3,233,000,000","2,529,000,000","2,729,000,000","2,625,000,000","2,285,000,000","2,712,000,000","1,896,000,000","1,599,000,000","1,745,000,000","2,023,000,000","1,702,000,000","1,977,000,000","1,639,000,000","1,581,000,000","1,702,000,000","2,105,000,000","1,752,000,000","1,539,000,000","2,301,000,000","2,405,000,000","2,738,000,000","2,084,000,000","2,176,000,000","2,227,000,000","2,232,000,000","1,976,000,000","2,363,000,000","2,143,000,000","2,146,000,000","2,290,000,000","2,124,000,000","2,301,000,000","2,243,000,000","2,000,000,000","1,776,000,000","1,894,000,000","1,714,000,000","1,673,000,000","1,823,000,000","1,578,000,000","1,454,589,607","2,770,000,000","2,949,584,400","2,529,575,147","2,132,287,218","2,125,608,665","2,104,144,527","1,985,701,107","1,870,922,647","1,781,602,772","2,055,772,448","1,863,615,133","2,039,772,067","2,077,816,492","1,805,572,603","1,835,550,181","1,625,869,930","1,622,779,388","1,498,332,221","1,493,966,422","1,315,213,191","1,273,635,873","1,327,840,065","1,621,859,850","1,348,756,689","1,220,634,921","1,162,297,318","1,175,908,222","991,722,381","1,241,912,577","1,388,804,841","1,406,274,633","1,496,700,660",,,"1,184,573,003",,,,,,,,,,,,,,"924,443,480",,"2,103,033,010",,"2,188,227,231","2,194,484,340","2,191,421,900",,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"1,743,000,000","1,912,000,000","1,595,000,000","1,859,000,000","1,819,000,000","1,838,000,000","1,856,000,000","1,677,000,000","1,717,000,000","1,500,000,000","1,430,000,000","1,534,000,000","1,489,000,000","1,417,000,000","1,488,000,000","1,470,000,000","1,622,000,000","1,614,000,000","1,729,000,000","1,664,000,000","1,516,000,000","1,501,000,000","1,503,000,000","1,545,000,000","1,400,000,000","1,372,000,000","1,563,000,000","1,609,000,000","1,432,000,000","1,107,000,000","1,488,000,000","1,195,000,000","1,432,000,000","1,001,000,000","1,258,000,000","1,284,000,000","1,235,000,000","773,000,000","931,000,000","945,000,000","811,000,000","935,000,000","1,042,000,000","1,150,000,000","853,569,694","1,171,000,000","880,397,000","1,266,330,624","694,209,951","955,977,343","905,419,766","976,706,642","707,129,543","874,035,990","819,854,992","1,062,587,576","610,536,109","933,797,909","903,400,025","866,989,117","543,556,515","729,494,771","713,809,206","806,663,169","511,400,232","741,491,086","803,728,218","658,146,026","542,965,061","795,238,095","581,906,349","576,800,510","477,554,919","650,149,913","721,633,888","706,290,399","421,415,717","539,525,098","614,177,890","768,450,051","450,954,861","761,995,598","668,964,506","686,943,396","560,061,920","530,068,860","621,931,501","738,014,184","567,977,127","554,067,118","484,057,971","541,955,137","397,971,769","651,607,729","560,010,911","648,468,433","385,055,904","473,103,293","474,456,104","473,793,993","465,142,376","663,981,743","557,969,009","556,955,017","530,976,966","479,055,496","642,994,488","496,036,240","608,010,172","731,013,842","723,980,815","781,950,543","1,365,014,709","1,342,012,105","1,309,981,473","1,945,249,971","1,454,051,555","1,323,984,639","1,384,021,523","1,311,986,103","826,055,834","1,028,979,857","818,947,659","1,443,030,896"
			RawMaterials,"692,000,000","616,000,000","606,000,000","631,000,000","568,000,000","541,000,000","464,000,000","456,000,000","455,000,000","425,000,000","441,000,000","490,000,000","457,000,000","468,000,000","547,000,000","551,000,000","549,000,000","424,000,000","506,000,000","565,000,000","466,000,000","380,000,000","396,000,000","422,000,000","383,000,000","342,000,000","387,000,000","377,000,000","333,000,000","280,000,000","249,000,000","1,195,000,000","1,432,000,000","687,000,000","1,258,000,000","1,284,000,000","1,235,000,000","285,000,000","301,000,000","945,000,000","559,000,000","935,000,000","1,042,000,000","1,150,000,000",,"273,000,000",,,,,"164,718,385",,,,"148,354,713","1,062,587,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
