name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
			FinishedGoods,"1,051,000,000","1,224,000,000","989,000,000","1,228,000,000","1,251,000,000","1,297,000,000","1,392,000,000","1,221,000,000","1,262,000,000","1,075,000,000","989,000,000","1,044,000,000","1,032,000,000","949,000,000","941,000,000","919,000,000","1,073,000,000","1,190,000,000","1,223,000,000","1,099,000,000","1,050,000,000","1,121,000,000","1,107,000,000","1,123,000,000","1,017,000,000","1,030,000,000","1,176,000,000","1,232,000,000","1,099,000,000","827,000,000",,,,"314,000,000",,,,"242,000,000",,,"252,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,"72,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,239,000,000",,,,,,,"246,000,000","630,000,000",,,,,,,"898,000,000",,,,,"740,701,381",,,,"671,500,279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,"0","0","339,000,000","277,000,000","272,000,000","316,000,000","377,000,000","267,000,000","314,000,000","618,000,000","676,000,000","649,000,000","559,000,000","625,000,000","575,000,000","553,000,000","527,000,000","583,000,000","550,000,000","630,000,000","590,000,000","581,000,000","605,000,000","577,000,000","498,000,000","457,000,000","468,000,000","467,000,000","461,000,000","450,000,000","367,000,000","360,611,948","807,000,000","960,803,200","744,779,344","660,442,944","634,999,503","611,052,072","576,568,266","573,159,366","637,085,056","665,923,034","685,427,370","653,564,368","747,967,480","619,860,071","575,574,365","447,564,195","501,448,910","448,298,866","397,429,171","352,956,331","313,344,138","307,983,250","381,959,747","322,631,413","338,095,238","306,106,986","264,499,681",,"309,294,619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,"0","0","339,000,000","277,000,000","272,000,000","316,000,000","377,000,000","267,000,000","314,000,000","618,000,000","676,000,000","649,000,000","559,000,000","625,000,000","575,000,000","553,000,000","527,000,000","583,000,000","550,000,000","630,000,000",,"581,000,000","605,000,000","577,000,000","498,000,000","457,000,000","468,000,000","467,000,000","461,000,000","450,000,000","367,000,000","360,611,948","807,000,000","960,803,200","744,779,344","660,442,944","634,999,503","611,052,072","576,568,266","573,159,366","637,085,056","665,923,034","685,427,370","653,564,368","747,967,480","619,860,071","575,574,365","447,564,195","501,448,910","448,298,866","397,429,171","352,956,331","313,344,138","307,983,250","381,959,747","322,631,413","338,095,238","306,106,986","264,499,681",,"309,294,619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1",,"303,304,400",,"-993,147",,"-1,062,699","-1",,"1,117,693",,"1,167,679","1,162,925",,"1,227,445","1","1,199,905",,"1","1,311,647",,"-1,350,621",,"1","-1,573,811",,"189,422,640","162,523,900","343,839,541","154,647,309","319,213,314","510,799,306","538,392,321","566,576,496","566,819,594","333,478,323","125,000,000",,"30,067,467","29,886,792","30,030,959","194,032,135","28,957,812","28,936,170","22,015,724","139,897,803","155,003,451","153,973,968","113,882,418","1","266,912,167","1","1,658,985,546",,,"-1","1,161,453,220","1,282,856,759","328,859,989","638,062,284","873,974,054","163,954,109","983,976,414","935,950,674",,"672,028,932","320,023,981","7,048,763","2,036,661","26,036,313","199,050,486",,"118,945,786","2,094,729","63,984,092","1,968,731","26,008,113","1","197,072,228",
	TotalNonCurrentAssets,"35,726,000,000","35,858,000,000","35,897,000,000","35,849,000,000","36,434,000,000","36,101,000,000","36,086,000,000","36,215,000,000","36,153,000,000","36,194,000,000","37,211,000,000","37,349,000,000","37,504,000,000","37,823,000,000","38,656,000,000","39,263,000,000","39,492,000,000","39,500,000,000","39,339,000,000","38,660,000,000","38,013,000,000","37,261,000,000","35,777,000,000","34,601,000,000","33,856,000,000","32,931,000,000","31,641,000,000","30,021,000,000","28,579,000,000","25,272,000,000","23,568,000,000","22,357,000,000","21,258,000,000","20,346,000,000","19,311,000,000","18,357,000,000","17,652,000,000","17,042,000,000","15,140,000,000","14,494,000,000","13,968,000,000","13,295,000,000","12,958,000,000","12,640,000,000","12,391,937,834","11,946,000,000","12,082,303,800","11,673,696,122","11,593,008,243","11,313,723,542","11,294,367,694","11,338,791,513","10,831,780,056","10,757,795,909","10,707,194,646","10,657,403,083","10,616,350,738","10,468,060,395","10,299,496,747","10,188,633,615","10,129,589,633","9,987,400,781","9,861,240,827","9,801,941,238","9,733,350,509","9,369,259,860","9,259,759,557","9,059,791,391","8,888,888,889","8,515,873,016","8,304,288,529","8,138,942,001","8,075,453,677","7,811,267,161","7,718,608,169","7,696,673,498","7,745,950,810","7,807,333,934","7,877,756,401","7,925,184,863","7,299,045,139","7,293,030,081","7,323,995,307","7,345,056,604","7,391,950,464","7,450,956,389","7,474,202,558","7,544,113,475","7,632,022,873","8,070,017,953","8,102,967,564","8,216,006,646","8,321,090,859","8,366,963,046","8,472,995,090","8,546,813,947","8,728,933,733","8,694,144,514","8,719,004,916","8,706,837,398","11,060,176,743","8,930,057,726","9,355,008,301","9,462,006,920","9,897,008,208","10,042,022,412","10,186,001,795","10,401,912,671","10,553,973,299","10,861,952,862","11,057,074,341","11,405,015,022","11,605,001,131","11,791,937,878","11,910,954,145","14,042,454,472","12,492,081,840","12,604,910,974","12,989,940,344","13,206,948,466","7,903,960,869","7,136,972,060","6,229,940,616","6,255,976,513"
		NetPPE,"34,076,000,000","34,203,000,000","34,232,000,000","34,238,000,000","34,244,000,000","34,225,000,000","34,206,000,000","34,244,000,000","34,352,000,000","34,473,000,000","35,596,000,000","35,846,000,000","36,063,000,000","36,333,000,000","36,742,000,000","36,966,000,000","37,081,000,000","37,799,000,000","37,565,000,000","36,842,000,000","36,261,000,000","35,574,000,000","34,122,000,000","33,015,000,000","32,235,000,000","31,320,000,000","30,036,000,000","28,452,000,000","27,124,000,000","23,922,000,000","22,305,000,000","21,167,000,000","20,061,000,000","19,162,000,000","18,125,000,000","17,238,000,000","16,530,000,000","15,905,000,000","14,126,000,000","13,479,000,000","12,852,000,000","12,117,000,000","11,779,000,000","11,463,000,000","11,248,178,728","10,897,000,000","10,937,278,800","10,637,794,466","10,561,128,215","10,388,552,122","10,376,195,537","10,427,813,653","10,456,663,560","10,289,482,508","10,236,475,181","10,212,517,515","10,132,573,555","9,987,224,158","9,820,792,930","9,708,585,248","9,647,228,222","9,479,652,262","9,375,583,722","9,320,566,632","9,218,085,792","9,050,513,236","8,912,602,999","8,717,496,695","8,525,338,370","8,150,793,651","7,940,597,060","7,777,246,654","7,709,328,239","7,462,521,698","7,361,573,374","7,332,492,511","7,369,526,095","7,404,568,680","7,429,332,544","7,461,215,021","6,904,947,917","6,894,937,638","6,930,038,134","6,942,037,736","6,984,055,728","7,031,063,504","7,053,946,788","7,087,943,262","7,171,979,986","7,601,988,676","7,619,047,619","7,721,960,676","7,814,033,164","7,849,274,697","7,943,944,354","8,004,095,751","8,170,029,997","8,137,376,639","8,160,644,996","8,149,256,678","10,341,702,904","8,594,039,468","8,688,987,272","8,965,951,557","9,389,065,396","9,479,055,496","9,610,049,994","9,818,044,545","9,965,034,965","10,135,054,246","10,399,040,767","10,759,995,378","10,941,955,193","11,117,049,218","11,212,945,808","13,198,004,872","11,900,011,559","12,010,008,146","12,112,995,672","12,292,993,631","7,504,056,311","6,730,084,470","5,816,047,507","5,680,134,209"
			GrossPPE,"55,168,000,000","54,868,000,000","54,531,000,000","54,263,000,000","53,878,000,000","53,944,000,000","53,592,000,000","53,272,000,000","53,031,000,000","52,778,000,000","53,844,000,000","53,734,000,000","53,620,000,000","53,515,000,000","53,626,000,000","53,480,000,000","53,299,000,000","54,203,000,000","53,615,000,000","52,551,000,000","51,818,000,000","50,911,000,000","49,263,000,000","47,901,000,000","48,294,000,000","47,165,000,000","45,647,000,000","43,874,000,000","42,126,000,000","38,765,000,000","36,963,000,000","35,674,000,000","34,404,000,000","33,416,000,000","32,583,000,000","31,525,000,000","30,671,000,000","30,004,000,000","27,950,000,000","27,185,000,000","26,421,000,000","25,508,000,000","25,020,000,000","24,538,000,000","24,164,643,031","23,709,000,000","23,839,929,400","23,159,140,007","22,962,558,347","22,694,027,626","22,539,851,222","22,509,225,092","21,851,118,360","22,176,148,430","21,972,113,776","21,783,045,306","21,526,921,735","21,426,248,548","21,054,375,844","20,783,555,018","20,502,759,779","19,550,207,888","19,774,516,344","19,560,598,112","19,287,646,529","14,578,606,159","14,440,091,855","14,245,629,499","14,052,565,314","17,538,095,238","16,622,215,487","16,457,934,991","16,389,684,813","12,875,177,529","12,773,071,105","12,744,758,001","12,781,943,611","12,004,809,137","11,959,449,460","11,899,376,541","11,333,912,037","13,514,159,942","13,546,347,902","13,751,094,340","13,967,027,864","11,044,988,523","10,909,745,700","10,808,652,482","10,921,944,246","14,785,112,554","14,798,205,659","14,923,982,277","14,942,030,971","14,649,181,119","12,141,025,642","14,792,063,779","12,365,966,730","14,383,336,113","14,424,464,429","14,404,334,846","17,937,438,631","14,564,371,056","14,841,864,970","14,980,899,654","15,614,244,109","15,740,928,495","15,627,099,090","15,858,059,645","15,944,055,944","16,021,074,947","16,358,033,573","13,804,945,690","16,488,006,336","16,526,093,411","16,454,955,998","18,949,077,833","16,692,058,721","12,055,975,794","16,562,054,041","16,513,028,373","11,089,119,542","9,957,115,009","8,717,028,035","8,284,076,611"
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,784,212,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,167,679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
