name,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989,03/31/1988,02/28/1987,02/28/1986
TotalAssets,"20,419,122,000,000","19,349,164,000,000","18,958,123,000,000","18,229,294,000,000","18,425,837,000,000","15,622,031,000,000","13,635,357,000,000","11,780,759,000,000","11,570,874,000,000","11,629,115,000,000","11,818,917,000,000","12,579,021,020,200","12,037,230,813,120","10,570,386,224,700","9,321,430,821,220","8,320,997,093,250","7,670,854,710,840","6,923,138,051,310","5,768,487,877,386","4,741,706,036,879.2","4,973,288,027,105","4,851,358,575,585","4,180,509,497,860","3,540,911,045,553","3,008,916,583,155","2,922,998,761,284","3,009,337,299,276","3,159,073,033,970","2,963,666,957,745","2,826,553,204,749","2,293,392,727,992","1,780,544,067,645","1,695,991,535,999","1,675,959,623,735"
	CurrentAssets,"7,347,294,000,000","6,925,288,000,000","6,555,467,000,000","6,241,626,000,000","6,296,140,000,000","5,771,266,000,000","5,323,053,000,000","4,739,086,000,000","4,690,047,000,000","4,613,724,000,000","4,621,178,000,000","5,216,472,305,440","5,252,665,506,240","4,625,353,177,650","4,010,723,429,720","3,649,812,531,950","3,287,913,641,400","3,080,450,202,830","2,645,288,245,972.29","2,377,142,167,522.4","2,341,157,531,805","2,314,622,295,570","1,956,206,374,888","1,648,238,255,073","1,364,883,718,513","1,421,018,597,988","1,367,818,989,152","1,508,736,236,606","1,623,603,151,260","1,530,467,172,327","1,274,124,740,044","931,884,428,534","863,062,013,482","842,043,607,125"
		CashCashEquivalentsAndShortTermInvestments,"2,657,395,000,000","2,469,665,000,000","2,255,403,000,000","1,860,491,000,000","1,564,438,000,000","1,168,914,000,000","1,206,128,000,000","1,247,113,000,000","1,279,024,000,000","1,119,902,000,000","690,369,000,000","1,047,861,217,560","945,625,888,320","747,292,855,050","773,899,550,620","723,728,144,100","546,687,901,480","607,929,379,460","424,965,459,604.62","416,810,617,073.8","373,049,894,875","339,818,824,665","358,221,519,440","301,272,553,170","202,624,834,412","186,885,681,420","150,557,022,308","205,657,640,932","220,228,021,560","231,692,164,734","248,270,655,705","129,706,125,832","134,898,484,997","118,958,370,265"
			CashAndCashEquivalents,"2,494,121,000,000","2,256,488,000,000","2,105,976,000,000","1,757,456,000,000","1,471,730,000,000","1,168,914,000,000","1,206,128,000,000","1,247,113,000,000","1,279,024,000,000","1,119,902,000,000","690,369,000,000","1,047,861,217,560","945,625,888,320","747,292,855,050","773,899,550,620","723,728,144,100","546,687,901,480","607,929,379,460","424,965,459,604.62","416,810,617,073.8","373,049,894,875","339,818,824,665","358,221,519,440","301,272,553,170","202,624,834,412","186,885,681,420","150,557,022,308","205,657,640,932","220,228,021,560","231,692,164,734","248,270,655,705","129,706,125,832","134,898,484,997","118,958,370,265"
				CashFinancial,"1,815,920,000,000","1,691,645,000,000","1,528,861,000,000","1,157,781,000,000","1,091,179,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"678,201,000,000","564,843,000,000","577,115,000,000","599,675,000,000","380,551,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"163,274,000,000","213,177,000,000","149,427,000,000","103,035,000,000","92,708,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,744,878,000,000","2,641,162,000,000","2,642,964,000,000","2,752,728,000,000","2,919,632,000,000","2,622,886,000,000","2,248,983,000,000","1,893,876,000,000","1,918,759,000,000","1,983,634,000,000","2,026,244,000,000","2,355,568,884,160","2,481,885,040,800","2,193,973,668,000","1,813,200,429,740","1,636,467,974,350","1,540,022,413,880","1,443,666,138,980","1,224,628,646,162.55","1,086,333,621,606.2","1,046,016,423,510","1,062,897,066,315","768,802,300,360","645,267,332,241","496,695,227,728","487,698,269,592","440,978,520,752","460,690,123,168","584,617,351,185","561,146,660,685","403,686,628,489","170,568,021,250","136,063,914,673","126,581,365,360"
			AccountsReceivable,"712,180,000,000","688,102,000,000","675,032,000,000","705,629,000,000","688,256,000,000","1,158,671,000,000","1,005,981,000,000","812,155,000,000","787,691,000,000","883,476,000,000","854,214,000,000","1,018,745,652,280","1,055,552,246,880","963,159,148,350","791,592,972,520","373,019,201,900","443,933,226,860","451,095,827,260","448,663,755,363.48",,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,"796,246,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,"-8,555,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"2,045,253,000,000","1,967,449,000,000","1,982,442,000,000","2,062,987,000,000","2,236,743,000,000","1,464,215,000,000","1,243,002,000,000","1,081,721,000,000","1,131,068,000,000","1,100,158,000,000","1,172,030,000,000","1,336,823,231,880","1,426,332,793,920","1,230,814,519,650","1,021,607,457,220","1,263,448,772,450","1,096,089,187,020","992,570,311,720","775,964,890,799.07",,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,"-12,555,000,000","-14,389,000,000","-14,510,000,000","-15,888,000,000","-5,367,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"1,586,787,000,000","1,523,455,000,000","1,364,130,000,000","1,313,292,000,000","1,498,312,000,000","1,302,895,000,000","1,215,421,000,000","1,035,779,000,000","899,813,000,000","935,629,000,000","1,243,961,000,000","1,195,832,104,120","1,183,151,653,440","1,036,134,667,350","862,795,591,560","764,699,789,250","751,017,518,520","642,618,834,650","631,825,206,982.17","549,541,605,178.2","591,889,954,515","605,413,328,445","549,735,111,312","492,778,224,099","511,374,555,447","587,353,533,036","606,684,273,888","639,215,518,152","643,738,020,735","576,871,661,685","477,034,804,594","400,059,540,750","430,994,295,706","441,160,567,200"
			RawMaterials,"534,984,000,000","521,979,000,000","476,094,000,000","478,452,000,000","550,827,000,000","474,065,000,000","436,352,000,000","387,167,000,000","319,136,000,000","340,502,000,000","367,792,000,000","404,227,745,360","375,257,719,200","320,856,878,700","266,580,889,960","221,851,554,400","223,441,278,680","213,453,122,740",,,,,,,,,,,,,,,,
			WorkInProcess,"78,006,000,000","69,702,000,000","77,151,000,000","74,328,000,000","84,724,000,000","69,731,000,000","53,035,000,000","44,891,000,000","49,606,000,000","35,558,000,000","45,196,000,000","38,687,805,920","34,874,814,720","28,248,588,000","24,985,256,380","22,206,006,150","23,712,617,220","21,531,385,980",,,,,,,,,,,,,,,,
			FinishedGoods,"973,797,000,000","931,774,000,000","810,885,000,000","760,512,000,000","862,761,000,000","759,099,000,000","726,034,000,000","603,721,000,000","531,071,000,000","559,569,000,000","830,973,000,000","752,916,552,840","773,019,119,520","687,146,903,100","571,229,445,220","520,642,228,700","503,863,622,620","407,634,325,930",,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,"-117,702,450",,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,"195,254,000,000","202,123,000,000","234,075,000,000","188,755,000,000","202,291,000,000","176,604,000,000","198,158,000,000","158,340,813,920","215,139,904,320","197,975,520,900","214,144,021,420","221,955,807,950","202,088,125,860","182,352,231,880","154,427,971,073.04",,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,"195,254,000,000","202,123,000,000","234,075,000,000","188,755,000,000","202,291,000,000","176,604,000,000","198,158,000,000","158,340,813,920","215,139,904,320","197,975,520,900","214,144,021,420","221,955,807,950","202,088,125,860","182,352,231,880","154,427,971,073.04",,,,,,,,,,,,,,,
		OtherCurrentAssets,"358,234,000,000","291,006,000,000","292,970,000,000","315,115,000,000","313,758,000,000","474,448,000,000","418,446,000,000","373,563,000,000","390,160,000,000","397,955,000,000","462,446,000,000","458,869,285,680","426,863,019,360","449,976,466,350","346,683,836,380","302,960,816,300","248,097,681,660","203,883,617,860","209,440,962,149.91","324,456,323,664.2","330,201,258,905","306,493,076,145","279,447,443,776","208,920,145,563","154,189,100,926","159,081,113,940","169,599,172,204","203,172,954,354","175,019,757,780","160,756,685,223","145,132,651,256","231,550,740,702","161,105,318,106","155,343,304,300"
