name,ttm,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
MarketCap,"3,742,917,858","2,816,708,538","3,651,833,493","3,221,225,214","3,938,644,209","3,600,219,172","2,999,859,201","3,131,171,824"
EnterpriseValue,"7,519,169,858","6,678,225,538","7,434,689,493","7,069,828,214","5,754,813,209","5,507,500,172","4,924,875,201","5,787,910,824"
PeRatio,"20.015","13.325","16.584","21.986","27","27.107","28.045","25.388"
ForwardPeRatio,"15.015","12.658","16.051","16.129","19.268","18.149","14.389","17.575"
PegRatio,"1.501","1.266","1.606","1.614","1.929","1.815","0.782","0.656"
PsRatio,"0.285","0.218","0.284","0.25","0.264","0.274","0.231","0.243"
EnterprisesValueRevenueRatio,"0.57","1.923","2.302","2.113","1.831","1.612","1.529","1.75"
EnterprisesValueEBITDARatio,"15.032","56.151","54.337","51.824","53.271","37.126","40.139","98.439"
