name,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,06/30/1996,06/30/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991,06/30/1990,06/30/1989,06/30/1988,06/30/1987,06/30/1986
TotalAssets,"17,966,522,000","18,070,404,000","17,756,655,000","16,721,804,000","17,989,281,000","13,167,950,000","12,663,947,000","12,094,972,000","11,385,555,000","10,313,701,000","10,216,619,000","10,082,293,000","9,518,931,000","8,992,025,000","8,267,902,000","7,847,632,000","6,936,521,000","5,989,753,000","5,468,521,000","4,813,955,000","4,096,600,000","3,780,200,000","3,436,600,000","3,325,400,000","3,094,700,000","2,811,700,000","2,530,300,000","2,301,600,000","2,160,100,000","1,992,100,000","1,869,400,000","1,020,900,000","860,300,000","781,300,000"
	CurrentAssets,"8,141,505,000","8,003,453,000","8,033,438,000","10,053,899,000","11,494,304,000","6,681,972,000","6,207,427,000","6,084,808,000","5,732,882,000","5,076,258,000","5,270,679,000","5,175,033,000","4,675,546,000","4,399,694,000","4,001,786,000","3,851,411,000","3,629,534,000","3,185,289,000","2,984,882,000","2,733,215,000","2,408,800,000","2,180,100,000","1,964,400,000","1,922,300,000","1,786,900,000","1,599,600,000","1,419,700,000","1,240,400,000","1,143,900,000","1,047,300,000","1,021,700,000","666,600,000","556,700,000","513,900,000"
		CashCashEquivalentsAndShortTermInvestments,"513,460,000","552,325,000","869,502,000","3,919,300,000","5,130,044,000","413,046,000","412,285,000","688,867,000","639,765,000","608,954,000","1,087,084,000","551,552,000","207,872,000","201,897,000","191,678,000","199,706,000","337,447,000","230,439,000","135,743,000","159,128,000","149,300,000","110,300,000","117,700,000","107,800,000","133,900,000","86,700,000","68,800,000","74,400,000","70,200,000","56,000,000","55,500,000","35,600,000","37,700,000","74,000,000"
			CashAndCashEquivalents,"513,460,000","552,325,000","869,502,000","3,919,300,000","5,130,044,000","413,046,000","412,285,000","688,867,000","639,765,000","585,443,000","1,087,084,000","551,552,000","207,872,000","201,897,000","191,678,000","199,706,000","337,447,000","230,439,000","135,743,000","159,128,000","149,300,000","110,300,000","117,700,000","107,800,000","133,900,000","86,700,000","68,800,000","74,400,000","70,200,000","56,000,000","55,500,000","35,600,000","37,700,000","74,000,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,"135,743,000",,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,"0","23,511,000",,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"4,201,429,000","4,137,835,000","4,029,153,000","3,380,971,000","3,353,381,000","3,398,713,000","3,183,114,000","2,966,624,000","2,898,283,000","2,617,352,000","2,468,511,000","2,723,189,000","2,610,885,000","2,483,720,000","2,284,033,000","2,189,127,000","2,009,627,000","1,760,827,000","1,658,044,000","1,519,038,000","1,334,400,000","1,215,600,000","1,065,000,000","1,039,800,000","932,500,000","856,400,000","770,600,000","660,300,000","600,600,000","548,300,000","518,100,000","336,700,000","263,500,000","224,200,000"
			AccountsReceivable,"4,181,696,000","4,073,723,000","4,012,393,000","3,380,971,000","3,353,381,000","3,398,713,000","3,183,114,000","2,966,624,000","2,898,283,000","2,617,352,000","2,468,511,000","2,723,189,000","2,610,885,000","2,483,720,000","2,284,033,000","2,189,127,000","2,009,627,000","1,760,827,000","1,658,044,000",,,,,,,,,,,,,,,
				GrossAccountsReceivable,"4,209,872,000","4,099,491,000","4,043,452,000","3,418,851,000","3,395,101,000","3,448,615,000",,,"2,940,719,000",,,,,,,,,,"1,686,028,000",,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-28,176,000","-25,768,000","-31,059,000","-37,880,000","-41,720,000","-49,902,000",,,"-42,436,000",,,,,,,,,,"-27,984,000",,,,,,,,,,,,,,,
