Date,Open,High,Low,Close,Adj Close,Volume
2015-05-12,93.239998,94.070000,92.680000,93.870003,82.292366,1988100
2015-05-13,93.559998,94.610001,93.410004,94.190002,82.572891,2181800
2015-05-14,94.959999,95.070000,94.339996,94.959999,83.247910,2412400
2015-05-15,94.959999,95.080002,93.330002,93.739998,82.178383,2651900
2015-05-18,93.839996,94.760002,93.779999,94.629997,82.958611,1195600
2015-05-19,94.760002,95.699997,94.660004,95.559998,83.773926,2630100
2015-05-20,95.330002,95.629997,94.930000,95.040001,83.318062,1445300
2015-05-21,94.800003,95.230003,94.589996,94.959999,83.247910,1514600
2015-05-22,94.989998,95.599998,94.949997,95.220001,83.475845,2114700
2015-05-26,94.910004,95.089996,94.190002,94.610001,82.941093,2385400
2015-05-27,95.000000,96.029999,94.690002,95.889999,84.063232,1881600
2015-05-28,95.889999,96.059998,95.349998,96.000000,84.159645,1563200
2015-05-29,95.940002,95.970001,95.320000,95.690002,83.887878,3669700
2015-06-01,96.139999,96.139999,94.550003,94.620003,82.949852,2359800
2015-06-02,94.440002,94.940002,93.889999,94.639999,82.967400,2836000
2015-06-03,95.300003,96.400002,95.010002,96.019997,84.177177,2627600
2015-06-04,95.589996,95.940002,94.699997,94.949997,83.239159,2269000
2015-06-05,96.080002,96.849998,95.669998,96.510002,84.606735,3567700
2015-06-08,96.339996,97.000000,96.180000,96.290001,84.413872,2558900
2015-06-09,96.330002,97.660004,96.160004,97.570000,85.536011,2419200
2015-06-10,97.970001,99.610001,97.690002,99.180000,86.947441,3594800
2015-06-11,99.120003,99.589996,98.589996,98.779999,86.596771,2287200
2015-06-12,98.510002,98.900002,98.040001,98.419998,86.281166,1839500
2015-06-15,97.500000,98.529999,97.199997,97.830002,85.763954,2788800
2015-06-16,97.849998,98.760002,97.610001,98.540001,86.386375,1733600
2015-06-17,98.809998,98.910004,97.290001,97.459999,85.439568,2158200
2015-06-18,97.769997,98.129997,96.930000,97.889999,85.816528,2671500
2015-06-19,97.449997,98.029999,97.050003,97.129997,85.150253,2475000
2015-06-22,97.989998,98.510002,97.739998,98.209999,86.097069,1990800
2015-06-23,98.949997,99.239998,98.570000,99.000000,86.789627,1584000
2015-06-24,98.529999,99.250000,97.830002,97.889999,85.816528,2545800
2015-06-25,98.410004,98.480003,97.209999,97.400002,85.386986,2250300
2015-06-26,97.860001,98.250000,97.440002,97.620003,85.579842,2240000
2015-06-29,96.430000,97.139999,95.559998,95.660004,83.861572,2054600
2015-06-30,96.769997,97.239998,95.400002,95.650002,83.852806,2333100
2015-07-01,96.889999,97.599998,96.559998,97.050003,85.080139,1869000
2015-07-02,96.849998,97.290001,95.970001,96.470001,84.571678,1752100
2015-07-06,95.139999,96.440002,95.050003,96.180000,84.317451,1731600
2015-07-07,95.889999,96.239998,94.139999,95.699997,83.896652,2327600
2015-07-08,94.940002,95.339996,94.089996,94.139999,82.529045,2307500
2015-07-09,95.510002,95.690002,94.599998,94.900002,83.195320,2896000
2015-07-10,96.260002,96.830002,95.589996,96.300003,84.422668,3141700
2015-07-13,96.599998,97.169998,96.470001,96.930000,85.427361,2627300
2015-07-14,96.309998,97.589996,95.900002,97.500000,85.929726,3002700
2015-07-15,96.269997,98.650002,95.500000,98.320000,86.652420,3974200
2015-07-16,99.360001,99.839996,98.940002,99.220001,87.445602,2341900
2015-07-17,98.660004,99.110001,98.099998,98.809998,87.084282,1746900
2015-07-20,99.110001,99.900002,98.800003,99.529999,87.718819,2134100
2015-07-21,99.620003,100.239998,98.900002,99.199997,87.427979,1601100
2015-07-22,99.269997,100.250000,99.010002,99.790001,87.947960,1980100
2015-07-23,99.800003,100.519997,98.860001,99.019997,87.269341,2407100
2015-07-24,98.820000,99.339996,98.239998,98.339996,86.670021,1507800
2015-07-27,97.639999,98.089996,97.190002,97.510002,85.938530,1680600
2015-07-28,98.389999,98.639999,97.120003,98.139999,86.493774,1771300
2015-07-29,98.339996,98.830002,97.830002,98.550003,86.855118,1689700
2015-07-30,98.290001,98.940002,98.160004,98.669998,86.960876,1521200
2015-07-31,98.739998,98.779999,97.720001,98.180000,86.529015,1480900
2015-08-03,98.230003,98.519997,97.070000,97.820000,86.211746,1578000
2015-08-04,97.959999,98.980003,97.820000,97.919998,86.299881,1420800
2015-08-05,98.720001,99.559998,98.260002,98.580002,86.881569,1175900
2015-08-06,98.800003,99.209999,98.110001,98.540001,86.846298,1562900
2015-08-07,98.370003,99.199997,97.199997,97.800003,86.194122,1557600
2015-08-10,98.489998,99.910004,98.470001,99.860001,88.009659,1919500
2015-08-11,98.400002,99.029999,97.480003,97.919998,86.299881,2491900
2015-08-12,96.940002,97.209999,94.779999,96.070000,84.669411,2573300
2015-08-13,94.459999,96.680000,93.709999,96.400002,84.960258,1682800
2015-08-14,96.379997,97.660004,96.169998,97.589996,86.009048,1503400
2015-08-17,96.919998,98.540001,96.839996,98.050003,86.414452,2052800
2015-08-18,97.949997,99.279999,97.949997,99.000000,87.251717,2716300
