name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
MarketCap,"3,105,314,116","2,809,779,464","5,608,416,690","4,591,473,666","4,865,976,440","4,859,099,188","4,521,679,700","6,100,231,735","4,790,628,068","5,060,098,509","5,465,218,446","5,736,218,995","6,341,884,060","5,217,212,660","4,324,781,687","4,402,979,410","4,755,511,530","4,522,528,357","4,236,712,033","4,581,154,618","4,262,067,200","4,039,969,858","3,971,719,014","3,878,466,521","3,815,248,968","3,681,795,502","3,759,179,753","3,278,217,637","3,345,032,585","4,092,738,165","3,421,280,175","2,652,697,869","2,344,188,552","2,056,541,409","1,680,756,771","1,487,792,581","1,768,819,591","1,757,968,211","1,701,482,370","1,424,964,268","1,364,300,795","1,582,397,837","1,557,780,495","1,282,030,399","1,174,140,678","864,269,920","1,124,672,870","1,469,466,172","1,556,947,276","1,714,164,825","1,842,743,045","1,265,310,000","1,469,541,029","1,355,278,712","1,082,985,000","951,915,000","856,545,000","851,190,000","824,670,000","1,017,450,000","812,175,000","715,275,000","697,425,000","563,550,000","471,750,000","531,675,000","448,800,000","374,850,000","373,065,000","284,325,000","299,625,000","280,500,000","328,950,000","380,520,000","308,000,000","188,000,000","374,000,000","387,200,000","332,500,000","303,760,000"
EnterpriseValue,"3,406,383,708","3,125,117,078","6,019,088,141","5,063,107,697","5,300,509,538","5,371,174,766","5,081,724,630","6,786,175,422","5,447,190,655","5,770,753,361","5,823,058,102","6,181,125,209","6,395,055,554","5,268,740,700","4,355,627,317","4,470,788,834","4,796,515,407","4,617,174,103","4,244,050,930","4,594,074,900","4,234,950,122","4,061,720,013","3,957,239,128","3,912,319,689","3,908,416,368","3,802,989,182","3,793,774,922","3,353,702,891","3,360,889,580","3,934,179,151","3,269,341,528","2,570,835,640","2,234,523,490","1,991,445,572","1,613,344,490","1,420,199,207","1,723,140,071","1,674,685,897","1,605,147,750","1,377,036,128","1,326,992,892","1,514,755,125","1,526,517,044","1,235,004,183","1,133,664,618","726,812,643","984,683,266","1,306,913,133","1,398,467,133","1,496,609,092","1,665,960,066","1,137,948,793","1,335,578,500","1,242,368,101","959,672,131","842,447,924","750,058,608","720,085,035","684,979,680","879,396,219","690,671,212","593,649,453","592,675,588","465,589,740","396,972,068","447,080,733","385,319,836","310,529,162","317,190,004","226,194,786","251,518,312","237,424,165","240,477,154","282,768,936","211,304,277","129,062,254","312,069,214","328,150,365","332,500,000","303,760,000"
PeRatio,"11.527","12.322","18.778","16.875","18.645","18.841","15.33","19.611","15.846","15.934","23.967","24.096","28.298","26.767","25.984","26.334","28.318","28.853","27.039","30.051","27.945","26.949","24.113","22.057","20.215","20.89","21.004","19.309","21.317","24.403","21.155","19.088","18.267","16.514","16.465","14.595","15.832","16.576","16.379","15.532","17.605","23.107","25.503","20.426","16.956","11.762","14.699","24.659","24.325","28.213","38.326","24.819","27.424","29.504","33.638","24.709","22.856","22.795","13.713","17.12","14.209","14.075","15.037","17.076","16.885","21.716","21.409","17.752","12.707","14.296","16.723","19.205","17.691","16.137","16.674","12.756","24.149","26.222",,
ForwardPeRatio,"54.054","10.846","17.065","13.85","16.807","16.949",,"20.45","20.161","18.215","18.182","19.157","27.397","23.202","24.45","23.474","27.248","23.31","21.978","238.095","232.558","217.391","238.095","212.766","204.082","200","32.051","27.778","29.762","39.37","38.023","32.468","28.986","16.051","14.389","12.092","13.004","14.104","15.198","12.361",,,"16.129",,,,,"19.881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.971",,"3.418","3.268","3.967","3.997",,"3.989","3.929","1.153","1.046","0.948","2.107","1.961","2.49","2.383","2.918","3.106","2.929","32.674","34.801","31.764","37.894","32.783","31.268","30.288","4.964","3.522","4.034","5.344","3.443","3.612","51.743","2.676","3.27","2.749","2.955","3.207","3.453","2.808",,,"3.669",,,,,"2.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"4.017","4.004","6.572","5.715","5.981","6.098","5.753","7.729","6.721","7.429","9.184","9.569","11.261","9.96","9.333","9.052","9.456","10.003","9.374","10.925","10.627","10.468","10.273","9.388","9.063","8.815","9.183","8.203","8.288","9.892","8.575","6.868","6.526","5.752","5.412","4.797","4.809","4.952","4.931","4.735","5.293","6.166","6.495","5.516","4.89","3.722","4.868","5.363","5.239","6.158","7.186","6.517","6.792","6.958","6.424","6.33","5.855","5.94","4.966","6.199","4.709","4.476","4.619","5.101","4.361","4.811","4.032","2.604","2.86","2.557","2.969","2.41","2.825","2.328","2.406","2.311","4.375","4.75",,
PbRatio,"1.946","2.162","3.525","3.13","3.06","3.229","3.239","4.297","3.457","3.449","4.442","4.499","4.792","4.269","4.124","4.118","4.111","3.811","3.709","4.109","3.42","3.282","3.22","2.964","2.922","2.948","2.87","2.6","2.553","3.075","2.666","2.22","1.954","1.699","1.551","1.375","1.409","1.378","1.411","1.236","1.282","1.35","1.468","1.261","1.139","0.799","1.063","1.104","1.096","1.224","1.379","0.988","1.027","0.961","0.864","0.791","0.731","0.697","0.683","0.853","0.695","0.631","0.628","0.536","0.466","0.504","0.443","0.368","0.361","0.278","0.289","0.271","0.306","0.32","0.263","0.179","0.339","0.368",,
EnterprisesValueRevenueRatio,"0.202","0.752","1.324","1.233","1.303","1.31","1.295","1.843","1.401","1.473","1.475","1.914","2.179","2.127","1.416","1.898","2.138","2.223","1.461","2.115","1.997","2.261","2.348","2.662","2.915","2.75","2.566","2.56","2.619","2.862","2.446","2.104","1.752","1.549","1.18","1.354","1.574","1.576","1.346","1.441","1.476","1.561","2.026","1.728","1.671","0.738","1.303","1.78","1.73","1.72","2.402","1.654","1.907","1.824","1.642","1.516","1.303","1.429","1.957","1.633","1.204","1.004","1.211","0.909","0.804","0.961","1.074","0.835","0.888","0.617","0.844","0.749","0.781","0.921","0.867","0.449","1.019","1.002","1.208","1.057"
EnterprisesValueEBITDARatio,"0.304","0.93","2.542","1.933","1.867","2.017","2.033","3.061","2.242","2.089","1.327","3.091","3.4","2.77","3.159","3.155","3.393","3.124","3.723","4.163","3.655","3.449","4.905","4.347","4.211","3.867","4.937","4.062","4.26","4.585","4.619","3.703","2.771","2.404","2.586","2.253","2.773","2.473","3.014","3.393","2.35","2.274","3.427","2.841","2.828","1.06","2.284","2.975","2.629","2.567","4.164","2.657","3.105","2.82","2.905","2.623","2.116","2.372","4.372","2.616","1.932","1.532","2.009","1.434","1.264","1.436","1.75","1.408","1.517","0.961","1.62","1.294","1.33","0.921","-0.394","0.449","1.019","1.002","-0.67","1.057"
