name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
	InterestExpenseNonOperating,"196,200,000","196,200,000","156,600,000","120,200,000","97,700,000","76,000,000","56,700,000","65,000,000","63,400,000","57,236,000","47,752,000","32,399,000","43,189,000",,,,,,,,,,,,,,,,
OtherIncomeExpense,"-1,800,000","-1,800,000",,,,,"-21,800,000",,,,,,"-25,000",,,"1,812,000","1,650,000","-2,767,000",,,,,,,,,,,
	GainOnSaleOfSecurity,,,,,,,,,,,,,"-25,000",,,"1,812,000","1,650,000","-2,767,000",,,,,,,,,,,
	SpecialIncomeCharges,"-1,800,000","-1,800,000",,,"0","0","-21,800,000",,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"1,800,000","1,800,000",,,,,"21,800,000",,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"855,900,000","855,900,000","755,100,000","583,800,000","531,200,000","474,500,000","420,900,000","398,200,000","343,100,000","296,418,000","253,497,000","229,038,000","107,012,000","83,181,000","90,640,000","108,356,000","87,882,000","43,490,000","48,580,000","48,377,000","35,989,000","-15,727,000","37,525,000","1,303,000","63,635,000","45,500,000","31,600,000","19,200,000","11,100,000"
TaxProvision,"199,800,000","199,800,000","181,100,000","113,600,000","198,400,000","174,800,000","154,700,000","145,100,000","123,400,000","108,374,000","83,390,000","82,992,000","39,944,000","29,567,000","31,793,000","40,159,000","30,557,000","15,309,000","18,879,000","19,174,000","12,339,000","-5,041,000","12,559,000","-234,000","22,126,000","15,900,000","11,000,000","6,800,000","2,500,000"
NetIncomeCommonStockholders,"656,100,000","656,100,000","574,000,000","470,200,000","332,800,000","299,700,000","266,200,000","253,100,000","219,700,000","188,044,000","170,077,000","146,255,000","67,177,000","54,916,000","58,640,000","72,601,000","57,325,000","28,181,000","29,701,000","29,203,000","23,650,000","-10,686,000","24,966,000","1,537,000","41,509,000","29,600,000","20,600,000","12,400,000","8,600,000"
	NetIncome,"656,100,000","656,100,000","574,000,000","470,200,000","332,800,000","299,700,000","266,200,000","253,100,000","219,700,000","188,044,000","170,077,000","146,255,000","67,177,000","54,916,000","58,640,000","72,601,000","57,325,000","28,181,000","29,701,000","29,203,000","23,650,000","-10,686,000","24,966,000","1,537,000","41,509,000","29,600,000","20,600,000","12,400,000","8,600,000"
		NetIncomeIncludingNoncontrollingInterests,"656,100,000","656,100,000","574,000,000","470,200,000","332,800,000","299,700,000","266,200,000","253,100,000","219,700,000","188,044,000","170,077,000","146,255,000","67,177,000","54,916,000","58,640,000","72,601,000","57,325,000","28,181,000","29,701,000","29,203,000","23,650,000","-10,686,000","24,966,000","1,537,000","41,509,000","29,600,000","20,600,000","12,400,000","8,600,000"
			NetIncomeContinuousOperations,"656,100,000","656,100,000","574,000,000","470,200,000","332,800,000","299,700,000","266,200,000","253,100,000","219,700,000","188,044,000","170,107,000","146,046,000","67,068,000","53,614,000","58,847,000","68,197,000","57,325,000","28,181,000","29,701,000","29,203,000","23,650,000","-10,686,000","24,966,000","1,537,000","41,509,000","29,600,000","20,600,000","12,400,000","8,600,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,"0","-30,000","209,000","109,000","1,302,000","-207,000","4,404,000",,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"656,100,000","656,100,000","574,000,000","470,200,000","332,800,000","299,700,000","266,200,000","253,100,000","219,700,000","188,044,000","170,077,000","146,255,000","67,177,000","54,916,000","58,640,000","72,601,000","57,325,000","28,181,000","29,701,000","29,203,000","23,650,000","-10,686,000","24,966,000","1,537,000","41,509,000","29,600,000","20,600,000","12,400,000","8,600,000"
BasicEPS,,,"29.52","24.12","16.37","14.35","11.96","10.61","8.65","7.15","5.79","4.78","2.22","1.83","1.78","1.96","1.48","0.67","0.7","0.69","0.54","-0.23","0.54","0.03","0.89","0.7","0.5","0.3","0.24"
DilutedEPS,,,"29.39","24.04","16.31","14.28","11.92","10.54","8.58","7.07","5.67","4.62","2.16","1.76","1.66","1.85","1.4","0.65","0.68","0.68","0.53","-0.23","0.53","0.03","0.89","0.68","0.49","0.29","0.24"
BasicAverageShares,,,"19,446,067","19,497,719","20,331,769","20,891,695","22,257,104","23,850,789","25,409,655","26,302,000","29,393,000","30,590,142","30,249,783","30,053,129","33,035,693","36,991,136","38,617,787","42,195,340","42,438,292","42,140,961","43,879,577","46,222,730","46,190,208","46,081,804","46,623,655","42,285,714","41,200,000","41,333,333","35,833,333"
DilutedAverageShares,,,"19,532,312","19,558,936","20,410,116","20,980,753","22,331,401","24,009,593","25,598,956","26,601,000","29,985,000","31,668,895","31,105,043","31,153,688","35,283,478","39,207,680","41,017,205","43,409,007","43,362,741","43,150,804","44,219,876","46,222,730","46,960,290","46,754,713","46,623,655","43,529,412","42,040,816","42,758,621","35,833,333"
TotalExpenses,"435,100,000","435,100,000","374,100,000","406,000,000","340,300,000","274,800,000","224,100,000","218,900,000","202,700,000","171,538,000","140,886,000","119,227,000","161,960,000","120,146,000","128,686,000","94,724,000","90,483,000","99,531,000","105,754,000","98,842,000","87,778,000","131,716,000","104,708,000","162,891,000","60,326,000","-9,000,000","-5,200,000","-1,900,000","0"
NetIncomeFromContinuingAndDiscontinuedOperation,"656,100,000","656,100,000","574,000,000","470,200,000","332,800,000","299,700,000","266,200,000","253,100,000","219,700,000","188,044,000","170,077,000","146,255,000","67,177,000","54,916,000","58,640,000","72,601,000","57,325,000","28,181,000","29,701,000","29,203,000","23,650,000","-10,686,000","24,966,000","1,537,000","41,509,000","29,600,000","20,600,000","12,400,000","8,600,000"
NormalizedIncome,"657,480,600","657,480,600","574,000,000","470,200,000","332,800,000","299,700,000","279,977,600","253,100,000","219,700,000","188,044,000","170,107,000","146,046,000","67,083,668.336","53,614,000","58,847,000","67,056,565.1","56,248,713.047","29,973,982.916","29,701,000","29,203,000","23,650,000","-10,686,000","24,966,000","1,537,000","41,509,000","29,600,000","20,600,000","12,400,000","8,600,000"
InterestExpense,"196,200,000","196,200,000","156,600,000","120,200,000","97,700,000","76,000,000","56,700,000","65,000,000","63,400,000","57,236,000","47,752,000","32,399,000","43,189,000",,,,,,,,,,,,,,,,
NetInterestIncome,"-196,200,000","-196,200,000","-156,600,000","-120,200,000","-97,700,000","-76,000,000","-56,700,000","-65,000,000","-63,400,000","-57,236,000","-47,752,000","-32,399,000","-43,189,000",,,,,,,,,,,,,,,,
EBIT,"1,052,100,000","1,052,100,000","911,700,000","704,000,000","628,900,000","550,500,000","477,600,000","463,200,000","406,500,000","353,654,000","301,249,000","261,437,000","150,201,000","119,781,000","90,646,000","106,544,000","86,232,000","46,257,000","48,580,000","48,414,000","36,000,000","-15,661,000","37,641,000","1,344,000","63,608,000","85,300,000","57,000,000","31,900,000","18,600,000"
EBITDA,"1,074,500,000"
ReconciledCostOfRevenue,,,,,,,,,,"0","0","0","0",,,,,,,,,,,,,,,,
ReconciledDepreciation,"22,400,000","22,400,000","19,500,000","16,400,000","15,300,000","14,200,000","13,200,000","13,200,000","12,200,000","10,049,000","11,080,000","5,139,000","5,342,000","4,105,000","4,624,000","5,209,000","5,781,000","8,679,000","4,718,000","4,652,000","3,727,000","4,697,000","3,793,000","2,550,000","1,369,000","900,000","600,000","300,000","200,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"656,100,000","656,100,000","574,000,000","470,200,000","332,800,000","299,700,000","266,200,000","253,100,000","219,700,000","188,044,000","170,107,000","146,046,000","67,068,000","53,614,000","58,847,000","68,197,000","57,325,000","28,181,000","29,701,000","29,203,000","23,650,000","-10,686,000","24,966,000","1,537,000","41,509,000","29,600,000","20,600,000","12,400,000","8,600,000"
TotalUnusualItemsExcludingGoodwill,"-1,800,000","-1,800,000",,,"0","0","-21,800,000",,,,,,"-25,000",,,"1,812,000","1,650,000","-2,767,000",,,,,,,,,,,
TotalUnusualItems,"-1,800,000","-1,800,000",,,"0","0","-21,800,000",,,,,,"-25,000",,,"1,812,000","1,650,000","-2,767,000",,,,,,,,,,,
NormalizedEBITDA,"1,076,300,000","1,076,300,000","931,200,000","720,400,000","644,200,000","564,700,000","512,600,000","476,400,000","418,700,000","363,703,000","312,329,000","266,576,000","155,568,000","123,886,000","95,270,000","109,941,000","90,363,000","57,703,000","58,249,000","60,899,000","43,004,000","-10,964,000","41,434,000","3,894,000","64,977,000","86,200,000","57,600,000","32,200,000","18,800,000"
TaxRateForCalcs,"0.233","0.233","0.24","0.195","0.373","0.368","0.368","0.364","0.36","0.366","0.329","0.362","0.373","0.355","0.351","0.371","0.348","0.352","0.389","0.396","0.343","0.321","0.335","0.4","0.348","0.349","0.348","0.354","0.225"
TaxEffectOfUnusualItems,"-419,400","-419,400","0","0","0","0","-8,022,400","0","0","0","0","0","-9,331.664","0","0","671,565.1","573,713.047","-974,017.084","0","0","0","0","0","0","0","0","0","0","0"
