name,ttm,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,06/30/1996,06/30/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991,06/30/1990,06/30/1989,06/30/1988,06/30/1987,06/30/1986
TotalRevenue,"14,216,384,000","14,320,324,000","14,302,392,000","12,029,312,000","11,360,753,000","12,711,744,000","13,215,971,000","13,015,704,000","13,145,942,000","12,345,870,000","9,993,166,000","10,309,015,000","12,145,605,000","10,718,059,000","9,385,888,000","8,215,095,000","7,106,907,000","6,410,610,000","6,149,122,000","5,979,604,000","5,355,337,000","4,958,800,000","4,633,000,000","4,091,100,000","3,586,400,000","3,214,400,000","2,576,300,000","2,489,300,000","2,375,800,000","2,440,800,000","2,452,600,000","2,520,200,000","2,251,700,000","1,876,600,000","1,730,200,000"
	OperatingRevenue,"14,216,384,000","14,320,324,000","14,302,392,000","12,029,312,000","11,360,753,000","12,711,744,000","13,215,971,000","13,015,704,000","13,145,942,000","12,345,870,000","9,993,166,000","10,309,015,000","12,145,605,000","10,718,059,000","9,385,888,000","8,215,095,000","7,106,907,000","6,410,610,000","6,149,122,000","5,979,604,000","5,355,337,000","4,958,800,000","4,633,000,000","4,091,100,000","3,586,400,000","3,214,400,000","2,576,300,000","2,489,300,000","2,375,800,000","2,440,800,000","2,452,600,000","2,520,200,000","2,251,700,000","1,876,600,000","1,730,200,000"
CostOfRevenue,"10,668,777,000","10,703,484,000","10,762,841,000","9,188,962,000","8,823,384,000","9,655,245,000","10,188,227,000","10,086,675,000","9,958,337,000","9,387,457,000","7,847,067,000","8,181,348,000","9,339,072,000","8,272,949,000","7,367,618,000","6,508,111,000","5,742,053,000","5,309,775,000","5,116,570,000","4,728,156,000","3,950,161,000","3,667,400,000","3,368,300,000","2,983,200,000","2,614,900,000","2,328,400,000","1,940,300,000","1,890,800,000","1,818,800,000","1,873,400,000","1,829,600,000","2,199,000,000","1,965,400,000","1,372,300,000","1,258,100,000"
GrossProfit,"3,547,607,000","3,616,840,000","3,539,551,000","2,840,350,000","2,537,369,000","3,056,499,000","3,027,744,000","2,929,029,000","3,187,605,000","2,958,413,000","2,146,099,000","2,127,667,000","2,806,533,000","2,445,110,000","2,018,270,000","1,706,984,000","1,364,854,000","1,100,835,000","1,032,552,000","1,251,448,000","1,405,176,000","1,291,400,000","1,264,700,000","1,107,900,000","971,500,000","886,000,000","636,000,000","598,500,000","557,000,000","567,400,000","623,000,000","321,200,000","286,300,000","504,300,000","472,100,000"
OperatingExpense,"1,695,253,000","1,543,939,000","1,657,152,000","1,453,935,000","1,359,360,000","1,544,746,000","1,633,992,000","1,554,973,000","1,519,316,000","1,467,773,000","1,277,080,000","1,290,379,000","1,364,082,000","1,226,861,000","1,036,646,000","872,113,000","800,204,000","721,065,000","686,485,000","679,963,000","782,314,000","752,700,000","714,800,000","645,000,000","566,800,000","504,500,000","470,000,000","447,800,000","389,900,000","407,900,000","380,300,000","95,800,000","84,800,000","325,600,000","295,300,000"
	SellingGeneralAndAdministration,"1,695,253,000","1,543,939,000","1,657,152,000","1,453,935,000","1,359,360,000","1,544,746,000","1,633,992,000","1,554,973,000","1,519,316,000","1,467,773,000","1,277,080,000","1,290,379,000","1,364,082,000","1,226,861,000","1,036,646,000","872,113,000","800,204,000","721,065,000","686,485,000","679,963,000","575,906,000","550,700,000","532,100,000","475,200,000","425,400,000","384,600,000","356,900,000","333,600,000","282,900,000","303,900,000","282,800,000",,,"259,100,000","237,200,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"206,408,000","202,000,000","182,700,000","169,800,000","141,400,000","119,900,000","113,100,000","114,200,000","107,000,000","104,000,000","97,500,000","95,800,000","84,800,000","66,500,000","58,100,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,"206,408,000","202,000,000","182,700,000","169,800,000","141,400,000","119,900,000","113,100,000","114,200,000","107,000,000","104,000,000","97,500,000","95,800,000","84,800,000","66,500,000","58,100,000"
OperatingIncome,"1,852,354,000","2,072,901,000","1,882,399,000","1,386,415,000","1,178,009,000","1,511,753,000","1,393,752,000","1,374,056,000","1,668,289,000","1,490,640,000","869,019,000","837,288,000","1,442,451,000","1,218,249,000","981,624,000","834,871,000","564,650,000","379,770,000","346,067,000","571,485,000","622,862,000","538,700,000","549,900,000","462,900,000","404,700,000","381,500,000","166,000,000","150,700,000","167,100,000","159,500,000","242,700,000","225,400,000","201,500,000","178,700,000","176,800,000"
NetNonOperatingInterestIncomeExpense,"-283,684,000","-190,138,000","-213,873,000","-162,436,000","-136,517,000","-118,406,000","-82,566,000","-91,552,000","-92,790,000","-99,704,000","-103,599,000","-112,071,000",,,,,,,,,,,,,,,,,,,,,,,
