name,ttm,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989,03/31/1988
MarketCap,"8,837,905,779","6,533,461,004","12,876,055,335","12,884,404,296","5,467,895,407","4,038,548,376","2,958,814,631","1,039,421,181","719,874,238","865,278,346","547,864,765","386,309,220","179,764,526","430,576,578","443,119,116","341,438,373","233,599,110","175,158,866","82,086,880","232,555,356","327,138,745","411,670,841","108,137,500","129,402,930","82,038,500","90,298,000","50,213,500","48,547,500","58,828,875","89,202,375","56,622,500","62,330,250","52,118,000","48,835,500"
EnterpriseValue,"8,394,789,779","6,105,922,004","12,417,899,335","12,583,151,296","5,243,706,407","3,842,354,376","2,845,390,631","959,845,181","634,132,238","795,704,346","487,552,765","328,044,220","122,585,526","392,277,578","425,878,116","310,603,373","192,094,110","147,833,866","27,637,880","154,157,356","230,607,745","305,522,841","89,956,259","103,005,138","72,677,140","80,921,180","49,613,500","48,047,500","58,128,875","84,502,375","32,022,500","51,930,250","41,718,000","35,535,500"
PeRatio,"44.325","27.235","59.374","146.226","117.009","32.581","162.682","137.053","54.912",,,,,,,,,,,,,,,,"117.5","185.714",,,,,,,,
ForwardPeRatio,,,,,,"81.967","88.496","84.034","39.526","107.527",,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,"0.853","0.809","0.375","4.781",,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"10.699","7.936","17.893","24.343","13.511","13.981","14.229","6.032","5.236","7.168","5.339","4.416","2.335","7.238","7.226","7.577","6.048","6.805","3.522","10.384","13.124","15.711","4.877","5.441","5.112","5.85","5.132","6.996","17.445","32.76","23.499","21.493","17.385","10.714"
PbRatio,"8.295","6.241","15.134","20.416","13.101","11.688","15.118","6.478","5.297","7.399","5.231","3.61","1.55","4.6","7.763","4.914","4.158","3.224","1.322","2.594","2.913","3.646","3.995","3.919","5.388","6.562","3.775","4.58","4.706","5.473","2.145","5.516","4.612","3.617"
EnterprisesValueRevenueRatio,"9.983","7.261","16.139","21.193","11.776","11.66","12.355","5.227","4.01","6.296","4.82","3.827","1.674","6.655","8.408","7.113","5.027","5.744","1.186","5.74","9.263","13.569","4.072","4.589","4.415","6.301","5.393","7.171","17.097","31.297","16.011","17.31","14.386","8.461"
EnterprisesValueEBITDARatio,"33.684","24.5","51.972","74.836","54.429","56.19","90.514","88.294","32.915","135.878","-67.369","-16.258","-5.003","-12.92","-17.897","-11.275","-95.427","-16.678","-1.554","-6.746","-15.803","-30.939","-13.8","-871.625","115.402","258.529","-99.227","-24.024","-13.84","-14.825","-3.953","-16.228","-13.906","-32.305"
