name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
TotalAssets,"29,363,000,000","28,118,811,478.162","28,899,236,252.546","28,946,636,805.931","31,399,625,704.121","34,954,887,810.07","38,083,840,792.919","37,295,225,631.558","38,905,353,282.144","41,770,492,069.156","44,503,668,602.874","45,334,544,925.851","49,662,000,000","29,972,000,000","26,796,000,000","17,377,655,000","16,034,330,000","15,922,221,000","16,252,312,000","15,767,531,000","11,926,965,000","10,459,600,000","10,241,593,401.141","10,601,115,274.69"
	CurrentAssets,"4,579,000,000","3,422,322,538.889","3,633,655,804.481","4,441,945,323.963","4,265,548,565.817","4,816,537,425.605","5,300,250,013.241","4,932,579,280.69","4,970,299,447.649","4,424,973,239.482","4,338,887,190.462","4,957,473,102.646","5,608,000,000","5,161,000,000","4,172,000,000","1,951,282,000","1,828,512,000","1,951,176,000","2,322,477,000","2,005,868,000","1,717,367,000","1,643,600,000","1,538,002,232.697","1,622,240,330.264"
		CashCashEquivalentsAndShortTermInvestments,"788,000,000","308,751,905.53","699,643,584.521","557,716,812.109","884,783,575.452","854,525,066.25","1,164,937,350.842","972,011,248.471","1,158,429,282.518","677,446,560.057","1,077,957,811.067","988,950,276.243","794,000,000","1,580,000,000","602,000,000","342,262,000","291,717,000","360,878,000","428,970,000","308,239,000","328,117,000","406,800,000","380,716,695.609","435,804,636.393"
			CashAndCashEquivalents,"788,000,000","308,751,905.53","699,643,584.521","557,716,812.109","884,783,575.452","854,525,066.25","1,164,937,350.842","972,011,248.471","439,798,021.879","296,717,376.496","863,268,113.727","758,069,206.165","548,000,000","1,226,000,000","333,000,000","145,009,000","148,152,000","169,436,000","280,917,000","308,239,000","328,117,000","406,800,000","380,716,695.609","435,804,636.393"
				CashFinancial,"547,000,000","258,022,563.109","473,116,089.613","436,520,194.61","659,823,877.112","650,074,395.065","384,346,423.014","590,544,740.717",,"296,717,376.496","863,268,113.727","758,069,206.165",,,,,,,,,,,,
				CashEquivalents,"241,000,000","50,729,342.422","226,527,494.908","121,196,617.499","224,959,698.34","204,450,671.185","780,590,927.828","381,466,507.755",,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,"718,631,260.639","380,729,183.561","214,689,697.34","230,881,070.079","246,000,000","354,000,000","269,000,000","197,253,000","143,565,000","191,442,000","148,053,000",,,,,
		Receivables,"1,845,000,000","1,800,662,687.017","1,751,120,162.933","1,695,497,721.832","1,887,171,564.631","2,130,644,793.432","2,531,681,521.358","2,332,032,436.727","2,259,899,585.557","2,296,295,695.611","1,736,701,314.583","2,051,541,145.682","2,797,000,000","2,197,000,000","2,371,000,000","882,440,000","874,766,000","804,304,000","1,052,885,000","881,549,000","769,564,000","715,200,000","649,796,452.493","629,029,660.21"
			AccountsReceivable,"1,521,000,000","1,488,196,396.334","1,551,832,993.89","1,445,526,681.597","1,608,244,700.563","1,829,602,719.493","1,993,581,176.774","1,846,026,812.492","1,882,232,102.454","2,296,295,695.611","1,736,701,314.583","2,051,541,145.682","2,224,000,000","1,915,000,000","2,371,000,000","427,910,000","470,081,000","400,549,000","612,940,000",,,,"455,882,907.467","432,291,648.142"
				GrossAccountsReceivable,"1,637,000,000","1,607,056,721.205","1,661,048,879.837","1,548,768,244.652","1,723,996,164.394","1,955,585,603.197","2,132,059,496.55","1,983,594,681.125","2,038,168,980.7",,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-116,000,000","-118,860,324.871","-109,215,885.947","-103,241,563.055","-115,751,463.83","-125,982,883.705","-138,478,319.776","-137,567,868.633","-155,936,878.246",,,,,,,,,,,,,,,
			LoansReceivable,"14,000,000","12,364,323.178","11,863,543.788","9,074,059.773","10,249,129.114","10,521,199.878","11,821,319.981","13,320,558.061",,,,,"170,000,000","81,000,000",,,,,,,,,,
			NotesReceivable,,"45,539,379.606","57,281,059.063","73,509,537.416","77,129,039.431","89,124,744.776","149,839,068.848","211,960,458.975",,,,,,,,,,,,,,,,
			AccruedInterestReceivable,"50,000,000","45,539,379.606","57,281,059.063","73,509,537.416","77,129,039.431","89,124,744.776","149,839,068.848","211,960,458.975",,,,,,,,,,,,,,,,
			TaxesReceivable,"147,000,000","116,570,635.394","32,484,725.051","46,576,955.749","56,514,971.835","55,932,056.128","170,487,997.906","79,923,348.368",,,,,,,,,,,,,,,,
			OtherReceivables,"113,000,000","137,991,952.505","97,657,841.141","120,810,487.296","135,033,723.688","145,464,073.157","205,951,957.849","180,801,258.832","377,667,483.103",,"713,536,000",,"403,000,000","201,000,000",,"454,530,000","404,685,000","403,755,000","439,945,000",,,,"193,913,545.026","196,738,012.067"
		Inventory,"989,000,000","1,081,140,489.24","959,877,800.407","862,132,210.982","1,025,839,386.303","1,226,839,784.526","1,303,799,479.708","1,284,148,535.907","1,268,037,608.728","1,260,501,475.883","1,313,894,833.384","1,625,327,129.98","1,798,000,000","1,193,000,000","1,038,000,000","632,450,000","595,270,000","706,200,000","681,801,000","717,392,000","558,606,000","441,200,000","427,881,915.158","445,129,120.356"
			RawMaterials,"457,000,000","497,473,200.457","419,195,519.348","386,130,203.104","465,495,756.745","528,571,506.147","599,049,228.122","584,468,696.689","613,907,184.876","617,275,941.484","692,830,938.551","805,830,183.193","750,000,000","539,000,000","242,000,000","59,791,000","49,212,000","60,060,000","67,868,000",,,,,
			WorkInProcess,"195,000,000","194,267,431.66","194,195,519.348","160,050,969.187","182,978,802.253","222,506,407.75","216,852,136.013","219,594,463.01","186,535,270.753","219,760,615.005","245,108,529.502","270,282,058.738","327,000,000","197,000,000","161,000,000","143,932,000","161,103,000","149,981,000","79,640,000",,,,,
			FinishedGoods,"320,000,000","344,827,235.297","302,087,576.375","280,185,728.628","372,848,261.933","447,184,934.185","472,315,466.508","462,246,734.126","499,486,435.431","465,065,360.537","412,794,252.522","588,470,485.606","668,000,000","400,000,000","314,000,000","150,430,000","123,069,000","139,777,000","194,660,000",,,,,
			OtherInventories,"17,000,000","44,572,621.827","44,399,185.336","56,761,139.856","30,399,959.235","56,950,236.761","52,888,892.642","63,876,360.294",,,,,"104,000,000","105,000,000","321,000,000","278,297,000","261,886,000","356,382,000","339,633,000",,,,,
			InventoriesAdjustmentsAllowances,,,,"-20,995,829.794","-25,883,393.863","-28,373,300.317","-37,306,243.576","-46,037,718.212","-31,891,282.331","-41,600,441.143","-36,838,887.19","-39,255,597.557","-51,000,000","-48,000,000",,,,,,,,,,
		PrepaidAssets,,,,,"155,589,886.599","189,449,476.519","176,245,134.26","173,556,744.798",,,,,"179,000,000","147,000,000","99,000,000",,,,,,,,,
		AssetsHeldForSaleCurrent,"839,000,000","106,852,175.612","70,162,932.79","1,215,972,275.851","312,164,152.831","415,078,304.879","123,586,527.073","170,830,314.786",,,"0",,,,,,,,,,,,,
		HedgingAssetsCurrent,"1,000,000","407,055.907","53,767,820.774",,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"117,000,000","124,508,225.582","99,083,503.055","110,626,303.189",,,,,"283,932,970.845","190,729,507.931","210,333,231.428","291,654,550.741","40,000,000","44,000,000","62,000,000","94,130,000","66,759,000","79,794,000","158,821,000","98,688,000","61,080,000","80,400,000","79,607,169.437","112,276,913.306"
	TotalNonCurrentAssets,"24,784,000,000","24,696,488,939.273","25,265,580,448.065","24,504,691,481.968","27,134,077,138.304","30,138,350,384.465","32,783,590,779.677","32,362,646,350.868","33,935,053,834.496","37,345,518,829.673","40,164,781,412.412","40,377,071,823.204","44,054,000,000","24,811,000,000","22,624,000,000","15,426,373,000","14,205,818,000","13,971,045,000","13,929,835,000","13,761,663,000","10,209,598,000","8,816,000,000","8,703,591,168.445","8,978,874,944.427"
		NetPPE,"11,850,000,000","11,419,953,473.51","11,820,773,930.754","10,961,802,069.658","12,399,303,754.076","13,774,490,638.168","15,791,210,925.356","16,537,823,374.074","16,786,665,996.279","18,769,502,740.926","19,784,698,868.847","20,489,822,622.855","24,010,000,000","17,196,000,000","15,561,000,000","9,611,669,000","9,276,148,000","8,956,236,000","8,952,576,000","9,038,796,000","6,958,257,000","6,141,900,000","6,011,766,683.205","6,123,168,370.911"
			GrossPPE,"21,973,000,000","20,915,651,910.212","20,952,902,240.326","18,927,571,627.153","20,669,424,473.762","21,795,378,274.469","23,770,678,674.262","23,876,516,089.832","23,244,507,013.927","31,834,068,571.799","32,183,047,997.554","32,008,359,988.369","38,155,000,000","29,045,000,000","25,943,000,000","19,220,089,000","18,149,900,000","16,965,301,000","16,153,355,000","15,650,145,000","13,348,269,000","12,134,400,000","11,687,059,414.537","11,639,885,042.871"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,
				LandAndImprovements,"4,972,000,000","4,818,117,244.313","4,862,270,875.764","4,653,351,610.163","4,966,079,435.962","5,329,225,313.871","5,788,992,508.814","5,857,773,830.946","5,827,772,709.969","6,174,867,819.261","6,387,037,603.179","6,508,723,466.124","7,781,000,000","4,406,000,000","8,349,000,000","4,953,742,000","4,638,087,000","4,398,069,000","3,971,276,000",,,,,
				BuildingsAndImprovements,"2,845,000,000","2,711,602,925.104","2,745,773,930.754","2,419,636,651.479","2,733,390,620.368","2,950,891,111.69","3,187,995,065.75","3,140,535,782.446","3,147,755,758.747","5,140,533,264.134","4,989,682,054.418","4,872,710,090.142","5,953,000,000","5,149,000,000",,,,,,,,,,
				MachineryFurnitureEquipment,"12,936,000,000","12,351,093,860.986","12,354,175,152.749","11,025,851,417.098","12,170,117,013.786","12,600,256,853.034","13,809,834,877.653","13,766,134,623.324","13,193,437,865.87","19,485,143,858.056","19,397,508,407.215","19,318,479,209.072","22,472,000,000","18,601,000,000","17,096,000,000","13,945,463,000","13,305,426,000","12,155,112,000","11,680,578,000",,,,,
				OtherProperties,"11,000,000",,,,,,,,,,,,"1,000,000","6,000,000",,"1,000","1,000",,,,,,,
				ConstructionInProgress,"1,209,000,000","1,034,837,879.809","990,682,281.059","828,731,948.413","799,837,403.647","915,004,995.873","983,856,222.044","1,112,071,853.116","1,075,540,679.342","1,033,523,630.348","1,408,819,932.742","1,308,447,223.03","1,948,000,000","883,000,000","498,000,000","320,883,000","206,386,000","412,120,000","501,501,000",,,,,
