name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,646,000",,,,,,,,,,,"5,744,000",,,"-299,413,000",,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-900,000","4,074,000","13,949,000","15,246,000","2,111,000","-2,037,000","-83,000",,,,,,,,,,,,,,,,,,,,
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,000",,"-6,000","-50,000","-17,000","-47,000","-89,000","-740,000","-28,000","-43,000","5,640,000","-508,000","-408,000","-774,000","-180,000","-193,000","-496,000","-299,000","350,000","-35,000","112,000","499,000","585,000","-408,000",,,,,,,,,,,,,,,,,
	PreferredStockDividends,"40,000,000","20,000,000","0","20,000,000",,"20,000,000","0","24,000,000",,"12,000,000","0","12,000,000",,"13,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"806,000,000","161,000,000","172,000,000","254,000,000","219,000,000","270,000,000","270,000,000","261,000,000","250,000,000","235,000,000","129,000,000","135,000,000","193,000,000","132,000,000","127,000,000","139,000,000","133,000,000","153,000,000","89,000,000","-153,000,000","292,000,000","40,000,000","41,000,000","86,000,000","69,000,000","97,000,000","57,863,000","47,428,000","-54,403,000","35,124,000","-186,059,000","-28,625,000","39,510,000","62,591,000","-6,346,000","70,696,000","47,118,000","45,233,000","-24,115,000","8,404,000","35,076,000","-47,837,000","-90,154,000","-831,686,000","-143,237,000","-232,685,000","-275,563,000","-50,475,000","-94,559,000","-91,193,000","-1,711,845,000","-58,448,000","159,129,000","169,410,000","176,655,000","153,249,000","156,484,000","142,471,000","127,714,000","107,491,000","101,567,000","91,994,000","89,829,000","79,274,000","122,905,000","88,475,000","107,455,000","61,403,000","12,687,000","21,482,000","36,108,000","20,678,000","32,790,000","-275,981,000","21,603,000","-243,737,000","-10,195,000","-9,203,000","1,353,000","41,442,000","5,690,000","-23,189,000","-5,200,000","-22,300,000","-24,200,000","5,800,000","-13,200,000","-18,300,000","6,600,000","6,100,000","4,900,000","5,500,000","3,100,000","3,100,000","2,300,000","400,000","-2,400,000","200,000","900,000"
BasicEPS,,"0.73","0.76","1.08","0.9","1.1","1.07","1.01","0.95","0.88","0.48","0.49","0.7","0.48","0.46","0.51","0.48","0.54","0.31","-0.53","1.01","0.14","0.14","0.3","0.24","0.34","0.2","0.17","-0.19","0.12","-0.65","-0.1","0.14","0.22",,"0.25","0.18","0.2",,"0.04","0.17","-0.2",,"-6.6","-2.2","-4.1",,"-0.9","-1.9","-2",,"-1.4","3.8","4",,"3.6","3.7","3.4",,"2.9","2.8","2.5",,"2.1","3.4","2.4",,"1.7","0.4","0.6",,"0.6","0.9","-8",,"-7.2","-0.3","-0.3","0.043",,"0.2","-0.8","-0.2",,"-1","0.3","-0.6",,"0.5","0.4","0.4",,"0.3","0.3","0.2",,"-0.2","0.1","0.1"
DilutedEPS,,"0.72","0.76","1.08","0.9","1.09","1.06","1","0.95","0.88","0.48","0.49","0.7","0.48","0.46","0.51","0.48","0.53","0.3","-0.53","0.99","0.14","0.14","0.29","0.24","0.33","0.2","0.16","-0.19","0.12","-0.65","-0.1","0.14","0.22",,"0.24","0.16","0.16",,"0.03","0.12","-0.2",,"-6.6","-2.2","-4.1",,"-0.9","-1.9","-2",,"-1.4","3.7","3.9",,"3.5","3.6","3.3",,"2.8","2.7","2.4",,"2.1","3.1","2.3",,"1.7","0.3","0.6",,"0.6","0.9","-8",,"-7.2","-0.3","-0.3","0.042",,"0.2","-0.8","-0.2",,"-1","0.3","-0.6",,"0.4","0.4","0.3",,"0.3","0.3","0.2",,"-0.2","0.1","0.1"
BasicAverageShares,,"222,295,000","224,712,000","235,829,000","243,007,000","246,252,000","252,610,000","259,498,000","263,809,000","266,558,000","269,111,000","273,441,000","275,410,000","274,876,000","274,585,000","274,362,000","277,013,000","285,274,000","292,713,000","290,480,000","290,086,000","289,741,000","289,209,000","288,843,000","288,705,000","288,051,000","287,316,000","287,111,000","286,903,000","286,626,000","286,016,000","285,850,000","285,645,000","285,478,000",,"283,807,000","269,119,000","230,301,000",,"220,415,000","211,642,000","192,195,100",,"126,849,400","66,206,800","56,783,300",,"53,652,100","49,271,200","46,085,700",,"42,096,400","42,330,800","42,378,600",,"42,373,600","42,192,900","41,467,900",,"36,734,200","36,518,000","36,613,000",,"36,910,300","36,507,200","36,504,500",,"35,943,200","35,623,700","35,456,300",,"35,964,000","35,676,000","34,695,000",,"33,646,900","32,155,000","31,724,200","31,141,300",,"29,401,500","28,500,400","24,716,300",,"24,200,000","19,333,333","22,000,000",,"13,200,000","15,250,000","12,250,000",,"10,333,333","10,333,333","11,500,000",,"12,000,000","2,000,000","9,000,000"
DilutedAverageShares,,"222,742,000","225,211,000","236,313,000","243,465,000","246,934,000","253,463,000","260,661,000","264,929,000","267,699,000","270,347,000","274,594,000","276,272,000","276,277,000","275,840,000","275,472,000","277,978,000","286,680,000","294,947,000","290,480,000","294,936,000","294,722,000","294,364,000","294,119,000","293,826,000","293,819,000","293,149,000","292,630,000","286,903,000","291,696,000","286,016,000","285,850,000","290,044,000","290,017,000",,"289,706,000","289,643,000","289,677,000",,"289,271,000","289,150,000","192,195,100",,"126,849,400","66,206,800","56,783,300",,"53,652,100","49,271,200","46,085,700",,"42,096,400","43,577,500","43,753,500",,"43,888,300","43,946,000","43,230,200",,"38,203,100","37,634,500","37,873,400",,"38,055,700","41,671,300","42,515,500",,"37,117,300","36,369,700","35,844,100",,"36,338,000","36,249,800","35,695,800",,"33,646,900","32,155,000","31,724,200","32,143,000",,"30,934,600","28,500,400","24,716,300",,"24,200,000","19,333,333","22,000,000",,"16,500,000","15,250,000","16,333,333",,"10,333,333","10,333,333","11,500,000",,"12,000,000","2,000,000","9,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"846,000,000","181,000,000","172,000,000","274,000,000","219,000,000","290,000,000","270,000,000","285,000,000","250,000,000","247,000,000","129,000,000","147,000,000","193,000,000","145,000,000","127,000,000","139,000,000","133,000,000","153,000,000","89,000,000","-153,000,000","292,000,000","40,000,000","41,000,000","86,000,000","69,000,000","97,000,000","57,863,000","47,428,000","-54,403,000","35,124,000","-186,059,000","-28,625,000","39,510,000","62,591,000","-6,346,000","70,696,000","47,118,000","45,233,000","-24,115,000","8,404,000","35,076,000","-47,837,000","-90,154,000","-831,686,000","-143,237,000","-232,685,000","-275,563,000","-50,475,000","-94,559,000","-91,193,000","-1,711,845,000","-58,448,000","159,129,000","169,410,000","176,655,000","153,249,000","156,484,000","142,471,000","129,360,000","105,845,000","101,567,000","91,994,000","89,829,000","79,274,000","122,905,000","88,475,000","107,455,000","61,403,000","12,687,000","21,482,000","33,538,000","20,678,000","33,690,000","19,358,000","7,654,000","-258,983,000","-12,306,000","-7,166,000","1,436,000","41,442,000","5,690,000","-23,189,000","-5,200,000","-22,300,000","-24,200,000","5,800,000","-13,200,000","-18,300,000","6,600,000","6,100,000","4,900,000","5,500,000","3,100,000","3,100,000","2,300,000","400,000","-2,400,000","200,000","900,000"
NormalizedIncome,"873,890,109.89","192,360,000","186,333,333.333","275,442,105.263","219,000,000","290,000,000","270,739,726.027","291,080,000","251,460,000","247,000,000","130,800,000","187,920,000","195,440,000","147,560,000","131,336,585.366","154,500,000","133,620,000","154,580,000","94,400,000","-127,580,000","293,200,000","88,510,000","80,650,000","87,380,000","69,620,000","107,050,000","60,871,200","51,594,500","44,601,750","39,756,228","99,458,017.405","-26,772,019.53","43,985,711.596","65,538,735.067","-3,476,250","73,071,100","50,322,500","51,482,100","-5,383,096.542","15,069,750","41,992,668.516","-39,111,857.422","-65,441,436.956","-815,992,053.129","-120,130,369.302","-232,760,745.576","-387,167,288.96","-215,056,557.781","-109,486,742.894","-66,839,385.264","-1,511,083,039.854","-54,167,033.581","154,599,288.014","145,907,056.77","250,245,177.27","131,984,884.476","141,821,386.612","142,820,813.807","117,585,098.521","93,838,505.39","88,059,796.272","58,972,493.743","110,986,605.869","42,849,093.761","47,672,538.818","43,059,359.6","24,808,440.874","-29,069,448.545","-8,068,100.528","-18,728,800","11,238,400","-12,746,800","1,219,200","-8,813,800","11,089,600","-47,624,471.241","-3,394,200","-5,647,400","3,018,200","41,442,000","6,369,800","-5,425,353.668","-46,222,222.222","-22,300,000","-24,200,000","5,800,000","-13,200,000","-18,300,000","6,600,000","6,100,000","6,658,974.359","5,500,000","5,680,000","3,100,000","2,300,000","400,000","-2,400,000","200,000","900,000"
InterestIncome,"1,999,000,000","443,000,000","475,000,000","521,000,000","560,000,000","555,000,000","538,000,000","514,000,000","489,000,000","468,000,000","439,000,000","413,000,000","378,000,000","341,000,000","310,000,000","309,000,000","306,000,000","308,000,000","292,000,000","297,000,000","310,000,000","316,000,000","330,000,000","319,000,000","322,000,000","322,000,000","317,107,000","300,915,000","301,830,000","300,060,000","320,285,000","333,998,000","354,520,000","362,275,000","366,519,000","383,701,000","394,653,000","387,466,000","381,901,000","376,066,000","381,780,000","406,966,000","420,365,000","440,038,000","485,518,000","486,637,000","541,795,000","605,458,000","627,880,000","713,163,000","884,339,000","952,854,000","906,773,000","831,500,000","790,925,000","733,371,000","662,561,000","596,255,000","504,979,000","427,551,000","390,232,000","338,575,000","325,126,000","294,710,000","275,629,000","257,022,000","243,174,000","214,618,000","218,336,000","223,316,000","220,562,000","232,819,000","245,968,000","259,299,000","263,404,000","291,703,000","298,515,000","323,208,000","344,951,000","320,513,000","257,193,000","242,675,000","76,900,000","-12,300,000","58,500,000","44,500,000","31,000,000","29,700,000","24,100,000","21,200,000","20,700,000","16,500,000","10,100,000","7,500,000","6,200,000",,,,
InterestExpense,"239,000,000","43,000,000","60,000,000","66,000,000","70,000,000","63,000,000","56,000,000","48,000,000","36,000,000","23,000,000","20,000,000","22,000,000","22,000,000","22,000,000","22,000,000","22,000,000","20,000,000","21,000,000","7,000,000","34,000,000","43,000,000","45,000,000","47,000,000","50,000,000","52,000,000","56,000,000","59,982,000","60,068,000","59,289,000","58,731,000","-75,784,000","118,583,000","75,415,000","122,534,000","77,261,000","78,123,000","79,232,000","77,764,000","76,977,000","77,131,000","79,753,000","86,569,000","99,393,000","118,660,000","145,928,000","207,975,000","354,005,000","368,069,000","373,559,000","473,207,000","555,495,000","571,169,000","529,474,000","477,000,000","450,988,000","414,257,000","351,885,000","310,013,000","280,613,000","220,884,000","191,265,000","160,358,000","152,613,000","140,725,000","132,578,000","132,064,000","133,848,000","131,318,000","139,330,000","135,279,000","144,367,000","146,663,000","152,744,000","165,140,000","178,380,000","204,493,000","206,176,000","230,329,000","244,830,000","224,635,000","164,841,000","146,609,000","33,600,000",,"24,000,000","16,000,000","9,400,000","12,500,000","10,000,000","8,600,000","8,700,000","6,800,000","3,300,000","2,500,000","2,300,000",,,,
NetInterestIncome,"1,760,000,000","400,000,000","415,000,000","455,000,000","490,000,000","492,000,000","482,000,000","466,000,000","453,000,000","445,000,000","419,000,000","391,000,000","356,000,000","319,000,000","288,000,000","287,000,000","286,000,000","287,000,000","285,000,000","263,000,000","267,000,000","271,000,000","283,000,000","269,000,000","270,000,000","266,000,000","257,125,000","240,847,000","242,541,000","241,329,000","396,069,000","215,415,000","279,105,000","239,741,000","289,258,000","305,578,000","315,421,000","309,702,000","304,924,000","298,935,000","302,027,000","320,397,000","320,972,000","321,378,000","339,590,000","278,662,000","187,790,000","237,389,000","254,321,000","239,956,000","328,844,000","381,685,000","377,299,000","354,500,000","339,937,000","319,114,000","310,676,000","286,242,000","224,366,000","206,667,000","198,967,000","178,217,000","172,513,000","153,985,000","143,051,000","124,958,000","109,326,000","83,300,000","79,006,000","88,037,000","76,195,000","86,156,000","93,224,000","94,159,000","85,024,000","87,210,000","92,339,000","92,879,000","100,121,000","95,878,000","92,352,000","96,066,000","43,300,000","37,700,000","34,500,000","28,500,000","21,600,000","17,200,000","14,100,000","12,600,000","12,000,000","9,700,000","6,800,000","5,000,000","3,900,000",,,,
ReconciledDepreciation,"228,000,000","57,000,000","57,000,000","56,000,000","58,000,000","54,000,000","52,000,000","63,000,000","64,000,000","65,000,000","70,000,000","68,000,000","63,000,000","61,000,000","65,000,000","62,000,000","59,000,000","53,000,000","54,000,000","85,000,000","97,000,000","89,000,000","86,000,000","86,000,000","80,000,000","79,000,000","83,689,000","96,717,000","101,095,000","113,472,000","108,953,000","107,788,000","100,082,000","92,738,000","90,083,000","85,738,000","82,593,000","82,277,000","86,779,000","86,226,000","79,880,000","86,200,000","82,418,000","85,240,000","95,484,000","82,827,000","71,917,000","70,038,000","73,224,000","77,649,000","68,338,000","73,846,000","70,289,000","70,018,000","71,670,000","70,813,000","71,753,000","72,605,000","97,279,000","77,290,000","95,427,000","92,969,000","102,583,000","97,952,000","101,029,000","101,387,000","116,300,000",,,,,,,,,,,,,,,,"19,300,000","12,200,000","8,200,000","6,800,000","5,200,000","6,200,000","2,700,000","2,000,000","1,600,000","1,400,000","900,000","800,000","500,000",,,,
