name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
TotalRevenue,"2,838,000,000","707,000,000","679,000,000","767,000,000","685,000,000","755,000,000","735,000,000","720,000,000","710,000,000","708,000,000","637,000,000","599,000,000","577,000,000","553,000,000","509,000,000","486,000,000","474,000,000","472,000,000","454,000,000","73,000,000","445,000,000","456,000,000","461,000,000","440,000,000","438,000,000","475,000,000","447,099,000","416,802,000","439,931,000","419,865,000","603,512,000","444,573,000","457,677,000","447,817,000","477,775,000","510,471,000","520,503,000","542,757,000","527,508,000","496,723,000","546,159,000","545,155,000","544,852,000","594,556,000","650,577,000","497,343,000","388,981,000","312,099,000","443,912,000","489,095,000","-1,494,199,000","470,662,000","673,996,000","657,949,000","616,885,000","587,801,000","603,181,000","586,608,000","463,270,000","450,550,000","427,229,000","441,126,000","433,963,000","383,478,000","409,698,000","441,154,000","491,442,000","438,983,000","394,918,000","318,222,000","366,151,000","305,389,000","316,597,000","327,420,000","384,932,000","232,821,000","277,067,000","320,036,000","331,733,000","504,443,000","344,091,000","419,601,000","299,000,000","257,700,000","156,000,000","158,800,000","88,100,000","78,500,000","62,300,000","53,300,000","51,100,000","48,500,000","37,100,000","32,200,000","25,100,000",,,,
	OperatingRevenue,"2,838,000,000","707,000,000","679,000,000","767,000,000","685,000,000","755,000,000","735,000,000","720,000,000","710,000,000","708,000,000","637,000,000","599,000,000","577,000,000","553,000,000","509,000,000","486,000,000","474,000,000","472,000,000","454,000,000","73,000,000","445,000,000","456,000,000","461,000,000","440,000,000","438,000,000","475,000,000","447,099,000","416,802,000","439,931,000","419,865,000","603,512,000","444,573,000","457,677,000","447,817,000","477,775,000","510,471,000","520,503,000","542,757,000","527,508,000","496,723,000","546,159,000","545,155,000","544,852,000","594,556,000","650,577,000","497,343,000","388,981,000","312,099,000","443,912,000","489,095,000","-1,494,199,000","470,662,000","673,996,000","657,949,000","616,885,000","587,801,000","603,181,000","586,608,000","463,270,000","450,550,000","427,229,000","441,126,000","433,963,000","383,478,000","409,698,000","441,154,000","491,442,000","438,983,000","394,918,000","318,222,000","366,151,000","305,389,000","316,597,000","327,420,000","384,932,000","232,821,000","277,067,000","320,036,000","331,733,000","504,443,000","344,091,000","419,601,000","299,000,000","257,700,000","156,000,000","158,800,000","88,100,000","78,500,000","62,300,000","53,300,000","51,100,000","48,500,000","37,100,000","32,200,000","25,100,000",,,,
PretaxIncome,"1,183,000,000","256,000,000","252,000,000","380,000,000","295,000,000","392,000,000","365,000,000","374,000,000","345,000,000","334,000,000","299,000,000","223,000,000","317,000,000","225,000,000","205,000,000","225,000,000","214,000,000","194,000,000","157,000,000","-246,000,000","117,000,000","63,000,000","71,000,000","125,000,000","112,000,000","144,000,000","105,423,000","79,930,000","-47,781,000","57,367,000","-221,195,000","-36,303,000","60,540,000","65,994,000","818,000","22,940,000","82,608,000","78,964,000","-25,015,000","35,544,000","52,259,000","-65,929,000","-128,530,000","-1,151,349,000","-211,496,000","-344,056,000","-445,342,000","-501,591,000","-182,411,000","-146,842,000","-2,584,506,000","-96,513,000","240,957,000","262,358,000","248,689,000","216,657,000","241,772,000","221,679,000","188,000,000","165,874,000","162,280,000","144,083,000","122,619,000","118,301,000","132,800,000","137,578,000","173,732,000","86,270,000","18,005,000","37,408,000","60,289,000","38,221,000","59,766,000","34,109,000","13,088,000","-278,454,000","-24,961,000","-20,408,000","3,341,000","128,652,000","13,578,000","-32,112,000","-7,200,000","-38,200,000","-39,200,000","9,200,000","-22,800,000","-29,100,000","10,200,000","9,400,000","7,800,000","9,200,000","5,200,000","5,100,000","3,900,000",,,,
TaxProvision,"337,000,000","75,000,000","80,000,000","106,000,000","76,000,000","102,000,000","95,000,000","89,000,000","95,000,000","87,000,000","170,000,000","76,000,000","124,000,000","80,000,000","78,000,000","86,000,000","81,000,000","41,000,000","68,000,000","-93,000,000","-175,000,000","23,000,000","30,000,000","39,000,000","43,000,000","47,000,000","47,560,000","32,502,000","6,622,000","22,243,000","-35,136,000","-7,678,000","21,030,000","3,403,000","7,164,000","-47,756,000","35,490,000","33,731,000","-900,000","27,140,000","17,183,000","-18,092,000","-38,376,000","-319,663,000","-68,259,000","-111,371,000","-169,117,000","-180,802,000","-62,968,000","-55,649,000","-872,661,000","-38,065,000","81,828,000","92,948,000","71,779,000","66,429,000","85,080,000","78,695,000","60,351,000","57,263,000","54,019,000","52,089,000","32,716,000","38,464,000","41,195,000","49,103,000","66,277,000","24,867,000","5,318,000","15,926,000","26,751,000","17,543,000","26,076,000","14,751,000","5,434,000","-19,471,000","-12,655,000","-13,242,000","1,905,000","87,210,000","7,888,000","-8,923,000","-2,000,000","-15,900,000","-15,000,000","3,400,000","-9,600,000","-10,800,000","3,600,000","3,300,000","2,900,000","3,700,000","2,100,000","2,000,000","1,600,000",,,,
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,335,000","-932,000","733,000","1,794,000","-1,644,000","-3,404,000","-439,000","-3,129,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"806,000,000","161,000,000","172,000,000","254,000,000","219,000,000","270,000,000","270,000,000","261,000,000","250,000,000","235,000,000","129,000,000","135,000,000","193,000,000","132,000,000","127,000,000","139,000,000","133,000,000","153,000,000","89,000,000","-153,000,000","292,000,000","40,000,000","41,000,000","86,000,000","69,000,000","97,000,000","57,863,000","47,428,000","-54,403,000","35,124,000","-186,059,000","-28,625,000","39,510,000","62,591,000","-6,346,000","70,696,000","47,118,000","45,233,000","-24,115,000","8,404,000","35,076,000","-47,837,000","-90,154,000","-831,686,000","-143,237,000","-232,685,000","-275,563,000","-50,475,000","-94,559,000","-91,193,000","-1,711,845,000","-58,448,000","159,129,000","169,410,000","176,655,000","153,249,000","156,484,000","142,471,000","127,714,000","107,491,000","101,567,000","91,994,000","89,829,000","79,274,000","122,905,000","88,475,000","107,455,000","61,403,000","12,687,000","21,482,000","36,108,000","20,678,000","32,790,000","-275,981,000","21,603,000","-243,737,000","-10,195,000","-9,203,000","1,353,000","41,442,000","5,690,000","-23,189,000","-5,200,000","-22,300,000","-24,200,000","5,800,000","-13,200,000","-18,300,000","6,600,000","6,100,000","4,900,000","5,500,000","3,100,000","3,100,000","2,300,000","400,000","-2,400,000","200,000","900,000"
	NetIncome,"846,000,000","181,000,000","172,000,000","274,000,000","219,000,000","290,000,000","270,000,000","285,000,000","250,000,000","247,000,000","129,000,000","147,000,000","193,000,000","145,000,000","127,000,000","139,000,000","133,000,000","153,000,000","89,000,000","-153,000,000","292,000,000","40,000,000","41,000,000","86,000,000","69,000,000","97,000,000","57,863,000","47,428,000","-54,403,000","35,124,000","-186,059,000","-28,625,000","39,510,000","62,591,000","-6,346,000","70,696,000","47,118,000","45,233,000","-24,115,000","8,404,000","35,076,000","-47,837,000","-90,154,000","-831,686,000","-143,237,000","-232,685,000","-275,563,000","-50,475,000","-94,559,000","-91,193,000","-1,711,845,000","-58,448,000","159,129,000","169,410,000","176,655,000","153,249,000","156,484,000","142,471,000","127,714,000","107,491,000","101,567,000","91,994,000","89,829,000","79,274,000","122,905,000","88,475,000","107,455,000","61,403,000","12,687,000","21,482,000","36,108,000","20,678,000","32,790,000","-275,981,000","21,603,000","-243,737,000","-10,195,000","-9,203,000","1,353,000","41,442,000","5,690,000","-23,189,000","-5,200,000","-22,300,000","-24,200,000","5,800,000","-13,200,000","-18,300,000","6,600,000","6,100,000","4,900,000","5,500,000","3,100,000","3,100,000","2,300,000","400,000","-2,400,000","200,000","900,000"
		NetIncomeIncludingNoncontrollingInterests,"846,000,000","181,000,000","172,000,000","274,000,000","219,000,000","290,000,000","270,000,000","285,000,000","250,000,000","247,000,000","129,000,000","147,000,000","193,000,000","145,000,000","127,000,000","139,000,000","133,000,000","153,000,000","89,000,000","-153,000,000","292,000,000","40,000,000","41,000,000","86,000,000","69,000,000","97,000,000","57,863,000","47,428,000","-54,403,000","35,124,000","-186,059,000","-28,625,000","39,510,000","62,591,000","-6,346,000","70,696,000","47,118,000","45,233,000","-24,115,000","8,404,000","35,076,000","-47,837,000","-90,154,000","-831,686,000","-143,237,000","-232,685,000","-275,563,000","-50,475,000","-94,559,000","-91,193,000","-1,711,845,000","-58,448,000","159,129,000","169,410,000","176,655,000","153,249,000","156,484,000","142,471,000","127,723,000","107,491,000","101,573,000","92,044,000","89,846,000","79,321,000","122,994,000","89,215,000","107,483,000","61,446,000","7,047,000","21,990,000","36,516,000","21,452,000","32,970,000","-275,788,000","22,099,000","-243,438,000","-10,545,000","-9,168,000","1,241,000","40,943,000","5,105,000","-22,781,000","-5,200,000","-22,300,000","-24,200,000","5,800,000","-13,200,000","-18,300,000","6,600,000","6,100,000","4,900,000","5,500,000","3,100,000","3,100,000","2,300,000","400,000","-2,400,000","200,000","900,000"
			NetIncomeContinuousOperations,"846,000,000","181,000,000","172,000,000","274,000,000","219,000,000","290,000,000","270,000,000","285,000,000","250,000,000","247,000,000","129,000,000","147,000,000","193,000,000","145,000,000","127,000,000","139,000,000","133,000,000","153,000,000","89,000,000","-153,000,000","292,000,000","40,000,000","41,000,000","86,000,000","69,000,000","97,000,000","57,863,000","47,428,000","-54,403,000","35,124,000","-186,059,000","-28,625,000","39,510,000","62,591,000","-6,346,000","70,696,000","47,118,000","45,233,000","-24,115,000","8,404,000","35,076,000","-47,837,000","-90,154,000","-831,686,000","-143,237,000","-232,685,000","-276,225,000","-320,789,000","-119,443,000","-91,193,000","-1,711,845,000","-58,448,000","159,129,000","169,410,000","176,910,000","150,228,000","156,692,000","142,984,000","127,649,000","108,611,000","108,261,000","91,994,000","89,903,000","79,837,000","91,605,000","88,475,000","107,455,000","61,403,000","12,687,000","21,482,000","33,538,000","20,678,000","33,690,000","19,358,000","7,654,000","-258,983,000","-12,306,000","-7,166,000","1,436,000","41,442,000","5,690,000","-23,189,000","-5,200,000","-22,300,000","-24,200,000","5,800,000","-13,200,000","-18,300,000","6,600,000","6,100,000","4,900,000","5,500,000","3,100,000","3,100,000","2,300,000","400,000","-2,400,000","200,000","900,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","662,000","270,314,000","24,884,000",,,,,,"-255,000","3,021,000","-208,000","-513,000","1,711,000","-2,766,000","-6,694,000",,"-74,000","-563,000","31,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
