name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"21,052,576,000","18,001,540,000","15,298,518,000","14,724,388,000","13,798,662,000","13,326,369,000","13,029,733,000","13,397,198,000","12,995,851,000","13,615,010,000","13,167,867,000","13,480,218,000","13,189,841,000","12,040,521,000","11,768,674,000","10,848,193,000","10,305,035,000","10,189,247,000","9,395,429,000","9,044,034,000","5,776,900,000","5,203,700,000","4,180,100,000","3,617,200,000","3,302,000,000","2,518,400,000","2,306,700,000","2,137,000,000","1,594,500,000","1,513,700,000","1,418,000,000"
	CashCashEquivalentsAndFederalFundsSold,"333,006,000","332,436,000","220,723,000","222,965,000","197,969,000","357,250,000","528,423,000","1,203,614,000","499,344,000","422,086,000","313,445,000","304,597,000","335,636,000","597,408,000","877,999,000","349,950,000","446,319,000","501,491,000","703,054,000","539,500,000","287,700,000","297,000,000","292,800,000","242,200,000","201,300,000","128,300,000","142,700,000","220,300,000","91,500,000","97,700,000","92,100,000"
		CashAndCashEquivalents,"333,006,000","332,436,000","220,723,000","222,965,000","197,969,000","357,250,000","528,423,000","1,203,614,000","499,344,000","272,086,000","238,445,000","304,597,000","335,636,000","451,451,000","468,468,000","322,536,000","379,026,000","361,983,000","359,543,000","326,575,000","222,700,000","182,000,000","292,800,000","171,900,000","165,800,000","128,300,000","118,100,000","148,900,000","91,500,000","87,600,000","87,200,000"
			CashFinancial,"261,773,000","239,960,000","167,283,000","184,152,000","154,192,000","204,231,000","208,961,000","223,814,000",,,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,,"322,926,000","444,033,000","461,659,000","315,849,000","369,699,000","356,976,000",,"314,888,000","217,300,000",,,,,,,,,,
			CashAndDueFromBanks,"71,233,000","92,476,000","53,440,000","38,813,000","43,777,000","153,019,000","319,462,000","979,800,000","499,344,000","272,086,000","238,445,000","304,597,000","12,710,000","7,418,000","6,809,000","6,687,000","9,327,000","5,007,000","359,543,000","11,687,000","5,400,000","182,000,000","292,800,000","171,900,000","165,800,000","128,300,000","118,100,000","148,900,000","91,500,000","87,600,000","87,200,000"
		MoneyMarketInvestments,,,,,,,,,,"150,000,000","75,000,000",,,"145,957,000","409,531,000","27,414,000","67,293,000","139,508,000","343,511,000","212,925,000","65,000,000","115,000,000",,"70,300,000","35,500,000",,"24,600,000","71,400,000",,"10,100,000","4,900,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,"150,000,000","75,000,000",,,"145,957,000","409,531,000","27,414,000","67,293,000","139,508,000","343,511,000","212,925,000","65,000,000","115,000,000",,"70,300,000","35,500,000",,"24,600,000","71,400,000",,"10,100,000","4,900,000"
	OtherRealEstateOwned,"6,746,000","9,276,000","6,038,000","7,810,000","14,759,000","33,984,000","69,338,000","103,248,000","173,805,000","133,412,000",,,,,,,,,,,,,,,,,,,,,
	BankOwnedLifeInsurance,"326,417,000","308,324,000","292,069,000","258,648,000","251,534,000","247,076,000","239,434,000","231,120,000","200,085,000","194,064,000","187,770,000",,,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"4,481,974,000","2,749,188,000","2,835,367,000","2,531,676,000","2,082,329,000","2,156,927,000","2,466,989,000","2,434,032,000","2,513,518,000","2,709,081,000","1,993,594,000","2,316,380,000","2,627,110,000","2,765,419,000","2,766,411,000","2,988,407,000","3,081,681,000","2,835,547,000","2,193,654,000","2,046,529,000","1,186,000,000","1,197,600,000","939,600,000","760,800,000","679,100,000","566,300,000","485,700,000","469,800,000","377,200,000","365,700,000","363,100,000"
		TradingSecurities,,,,,,,,,,,,,,,,"31,758,000",,,,,,,,,,,,,,,
		AvailableForSaleSecurities,,,,,,,,,"2,513,518,000","1,096,062,000","960,772,000","982,859,000","2,627,110,000","2,765,419,000","2,766,411,000","2,956,649,000","3,081,681,000","2,835,547,000","2,193,654,000","2,046,529,000","1,186,000,000","1,197,600,000","939,600,000","760,800,000","679,100,000","566,300,000","485,700,000","469,800,000","377,200,000","365,700,000","363,100,000"
		HeldToMaturitySecurities,,,,,,,,,"0","1,613,019,000","1,032,822,000","1,333,521,000",,,,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"4,481,974,000","2,749,188,000","2,835,367,000","2,531,676,000","2,082,329,000","2,156,927,000","2,466,989,000","2,434,032,000",,,,,,,,,,,,,,,,,,,,,,,
	NetLoan,"14,180,978,000","13,132,379,000","11,074,811,000","10,855,182,000","10,404,227,000","9,711,508,000","8,874,372,000","8,601,661,000","8,758,651,000","9,229,891,000","9,679,436,000","9,747,726,000","9,193,019,000","7,861,960,000","7,338,326,000","6,830,250,000","6,215,624,000","6,301,510,000","5,990,050,000","6,013,585,000","4,035,500,000","3,482,400,000","2,719,200,000","2,457,800,000","2,260,500,000","1,706,200,000","1,483,600,000","1,311,100,000","996,300,000","935,200,000","866,400,000"
		GrossLoan,"14,318,104,000","13,269,312,000","11,208,639,000","11,002,439,000","10,562,233,000","9,890,555,000","9,063,481,000","8,801,890,000","8,994,716,000","9,470,048,000","9,903,329,000","9,930,109,000","9,356,027,000","8,006,846,000","7,475,483,000","6,950,269,000","6,341,926,000","6,435,268,000","6,127,045,000","6,161,082,000","4,169,000,000","3,624,700,000","2,853,000,000","2,579,900,000","2,371,600,000","1,795,100,000","1,558,700,000","1,377,800,000","1,049,600,000","989,800,000","921,300,000"
			LoansHeldForSale,"210,361,000","140,300,000","136,577,000","166,927,000","157,907,000","141,015,000","69,593,000","129,138,000","83,458,000","93,697,000","80,343,000","189,242,000",,,,,,,,,,,,,,,,,,,
			CommercialLoan,"1,980,650,000","1,768,352,000","1,482,439,000","1,615,608,000","1,752,273,000","1,753,041,000","1,538,302,000","1,484,788,000","1,484,967,000","6,054,348,000","5,002,400,000","3,896,274,000",,,,,,,,,,,,,,,,,,,
			ConsumerLoan,"102,559,000","105,569,000","107,848,000","109,656,000","112,165,000","113,426,000","111,328,000","104,884,000","763,293,000","1,343,858,000","1,344,016,000","607,362,000",,,,,,,,,,,,,,,,,,,
			MortgageLoan,"11,631,008,000","10,821,902,000","9,090,969,000","8,677,421,000","8,071,836,000","7,366,852,000","6,765,805,000","6,433,937,000","6,662,998,000","1,978,145,000","3,476,570,000","4,957,726,000",,,,,,,,,,,,,,,,,,,
			OtherLoanAssets,"393,526,000","433,189,000","390,806,000","432,827,000","468,052,000","516,221,000","578,453,000","649,143,000","8,911,258,000","9,289,863,000","9,733,739,000","279,505,000","9,356,027,000","8,006,846,000","7,475,483,000","6,950,269,000","6,341,926,000","6,435,268,000","6,127,045,000","6,161,082,000","4,169,000,000","3,624,700,000","2,853,000,000","2,579,900,000","2,371,600,000","1,795,100,000","1,558,700,000","1,377,800,000","1,049,600,000","989,800,000","921,300,000"
		AllowanceForLoansAndLeaseLosses,"119,066,000","120,070,000","118,200,000","123,736,000","126,458,000","142,443,000","153,236,000","164,466,000","195,118,000","196,913,000","176,043,000","132,793,000","115,197,000","98,834,000","101,500,000","91,673,000","92,112,000","87,875,000","83,150,000","81,730,000","55,600,000","49,600,000","39,900,000","37,300,000","34,600,000","27,500,000","24,000,000","21,200,000","15,900,000","15,000,000","14,100,000"
		UnearnedIncome,"-18,060,000","-16,863,000","-15,628,000","-23,521,000","-31,548,000","-36,604,000","-35,873,000","-35,763,000","-40,947,000","-43,244,000","-47,850,000","-49,590,000","-47,811,000","-46,052,000","-35,657,000","-28,346,000","-34,190,000","-45,883,000","-53,845,000","-65,767,000","-77,900,000","-92,700,000","-93,900,000","-84,800,000","-76,500,000","-61,400,000","-51,100,000","-45,500,000","-37,400,000","-39,600,000","-40,800,000"
	Receivables,"65,173,000","57,054,000","45,671,000","42,005,000","40,901,000","41,985,000","42,150,000","44,356,000","51,266,000","61,025,000","68,651,000","79,183,000","96,027,000","89,090,000","78,730,000","66,471,000","75,914,000","83,614,000","85,359,000","89,605,000","48,800,000","44,600,000","36,400,000","31,900,000","29,000,000","19,100,000","14,300,000","15,700,000","14,700,000","16,800,000","16,200,000"
		AccountsReceivable,"65,173,000","57,054,000","45,671,000","42,005,000","40,901,000","41,985,000","42,150,000","44,356,000","51,266,000","61,025,000","68,651,000","79,183,000","96,027,000","89,090,000","78,730,000","66,471,000","75,914,000","83,614,000","85,359,000","89,605,000","48,800,000","44,600,000","36,400,000","31,900,000","29,000,000","19,100,000","14,300,000","15,700,000","14,700,000","16,800,000","16,200,000"
			GrossAccountsReceivable,,,,,,,,,"51,266,000","61,025,000","68,651,000","79,183,000","96,027,000","89,090,000","78,730,000","66,471,000","75,914,000","83,614,000","85,359,000","89,605,000","48,800,000","44,600,000","36,400,000","31,900,000","29,000,000","19,100,000","14,300,000","15,700,000","14,700,000","16,800,000","16,200,000"
	NetPPE,"480,901,000","361,859,000","314,362,000","305,561,000","308,125,000","304,943,000","315,260,000","319,456,000","323,383,000","332,890,000","343,877,000","351,204,000","317,379,000","287,215,000","261,172,000","228,524,000","212,216,000","210,183,000","211,576,000","197,898,000","129,100,000","120,400,000","101,400,000","90,900,000","81,200,000","66,000,000","63,700,000","59,000,000","47,100,000","43,200,000","35,900,000"
		GrossPPE,"960,777,000","817,616,000","762,761,000","738,967,000","725,984,000","702,533,000","700,280,000","691,980,000","677,184,000","667,236,000","651,786,000","640,421,000",,,,,,,,,,,,,,,,,,,
