name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007
MarketCap,"108,721,394,339","112,937,989,685","145,511,617,103","151,536,223,192","173,390,662,351","196,266,122,598","182,858,851,180","233,022,625,704","204,397,626,748","211,161,190,944","215,223,373,157","207,472,764,002","196,385,186,220","200,390,232,479","201,068,770,248","189,101,534,413","190,747,915,493","204,590,418,285","222,095,150,916","223,999,161,721","318,888,128,505","329,269,468,664","305,569,178,439","232,117,734,894","222,904,469,887","221,303,984,452","229,125,831,837","230,303,355,267","222,772,567,003","254,085,761,190","264,396,376,110","252,866,387,076","257,196,551,351","278,259,989,210","275,433,111,235","275,609,249,237","303,394,072,996","325,272,713,096","301,457,511,325","271,377,296,963","267,509,930,424","328,801,057,866","353,090,213,061","208,186,387,500","202,201,600,800","145,867,737,000","162,852,085,800","188,017,473,300","235,840,860,600","229,343,615,100","321,146,909,745"
EnterpriseValue,"194,449,857,565","187,139,218,887","214,146,707,430","221,115,810,810","243,903,415,848","235,704,648,975","221,499,943,967","277,277,142,065","254,577,139,416","263,368,954,287","265,490,334,881","263,283,470,562","254,131,270,180","259,042,346,282","259,257,041,452","256,459,246,210","260,486,516,635","275,968,687,529","293,196,475,351","297,999,069,334","393,492,181,653","401,258,575,178","377,620,861,076","304,274,848,856","293,373,892,022","284,789,739,681","294,128,218,706","295,173,414,572","296,685,337,629","318,252,808,945","328,284,275,257","320,003,994,179","306,269,493,065","329,794,032,853","304,094,468,891","303,920,504,646","343,828,825,566","351,874,064,743","338,435,664,298","289,022,840,805","295,165,724,653","348,316,125,070","374,673,141,797","221,158,091,831","213,622,831,430","154,525,871,707","174,900,622,856","186,414,512,190","236,536,860,396","227,649,981,795","319,520,910,191"
PeRatio,"23.184","11.227","15.445","12.27","13.033","15.312","14.701","28.144","33.702","36.595","38.076","40.313","27.727","168.24","170.623","82.519","56.356","17.864","17.742","12.322","16.007","9.725","9.694","10.978","11.158","10.048","9.926","10.373","10.979","13.004","14.245","11.483","11.112","12.159","10.218","10.026","12.432","12.821","11.475","11.604","11.675","12.521","14.505","14.12","12.174","9.333","9.638","10.191","13.783","12.091","15.823"
ForwardPeRatio,"9.872",,"13.928","13.316","13.004","14.881","10.582","15.898","19.38","14.641","31.847","59.88","12.376","14.347","14.286","17.123",,"107.527","12.092","1,250","1,250","1,666.667","1,250","1,000","1,111.111","7.174","20.202","21.142","21.834","1,000","30.581","23.042","13.569","10.194","9.381","8.757","10.183","11.561","10.893",,,,,,,,,,,,
PegRatio,"0.739",,"1.042","0.88","0.852","1.041","0.29","0.424","0.585","0.406","0.437","0.798",,"0.597","0.586","1.364",,"4.027","2.668","186.248","207.176","226.123","140.7","86.53","90.809","0.526","1.48","1.577","1.63","49.256","1.582","1.192","4.036","1.69","1.491","0.695","0.749","0.877","0.685",,,,,,,,,,,,
PsRatio,"0.183","0.192","0.264","0.273","0.288","0.356","0.342","0.477","0.435","0.452","0.47","0.422","0.444","0.571","0.58","0.514","0.473","0.42","0.417","0.405","0.602","0.546","0.544","0.626","0.636","0.545","0.538","0.549","0.559","0.683","0.748","0.711","0.724","0.811","0.766","0.752","0.998","1.156","1.089","1.015","1.061","1.253","1.471","1.6","1.467","1.027","1.037","1.204","1.655","1.77","2.809"
PbRatio,"0.368","0.382","0.526","0.54","0.566","0.663","0.637","0.848","0.771","0.674","0.701","0.653","0.636","0.782","0.793","0.69","0.706","0.671","0.666","0.687","1.069","1.078","1.075","1.231","1.225","1.117","1.103","1.121","1.132","1.409","1.544","1.434","1.441","1.62","1.472","1.445","1.775","1.873","1.7","1.582","1.534","1.664","1.755","1.728","1.698","1.233","1.405","1.615","2.136","2.193","3.199"
EnterprisesValueRevenueRatio,"0.08","0.368","0.305","0.358","0.403","0.399","0.344","0.461","0.45","0.485","0.476","0.546","0.527","0.525","0.556","0.623","0.674","0.782","0.698","0.697","0.842","0.978","0.715","0.507","0.469","0.538","0.511","0.507","0.529","0.589","0.55","0.58","0.588","0.627","0.584","0.573","0.679","0.789","0.811","0.796","0.806","1.093","1.114","0.826","0.914","0.851","0.804","0.613","0.861","0.829","1.438"
EnterprisesValueEBITDARatio,"0.606","3.404","9.411","7.794","5.446","2.703","2.797","2.809","2.436","3.237","3.125","14.522","13.936","3.271","3.535","4.029","2.761","5.501","3.893","4.895","4.919","6.381","5.678","6.6","5.321","2.996","3.31","6.16","6.041","3.35","4.046","3.933","4.182","3.401","3.829","3.637","4.139","4.039","3.919","3.881","3.976","4.721","6.361","3.187","3.419","3.303","3.119","2.383","3.927","0.829","-0.811"
