name,ttm,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994
TotalRevenue,"2,929,117,000","2,900,197,000","2,325,873,000","2,098,685,000","2,023,078,000","2,038,303,000","2,001,240,000","1,935,976,000","1,865,627,000","1,711,702,000","1,457,030,000","1,430,125,000","1,258,204,000","1,042,337,000","854,515,000","827,726,000","709,805,000","586,682,000","679,991,000","678,791,000","597,385,000","596,900,000","490,500,000","442,200,000","417,300,000","379,736,000","333,207,000"
	OperatingRevenue,"2,929,117,000","2,900,197,000","2,325,873,000","2,098,685,000","2,023,078,000","2,038,303,000","2,001,240,000","1,935,976,000","1,865,627,000","1,711,702,000","1,457,030,000","1,430,125,000","1,258,204,000","1,042,337,000","854,515,000","827,726,000","709,805,000","586,682,000","679,991,000","678,791,000","597,385,000","596,900,000","490,500,000","442,200,000","417,300,000","379,736,000","333,207,000"
CostOfRevenue,"2,186,070,000","2,192,654,000","1,719,675,000","1,526,126,000","1,475,540,000","1,453,718,000","1,425,839,000","1,376,271,000","1,303,344,000","1,198,153,000","1,021,516,000","1,029,095,000","882,996,000","728,820,000","612,263,000","623,680,000","542,240,000","492,241,000","539,130,000","511,027,000","429,537,000","411,900,000","333,100,000","303,000,000","281,500,000","274,676,000","248,839,000"
GrossProfit,"743,047,000","707,543,000","606,198,000","572,559,000","547,538,000","584,585,000","575,401,000","559,705,000","562,283,000","513,549,000","435,514,000","401,030,000","375,208,000","313,517,000","242,252,000","204,046,000","167,565,000","94,441,000","140,861,000","167,764,000","167,848,000","185,000,000","157,400,000","139,200,000","135,800,000","105,060,000","84,368,000"
OperatingExpense,"372,011,000","370,312,000","341,036,000","303,152,000","308,607,000","320,721,000","326,924,000","335,326,000","340,595,000","301,117,000","253,554,000","264,590,000","195,643,000","184,087,000","158,827,000","136,941,000","117,911,000","69,908,000","62,513,000","74,492,000","107,882,000","111,000,000","105,900,000","95,100,000","93,300,000","75,125,000","61,922,000"
	SellingGeneralAndAdministration,"224,095,000","211,205,000","192,757,000","176,633,000","154,951,000","156,995,000","155,339,000","168,097,000","164,512,000","148,903,000","135,880,000","128,682,000","115,399,000","111,297,000","92,013,000","79,858,000","70,949,000","65,038,000","58,765,000","67,437,000","77,463,000","79,000,000","79,300,000","72,300,000","69,900,000","69,961,000","58,557,000"
	ResearchAndDevelopment,"147,916,000","159,107,000","148,279,000","126,519,000","126,170,000","134,485,000","138,005,000","130,250,000","143,274,000","115,633,000","82,560,000","78,536,000","73,414,000","65,294,000","59,861,000","49,996,000","40,057,000",,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,"27,486,000","29,241,000","33,580,000","36,979,000","32,809,000","34,993,000","35,114,000","26,120,000","6,830,000","7,496,000","6,953,000","7,087,000","6,905,000","4,870,000","3,748,000","7,055,000","30,419,000","32,000,000","26,600,000","22,800,000","23,400,000",,
		DepreciationAndAmortizationInIncomeStatement,,,,,"27,486,000","29,241,000","33,580,000","36,979,000","32,809,000","34,993,000","35,114,000","26,120,000","6,830,000","7,496,000","6,953,000","7,087,000","6,905,000","4,870,000","3,748,000","7,055,000","30,419,000","32,000,000","26,600,000","22,800,000","23,400,000",,
			Amortization,,,,,"27,486,000","29,241,000","33,580,000","36,979,000","32,809,000","34,993,000","35,114,000","26,120,000","6,830,000","7,496,000","6,953,000","7,087,000","6,905,000","4,870,000","3,748,000","7,055,000",,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,"27,486,000","29,241,000","33,580,000","36,979,000","32,809,000","34,993,000","35,114,000","26,120,000","6,830,000","7,496,000","6,953,000","7,087,000","6,905,000","4,870,000","3,748,000","7,055,000",,,,,,,
	OtherOperatingExpenses,,,,,,,,,,"1,588,000",,"31,252,000",,,,,,,,,,,,,,"5,164,000","3,365,000"
OperatingIncome,"371,036,000","337,231,000","265,162,000","269,407,000","238,931,000","263,864,000","248,477,000","224,379,000","221,688,000","212,432,000","181,960,000","136,440,000","179,565,000","129,430,000","83,425,000","67,105,000","49,654,000","24,533,000","78,348,000","93,272,000","59,966,000","74,000,000","51,500,000","44,100,000","42,500,000","29,935,000","22,446,000"
NetNonOperatingInterestIncomeExpense,"-36,697,000","-42,588,000","-30,096,000","-25,705,000","-24,751,000","-24,077,000","-22,533,000","-26,430,000","-25,461,000","-24,865,000","-28,876,000","-32,498,000",,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"1,711,000","1,413,000","1,674,000","1,725,000","2,025,000","787,000","271,000","273,000","542,000","534,000","509,000","1,131,000",,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"38,408,000","44,001,000","31,770,000","27,430,000","26,776,000","24,864,000","22,804,000","26,703,000","26,003,000","25,399,000","29,385,000","33,629,000",,,,,,,,,,,,,,,
