name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalAssets,"11,918,000,000","10,426,000,000","9,781,000,000","9,487,000,000","8,660,000,000","7,839,000,000","7,350,000,000","7,070,000,000","7,071,000,000","6,593,000,000","6,554,000,000","6,023,000,000","5,598,000,000","4,843,000,000","3,892,000,000","2,798,644,000","2,185,757,000","1,378,923,000","674,000,000","344,128,000","138,182,000"
	CurrentAssets,"1,786,000,000","1,474,000,000","1,206,000,000","1,567,000,000","1,373,000,000","1,200,000,000","1,056,000,000","1,100,000,000","1,628,000,000","1,360,000,000","1,538,000,000","962,000,000","1,116,000,000","927,000,000","635,000,000","515,080,000","645,740,000","283,059,000",,,
		CashCashEquivalentsAndShortTermInvestments,"1,328,000,000","887,000,000","693,000,000","971,000,000","876,000,000","708,000,000","627,000,000","731,000,000","1,226,000,000","960,000,000","1,136,000,000","571,000,000","834,000,000","699,000,000","484,000,000","449,162,000","607,305,000","257,853,000",,"34,403,000","18,246,000"
			CashAndCashEquivalents,"959,000,000","474,000,000","303,000,000","433,000,000","318,000,000","341,000,000","225,000,000","182,000,000","673,000,000","465,000,000","896,000,000","561,000,000","190,000,000","10,000,000","6,000,000","410,417,000","570,695,000","246,752,000",,"34,403,000","18,246,000"
			OtherShortTermInvestments,"369,000,000","413,000,000","390,000,000","538,000,000","558,000,000","367,000,000","402,000,000","549,000,000","553,000,000","495,000,000","240,000,000","10,000,000","644,000,000","689,000,000","478,000,000","38,745,000","36,610,000","11,101,000",,,
		Receivables,"231,000,000","211,000,000","245,000,000","172,000,000","136,000,000","136,000,000","129,000,000","106,000,000","101,000,000","84,000,000","81,000,000","86,000,000","92,000,000","77,000,000","94,000,000","38,271,000","16,723,000","11,931,000",,,
			AccountsReceivable,"231,000,000","211,000,000","245,000,000","172,000,000","136,000,000","136,000,000","129,000,000","106,000,000","101,000,000",,,,,,,,,,,,
				GrossAccountsReceivable,"232,000,000","212,000,000","246,000,000","177,000,000","142,000,000","142,000,000","135,000,000","113,000,000","109,000,000",,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,000,000","-1,000,000","-1,000,000","-5,000,000","-6,000,000","-6,000,000","-6,000,000","-7,000,000","-8,000,000",,,,,,,,,,,,
		Inventory,"81,000,000","78,000,000","55,000,000","47,000,000","44,000,000","46,000,000","48,000,000","36,000,000","50,000,000","49,000,000","40,000,000","30,000,000","26,000,000","27,000,000","21,000,000","10,360,000","8,295,000","4,840,000",,,
		PrepaidAssets,"146,000,000","298,000,000","213,000,000","213,000,000","172,000,000","135,000,000","126,000,000","119,000,000","147,000,000","148,000,000","147,000,000","91,000,000","164,000,000","124,000,000","36,000,000","17,287,000","13,417,000","5,589,000",,,
		RestrictedCash,,,,,,,,,"0","3,000,000","13,000,000","78,000,000",,,,,,,,,
		CurrentDeferredAssets,,,,"164,000,000","145,000,000","174,000,000","120,000,000","107,000,000","99,000,000","89,000,000","78,000,000","106,000,000",,,,,"0","2,846,000",,,
			CurrentDeferredTaxesAssets,,,,"164,000,000","145,000,000","174,000,000","120,000,000","107,000,000","99,000,000","89,000,000","78,000,000","106,000,000",,,,,"0","2,846,000",,,
		OtherCurrentAssets,,,,,,"1,000,000","6,000,000","1,000,000","5,000,000","27,000,000","43,000,000",,,,,,,,,,
	TotalNonCurrentAssets,"10,132,000,000","8,952,000,000","8,575,000,000","7,920,000,000","7,287,000,000","6,639,000,000","6,294,000,000","5,970,000,000","5,443,000,000","5,233,000,000","5,016,000,000","5,061,000,000","4,482,000,000","3,916,000,000","3,257,000,000","2,283,564,000","1,540,017,000","1,095,864,000",,,
		NetPPE,"9,526,000,000","8,315,000,000","8,049,000,000","7,271,000,000","6,652,000,000","6,072,000,000","5,656,000,000","5,343,000,000","4,860,000,000","4,641,000,000","4,638,000,000","4,470,000,000","3,794,000,000","3,438,000,000","2,978,000,000","2,137,855,000","1,420,691,000","997,161,000",,,
			GrossPPE,"12,822,000,000","11,453,000,000","10,786,000,000","9,624,000,000","8,679,000,000","7,817,000,000","7,208,000,000","6,652,000,000","5,965,000,000","5,547,000,000","5,373,000,000","5,015,000,000","4,260,000,000","3,776,000,000","3,217,000,000","2,280,905,000","1,501,624,000","1,035,133,000",,,
				FlightFleetVehicleAndRelatedEquipments,"10,765,000,000","9,818,000,000","9,184,000,000","8,091,000,000","7,250,000,000","6,440,000,000","5,959,000,000","5,506,000,000","4,873,000,000",,,,,,,,,,,,
				OtherProperties,"2,057,000,000","1,074,000,000","1,041,000,000","972,000,000","868,000,000","816,000,000","688,000,000","585,000,000","531,000,000","4,989,000,000","4,824,000,000","4,482,000,000",,,,,,,,,
				ConstructionInProgress,,"561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","561,000,000","558,000,000","549,000,000","533,000,000",,,,,,,,,
			AccumulatedDepreciation,"-3,296,000,000","-3,138,000,000","-2,737,000,000","-2,353,000,000","-2,027,000,000","-1,745,000,000","-1,552,000,000","-1,309,000,000","-1,105,000,000","-906,000,000","-735,000,000","-545,000,000","-466,000,000","-338,000,000","-239,000,000","-143,050,000","-80,933,000","-37,972,000",,,
		GoodwillAndOtherIntangibleAssets,,,,,,,,,,,,,"21,000,000","32,000,000","43,000,000","54,258,000","62,256,000","68,278,000",,,
			OtherIntangibleAssets,,,,,,,,,,,,,"21,000,000","32,000,000","43,000,000","54,258,000","62,256,000","68,278,000",,,
		InvestmentsAndAdvances,"3,000,000","3,000,000","2,000,000","90,000,000","49,000,000","60,000,000","114,000,000","136,000,000","38,000,000","133,000,000","6,000,000","244,000,000",,,,,,,,,
