name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"2,036,680,303","2,419,157,682","1,575,194,506","1,570,024,044","1,460,384,816"
EnterpriseValue,"2,405,627,303","2,781,307,682","1,923,027,506","1,960,629,044","2,254,028,816"
PeRatio,"17.138","21.667","15.842","26.853","45.227"
ForwardPeRatio,"19.646","19.121","12.854","16.611","17.452"
PegRatio,,"3.824","2.57","4.15","5.814"
PsRatio,"1.236","1.49","0.964","1.02","0.939"
PbRatio,"2.218","2.583","1.78","1.937","5.679"
EnterprisesValueRevenueRatio,"1.431","1.654","1.177","1.257","1.434"
EnterprisesValueEBITDARatio,"10.568","12.218","9.159","9.361","12.432"
